gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Atrium)	pct_gene_expr	max_pct_tx_expr
MB	2.615272563808034e-6	5.011013289393133e-5	4	1	-0.8188246234135713	1	1
ANKRD39	6.560062520312713e-47	1.2644954676293789e-36	7	3	0.8187753285380484	1	1
TGFB1I1	0.014983814272078145	0.0044397308104177895	4	1	-0.8106903588718556	1	0.8333333333333334
PGBD2	0.04798819415856284	0.05951669345698256	3	0	-0.8036774383409999	1	0.6666666666666666
SKA1	4.285661250405819e-4	4.481945947606449e-4	3	2	-0.8018900122223681	1	0.8333333333333334
EIF4A2	2.6782934771903014e-30	5.116777875264154e-30	6	3	-0.8007068597747823	1	1
TUBA8	5.356712929449597e-4	0.05176850294770515	4	0	-0.7897005412686107	1	0.8333333333333334
NDUFV3	1.0361491875114978e-12	1.6879284997854882e-13	3	3	-0.7887541807708233	1	1
STX10	0.007215889507605661	0.038720807477456	6	1	-0.782294400479587	1	0.8333333333333334
CDK14_CLDN12	0.007640901954372732	1	3	0	0.7813498517755959	0.6666666666666666	0.6666666666666666
SNX11	0.015584535767009279	0	2	2	0.780148001250928	1	0.8333333333333334
PIP5K1B	0.0013840945044991536	0.014698134136191816	5	1	0.7729121141354603	1	0.6666666666666666
SLC2A3	0.014983814272078145	0.0026118023122186943	3	2	0.7724848019649689	1	0.8333333333333334
R3HCC1	4.320694346877487e-7	3.3901409940556227e-6	6	2	-0.7706851751218483	1	1
MBD5_LOC113250909	0.0074056230126245464	0.02052521987658645	4	1	0.7694056021532325	1	0.6666666666666666
SMOX	0.04798501860989762	0.16112795267560243	3	0	0.7681801573432083	1	1
LOC113266115_EGLN3	5.256763210254336e-5	9.876013016437163e-6	3	2	-0.7680920927078868	1	0.8333333333333334
NEBL	7.501700082859369e-62	3.247832491945549e-61	3	2	-0.7666378780092261	1	1
OCLN	0.0031305193559791377	3.927212618531217e-4	3	1	-0.7633118998680886	1	1
CARM1	5.256763210254336e-5	2.1446653936171123e-4	3	2	-0.7594488836748929	1	0.8333333333333334
PERM1	5.604671259223249e-4	0.008937582729961717	6	1	-0.7585171214622074	1	0.8333333333333334
LMOD3	0.017012317377122724	0.6672684838653402	3	0	-0.7577852961532943	1	0.8333333333333334
FRAS1	4.1465642685254335e-9	1.7674088453348066e-8	4	2	-0.7572981276889403	1	1
LOC113259202	0.04672171006639367	0.0972931513199988	3	0	0.750990154806973	0.8333333333333334	0.6666666666666666
ALKBH3	7.6625725036066e-12	1.6182315940738896e-11	6	1	-0.7506891597357541	1	1
LRRC2	1.343210585225953e-4	1	13	0	0.7482469691312303	1	0.8333333333333334
RUNDC3B	0.011685361838442095	0.07122737146865907	4	0	0.7470128651485786	1	0.6666666666666666
HSPB2	6.274951512091342e-4	0	2	2	0.7464320785788399	1	1
LYPD6	0.03006996549445466	0	2	2	-0.7462127716895768	1	0.8333333333333334
SOBP	1.4643469520456994e-4	0	2	2	-0.7449171617449474	1	1
PTK2B	0.04331480030269409	1	6	0	-0.7439408402390657	1	0.5
PHKB	8.620146577984714e-21	1.515860518895345e-17	5	2	-0.7421623203799461	1	1
IDH3B	2.3151623666735665e-8	1.5108068575905112e-5	7	1	-0.7407144749628137	1	0.8333333333333334
LOC113246836	0.03417444076225724	0	2	2	-0.7397349801834857	1	0.8333333333333334
CHPF	0.01602405953713055	0.01766402315059777	3	1	-0.7357706637600483	1	0.8333333333333334
MOB3A	0.017156160736012897	0	2	2	-0.735027674903268	1	0.8333333333333334
METTL17	1.704833639636648e-4	0.0017870324122417221	11	1	-0.7324332317349428	1	0.8333333333333334
PCDH7	5.061351726668012e-16	1.6375442004291302e-18	3	2	0.7322061763319078	1	1
HMGN3	1.0884037821336423e-4	2.1107138433722175e-6	6	1	-0.73219574116795	1	1
OSGIN2	0.009295293804759151	0.01793151257493027	4	1	-0.7321550682168637	1	0.8333333333333334
NICN1_AMT	0.0010695457369642326	0.0011419874432923882	12	1	-0.7261514274962207	1	1
LRRC8C	0.01578975930541412	0.0509930297720082	4	0	0.7238987331337179	1	1
ASL	0.013620951384384536	0.014242058422996164	8	1	-0.7218602995251034	1	0.8333333333333334
REPIN1	0.006092450519887695	9.355684903020677e-4	4	1	-0.7196737520654958	1	0.8333333333333334
SLC38A5	0.004792879321397843	0.0037133121869190465	3	1	-0.7184538180485729	1	1
ASB2	0.001987301130555779	1	5	0	-0.7167797745178693	1	0.8333333333333334
FGF2	0.02796606118496701	0	2	2	0.7167085412278956	1	0.8333333333333334
SPPL2A	1.8032369268853602e-11	8.268584287609212e-13	3	2	-0.7135094256453148	1	1
TWNK	0.010505737187342075	0.3653554027778722	4	0	-0.711768917449315	1	0.6666666666666666
ABHD14B	0.005703786478461742	0.03187473401384662	5	1	-0.7095259793254035	1	1
LOC113250068	0.034860500646042514	0.007806175462155238	4	1	-0.7088770392008634	1	0.8333333333333334
SEMA4D	1.6986855299134736e-5	0	2	2	0.7085913909242084	1	1
ENO3	6.910815827433209e-4	0.003983589768146829	6	1	-0.706296086951013	1	1
SYNPO	0.0019423381977368972	2.5103367640077557e-4	4	2	0.7058389218145966	1	1
LUZP1	0.002666209635480474	0.0055229235210605635	3	2	-0.7036560752666441	1	1
MAP3K8	0.03414405128814231	0.03195428949145163	5	1	-0.7016473304922106	1	0.8333333333333334
CUNH17orf58	0.028209824898770417	0.013362877619347114	3	1	-0.7001725221304909	1	0.8333333333333334
ZC3H18	4.663000179454931e-4	2.4208279625280094e-4	4	1	-0.6974947661862267	1	1
MBP	0.01595110999846542	0.06715266809315468	6	0	-0.6972300650451774	1	0.6666666666666666
CCDC50	5.549920600356088e-7	0	2	2	-0.6961286594274665	1	1
TOM1L2	5.585706666952969e-16	1.7804326046136985e-16	4	3	-0.6955961291775171	1	1
JOSD1	0.03710053966878634	0.05707080023289504	3	0	-0.6931601701174086	1	1
NSFL1C	1.6491920083594912e-6	1.1759603948005169e-7	3	2	-0.690140156684055	1	1
FLNC	2.4426919772197243e-24	3.5034680546289555e-17	8	2	0.6900862286438079	1	1
CCNDBP1	0.0036261113078933822	0.004854650286949965	5	1	-0.6895570782370314	1	1
MPI	0.00233780538971091	0.019856845830269653	7	1	0.6883784600704766	1	0.6666666666666666
QKI	8.543649265280075e-27	7.002119610164814e-23	6	2	0.6880643041088738	1	1
PQLC1	4.663000179454931e-4	0.023969364586801233	7	1	-0.685839400277355	1	1
KIF1B	5.2375043209736226e-17	8.083657866328039e-12	4	3	0.6849249522642356	1	1
TULP3	2.7540877102646516e-4	0.00709609452222457	5	2	-0.6833560508198614	1	1
NCAM1	3.786819178230647e-6	2.422298878640647e-6	4	2	0.6827886017114234	1	1
SEPT9	2.1381833050362268e-5	9.771969254306534e-4	7	2	-0.6818187544282386	1	1
LOC113248686	7.390698598142597e-4	0.21817278675905696	3	0	-0.6812783634236287	1	0.8333333333333334
LOC113246947	8.42207432953728e-5	9.218986435898679e-5	5	1	-0.6769351541008187	1	1
FGD6	0.0042359782931951145	8.353828708137538e-4	3	1	0.670879526497911	1	1
EMID1	3.597646239102703e-18	5.474453310715467e-11	6	1	-0.6682570849931653	1	1
COL4A3BP	0.0014232222139055084	0	2	2	0.6679496587238596	1	1
GFPT1	6.505502746943528e-8	2.6267801573712224e-8	3	3	-0.6670231594822025	1	1
SCLY	0.00277099146707556	0.019811815343381337	5	1	-0.666426029284019	1	0.8333333333333334
TBC1D24	0.03232096615600265	0.030814956951089097	3	1	-0.6644682983767439	1	0.8333333333333334
LRRC20	0.010300574319723713	0.016534518028706247	6	1	-0.6637294040964449	1	1
NDUFA10	1.4430023326645548e-7	2.512275774958541e-6	9	1	-0.6581619176610389	1	1
KDM8	9.405594365185685e-4	0.010560730481434497	3	1	0.6578592200231066	1	1
CCDC163	0.003531388520745055	0.014949287153293656	6	1	0.6562202578946191	1	0.6666666666666666
LRRFIP1	1.1421843164838737e-11	4.104805996450605e-11	7	1	-0.6554135835563606	1	1
ADAM19	0.005006384499364459	0.017885083631143727	4	1	-0.6548074403444624	1	1
PFN2	3.876248184048392e-5	2.8372346730471586e-6	3	2	0.6513696610388948	1	1
LOC113248649	0.01595110999846542	0.02716134031428402	3	1	-0.6498771906393874	1	1
SLC39A8	0.018164040668427823	0.4333084329968385	4	0	-0.6431111102291746	1	0.5
ACOT9	2.4421857564889986e-5	2.1559899653227797e-7	4	2	-0.6428606795051837	1	1
CEP170B	9.566759930389747e-7	0	2	2	-0.6427468524938617	1	1
EXTL3_LOC113269942	1.4074898640290288e-4	3.598406865551998e-4	5	2	-0.6404103875557514	1	1
DPF2	0.015500628228566918	0.08803780671933334	6	0	-0.6363426702748288	1	1
COTL1	0.045883021550004635	0	2	2	0.6362571658372443	1	0.6666666666666666
MEGF10	0.016311931200809236	0.03924862784079477	4	1	0.6340737905370453	1	0.8333333333333334
TBC1D4	0.014983814272078145	0.005963419030683151	5	2	0.6313575643299292	1	1
LOC113260369	0.03006996549445466	0.17960856130911648	5	0	-0.6299148006805374	1	0.8333333333333334
IMPDH1	0.0025339462973199	1.742547129818205e-5	6	1	-0.6283696689113071	1	1
BRPF3	0.030184356859311767	0.1252879849526971	7	0	-0.625103629592983	1	1
KRI1	0.04084570948593636	0.19648913232482076	7	0	-0.6237356190166317	1	1
TMEM135_LOC113269409	9.846211918391556e-5	2.0918191702230923e-6	3	1	-0.6215233847554846	1	1
CFAP44	0.0024261132541668656	0.013360943786107065	7	1	0.6214711697672692	1	1
EXOC7	1.2755987468446749e-5	2.0661641539470247e-5	11	1	-0.6208662224662087	1	1
SLC9A8	2.130394832939043e-4	0.025177938292600566	7	1	-0.6190937836846345	1	1
LAMC2	0.012977084680135679	0.018044911587152927	4	1	0.61668884460844	1	0.6666666666666666
GALNT15	0.002407381050239833	0.10965863093405243	4	0	0.6153070456192514	1	0.8333333333333334
POLH	0.04734274197322478	1	5	0	0.6137863297603026	1	0.8333333333333334
ASDURF	0.031054779788010065	0.028836900355010298	4	1	-0.6117464583874477	1	1
PPP1R3A	8.318019523219287e-8	1.1702666356247717e-5	5	1	0.607994865992775	1	1
PPM1K	0.01658475249794913	0.014079311330972583	6	1	-0.6076321912990568	1	1
BPIFC	0.014939701810111191	0	2	2	0.6069139945776959	1	1
TBC1D30	0.03374824381666482	0	2	2	0.6068993920296182	1	1
CCT8	2.821172448215605e-23	3.430662755735636e-14	5	3	-0.6059156995525178	1	1
PDHX	3.4984807735756627e-6	2.329259859269438e-7	5	2	-0.6046423601609516	1	1
CORO6	0.02130479401446974	0.060063969452599224	3	0	0.6034796515858974	1	0.8333333333333334
WDR91	3.998610696440724e-4	1	6	0	-0.6032789950087827	1	0.8333333333333334
DBNDD2	5.199338469373034e-10	0	2	2	-0.602047199695595	1	1
GK	2.443161102172354e-4	0.011252189645779896	6	1	0.5997632528696005	1	0.8333333333333334
FAN1	1.9152537050023555e-5	0.00100614949076572	9	1	-0.5996992864638654	1	1
LOC113248505	8.790398957331902e-4	0.0015990025240697956	9	1	-0.5996000910476819	1	1
MYLK3	0.005258482317057959	3.851975260961822e-4	4	1	-0.5967686451522825	1	1
DIPK2B	0.009164431105006348	0	2	2	0.5966363520169168	1	1
WBP1L	0.001440926387675011	0.11034813043978955	3	0	0.5956389324056288	1	1
PRMT3	0.015115693742660304	0.14501429178426564	5	0	-0.5921579812659808	1	1
HDAC7	0.009190324948541483	0.10689693775923521	6	0	-0.591020182756409	1	1
TRIM52	0.0010695457369642326	0.44024642983955	5	0	-0.5905347216602073	1	1
CMYA5	1.5703081120197696e-6	8.330561672606356e-6	7	1	-0.5898461785485349	1	1
CEP85L	0.015285656203932834	0	2	2	0.5891036160195992	1	1
LIAS	0.009295293804759151	0.010536869856355872	6	1	-0.5889482976198208	1	1
IFT20	0.00575730929601639	0.001800242778227988	3	2	-0.5857818857042127	1	1
ASPH	4.7924132892751104e-20	1.72837412460563e-15	11	2	0.5844319249794327	1	1
PID1	0.03242142708780631	0.060669465608820305	4	0	-0.5824805957192597	1	0.8333333333333334
CERS5	1.2570130671869812e-5	0.013208351346973436	8	1	-0.5818251472820692	1	0.6666666666666666
TUBGCP2	0.028964185888852877	0.5908737996935509	8	0	-0.581125529600873	1	0.8333333333333334
HRC	3.6993511030245367e-47	6.181241121745133e-19	8	2	0.5799720062858139	1	1
USP10	0.008640537144221232	1	10	0	-0.5774808697337794	1	1
HSF2	2.076496269481179e-6	4.743256445065845e-5	5	1	0.5766590936857309	1	1
ENO1	5.5144889993083e-23	7.76501616591387e-14	3	1	-0.5764404216918464	1	1
LAMA3	0.001645388310116202	0.03783779150493698	4	1	0.5726561752812253	1	1
ATP9B	3.9086348587335834e-4	5.307746111026266e-6	6	2	-0.5723923755767804	1	1
TRABD	0.018650814237001132	0.18757750300834672	9	0	-0.571188816857514	1	1
PDE4D	3.4984807735756627e-6	1.2978290379858483e-5	7	2	0.5700796056609398	1	1
TXNL1	5.721725610070728e-13	3.0766555996035255e-8	7	1	0.5690454934860208	1	1
DPAGT1	0.03096338264295936	0.4057114551686111	8	0	-0.567557915859343	1	0.8333333333333334
LMF1	0.004296697254686821	7.926594383784354e-4	3	2	-0.566246340895641	1	1
MAPK8IP3	0.011626564954004591	0.11179414107287935	7	0	-0.564902210024915	1	1
NCAPD2	0.02404901619046658	0.161502070347236	4	0	-0.5635015045109277	1	1
TRAK1	3.602670800580762e-15	1.322657725256569e-10	8	2	0.56347081046412	1	1
LOC113249271	0.0011606445163643432	0.24186512463678464	5	0	-0.5629013825281466	1	1
AFF1	0.028832498023963413	0.054043435749890116	4	0	-0.5622415084602285	1	1
ANXA7	4.369955604086879e-15	5.479859695589543e-11	7	2	-0.5612850020548947	1	1
ANK3	9.597803064511043e-50	9.739812232289545e-30	6	2	0.5611967645554898	1	1
BNC2	2.6664930305091864e-5	0.003359112233222431	4	1	-0.5608781936817218	1	1
PDE7A	6.17413655488582e-4	0.004977964338288162	5	2	0.560758280661265	1	1
LOC113246148	0.007745078238900615	0	2	2	-0.558245774275543	1	1
SGPL1	1.8433795649276636e-4	0.09872068066164412	6	0	-0.55799305533122	1	1
LOC113259016	0.024319477696725288	0.08059414383630892	4	0	0.5576655052371845	1	1
MINDY2	0.0014543113660508457	0.001942998157485576	4	1	-0.5576224626011073	1	1
MPV17	0.002955729646124193	0.007434649374400294	10	1	-0.5575314676583685	1	0.8333333333333334
CCS	0.01963461385652813	0.048449796667566596	5	1	-0.5562249604875291	1	1
SNU13	2.742773449306356e-5	4.6302608340477925e-6	3	2	-0.556184510000446	1	1
RAB40C	0.03397265083828546	0.19533057607044937	3	0	-0.556178437134067	1	1
HNRNPA2B1	4.715071951833019e-14	5.51667821565255e-10	7	3	0.5559112328188718	1	1
MSI2	3.5216778284120856e-5	1.0356129333143101e-4	6	1	-0.553877264736559	1	1
DMD	6.498793014236778e-7	4.3670709019794535e-4	12	1	-0.5530780898200273	1	1
ELMO1	2.0503044889444792e-5	1	9	0	-0.5529057242941064	1	0.6666666666666666
FAM173B	0.032606445518716796	0.00863134395887278	3	1	-0.5515529239183665	1	1
LOC113249828	0.030275502541705135	0.12925518911078815	3	0	-0.5512600894523747	1	1
RPL26L1	0.02537129246778446	0.07894507972614362	3	0	-0.5503215817924478	1	1
HDAC6	0.03393710789229904	0.3706305012112618	13	0	-0.5462778376852644	1	1
ESR1	0.02465848737465432	0.03929935015428551	5	1	-0.5461258464757598	1	0.8333333333333334
PCSK7	0.003065656149182837	1	9	0	-0.5457476270185028	1	0.8333333333333334
SGMS1	0.004617137965298416	0.07357657057784386	8	0	-0.5446351232175141	1	1
PRKDC	4.418460025709768e-4	0.0010629655552183502	6	2	0.5440935125482376	1	1
ACACB	0.011478301206843561	1	8	0	-0.5416154372601383	1	0.8333333333333334
PPP2R5B	0.001506593388828075	0.2208807130699507	6	0	-0.5411275116240615	1	1
RAPGEF6	1.6058921642152634e-6	0.09734189029278775	8	0	-0.5410818511447066	1	1
PKM	1.7641216193059736e-18	0	2	2	-0.5408647014920166	1	1
TMEM218	7.647456276530819e-4	1	6	0	-0.5396718131698761	1	1
HDAC5	0.013431561908100204	0.03740495985979919	4	2	-0.5370601897658357	1	1
TPM4	1.2678560416933563e-36	2.3737178583671133e-14	4	2	-0.5365625760395588	1	1
SFXN1	0.04901574461396418	0.12455406322407313	4	0	-0.5363223972898337	1	1
EPS15L1	0.0021398244089092526	1	10	0	-0.5360074527981298	1	1
LRRC66_SGCB	2.549941070752924e-4	0.0017312328890978404	4	1	-0.5350654769109389	1	1
ACTR6	0.045129857051322046	0.30355627535661467	5	0	-0.5346648748511276	1	1
SEMA4F	0.014448904029704552	0.10911555757306833	4	0	-0.5341748352121758	1	0.8333333333333334
LOC113248165	0.03997178390197917	0.19297858779029645	4	0	-0.5339633473659772	1	1
TRIM35	0.006909760368278972	0.07397622339317327	4	0	-0.5307352850405411	1	0.8333333333333334
FAM234B	0.015205917986877	0.028759726069867188	5	1	-0.5282384282517418	1	1
SLC27A1	0.04599111559032452	1	9	0	-0.5281379762568166	1	1
CFL2	1.3639846537740574e-8	2.0615292785940127e-9	6	2	-0.5280547689597423	1	1
BLMH	0.04441830960927915	0.03020129671961137	5	1	-0.5275635964441491	1	1
PYGM	2.9056095778942886e-4	0.007335615467443111	7	1	-0.5271043833822688	1	0.8333333333333334
PCYT1A	5.1762947357862164e-5	6.397830530865851e-4	7	1	-0.5268915619383646	1	1
EBF2	0.008546617545956214	0.37147766713027364	4	0	0.5264025094228192	1	1
ABLIM1	1.2516444825642354e-205	5.4348647199892816e-117	7	2	-0.5261610789898418	1	1
PURA	0.006886202956505706	0.018582714245737864	6	1	0.5259602733654869	1	1
ECHDC1	1.0152129088921057e-10	1.3218698000546903e-7	5	2	0.5258717417336695	1	1
LOC113248754	0.02310086114402098	0.014014314554248522	3	1	-0.5245471841695751	1	1
DERA	0.026520124983435114	0.13299716594716907	5	0	-0.5244240881641736	1	1
ATL3	0.015276459932898005	0.08173892765092429	6	0	-0.5243983486659459	1	1
ARF3	2.6423489395313436e-4	0	2	2	-0.5222825057116395	1	1
TMEM97	0.014902010446341358	0	2	2	0.5222509116531328	1	1
COLEC11	0.010768744578438669	0.05502591757895769	4	0	-0.5222057860517142	1	1
RNGTT	6.040119443095745e-4	0	2	2	-0.521868397671152	1	1
MAP2K3	0.01620083334118689	0	2	2	-0.5180020235317004	1	1
EPHA4	7.023567625440064e-8	3.123952265407739e-9	3	2	-0.5179323754496358	1	1
EFCAB14	1.7580528619420262e-11	0.017325551844258852	8	1	-0.5171312588180007	1	1
TSPAN9	1.5635892248481832e-6	2.788132518156798e-6	8	1	-0.5135784476144895	1	1
KIF3A	0.017867005172953167	0.045084932773228135	4	1	0.5126388310651742	1	1
SERPINH1	0.0025436661437926666	0.015695536516407104	4	2	-0.5117887820094876	1	1
PFKFB3	1.0007163582823886e-6	0.23047431396745025	8	0	-0.5116880204047587	1	0.8333333333333334
KIDINS220	7.167611153895019e-19	2.596171774328538e-10	10	2	0.5112549528644098	1	1
GOLGA2	1.6831960372237003e-12	2.0126716728535517e-6	4	2	-0.5112438511994789	1	1
CLIC5	2.971018116361651e-4	0.0020827001347794583	4	1	-0.5107376606529633	1	1
NAXD	0.045719249532317555	0.6618168153800479	7	0	-0.5107025775302729	1	1
MBIP	0.017861735705766178	0.89335641267967425	7	0	-0.5098106841218586	1	1
FAIM	0.0367040801002666	0.3331034713011175	4	0	-0.5089555805154135	1	0.8333333333333334
NXPE3	0.028209824898770417	0.34525396601640235	5	0	-0.5082665738892469	1	1
ACSF3	0.009164431105006348	0.1497330474653407	8	0	0.5078276588022433	1	0.8333333333333334
ACO2	0.014983814272078145	0.051096153610027104	8	0	-0.5071997967398041	1	1
CLTC	8.650416853535951e-10	1.3957097039903804e-7	7	2	-0.5066136706027605	1	1
PTS	8.108668405974803e-4	1	7	0	-0.5064147058651697	1	0.8333333333333334
ITGB1BP2	6.214350080477221e-4	0.08940943012628207	4	0	-0.5062748395534202	1	1
GPATCH2L	0.01960712113139904	0.005492449280258477	5	1	-0.5054970196031151	1	1
SLC25A30	0.001581932908927915	1	12	0	-0.5041771792467074	1	1
LOC113267063	0.0337482226105286	1	6	0	-0.504035879375131	1	0.8333333333333334
LARGE1	5.773826716767862e-5	5.145365983753977e-5	5	1	-0.5030970077948507	1	1
SLC12A4	0.00862089876459626	0.8844378671610322	12	0	-0.5021924389476135	1	0.8333333333333334
ZCCHC8	0.016069397008492036	0.5463219989185921	6	0	-0.5021410885031253	1	1
GANAB	5.424558818518079e-4	1	7	0	-0.5018334570034726	1	1
ZNF684	0.040829990712120214	0.4157456315219648	4	0	0.5017222383903222	1	0.6666666666666666
SLK	3.7873099109776966e-14	1.081914498464915e-14	3	2	0.5012299801240927	1	1
TNNI3K	1.5779657794633858e-4	1	4	0	-0.5010895678793662	1	1
DMXL1	6.83249898203782e-4	1.565016572426675e-4	5	1	-0.5008016702793533	1	1
AGBL3	0.03374824381666482	1	6	0	0.49993615345169873	1	0.8333333333333334
EIF2D	0.00398883875527336	0.0017516360548142135	5	1	-0.4991265474506296	1	1
THAP6	0.01430553616719101	0.029247766849831363	5	1	-0.4985770468376367	1	1
ZNF382	0.010410294872563085	0.175458503983253	7	0	-0.4985220347589805	1	0.8333333333333334
MCM8	0.010410294872563085	0.16811593067747407	8	0	-0.49836676391580115	1	1
CUNH6orf106	0.0013151323504655918	0.008817982917053173	4	1	0.49676167612686617	1	1
LOC113244953	0.015500628228566918	0	2	2	0.4957740265054813	1	1
GTF3C3	0.008640537144221232	0.11621866593385581	4	0	-0.4953802181387755	1	1
FNIP2	0.007751569727118425	0	2	2	-0.4947115010383581	1	1
ZNF436	0.007064833471297828	0.021860432848475435	4	2	0.4944922513707043	1	1
OBSL1	9.971453357963276e-8	2.6923797128395e-4	5	1	0.49436760120722434	1	1
KCTD9	0.01498991616174486	1	8	0	-0.4941936138855787	1	1
POLD2	0.002568221612504358	0.010822051963161453	4	2	0.4940568868304624	1	1
LOC113256764	0.04079461453852767	0.004474740105980183	4	1	0.4939235779264537	1	1
FBXO40	1.03057147498888e-5	0.01869585498666511	9	1	0.4927599803314219	1	1
SH3KBP1	2.1473472153464687e-6	2.4352832544158078e-5	3	2	-0.4925587683215367	1	1
MLF1	3.6031312746419814e-15	7.191550466491317e-10	4	2	-0.49182739327883535	1	1
PDGFRA	4.0810296328936947e-4	0.049430222456981476	9	1	-0.490416896156753	1	1
APEH	8.887537486690835e-4	0.27133673911918793	11	0	-0.48904235877172325	1	1
DCN	3.786150232048388e-9	0	2	2	0.48821483985405945	1	1
YWHAH	4.140557074022519e-5	0	2	2	0.4882094240575889	1	1
LOC113246267	0.0011606445163643432	0.1010710301601775	7	0	-0.48743651653542214	1	0.8333333333333334
ZEB1	1.153366059371161e-5	3.9513881912835934e-6	4	2	0.4870270789710255	1	1
LRAT	0.006347853134980266	1	11	0	0.4869348596846041	1	0.5
DLG1	0.009164431105006348	0.007144051731665399	6	1	-0.4864763205407069	1	1
LPIN1	0.0468798227175131	0.018433636588806347	6	1	-0.48559675071778075	1	1
FES	0.02806444536803526	1	7	0	-0.48394608948732726	1	0.6666666666666666
YIPF6	0.019258381711412524	0.06356074649309386	3	0	-0.4839042488879137	1	1
ANK2	5.650040888684764e-27	1.5269389227391548e-7	11	2	0.4835994548925992	1	1
TP63	5.417736301754772e-25	1.0233898938450965e-6	6	2	-0.48339088234156985	1	1
INPP5K	6.984436772048433e-4	0.9349930699011074	6	0	-0.48331704735434344	1	1
TANC2	0.027728503654851362	0.011335923035002995	6	1	-0.48279878576712	1	0.8333333333333334
LOC113249140	1.2570130671869812e-5	4.3146688461067074e-7	5	2	-0.4826671678766053	1	1
LOC113254340	0.04238685223762749	1	7	0	-0.4826490506294661	1	0.6666666666666666
SMYD4	0.02313751058404108	0	2	2	0.4824549911545756	1	1
INPP4A	6.83249898203782e-4	8.840943330198673e-4	5	1	-0.48179323660503237	1	1
HTD2_RPP14	2.130394832939043e-4	9.300919209520407e-4	7	1	-0.48063049056309964	1	1
CUNH17orf49	2.1541681415093925e-4	5.0276202422380725e-6	4	2	0.4793350620199206	1	1
LOC113244055	0.04998528561665432	0.012874478705774859	4	2	-0.4792873078515598	1	1
LOC113264440	0.03929671689849953	0.01950572810513333	4	1	-0.4792194070010375	1	1
BNIP3	0.03480382202361248	0.19556982736591955	4	0	-0.4787606269687497	1	1
WDR19	0.009127762101615878	0.4421789169535888	10	0	-0.47862882053096323	1	0.8333333333333334
