gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Ventricle)	pct_gene_expr	max_pct_tx_expr
LATS1	0.028962360584950726	0.2434876855952675	5	0	-0.6417390283581919	1	1
KIAA1109	3.602114300199967e-4	6.901652843763318e-4	9	1	-0.6410697318833665	1	1
KIF13A	0.009348391493092483	0.02148403600968911	6	1	-0.6396225467291975	1	1
SEMA4D	0.0025692764534519887	5.268214888275329e-4	3	2	-0.6338959411928584	1	1
LOC113270375	0.0049449928618518855	4.961064310631234e-4	4	1	0.6312715621785554	1	0.8333333333333334
EXOC7	0.0025692764534519887	0.010791348282293705	6	1	-0.6307943305066186	1	0.8333333333333334
LOC113245454	0.022325512995398176	0.575354442951895	3	0	-0.6303775619526799	1	1
AQP7	1.720043012285342e-20	9.414768706668007e-5	6	1	-0.6287257741434598	1	1
ACACB	1.3348299540891757e-4	0.003037057581361924	6	2	-0.6207509286728987	1	1
SEH1L	0.0024633127225405682	2.929984500761628e-4	4	2	-0.6193588403501444	1	1
LOC113270472	0.02068306064550145	0.005064347279884019	3	1	-0.617925651945386	1	0.8333333333333334
REPIN1	0.02859582433780731	0.008572017793558182	3	1	-0.6140402198792545	1	1
CAMSAP2	4.890240924516603e-6	0.0011008043826958738	5	1	0.6138742718585041	1	1
SLC23A2	0.03885798169603538	1	4	0	0.6130565130091069	1	0.8333333333333334
CORIN	0.0054775343977924735	0	2	2	-0.6096328060817741	1	1
FAM129A	9.822322852761686e-4	0	2	2	-0.6091288310353392	1	1
ST6GALNAC3	0.0063099215965098715	0	2	2	0.6059272471105448	1	1
GSN	1.0907390142410168e-18	1.405842123719427e-12	6	2	0.6040798018231183	1	1
TRMT44	0.02926192632278062	1	4	0	-0.6029117680785502	1	1
IDH3B	2.2472355372443497e-19	4.753496408628461e-19	4	2	0.6011365445128894	1	1
SUPT5H	0.029481896555582497	0.06793561070116871	4	0	-0.6006937851642802	1	0.8333333333333334
INPP4B	8.008817735902574e-4	0.013855361574627367	6	1	0.6003869753851149	1	1
MYOM3	7.377126178335839e-5	0.004189066907267281	5	1	0.59936742283931	1	1
ETV6	0.005641032363123688	0	2	2	-0.597964855558354	1	1
EML4	0.0059252234852823285	0.025735354427162283	4	1	0.5964994806207473	1	0.8333333333333334
ACTN2	1.1698033009698927e-9	5.978189462909544e-6	6	2	-0.5963722244636249	1	0.8333333333333334
PPIP5K1	3.546910688218063e-4	1	12	0	-0.5939184609952468	1	0.6666666666666666
LEAP2	7.082679677098531e-4	0.003952636862083296	5	1	-0.5931820837646251	1	1
SH3BGRL2	7.383320247560518e-4	0.032117142353836656	4	1	-0.5926333111270174	1	1
RASAL2	0.012089385095005073	0.010051535267704158	3	2	-0.590469489161735	1	1
ANXA7	1.0750682649643474e-4	3.76957434354849e-4	7	1	-0.5879760965903525	1	1
NICN1_AMT	0.022570465846198068	1	8	0	-0.5818809643515678	1	0.8333333333333334
HM13	0.01665011779841866	0.22845281457326008	5	0	0.5782632160390881	1	0.8333333333333334
PIEZO1	0.0039006568017707567	0.01983062867594064	5	1	0.5750667829994498	1	1
ADD3	3.688821562215383e-24	6.43154242687631e-20	4	2	-0.574285351689041	1	1
EGFLAM	0.04387292987439554	0.027036196569519333	5	1	-0.5723402197071157	1	1
DVL1	0.016705812757868817	0.16138418745278274	4	0	-0.5714124971874233	1	1
DHX15	0.032090638390077524	0.02311538333089628	5	1	-0.5711590612175992	1	1
LAMA2	1.5825245733988556e-4	8.025737320725185e-4	5	2	-0.5684988756086706	1	1
NR4A1	0.04861496762668321	0.016123500512081234	5	1	-0.5670044178568447	1	1
GOPC	0.006322169095945982	0	2	2	0.5640813173730117	1	1
UBP1	2.127578425143322e-4	2.9712069649203804e-6	5	1	-0.5612871325907435	1	1
CUNH19orf47	2.7763733881537907e-12	0.0020540854330761593	9	1	-0.5602651504323016	1	1
ABLIM3	0.028962360584950726	0.04395901847048338	7	1	0.558747838187252	1	0.8333333333333334
TANK	0.014931035679360341	1	11	0	-0.5584235792726876	1	0.8333333333333334
LOC113264440	4.478465216284966e-9	2.5298774618462918e-6	5	2	-0.5576177773817308	1	1
KLC4	0.029627303802156165	0.0030615759694329328	3	1	0.5569881879541944	1	1
ENO1	1.3432333011900124e-5	0.009741611001001084	4	1	-0.5545329818739098	1	1
TMLHE	0.007512410214092614	0.0010728990921066571	3	2	0.5536709048345421	1	1
MSI2	0.007127470486069697	0.003794708141767809	5	1	-0.5505833073505892	1	1
ARHGEF10L	0.01805266031235532	0.3779713592092192	5	0	0.549406185618965	1	1
ZNF484	0.012089385095005073	0.059514298079496174	5	0	0.5486412977622597	1	1
LOC113261754	0.04546035759011074	0.06649901819765634	4	0	0.5479785308709194	1	1
PFN2	8.990720985257042e-4	0	2	2	0.5473667190861212	1	1
PKM	0.0018045252250765975	0.002571921078455398	4	2	0.5469833841670706	1	1
OTUD7B	8.998302921295766e-4	0	2	2	-0.5424133576900593	1	1
LOC113265291	0.001411700602568656	0.0019529035330168691	3	2	0.5408151117768738	1	1
MOB3B	0.01976869820655728	0.0445993177607719	3	1	-0.5403579838887025	1	1
PEX11A	0.045774168184355715	0.18414391615492284	6	0	-0.5396949596057177	1	0.8333333333333334
FITM2	3.86142864704925e-9	2.3176305206404466e-8	5	2	0.5390622397328756	1	1
TSNARE1	0.03404656949255207	1	11	0	0.539019844414493	1	0.6666666666666666
ZNF410	9.822322852761686e-4	1	7	0	-0.5351973932265714	1	1
PLD1	1.5825245733988556e-4	0.13103588862138665	5	0	-0.5315434992967112	1	1
SGCG	0.009665649218940944	0.004619424256200259	5	1	0.5311577406982796	1	0.8333333333333334
ABI1	4.5088406115986474e-4	0.015129677424336962	10	1	-0.5298827530312805	1	1
TSC2	0.00981970129462764	1	8	0	-0.5292832154382686	1	0.8333333333333334
PPP1R26	0.042022994207199016	0.8100719999743946	4	0	-0.5283491257099775	1	1
MRPS10	0.04329657744130372	0.494916703468146	4	0	-0.5264905462032683	1	0.8333333333333334
SPPL2A	2.8392345003403452e-5	0	2	2	-0.5242585078680378	1	1
ASPH	2.0460744496644574e-45	3.5318593828846836e-19	10	1	0.5208889903363575	1	1
SOX6	0.02398527712349485	0.5553915218137927	12	0	0.519788904165733	1	0.6666666666666666
SVIL	1.1604963890895104e-9	0.3112461393018002	10	0	0.5187843350444296	1	0.8333333333333334
DNASE1	0.003259419267627131	5.005822298906e-4	11	1	-0.5187073257955891	1	1
RNF115	3.3602212608144206e-6	2.1910359889402403e-7	4	2	0.5175925119477194	1	1
SAMD4A	0.013111261065253222	0	2	2	0.5155686710912356	1	1
EIF2D	0.013550383081854304	0.006766940439014992	4	1	-0.5142495843727302	1	1
LOC113253409	0.0017056338177108875	4.0400093564141966e-4	4	2	-0.5142242084364315	1	1
TMEM41A	0.007512410214092614	1	10	0	-0.5126088565179705	1	0.8333333333333334
SLK	1.2663099291079822e-8	6.000272539170931e-4	3	1	0.5062639454408634	1	1
LOC113260369	0.021349031486097615	0.15996447059767394	4	0	-0.5048212370641892	1	1
MAST4	2.3414939340472387e-7	0.002776637141717498	4	1	-0.5016384267984721	1	1
HPD	0.02730277347953094	1	7	0	0.4995595379943402	0.8333333333333334	0.5
FBXO21	2.417932957354928e-4	4.746336278191608e-4	7	1	-0.49924345148149224	1	1
GMPR	1.8572872056740202e-6	1.1835672116881875e-8	5	1	-0.49803486313377765	1	1
CLTC	1.3261925294550766e-4	1.966676595081561e-4	7	1	-0.49775920404176366	1	1
KCNIP2	0.012144264008370568	0.00907435738867759	7	1	-0.49754981563941036	1	1
PPP3CC	0.007901444880697554	1	6	0	-0.4943294821700049	1	1
TBC1D8	7.826834768093031e-4	1	5	0	-0.49365221800176073	1	1
FKBP15	2.3010349789908343e-4	8.685107270541286e-4	11	1	-0.49069252998547735	1	1
XAB2	0.037278598207747725	0.05346949756830832	3	0	-0.4896336256097827	1	1
CCPG1	5.8653130857636e-7	0.0080191536077898	11	2	0.48791411868700163	1	1
LMO7	1.8816363092685707e-27	1.4782643832085387e-13	6	2	0.48651460848501976	1	1
RBM15	0.02964581293806613	0	2	2	0.48528244617081956	1	1
VPS13C	3.164263057023249e-4	0.29966863804720856	5	0	0.48526818956424567	1	1
EML1	0.014324602442993077	1	5	0	0.48465838932857097	1	0.8333333333333334
MARCH8	0.03403404121310651	1	7	0	-0.4844555660741293	1	0.6666666666666666
PCYT1A	6.955287033002425e-6	3.2891835859934877e-4	6	2	-0.4838904510180364	1	1
PATJ	6.955287033002425e-6	1.1323043001322793e-4	6	1	-0.48292364987773206	1	1
PPP1R13B	0.02926192632278062	0.4495893996570851	3	0	0.4819387866439942	1	1
CCSER2	8.980435007575824e-10	5.660486225540633e-5	10	1	-0.48103753458632603	1	1
EPS15	2.8022197402524144e-7	0.7506693266387223	11	0	-0.48038491676693706	1	0.8333333333333334
DCAF6	5.355653631421159e-7	0.2529033828177112	13	0	-0.4801335987552999	1	1
KIF5B	0.04488955856110119	0.00860477063350333	3	1	0.4797382245437426	1	1
SEPT8	0.023131104355682327	0.04707057624782355	7	1	0.4796384314631644	1	1
SIK3	0.0027929860729655463	0.003840897417255579	7	1	-0.4791200262236418	1	1
LAMB2	0.007113568697536256	0.0019906266853536134	5	1	-0.47646993824972406	1	1
CD47	0.032202114076239	0.007408663935834102	6	1	-0.4764484603595304	1	1
FSD1L	0.003259419267627131	0.0016417507371319071	5	1	-0.47369524388252454	1	1
CAMK2D	8.688560150179985e-12	0.028741587887765895	7	1	0.4727459938754771	1	1
DYSF	4.1830529405721683e-7	4.398711830897732e-8	11	1	-0.4718521326869303	1	1
LAMP2	0.004134536660872655	0.0012399869771196012	3	1	-0.47152871413896724	1	1
SORT1	0.004107479152007692	0.010188463481056233	3	1	-0.471199381993319	1	1
LOC113261710	1.5875837156313578e-4	1	8	0	-0.47106204507098093	1	0.8333333333333334
FAT1	0.0038015617712333976	0.0027778775096927886	7	1	0.4707646847948213	1	1
MAP2K5	0.04145884404563585	1	6	0	-0.4687521880686924	1	1
USO1	6.955287033002425e-6	0.016008365987700588	7	3	0.46816495513843803	1	1
FKTN	0.006880938097106928	0.5039295800351179	8	0	-0.4681061230267103	1	0.8333333333333334
MECP2	0.033867346886807946	0.08459375719689506	3	0	0.46441455748244737	1	1
DENND4C	3.9872870480196445e-4	0.005878943936426335	4	2	-0.46385603660644126	1	1
ZMYM2	3.542725768457933e-5	0.02450144241339204	9	1	-0.4599619430035272	1	1
SUPT20H	2.539516340811577e-4	1	18	0	-0.45991808411021906	1	0.6666666666666666
SORBS1	3.3025740033086976e-19	1.3468164027694672e-4	15	1	0.4595385554422214	1	1
EMID1	0.0024643227094987338	0.6265334300444863	7	0	-0.45557339638661587	1	0.8333333333333334
NDUFAF4	0.02387736352746166	0.008585384776263184	3	1	0.4539788821794837	1	1
SENP2	0.031156431466850366	0.29131612608021257	12	0	-0.4529333314404637	1	1
CSDE1	1.0306211557730835e-7	0.4219390189888489	10	0	-0.4517678632474742	1	1
CARF	5.235491904358333e-4	1	12	0	-0.45159118984060737	1	0.8333333333333334
MAPK6	0.011138889481347823	1	6	0	0.45057766797889376	1	1
NASP	0.0056565009445075235	0.036667283443617825	5	1	-0.44688796259393554	1	1
POPDC2	0.04743091944819833	1	4	0	-0.4468185248435079	1	1
DGUOK	0.00413294476304593	1	5	0	0.4451538643183863	1	1
ANK2	3.8769533369316033e-11	0.03454981053419733	9	1	0.4440451839300424	1	1
RAB11FIP3	0.001047454343246223	0.0018381366869176373	3	2	-0.44375087527738566	1	1
PPP3CB	0.0046713979819867305	0.025620379976367666	5	1	-0.43468119071664585	1	1
IMPDH2	3.722060570051847e-5	0	2	2	0.4343750414739108	1	1
MLF1	2.98088603387821e-8	0.13838657156438564	6	0	-0.4341179702751532	1	1
KLC1	0.0011485161528574032	4.239606131585796e-5	13	1	-0.43104264003876613	1	1
PEX26	0.011474537765331451	1	8	0	-0.43095383839575935	1	1
NCOA6	2.365976437238219e-10	0.03674867009918419	7	1	-0.43088666951652016	1	1
ALPK2	0.006089516983507181	0.01864866234225049	3	1	0.42844157358087276	1	1
ENSA	1.2872958609876846e-8	1.474427424465246e-10	5	2	-0.42804303874055205	1	1
APBB2	0.0026856530250050255	0.5089433916248097	8	0	-0.4278241480694794	1	0.6666666666666666
ADPRHL1	5.006909117038812e-4	5.786218389271383e-4	4	1	0.4249296291551855	1	1
PDE4D	1.9748313268948045e-10	4.5240690176039005e-8	8	1	-0.42407169975874415	1	1
RAB28	0.019343375965610858	0.32684451429171857	6	0	0.4230864568517173	1	1
MIA2	4.7079327545456565e-5	1	10	0	-0.4230670132791235	1	1
TSPAN9	0.0013357554208862272	1	7	0	-0.4228904145826021	1	1
PRKAB2	4.751353022801593e-5	0.014187227711357307	8	1	0.421168433618714	1	1
CSTF1	0.004294653407028257	1	5	0	-0.4210937764437804	1	1
SLC25A36	0.0015435699876859897	0.09801939973141822	7	0	-0.418973235057454	1	1
LIMCH1	1.1354536311142583e-7	0.02002937537129163	9	1	-0.4176460590471027	1	1
TSPAN12	1.1395139276415295e-4	0.058320137060238614	15	0	0.4174019780436555	1	0.8333333333333334
NEDD4L	1.6878618910093343e-11	0.004357606356077806	8	2	-0.4171885975280363	1	1
ANP32A	6.953702854518278e-6	0.005404118647029727	3	1	-0.41586920763028407	1	1
SORBS2	7.327088275642792e-22	3.521430041916784e-11	11	3	0.41490498804328413	1	1
CLIC5	9.373200133978509e-7	1.0005294037341448e-4	4	1	-0.41362983211309284	1	1
LRRFIP2	2.3174253906670507e-4	0.03673207650193233	13	1	-0.41349027399293814	1	0.8333333333333334
PRDX6	0.005641032363123688	0.03008792152589751	4	1	-0.41262873038226	1	1
MTMR3	5.178691011124007e-4	0.04136451556093751	13	1	-0.41068125453071774	1	1
TECR	0.008134145300618217	0	2	2	0.41009156179293316	1	1
ITPRID2	0.022630286387820595	0.17565408582693184	8	0	-0.4092782684564795	1	1
KCNJ15	0.008595950097530641	0.13870869129109906	4	0	0.40807879629041893	1	1
SPAG9	8.633813479812467e-5	0.02915971351058818	5	1	0.4075205140669304	1	1
FGFR1OP2	0.0253970717533028	0.007891830456519505	4	1	0.4044710733340303	1	1
CLIP1	4.191755626560483e-14	0.42053397366929085	14	0	-0.4038536094920307	1	1
FAN1	0.028359359251731543	1	5	0	0.40321977159706557	1	1
ZBTB47	5.315999155178807e-4	0	2	2	-0.403105819393947	1	1
USP32	0.002394062240913672	8.412521496614606e-4	3	1	0.40219675182830616	1	1
USP47	1.5712099028957625e-8	0.031855410229007786	7	1	-0.40074616059829044	1	1
RPRD1A	0.033867346886807946	0.29625473126057317	12	0	-0.4000080286957232	1	1
VEPH1	7.714851164189088e-8	2.102604261722256e-4	6	1	-0.39988647260948273	1	1
RELCH	0.0026384840771415	1	8	0	-0.3974754862907219	1	1
RTN4	3.748642237739036e-20	4.968025148132764e-12	7	3	-0.3954612705267581	1	1
MYOM1	2.24961523531788e-15	0.0031481231542397573	12	1	0.3919114180401972	1	0.8333333333333334
METTL25	0.04546035759011074	1	17	0	-0.39112159488022014	1	0.8333333333333334
SFXN4	0.004648036035339774	1	9	0	-0.3904597840488424	1	1
AGL	4.1739885126110185e-10	0.01178655756818863	9	1	0.38937983121972575	1	1
DCAF8	0.003849078956741227	0.13761927170164148	7	0	-0.38924639101618186	1	1
PSEN1	4.636935973411886e-6	0.2408857963077603	5	0	-0.38900990514836525	1	1
RHOA	1.9134978998861638e-4	0	2	2	-0.3887808856821954	1	1
YAP1	0.023189991331185607	0.01746395532826499	5	2	0.3881004068785846	1	1
SLC25A30	3.730810741035252e-7	1	9	0	0.3865255885947668	1	1
AGPS	0.004000438634836307	0.638638169269788	7	0	-0.3825569475966393	1	1
AKAP9	0.04598863167613856	0.5047780491876335	11	0	0.38096898973497434	1	1
DNAJB6	3.332367130472241e-11	0.002631304940477263	9	1	-0.3802753659457616	1	1
CTBP1	0.03385992128979469	0.011052868544794958	3	1	-0.38016843704264464	1	1
AK2	2.7616610834708602e-6	4.651496755215588e-4	4	1	0.37971929713041574	1	1
PCMT1	0.0331649459096537	0.03116624186453578	5	1	-0.3786814482433448	1	1
LOC113247645	5.475275867800943e-9	3.908542083030998e-7	7	2	-0.37737630101295466	1	1
GLB1L	0.025623473688981182	1	12	0	0.3751894956697026	1	0.3333333333333333
DCUN1D3	5.249085914548542e-5	0.6486490347414753	6	0	-0.3743197048899827	1	0.8333333333333334
TKFC	0.0030468385535914297	0.09496169520964391	5	0	-0.3707519535107383	1	1
SPTAN1	7.120039639393464e-14	6.570194819011319e-5	8	3	0.3704651892086532	1	1
CUNH11orf54	0.03469421100203602	0.9172840982400886	12	0	0.369703156672184	1	0.8333333333333334
LOC113245319	1.1607258775220732e-4	0.0016828597206349958	5	1	0.36882147716725455	1	1
PDE8A	0.03857069673896088	0.33328834097397503	6	0	-0.3687991620625509	1	1
MAP4K4	0.0025692764534519887	1	12	0	-0.3681370741479234	1	1
EIF4E2	0.04165701571415603	0.04359462171086076	4	1	0.3679030383635698	1	1
MYO6	0.020025739147475415	0.10092541770010145	9	0	-0.3678888503197938	1	1
NDRG2	3.488316508806497e-6	0.06880511027764481	7	0	-0.3668513113417175	1	1
THOC2	0.0010508949390461973	0.16437633817293354	11	0	-0.3645178863921297	1	1
AP1S2	6.7960729139119e-9	5.546192267966972e-7	5	2	0.36401568702491677	1	1
WWTR1	0.03538782469657631	0	2	2	-0.36389629125786105	1	1
CLSTN1	1.4908707867766882e-4	0.017760453003118227	6	1	-0.36351086021077267	1	1
CSNK1A1	1.5650952751622429e-12	1.477953608156378e-6	6	3	0.3634083920476001	1	1
ANK3	9.304720043633787e-40	4.8060131677925664e-15	6	3	0.3631138809215572	1	1
PLIN2	2.0088422015216644e-5	0.025529358769411224	5	1	0.36227407348965524	1	1
DPH2	0.02926192632278062	1	5	0	-0.3607230016372901	1	1
PLA2G16	2.29111938563045e-4	1	6	0	-0.3598912596684017	1	1
PHF20L1	0.021388329417501344	0.020705388630908393	5	1	0.3595206021990801	1	1
GRAMD1B	0.0068230695513393416	0.06535930681544747	4	0	0.3583597047451037	1	1
PER3	0.043708516906384554	1	4	0	0.35785015828325406	1	1
PTPRA	0.020025739147475415	0.09580344891298424	5	0	-0.357681739191065	1	1
RAPGEF6	0.006692695749791313	0.7400132607140552	8	0	-0.35681368443505224	1	1
TMEM38A	0.042576157401931346	1	7	0	0.35610880124147937	1	1
ERBIN	6.791961296557397e-8	2.768556323872234e-5	6	1	0.3548125785367087	1	1
ABCA5	1.366560372119607e-4	0.06542156317222395	6	0	-0.3539106014134799	1	1
ADGRF5	4.228743347156535e-8	5.423159225911004e-4	5	2	-0.3514317434312195	1	1
C2CD5	1.500696221311052e-4	1	14	0	-0.35020888275470835	1	1
XPO4	2.8927324844329246e-11	0.24119085897844086	8	0	-0.3499021565576487	1	1
