gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Muscle)	pct_gene_expr	max_pct_tx_expr
TRAK1	2.1058495680802994e-5	1.3769880491392489e-5	4	2	-0.6382767362589705	1	1
LOC113247886	0.009954167221979783	0.053308948209506185	5	0	0.6378189248881216	1	0.75
CCDC51	0.023020516410414686	0.09330514958935132	4	0	-0.6376535868691358	1	1
SMTN	0.03908475365844224	0.011184039252540742	8	1	-0.6365069347613868	1	1
ZHX3	0.005253281493015235	0.005782217761461037	3	1	-0.6361333387564516	1	1
ABI1	4.690624970371479e-8	1.0357692000221247e-6	8	1	-0.6360159933135082	1	1
EIF4A2	2.1451787065998426e-11	7.444642167230854e-12	5	2	-0.6355762895660257	1	1
EPN2	0.04024709848250187	0.05284261979759778	5	0	-0.634896069698799	1	1
DNAJA4	0.0488826466089679	0.00382438335841602	4	1	-0.6344291378155634	1	1
PDE4D	2.1053303682449245e-24	7.682166534378399e-13	8	1	0.6337730060501526	1	1
APBB2	0.007111865476319753	1	8	0	-0.6324450957630775	1	0.75
COL4A3BP	0.0018823193843438006	0	2	2	0.6323543009058604	1	1
LOC113248649	0.02995425174041985	0.029785359996705167	3	1	-0.6313927442591192	1	1
SCHIP1	3.211456984392324e-11	1.8222991586168624e-7	4	2	-0.6279475045562405	1	1
KIF1B	0.0013720145573455978	0.012711733222536917	4	2	0.6262462004040431	1	1
PEAR1	0.04459498966165147	0.2440016291070492	7	0	-0.6255447192571276	1	0.75
HMGXB4	0.007475605131073701	0.030084543603528004	5	2	-0.6245967615644114	1	1
FGF13	0.02215710361412962	0.037675990043856605	4	1	-0.624437570850401	1	1
RNF2	0.0027910974353618345	0.015639698046996824	4	1	-0.6213795455668487	1	1
MYL2	0.02922486332335346	0.0202636065176869	5	1	0.6192233246795094	1	1
ACYP1	0.007451186504651261	0.0031707165901679185	3	1	0.6184465651797437	1	1
ITGA7	1.2171364393744246e-15	9.278698067400509e-10	9	1	0.6154072621291493	1	1
CORO6	0.00787637422881651	0.11338415047981454	3	0	-0.611953055037312	1	1
LOC113264264	0.031096552402780298	0	2	2	-0.6116272784964565	1	1
AP1S2	5.617509599803299e-8	2.352090167886695e-6	5	2	-0.6104280015088589	1	1
HIPK2	0.0021338616801683773	0.1904193649452488	4	0	0.6097226296812933	1	1
PHRF1	0.020458247660808296	0.159331618381099	5	0	-0.6089582844681818	1	1
ASB8	2.6694694919818533e-5	0.0010207644571576698	5	1	-0.6064836927043028	1	1
SLC7A8	0.03983211858316257	0	2	2	-0.6056130561200315	1	1
FGD5	0.007174666120147692	0.01861010482375195	5	1	0.6040364532752621	1	1
A4GALT	4.831807514955296e-7	3.1005831550770557e-4	12	1	-0.60279596066687	1	1
CPT1A	0.024378874845645482	0.08999577753301337	6	0	0.6014382864432735	1	1
PDLIM7	2.1883584935501227e-6	1.5573936502060208e-4	8	1	-0.6014040396791277	1	1
ICK	0.0016193448353322103	0.03282419039546679	5	1	0.6001954281670616	1	1
KIAA1671	0.028817717382880963	0.005721242317873634	3	2	-0.5996743901345164	1	1
POU2F1	0.026392019299645467	0.013787059062342052	3	1	0.5994333949862071	1	1
ZNF134	0.005835084921741518	0	2	2	-0.59640193549756	1	1
CCT8	2.1446276999070842e-10	1.1155227358688755e-6	5	4	-0.5958350557244604	1	1
ETV3	6.549903989916495e-4	3.2810797699475714e-5	3	2	-0.5890360478815587	1	1
KCTD10	0.016219554198337933	0.03429472369120606	4	1	0.5886371443938564	1	1
MEF2D	0.016288362132463406	1	5	0	0.5880239470637224	1	1
TSPAN5	0.02644582071537231	0.19218235442642356	4	0	0.5879372686287412	1	0.75
GAB1	0.0033527198004166163	0.08949142438175706	6	0	-0.5878341334445563	1	0.75
TRAP1	1.491330106935221e-4	0.001678703428587035	9	1	-0.5873119022166076	1	1
DTX2	0.044879284923714576	0.4245224259284147	6	0	-0.5870139839174993	1	0.75
ENO1	4.404802214567972e-6	2.9865538757795746e-4	3	1	-0.5867707684289145	1	1
TXNL1	1.2762177052195767e-11	3.294635077239859e-6	4	2	0.585273603753102	1	1
ERC1	0.012881478052271956	0.08777968205497179	4	0	-0.5841511895623062	1	1
CKM	1.858514192282495e-5	2.4100957502780484e-6	4	1	-0.5828088157824655	1	1
R3HCC1L	1.6396753266831955e-4	5.236202838334717e-4	9	1	-0.5806330073025708	1	1
EXTL3_LOC113269942	0.002043630160773353	0.10599248228241619	7	0	0.5800746789224632	1	1
SENP5	0.0029070557275035053	0.0012071019762383796	6	1	-0.5790662627393511	1	1
ZNF786	0.022122355706298644	0	2	2	0.578368181482504	1	1
PUM3	0.0020308679718171064	0.06606792747938463	4	0	-0.5775014684515887	1	1
ITGB1	6.549903989916495e-4	6.399737650577128e-5	3	2	-0.5749737688033341	1	1
RPS6KA2	0.0029467170040077197	0.030605978691826456	4	1	0.5746946673612419	1	1
ANK2	1.4152311706220496e-16	3.5773678372665406e-9	8	2	0.5741215936145876	1	1
MLH1	3.7810510524350616e-7	5.387755208635641e-4	9	1	-0.5727350692294669	1	1
ASPH	7.743133550169614e-11	0.06502285290512697	9	0	0.5723949097491353	1	1
FMNL1	0.048049409165152476	0.2889028928703637	5	0	-0.5719746249974802	1	1
TECR	4.0937359233652107e-4	0	2	2	0.5711542172704014	1	1
TNS1	2.4302467579314418e-4	0.0059617522110372995	10	1	-0.57006720898790475	1	1
FAM149A	0.043032771691874853	0.15887821590474022	3	0	-0.5700389581460431	1	1
NAA15	0.01852292426870548	0.14836885164890487	4	0	-0.5696968657846087	1	1
RNF125	5.415032818525848e-8	2.0751246879638923e-5	10	1	-0.5696295586347128	1	1
ACAP3	6.050998741622657e-4	0.01646526829389366	3	1	0.5694972822443926	1	1
IRAK1	0.0029877383719169436	0.015077754072012072	3	1	0.5683320024656416	1	1
CHPF2	0.016100703392603246	0.005852894312720536	3	1	-0.5659512582546068	1	1
MICU1	0.025778115108722986	0.032291961536625335	6	1	0.5628630266141089	1	1
FXYD6	4.872004523944693e-6	5.370656058413973e-4	4	1	0.5628221602311851	1	1
IL1R1	0.04581942345554543	0.010689869582448955	6	1	-0.5625547880892429	1	1
CCDC84	0.010711719843985057	0.060431395826881035	5	0	-0.5621798455861474	1	1
DTNA	0.02099563215513255	1	16	0	0.5618440915212869	1	0.75
ANGPT1	0.03350145412703884	0.026263841125237938	3	1	-0.5582480500751382	1	1
NEXN	5.258469439570764e-5	1	13	0	0.5574989391034535	1	1
AGPAT2	0.04795221338021258	0.008338102850425431	3	1	-0.555177973812684	1	1
PPFIBP2	0.006087610631938718	0.19847418164451686	15	0	-0.5545007389315575	1	0.75
ASXL1	0.04306220311065033	0.11652799139944105	4	0	-0.5527620996735606	1	1
ZNF34	0.0066031897615415535	1	7	0	0.5509275967395075	1	1
SUMF1	0.0015940747455268172	0.016207974515286907	4	1	0.5491912832350003	1	1
LOC113270332	0.04281615380786147	1	5	0	-0.5483904832844805	1	0.75
SLC25A1	0.045395380706838726	0	2	2	-0.5470750387531573	1	1
MRPS2	0.0024003581608701544	0.0018333448470467504	3	1	-0.545793722489501	1	1
TBC1D8	5.673281719710392e-5	1.4898648760424297e-4	5	1	0.5454364645612148	1	1
FBXO31	3.285763465374518e-5	0	2	2	-0.5453171682588318	1	1
CAMK2D	0.01023088441777316	0.009218325263287678	5	1	-0.5452555608241008	1	1
LRRC66_SGCB	2.561197241053068e-4	2.1855702735623216e-4	3	2	-0.5441661480637816	1	1
INSR	0.0013839836831893442	0.09351463511564227	6	0	0.5430129589089393	1	1
FILIP1L_LOC113250506	3.03453035898083e-4	0.0023683950897522834	5	1	0.5419568117209914	1	1
F8	0.0015060129213748951	0.10834605102873673	5	0	0.5409371352157277	1	0.75
PPT2	0.004380887439284563	0.005426543540396601	8	1	-0.5406152235482986	1	1
HDAC5	4.150318255770824e-7	1.8389353042958678e-4	4	1	-0.5404822245539334	1	1
GLMN	0.039601630613875005	1	7	0	-0.540407355229831	1	1
TRADD	0.011554968717106743	0.03958171616287058	5	1	0.5394331897483741	1	1
ADAP2	0.046635979038984546	0.19070663198502352	5	0	-0.53877735425037	1	1
DUSP26	5.415729757622254e-5	0.06202521200906993	5	0	-0.535816539454836	1	1
RPS24	1.3849103753423344e-18	7.3241057540453e-21	3	2	0.5351496567887631	1	1
DNAAF2	0.0463274236286581	0	2	2	-0.5348889877670489	1	1
MAST4	0.017685905532873837	0.0026316357841779403	4	1	-0.5345954787596494	1	1
SAMD4A	3.6345814324522004e-5	0	2	2	0.534134812523994	1	1
MYL9	0.011869048558487381	0.0014232316304707677	3	2	-0.5339773105606364	1	1
UGGT1	0.029796252326627522	0.2736568128237172	6	0	-0.5330875221226317	1	0.75
IL4R	0.0016832582299167508	1	8	0	-0.5329784374716908	1	1
CERS5	0.04539682086886957	1	6	0	-0.5320887853951529	1	1
RGS3	0.001140180814357662	1.0481807558676758e-4	5	1	-0.5315614089420516	1	1
ACTN2	0.020458247660808296	0.058182852270003464	6	0	0.5312346840667492	1	0.75
XRN2	0.0035669318464778485	9.753352975624992e-4	4	1	-0.5306169130159732	1	1
HMGCLL1	0.007497729140552565	1	6	0	-0.5305631676666518	1	1
TRIQK	0.025778115108722986	0.31807608271060356	4	0	-0.5297090705330961	1	1
ATG9A	0.015937284720912593	0.7455108003245711	16	0	-0.5287771212524325	1	1
ADD1	4.0261816349881983e-4	0.0015097693384060894	7	2	0.5285045014093397	1	1
ESYT2	3.643054143444993e-7	6.024092003881497e-7	6	2	-0.5263604973170096	1	1
ARFGAP2	2.5435127034964154e-4	5.06234597426693e-4	11	1	-0.5234200241186613	1	1
RNF123	0.01035561149525494	0.5388443575258735	12	0	-0.5233077061655902	1	1
S1PR1	1.8868178311420052e-6	1.0334285277256261e-4	4	2	-0.5211519859331376	1	1
PFKFB3	2.0396770581600773e-5	2.5404250916802106e-4	7	2	0.5201223914841088	1	1
SPTLC2	0.026493865998337876	0	2	2	0.5201169051224278	1	1
STRN4	0.03908475365844224	0.006253893406006067	3	2	-0.5190588831612392	1	1
SIK3	7.352993626645398e-4	0.20679977042872844	6	0	0.5180852064854399	1	1
DNAJB6	0.002932068570523929	0.010505976755515551	9	1	0.5177330717181228	1	1
KIAA1217	0.012580870144780387	1	4	0	0.5173624511426531	1	1
LRRFIP2	1.176531934162467e-14	8.955083955469057e-5	11	2	0.5173249673713758	1	1
RC3H1	1.8979381500084984e-5	0.10428009883178757	5	0	0.5167017574996594	1	1
VTN	0.046635979038984546	0.9219620751423149	6	0	-0.5159883344448842	1	1
LTBP3	0.009021677804639963	7.228823148920675e-4	3	1	0.515664700742691	1	1
YPEL5	0.045102531978878084	1	6	0	-0.5151372621510765	1	1
GNE	0.02644582071537231	0.38243041080725604	9	0	-0.5149529048942936	1	1
UBA6	0.02432778494133629	0.1274391851345416	4	0	-0.5142239136337452	1	1
FBXW7	0.017992066731583146	0.16434203585619842	3	0	0.5139233236939735	1	1
CPEB3	0.048013122693023456	0.9084364005711653	5	0	-0.5128691644645718	1	1
ATP2A2	4.0811534875352663e-75	1.076936087258428e-34	5	3	-0.5127610528938698	1	1
PNPLA6	0.006547566543052032	1	14	0	-0.5120986857856221	1	1
MPI	0.01730090866686754	0.6463859303809918	7	0	-0.5103723700518059	1	1
LOC113244018	2.3317973399386333e-5	4.8089897127881504e-5	3	2	0.5100326829105198	1	1
CEP85	0.015797746639754445	0.47153916112578714	12	0	0.5086647712716783	1	1
NDUFV3	0.005888217753978511	0.003923062364254186	3	1	-0.5076132581009081	1	1
PHKA2	0.041219672949392695	1	7	0	-0.507592071763607	1	0.75
DIP2C	4.8140518388068175e-4	0.01618303314440381	4	2	-0.5068405078639316	1	1
FBXO34	0.04665148520419334	1	5	0	-0.506676781773564	1	1
LOC113260130	0.01218386132320797	0.671240498097673	4	0	-0.5057190496173711	1	0.75
MKRN1	3.8929385077337474e-4	0	2	2	0.5039417468521626	1	1
SEC14L1	0.005063234953267314	0	2	2	-0.503428093125073	1	1
LOC113247918	0.01306983248344393	0.05270942705059066	8	0	-0.5034254272476636	1	1
ZNF236	0.018960560414009564	0.3347447494563171	5	0	-0.5030841894481864	1	1
LOC113252152	0.007869511490621806	1	9	0	0.5012472285086192	1	1
FNIP1	2.5714053943961654e-7	0.0051809822569669	4	3	0.5012408145492944	1	0.75
EIF5B	0.013957335833517081	0.0034226701947104475	4	1	0.501209746027486	1	1
LOC113247645	6.373851414391478e-30	1.4004075365697357e-12	7	4	-0.5004938212958954	1	1
TMEM218	0.029456692118418275	1	6	0	-0.5000022379763449	1	1
PDCD11	0.021448284809805793	0.24721058210062533	6	0	-0.49994926862561684	1	1
NAA60	0.04597593453261302	0.3360250713918574	7	0	-0.49991904405773385	1	1
NEURL1	0.03183567542433183	0.02079260304636291	4	1	0.49729438313736113	1	1
CAPZB	0.0024252210947905677	0.002357798464903343	3	2	0.4956670004773017	1	1
SH3PXD2A	0.03570509829148675	0	2	2	0.4948022798888734	1	1
ANKFY1	0.007214687485711917	0.0011738490182006435	4	1	0.4937523107556842	1	1
MED16	0.008562042343358098	0.02870439542341638	12	1	-0.49310016175466553	1	1
C1R	1.0163577829542338e-9	0.002942566785600888	5	2	-0.49239090094329374	1	1
LOC113253409	0.03151066829995345	0.028496425741046057	4	1	-0.49222134352002606	1	1
PTTG1IP	0.025633984436773026	0.036909258016120654	4	1	0.49133179659466963	1	1
AKAP9	2.7356907332872835e-12	0.0027343457210863105	11	1	0.49013316541513197	1	1
HRC	8.053343002013763e-33	9.36821219068048e-10	7	3	0.48979358181771093	1	1
PCMT1	0.007864158743513462	2.3520231849232887e-4	5	2	-0.4896671679357285	1	1
ALG3	0.013529372047799507	1	5	0	-0.48866055532660013	1	1
COBL	3.6825678416917737e-6	5.070055230159985e-4	8	1	0.4861416718842337	1	1
GPATCH11	0.020614611237497967	0.9758855266625807	6	0	-0.48485100435755857	1	0.75
STEAP3	0.03908521334607929	0.12401246773415833	4	0	-0.48457038697885785	1	1
ST6GAL1	0.03177633491475422	1	10	0	-0.4841597987593498	1	0.75
MFN2	2.4482425151938435e-5	0.10715336950131975	7	0	0.4831337357071679	1	1
ECHDC1	0.0029877383719169436	0.08999732619020148	6	0	0.4823883235774057	1	1
USO1	6.774697171425717e-12	2.2493169657083142e-4	8	1	-0.4814410160618617	1	1
TBL1XR1	0.024758158242642343	0.1255739563614439	8	0	-0.47937342854349724	1	1
IL11RA	0.006841972021938295	0.037406160368022294	10	1	-0.47889085036954693	1	1
KLHL12	0.011821137892645345	0.6018305903019306	7	0	-0.47748786677807376	1	1
LOC113269004	0.0014817335189017543	0.26263040794631687	6	0	0.47679858674267633	1	1
FARP1	0.043909728507767844	1	6	0	-0.47652814790926273	1	1
ADK	2.5665431743421063e-4	0.012668783475992712	10	1	-0.4750313790525472	1	1
PRKACB	0.016219554198337933	0.006955936328986701	3	1	-0.47444512258839666	1	1
LAMA4	0.007998614463411059	1	9	0	-0.4740500784372405	1	1
LOC113251315	0.04597593453261302	0.08775216474907636	8	0	0.4738919991757689	1	1
FZD6	0.030791742277114106	0.05678631587353667	3	0	0.47235371550654875	1	1
ANTXR1	0.004226940168610499	0.017439703652773256	3	1	0.469851813496785	1	1
DLC1	3.084762483145742e-6	3.6818945856340724e-4	7	1	-0.4697425764394347	1	1
ENAH	1.8083003736807758e-5	0.00290644893642747	5	2	-0.46951842123495346	1	1
NEDD4	2.9021686277960036e-4	0.039772879585347455	7	1	0.4690191258978763	1	1
EVC	0.020911104346316163	0.02776452864550857	3	1	0.4677652320540213	1	1
CSTF1	0.0055344820283848165	1	5	0	-0.4670806202564475	1	1
MADD	0.005205885144558223	1	14	0	-0.4659104272503737	1	0.75
PPIP5K2	6.2486665664578205e-6	1	10	0	-0.4649473584244458	1	1
PRPF4B	0.03238826855375263	0.3103529738415237	12	0	-0.4634894874648471	1	1
RRAGB	0.0015816022652803796	0.03221886199640855	5	1	0.4632371930219811	1	1
FAM156A	0.008926477461227659	1	15	0	-0.46299951944658085	1	1
SLC44A2	0.0019912142698395186	0.0161827463349177	9	1	0.4623496683600077	1	1
MAST2	0.0255462577666409	0.015740815911151892	6	1	-0.46132634334020695	1	1
MAP3K20	4.733609631809836e-15	1.1892289858046539e-14	4	2	0.46075433139935695	1	1
LOC113263700	1.6721262372583354e-5	6.617852042734827e-5	4	2	0.46043112387960083	1	1
PFKM	0.04005416539132592	0.7722871859864423	7	0	0.46008963685656734	1	1
PTPN13	0.007214687485711917	1	11	0	-0.46002864092550855	1	1
ZFYVE1	0.03177633491475422	0.15016796666477777	5	0	-0.45977092511237405	1	1
TMEM136	0.023020516410414686	0.7821895008197515	5	0	-0.4589309367126483	1	1
LSM14A	0.0028662461562938115	0.007625462446484755	7	1	-0.45884072995374586	1	1
GAS8	5.615538517765388e-5	1	9	0	-0.45830459143865787	1	1
PDXDC1	3.876100635692198e-5	1.6741229702341073e-5	5	2	-0.45826938446478377	1	1
RHOT1	0.010571812151331931	0.25368171721394844	5	0	-0.458090805191672	1	1
ATL3	0.0321960014272372	0.24014816769688185	7	0	-0.45804314203528274	1	1
MYO6	1.2868346222812987e-5	0.007942070982649447	9	1	0.45731722503640865	1	1
DUSP22	0.005484319664940981	0.08651054126251295	6	0	-0.4568632806747665	1	1
UTP15	0.046635979038984546	0.27849577485941185	3	0	-0.45591312445639764	1	1
SEC31A	2.3933985996278862e-4	1	16	0	-0.45573652319608315	1	1
KLHDC3	3.0935971938519616e-12	0.13437101688431935	9	0	-0.45494973429335694	1	1
XPO4	8.455137905464729e-12	0.002272345220875515	6	2	-0.45364656318707125	1	1
RBBP6	0.010906179778611148	0.0015753036207199228	3	1	0.45308280057281913	1	1
SLC2A9	0.0011398302429726304	1	12	0	-0.45274357883039407	1	1
PRXL2A	2.3927257112901705e-5	0.4125347344616676	6	0	0.4501082487455383	1	1
INPP5K	0.04526195213718711	1	6	0	-0.4500937493946727	1	1
KCTD15	0.036161444249515146	0.00744001621102288	6	1	0.449800461556673	1	1
TMEM38A	1.8072045002421877e-6	3.9362042186521915e-5	6	2	-0.4491903009269109	1	1
AMPD2	0.018960560414009564	0.7410577017687165	11	0	-0.4489553076728161	1	0.75
ATL2	3.15712359170462e-5	0.054739773414538805	8	0	-0.44803520311659456	1	1
FAXC	0.018936220217791653	0	2	2	0.4466514573323355	1	1
MTDH	0.03898381457543087	0.020602691268243205	3	2	0.4460793404650556	1	1
PIGN	1.4546361370556076e-4	0.11139068995364929	5	0	0.44598993893576283	1	1
IDH3B	0.01937462251831528	0.16403121795647982	5	0	-0.44404089820267195	1	1
POLD2	0.018483523950215856	0.0021964904629828536	3	1	-0.4415059928861482	1	1
NAA35	0.04098905046513112	1	5	0	0.441428856680842	1	1
RTKN	0.026709646149532258	1	8	0	-0.4387912399864087	1	1
PDIK1L	0.005888217753978511	0.16939797550423766	4	0	-0.43817485662900796	1	1
EML1	2.0396770581600773e-5	0.5211386579839712	6	0	-0.43679355681854826	1	1
AKAP13	4.641889568386023e-4	0.030891326930538622	11	1	-0.43573295817435437	1	1
SGMS1	9.506290610485823e-7	9.182382937953049e-7	7	1	0.4349004090905758	1	1
GNB4	0.013846974078613284	0.006615556695313553	3	1	-0.4332468687761666	1	1
UBE3A	0.002324580798799782	0.001833946667066714	4	1	0.4327522045121991	1	1
MGAT1	0.014746872567014312	0.0021987683110883728	3	2	-0.4325116290809735	1	1
