gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Stomach)	pct_gene_expr	max_pct_tx_expr
ETV3	0.002542219223548646	1.8901321831744168e-4	3	2	0.5738425822800972	1	1
EIF2AK2	0.0410807395804073	0.016007408886260694	4	1	-0.5650284786163243	1	1
ZNF597	0.03455635383489289	0.03684846953621995	4	1	-0.5628592686965586	1	1
UNKL	0.004685762663193322	0.1838042869896087	5	0	-0.5614757939532524	1	1
DDX50	0.005842006641600576	0.9960923074551178	6	0	0.5590787291880872	1	1
MAP3K8	0.03245849982457558	0.0736637681584507	4	0	-0.556895556506171	1	1
AADACL2	0.004133197285665335	6.630438057057129e-4	4	1	0.5468074578422041	1	1
novelGene_IRF3_AS	0.02647601249478423	0.6165584722277467	3	0	0.5413740361770587	1	1
SLC19A1	0.0023125806283685896	0.007897684801312149	10	1	-0.5410599574866706	1	1
LOC113252152	0.007031617018680438	1	9	0	0.5408329476002286	1	1
ITPRIPL1	0.04233965586878002	1	4	0	-0.538920084651933	1	1
LRRC66_SGCB	0.009558743634077762	0.011839803921019833	3	2	-0.5348528115481117	1	1
SCD	0.0017644000964059567	0.03059283654368556	6	2	-0.5333105732141084	1	1
DCLRE1C	0.030070933662327458	1	5	0	0.5319209545332536	1	1
LAMC2	0.016903120895408155	1	5	0	-0.531111878778889	1	0.75
MRPS2	0.026765865720713378	0.036189995028072734	3	1	-0.5308212302553088	1	1
ARHGEF26	0.006686150785959527	1	5	0	0.5289098679141102	1	1
DEPDC5	0.02534878661561045	0.3552398735355869	9	0	0.5261038981152495	1	1
MED10	0.018457384108016214	1	9	0	0.5233095884782619	1	1
LOC113252908_LOC113252909	0.012572640445047474	0.02909114591918208	4	1	-0.5213225411799373	1	1
ABCB8	0.027297376837206358	0.7006732286772386	5	0	0.5173227154467418	1	1
SEC24C	0.016283966758961623	0.3441708041062169	8	0	-0.5117635332435247	1	1
LOC113264719	0.02534878661561045	1	5	0	-0.510760901793373	1	1
FAM208B	4.251689957800961e-4	1	7	0	0.5082797136241051	1	1
TOPBP1	0.00625782255549709	1	8	0	-0.50538743750249	1	1
DPY19L3	0.005538414216122643	0.5317032310143622	6	0	-0.5028870228422905	1	1
CD274	0.03189273520798254	0.25680956446976616	5	0	-0.4983938469037774	1	1
GPR180	4.413958122821173e-5	8.62374863631496e-4	7	2	0.4974677531572952	1	1
SUSD6	0.026471536355677925	0.0029907986932047616	6	1	0.49126796629132574	1	1
IRF2BPL	0.047695705959506333	0	2	2	0.4890195401959051	1	1
LOC113256813	0.03331298835140258	0.3337016785474942	4	0	0.4880216941825023	1	1
ATP9B	0.0021088990215240785	0.02214521939231389	11	1	0.48659236549961643	1	1
AP4M1	0.03658644950626432	1	6	0	-0.4846026927397493	1	0.75
ECHDC1	0.045691894912425694	0.07776383561341645	6	0	0.4812077778794649	1	1
PFKFB3	0.031216454630687996	0.019090014072235657	8	1	0.4796171603762733	1	1
KLHL22	0.0010899239505998918	0.07462808843533182	7	0	-0.4775637656505269	1	1
RGS3	0.00067911691694743205	4.616174547722496e-6	7	1	-0.4729614543669433	1	1
EXOSC10	0.018457384108016214	0.001455118292530929	11	1	0.4721642110174895	1	1
MTSS1	1.1809271640727558e-4	0.005017045415203012	11	1	0.47113434361841244	1	1
GOLPH3L	0.029680535403287484	0.054062322043901066	4	0	0.4706361203157391	1	1
ZDHHC19	0.03189273520798254	1	6	0	0.4697652815403369	1	0.75
S1PR1	0.004371480609612498	0.016396770535201863	4	2	0.4690061737533493	1	1
PIGN	0.01953673917250682	0.06752499010655366	5	0	0.4640061265914252	1	1
SEMA4G	0.046998364920066614	0.8157367639235974	7	0	0.46304730035500397	1	0.75
ZNF408	0.04518903324383563	1	6	0	0.46259712750257803	1	0.75
DLG4	0.022263414126800964	1	5	0	0.460845254431394	1	1
LOC113263700	4.413958122821173e-5	5.108770363753795e-5	4	2	0.4604628817351761	1	1
ZDHHC1	0.0023125806283685896	0.8928635335743591	9	0	-0.4584499174053554	1	1
ZNF609	0.03766066680606455	1	5	0	0.4562042044121526	1	1
R3HCC1L	0.013973529981652074	0.2556527239013218	9	0	-0.4528210613741417	1	1
EP400	0.013509816968715001	1	10	0	-0.4514509308606428	1	0.75
ZCCHC8	0.02545082528256473	0.0773778340838615	5	0	-0.4503521108826909	1	1
LOC113244699	0.016780958194933145	1	5	0	-0.4478107092805585	1	1
ZBTB37	0.04759637166222427	0.9461645127699847	4	0	-0.4451223034896524	1	1
FBLN5	0.0012712418645690574	1	3	0	0.4450247882382174	1	1
ZNF652	0.04518903324383563	0.015512474514425273	3	1	-0.4446323013341167	1	1
TACC2	0.0023836837862542277	0.005164777312363973	9	1	0.4446179921204254	1	1
CGNL1	0.0023290275507041962	1	7	0	-0.4370495467487438	1	1
KANK4	0.010242199396441571	0.7771347495889798	11	0	-0.42891041632608295	1	1
TOR1AIP1	0.00625782255549709	0.005726036439369011	7	1	0.42884650498306787	1	1
FUBP3	0.03949269084480279	0.06723990873179898	6	0	-0.4274875421173824	1	1
LOC113268528	0.02126147503347527	1	4	0	0.42429489913766494	1	1
MIOS	0.018457384108016214	0.01587652107092823	3	1	0.42171143829185587	1	1
LOC113245456	0.016903120895408155	1	7	0	0.42105120208886293	1	1
ZMYM1	0.0120815222725026	1	12	0	0.41977857436475974	1	1
EXOC3L1	0.02235407372747596	1	15	0	-0.4121804965640785	1	1
THY1	0.030070933662327458	0.016380816780120912	3	1	0.41027586580664593	1	1
FKBP10	0.016903120895408155	0	2	2	-0.409793449120356	1	1
FAM135A	0.005283900160267261	0.005825194578737899	8	1	0.40956741710637706	1	1
HSF2	0.0027041295847031618	0.004641136407288624	6	1	-0.40678903781665865	1	1
KIAA0232	0.003567755908583334	0.07715963160164414	11	0	0.4053391911586703	1	1
HNRNPA2B1	4.993203844136516e-7	4.057728788842492e-4	10	1	-0.4053185027590654	1	1
MMGT1	0.008428552245568311	0.018250888652963686	3	2	-0.4052876356262418	1	1
FAM214A	1.7448343690760726e-5	0.00676693621712454	8	2	0.4042746472656779	1	1
LOC113247444	0.032258949130147756	0.8157434403325322	3	0	0.4034613081109739	1	1
RAP2C	0.029368849056254698	0.11975833771103614	5	0	-0.4033543170130694	1	1
CPQ	0.018457384108016214	1	9	0	0.4021002006452321	1	1
ZNF572	0.047310147372675075	0.03974505694247821	4	1	-0.3968105872681855	1	1
CBX5	0.009418430879171666	0.014331284566623756	4	1	-0.3958681037169317	1	1
FAM110A	0.049163295697340736	1	4	0	0.3943432686183631	1	1
EEF1AKMT1	0.018542926857246282	0.7909705325988327	6	0	0.3930196814894149	1	1
PARN	0.0430448127900208	1	8	0	0.3916469222201992	1	1
LOC113250365	0.032258949130147756	0.7140075879131539	12	0	0.38988215618986427	1	1
SCYL2	0.0017752144401856637	0.02707390563819304	4	1	0.3874622761194983	1	1
NF1	0.042486033642619644	0.6004472602208646	7	0	-0.38694821647183475	1	1
CD47	0.005180109556244575	0.018685278182298298	8	1	-0.3839615534880126	1	1
SPICE1	0.007031617018680438	0.9289839828567599	7	0	0.3831845170767384	1	1
NFE2L1	0.045528950554522656	7.589562771495505e-4	6	1	0.38306275084825	1	1
RRP7A	0.04730499751902973	1	3	0	0.38234353506407115	1	1
AXL	0.005873364363150848	0.002249329312528243	4	1	0.3808244701099003	1	1
ZNF618	0.0017644000964059567	1	7	0	0.3801982366717208	1	0.75
UGGT1	0.009418430879171666	1	6	0	0.3772453447387405	1	1
DGAT2	1.476372171792073e-4	1	3	0	0.37655873663948003	1	1
ATL2	0.023276061729311518	0.1838987938632227	10	0	0.3764955268377491	1	1
MYLK	4.413958122821173e-5	1.2220303950397687e-4	7	1	-0.37160464075052707	1	1
PEX5	0.005873364363150848	1	11	0	0.37096712599858817	1	1
NAGPA	0.01345225828249177	1	6	0	0.368407313698625	1	1
DLG1	0.004333357821103972	0.0030270058285189775	7	2	-0.36725139949796604	1	1
BNC2	0.04294670435926016	1	5	0	-0.3667801739355235	1	1
PRDX5	0.0439292675224273	0.0021427097408144597	5	1	0.36556636518142793	1	1
VAT1	0.011487304906737964	0	2	2	-0.36486270006598154	1	1
KRIT1	0.022428636206928223	0.020994043340692964	7	1	0.36438785354003006	1	1
TUBGCP4	0.03569626672574033	0.0242060424791618	11	1	0.3636528142642065	1	1
CEP112	0.020962299225802526	0.4585666517729029	7	0	0.3632687552511432	1	1
NHEJ1	0.005180109556244575	1	8	0	-0.3630267628164029	1	1
BAIAP2	0.015872622516612898	1	5	0	-0.36270453826462173	1	1
LOC113249727	0.025423990638609104	0.011321848815759887	8	1	-0.3616225307752243	1	1
KIF16B	0.025423990638609104	0.12862747378805622	5	0	-0.3612040887454906	1	1
CPEB2	0.040173800567033825	0.03501400897662986	7	1	0.36115463834959405	1	1
SPPL2A	0.012256691539970327	1	4	0	-0.35760857163565635	1	1
DTX2	0.025423990638609104	0.7865255680538135	8	0	-0.3569779342255547	1	1
SLC27A1	0.011487304906737964	1	9	0	-0.35294782824100135	1	1
NBL1	0.045691894912425694	0	2	2	-0.35115411559819454	1	1
FMO2	0.03569626672574033	1	7	0	-0.3503835521913119	1	1
PIK3R1	0.026826267329956518	0.04064460735128084	5	1	-0.3499058387540497	1	1
JADE1	0.031216454630687996	1	11	0	0.34956201736095227	1	1
MIDN	0.0019848818999569414	0.0104064131635683	4	1	0.3495391068001148	1	1
POLR2E	0.0014676434956452681	1	5	0	0.34286031797282074	1	1
LIPE	0.004333357821103972	0.15900574025848266	5	0	-0.3414143194266432	1	1
PPFIBP1	0.003846471037115794	1	9	0	-0.33986069771586874	1	1
GPATCH11	0.004371480609612498	1	5	0	0.33884703624815676	1	1
GLB1	6.60087927903464e-4	0.34593930995505495	11	0	0.3378865140039864	1	1
ANK3	0.024300814841309006	1	8	0	-0.33716255062601763	1	1
FLII	0.031175597264758978	0.30688977902860204	5	0	0.3358826782341952	1	1
FGFR1	1.476372171792073e-4	0.005481509134286787	8	1	0.33425542226626315	1	1
ACCS	0.0010899239505998918	0.19784265011637112	9	0	-0.3330968827876223	1	1
SORBS1	8.013938011633144e-9	0.002142330992868138	13	1	0.33201258649847343	1	1
SOX5	9.870578804552438e-4	1	9	0	-0.33153907295950974	1	1
SMG5	0.04209885639988341	1	4	0	0.3296120301808673	1	1
WDR12	0.01227972419009823	1	4	0	0.3279935543423669	1	1
FAM45A	0.0026426192418977485	0.4009439300745516	11	0	-0.326199652959687	1	1
NR3C1	0.03369488684599979	0.47143389719459183	10	0	-0.32532369329316047	1	1
CAT	0.008581983350798716	0.8364825683137405	8	0	-0.32433880309340146	1	1
HSD17B11	0.01973395480208328	0.0091927270837233125	4	1	0.3239523334240689	1	1
SLC30A4	0.030782084652982898	1	3	0	0.3238861582839546	1	1
SLC25A44	0.022263414126800964	1	5	0	0.32357687477419683	1	1
P4HA1	0.006101685938468602	1	9	0	0.322067111113292	1	1
GYPC	0.005873364363150848	0.23125479248746186	5	0	-0.32093203253714236	1	1
FHL1	1.476372171792073e-4	0.011256431759073307	12	1	-0.32029735294268236	1	1
PPM1K	0.01260172251675365	1	7	0	-0.32004851829112696	1	1
TNFAIP1	0.040968623119614564	1	12	0	0.3189379709947113	1	1
SARAF	0.011820232478326274	0.012546099202716324	6	1	0.31809936571816944	1	1
LOC113253334	0.0012979857943871682	0.11770416215208084	6	0	-0.3180272554807865	1	1
BROX	0.01973395480208328	1	13	0	-0.31680176996895043	1	1
SYNE1	0.02182663961480877	0.004884413428937354	9	1	-0.3162235571175285	1	1
L2HGDH	0.014365272243541017	1	8	0	0.31591920080826363	1	1
AP3M1	6.059455846666406e-4	0.022897453713666163	9	1	0.3158655029920996	1	1
LOC113262783	0.040437176655133	1	10	0	0.31577269650805617	1	1
RNF125	0.00432515065449663	1	12	0	-0.3143253600353994	1	1
IL11RA	5.744704739584669e-4	0.056557351137090386	12	0	-0.3114462511467924	1	1
DNAJC3	2.9536589983644805e-4	0.02425964240676834	5	1	0.30692490868011907	1	1
CEP95	0.0032650466919337735	1	11	0	0.30588567907375425	1	1
NISCH	0.006686150785959527	0.2727137926893371	5	0	-0.30472632847049197	1	1
YES1	0.02545082528256473	0.008487941110579458	5	1	-0.3024505894524929	1	1
LOC113271230	0.006101685938468602	1	5	0	-0.3014029310092418	1	1
MORF4L1	0.02647601249478423	1	5	0	-0.3011723284088939	1	1
SMC5	0.0014676434956452681	1	7	0	0.29455525873251387	1	1
MLLT10	0.00432515065449663	1	14	0	0.2939869484078248	1	1
COL6A3	0.027024239324918632	0.016480380228981947	5	2	-0.2932246860778421	1	1
SCAF8	0.040437176655133	0.3697048208711688	5	0	0.29138770854214646	1	1
CUNH6orf62	0.0015969287603233152	1	7	0	0.28943647746386736	1	1
GCFC2	8.238299577218323e-4	1	5	0	0.2890954420991375	1	1
DOCK9	0.0012712418645690574	0.07286521600348415	9	0	-0.2856100362817132	1	1
SH3KBP1	0.045599322001325965	1	4	0	-0.2853394268585427	1	1
MARCH7	0.011224360998399914	0.14455474068927437	6	0	0.2833830689546514	1	1
CCDC66	0.042486033642619644	0.32699049259027235	10	0	0.2809927858392651	1	1
KPNA4	0.0017644000964059567	4.365555957356684e-4	4	1	-0.28026078984662517	1	1
SPG11	0.0012979857943871682	1	10	0	0.27905700021369956	1	1
CCDC80	0.045528950554522656	1	6	0	-0.27827506022085824	1	1
ADA	0.0022107099145223796	1	15	0	0.27635200432142254	1	1
ALKBH6	0.031216454630687996	1	9	0	0.2744505125875791	1	1
CYTB	0.01973395480208328	0.006048277648778201	3	2	0.27366238904303986	1	1
ARHGAP35	0.03688463735914988	0	2	2	-0.27085267002022206	1	1
TEK	0.03321221709857059	0.13946437752649024	4	0	0.26733988516963686	1	1
SLC44A1	0.00588451998705787	4.5184490465033475e-4	3	1	0.2666963939468595	1	1
TLE2	0.03321221709857059	0.9211076605827413	6	0	-0.2657563472908892	1	1
COPB1	0.011399982255809309	0.07360084642527674	6	0	-0.265574060008921	1	1
EPB41L3	0.005852109283821654	1	7	0	-0.26539919007790075	1	1
G3BP2	0.019062422039879845	1	8	0	-0.26408209207673333	1	1
PACS2	0.009081640106526874	0.12711332829469515	7	0	0.26321230925628014	1	1
BTAF1	0.031216454630687996	1	3	0	0.26305443272192897	1	1
LTN1	0.0021676655645178206	1	8	0	-0.2626842581159443	1	1
NOSTRIN	0.020987939052306306	0.13681221585458145	12	0	-0.260435648413762	1	1
ZBTB38	9.394995063869546e-4	0.2067765148772909	10	0	-0.2591780031126621	1	1
SEC63	0.0023125806283685896	0.03986686995478113	9	1	0.25453743717142896	1	1
PICALM	9.75599085580172e-11	0.0012072599477084005	8	1	-0.25094453155705454	1	1
NFIB	0.031719745490612565	1	7	0	0.24967668494636316	1	1
CNBP	0.01630680196600161	5.888103737686513e-4	6	1	-0.2495955170985208	1	1
BCAS3	0.026765865720713378	1	12	0	0.24785589633615385	1	1
HPS1	0.0027041295847031618	0.1596053802312738	15	0	-0.24723328672462083	1	1
IFT81	0.009081640106526874	1	14	0	0.24719937186975663	1	1
DUS1L	0.04518903324383563	1	5	0	0.24664923881597384	1	1
LIMCH1	0.04602468385944274	1	9	0	0.2465591968773087	1	1
MPHOSPH8	0.025079854813146736	0.07440667299020069	5	0	0.24645616198418105	1	1
COPS4	0.007237354109171827	0.04433451832483362	7	1	-0.24325773623726635	1	1
CHTF8	0.02182663961480877	1	10	0	0.24315149089614005	1	1
SNRNP70	0.029680535403287484	0.46956441282663536	7	0	-0.24279319117588555	1	1
PPP1R26	0.03569626672574033	1	5	0	0.24252144050478577	1	1
MEF2A	0.03045152599018642	1	11	0	0.24110766446771129	1	1
DNAJB4	0.031216454630687996	1	5	0	0.2410980412453719	1	1
SMAD3	0.03398222850537592	1	6	0	0.239575557892174	1	1
CRIM1	0.005873364363150848	1	8	0	-0.23801183190888334	1	1
SEPT10	0.0017644000964059567	0.009351978911595999	8	1	0.23755410654717912	1	1
SREK1	0.03569626672574033	0.011581616486060146	8	1	0.23718925874017943	1	1
PTPN13	0.047310147372675075	1	12	0	-0.23611694218081003	1	1
TNS1	0.009081640106526874	0.011099314477302613	9	1	0.2344845289284101	1	1
RINT1	0.011377471812235643	0.5305376788127287	12	0	0.23210038344656275	1	1
RIOK3	0.012971254889681582	1	11	0	0.23194605232560245	1	1
ELOVL6	0.032837970908370116	0.5092214566247634	7	0	-0.231423267655354	1	1
PTPA	0.027443277236283863	0.12253612247985463	5	0	-0.23062244794703202	1	1
ZNF507	0.03331298835140258	1	12	0	0.22842382469980782	1	1
DBNDD2	0.011611045092261643	0.6968231203850488	3	0	0.22767484294429524	1	1
LOC113270979	0.013973529981652074	1	13	0	-0.22609578830412008	1	0.75
PPM1F	0.004371480609612498	1	5	0	-0.22531178450129172	1	1
DARS	0.002270208426064459	0.03412691701656374	6	1	0.224661915685416	1	1
LOC113252430	0.04839017317120873	1	5	0	-0.22402459839705116	1	1
ZNF280D	9.168004927347569e-4	0.11375485635042325	11	0	-0.22347331239082385	1	1
NSD3	0.030782084652982898	0.002571506209829743	4	1	-0.2188510938852823	1	1
PPP4R3A	4.463787253566046e-4	0.014218884584782331	7	1	-0.21525990886766308	1	1
HSP90B1	0.004506915380595737	0.012658170481621527	4	1	0.21093366927453763	1	1
ZDHHC20	0.0014676434956452681	1	7	0	-0.21035968254140514	1	1
OSBPL8	0.045691894912425694	1	11	0	-0.21008962153972555	1	1
UBA1	0.011874613138871231	1	8	0	-0.20800097350284164	1	1
ANKRD27	0.022000060599500673	1	14	0	-0.2043134323834375	1	1
SRP9	0.021447560402890562	1	7	0	-0.2022081268052508	1	1
ZFP41	0.0410807395804073	1	5	0	-0.2002444504814279	1	1
IPO7	0.009294748495253443	0.056299155850755137	7	0	-0.19925280970831874	1	1
ZNF638	0.00588451998705787	0.1556272722315218	12	0	-0.19826999607762302	1	1
AFDN	0.003846471037115794	1	12	0	0.19614906053658368	1	1
PIGO	0.0026094654704939832	1	16	0	0.19204975548999154	1	1
CALD1	0.007777226201821184	0.16381021172083332	11	0	0.19150485828732264	1	1
PUM3	0.03059615930623515	1	8	0	0.19098680396187864	1	1
TRA2A	0.02423281425851617	1	10	0	-0.18887473020351214	1	1
TPT1	0.0035591265737902173	0.1598851144337366	4	0	-0.1880888625950563	1	1
CPD	0.019751328741066918	0.0021687514070336143	3	1	-0.1857412280461216	1	1
TMCO3	0.031216454630687996	1	11	0	-0.185213563558826	1	1
BIN1	0.03768804150317011	1	10	0	-0.18514232177578596	1	1
CLK4	0.009612198882345848	1	16	0	-0.1845585782968429	1	1
HIPK3	0.031216454630687996	0.40477956021051087	7	0	0.18379760564292413	1	1
CNOT2	0.00292205570025951	0.2734864816608616	17	0	0.18287993106827677	1	1
SP3	0.028007427627088837	1	6	0	0.1816771522727437	1	1
CTNND1	0.04518903324383563	1	12	0	0.1779021396905236	1	1
DCAF11	0.036734160744889194	1	18	0	-0.17780871067449183	1	1
CANX	0.031216454630687996	0.01261573537076723	5	1	0.17677413937248954	1	1
ARHGAP10	0.007811366234483659	1	5	0	0.17660720702427068	1	1
ZEB2	0.04602468385944274	1	11	0	0.1763176335891638	1	1
LOC113259832_TAF1D	0.02126147503347527	1	8	0	-0.17594872540157744	1	1
HNRNPDL	0.002501471217168831	5.640366497654212e-4	6	1	-0.17421831833048673	1	1
BNIP3	0.019062422039879845	0.003736814248646168	6	1	0.1723944684448827	1	1
UGP2	0.008036780303973421	1	12	0	-0.1709785723459376	1	1
ZNF462	0.02126147503347527	1	8	0	-0.1665675446737176	1	1
MTUS1	0.007745428026855965	1	11	0	0.1650698400206956	1	1
CREBRF	0.024554237993763568	1	5	0	-0.1633914142729838	1	1
HERC4	0.0410807395804073	1	6	0	0.1592131942648841	1	1
SAR1A	0.035063015336310545	1	3	0	0.1586517974246104	1	1
ATG9A	0.04923367317649728	1	16	0	-0.15776147520552095	1	1
NASP	0.02170709962274257	1	5	0	-0.15495538233081568	1	1
IVNS1ABP	0.04930520202239028	1	9	0	0.15444244271656846	1	1
LOC113249365	0.023276061729311518	1	10	0	0.15038103057472715	1	1
PRXL2A	0.023276061729311518	1	4	0	0.14929432712881296	1	1
CCNL1	0.0346905283768655	1	14	0	-0.14818893542624267	1	1
EIF4G1	0.01973395480208328	1	16	0	-0.1469822109242828	1	1
KLHL24	0.005512834795502698	1	13	0	-0.14601595785142135	1	1
LOC113265233	0.042486033642619644	1	13	0	0.13129792665078208	1	1
FUBP1	0.03321221709857059	1	15	0	0.12949863423204944	1	1
AZIN1	0.006859420648654679	1	8	0	0.1282553811552991	1	1
HLTF	0.019699106445060226	1	9	0	-0.12643006158882666	1	1
AGAP1	0.019751328741066918	1	7	0	0.12048506637315123	1	1
RPL5	0.004371480609612498	1	4	0	0.10811145052921195	1	1
PSIP1	0.040437176655133	1	5	0	0.10020502271953557	1	1
ATP2B4	0.007811366234483659	1	10	0	0.0917787993873695	1	1
LOC113253526	0.04890659962733891	1	4	0	0.08147467368561438	1	1
