gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Small Intestine)	pct_gene_expr	max_pct_tx_expr
MYL9	1.560129261363753e-7	0	2	2	0.5794394505488393	1	1
KCTD18	0.022237822984299806	0.987146199215543	6	0	-0.578502730541379	1	1
ZCCHC8	0.0012423076882140433	0.09080721348823353	5	0	-0.5771192910009129	1	1
TP53I11	0.005487674316655051	0.010721234379883203	4	2	0.5757240611028498	1	1
BCAP29	0.019496770432535872	0.013630850670050296	3	1	-0.574910146863798	1	1
HIPK2	0.020027126516454035	0.006082384328219181	4	1	0.5742459381223779	1	1
ASL	0.0026121122708287307	1	8	0	0.5687474719191589	1	0.75
ABRAXAS2	0.006233035726367328	0.15146179940373364	5	0	0.5670657131284228	1	1
RALGAPB	0.04844066543710672	0	2	2	-0.5649629459534227	1	1
FMNL1	0.019042822610743387	0.1936672073086672	5	0	-0.564489205466733	1	1
ABCA9	5.425392727272688e-4	0.04047901033442091	8	1	-0.5633606465918217	1	1
CWF19L1	0.024736038354854828	0.2000552522748651	6	0	0.5621108075752688	1	1
MORC4	0.018958313329537523	0.016063459974108206	3	1	0.5612608657594217	1	1
ASB9	0.006447172273176805	1	6	0	0.5609427247061697	1	1
ALDOB	0.013970866943895065	0.17796469216542551	6	0	0.5575705811578167	1	1
PHKB	0.017083407467757786	0.0150439814566351	10	1	0.5559829715777352	1	1
CIDEA	8.849115531194848e-4	0.6848882602368942	8	0	0.5552946911318557	1	1
PCDH7	0.003360464267178342	9.023640293326914e-5	3	2	0.5550224477335264	1	1
RAB33B	0.016234603768504594	0.34678456598537577	4	0	-0.5544990060567238	1	1
LOC113254674	0.02043325634406441	1	6	0	-0.5543274614563585	1	0.75
SEPT9	1.2018996127056999e-5	5.749879770644375e-7	6	2	0.5531427528540708	1	1
LOC113265291	0.008547375882691928	0.23156962091983135	6	0	-0.5520652038328722	1	1
KIAA0513	0.0033061038313832443	0.009058435266888194	4	1	0.5517504245243304	1	1
ETS2	0.0010135961190629174	0.25703876960533306	4	0	0.5499673860489228	1	1
MYEF2	0.009470688359616302	0.23878040119431934	6	0	0.5453584682732533	1	1
LOC113247282	0.03541520450649413	0.0531527456480174	4	0	-0.5444456617394084	1	1
LOC113263732	0.03188959346953243	0.5026592829094964	3	0	0.5417588665826167	1	1
LOC113260329	0.03809987102394945	0.1672166317229478	7	0	-0.5408285818559416	1	0.75
AHCYL2	0.003489327566861283	0.00739889281106664	4	1	-0.539113459775266	1	1
novelGene_IRF3_AS	0.019822639394483445	0.3532120802797705	3	0	0.5389554449342419	1	1
LOC113265231	0.005548988033835266	0.03262663431636839	5	1	-0.535742646061041	1	1
RGL1	0.03809987102394945	0.0099318604330026709	4	1	0.5340316093209992	1	1
MTHFD1L	0.01542645159629789	0.7993795362351996	6	0	0.5316943307322014	1	1
WHAMM	3.2713718086539115e-4	1	7	0	0.5308271226248962	1	1
TMEM117	0.040056028219748484	0.17442424545507068	5	0	0.529450543465363	1	1
LPL	0.0024703156579190515	0.00612572129425577	4	1	0.5271192460861661	1	1
RAPGEF5	0.0013673964159846242	4.864843382838384e-4	3	2	0.5259158435534915	1	1
LOC113261057	0.023124826188734453	0.38415629126016737	7	0	-0.5256090934134015	1	1
TLK2	0.025940768695836426	0.006502229081300858	4	1	0.5250452348687382	1	1
PHRF1	0.009687840215578641	0.017054752738254825	5	1	-0.5235140728814353	1	1
KIAA1217	0.006390034955978707	0.3998593979642782	4	0	0.5228695307623406	1	1
LPIN1	0.033357488910120726	0.02810887293128772	6	1	0.5223944639781128	1	1
ATP5MC1	2.9483577270404332e-5	0	2	2	0.5223193842378799	1	1
LDLRAD3	0.01286976153012678	0.036281443391926675	5	1	0.5207216308638831	1	1
QRICH1	3.327205044633935e-4	8.020264270252289e-6	4	2	0.5152019675428204	1	1
EIF5B	0.01394771305261333	0.00819455896865265	5	1	0.5098307429642014	1	1
HS1BP3	0.02791065085536842	0.3515140365707808	6	0	0.5061153768573232	1	1
ATG16L1_SAG	0.0051565214453549845	0.048065044373775886	10	1	0.504601933493105	1	1
NHEJ1	0.005184115509515815	1	7	0	-0.5031394693067204	1	1
PRKAR2B	0.02061119604455133	0.0418451329263189	3	1	-0.5022502077037967	1	1
ERI3	0.02061119604455133	0.5876335298467338	7	0	-0.5014065132787836	1	1
PIGW	0.03809987102394945	0.1461185307538455	4	0	-0.49980642779793344	1	1
GYG2	5.156761951025341e-6	0.0012658495222846982	11	1	-0.49703696150363463	1	1
POLL	6.068919332251916e-4	0.13219465803368918	6	0	-0.4970071205787001	1	1
LOC113264372	0.015483740199208904	0.13116663947007967	4	0	-0.4964874993236536	1	1
CASP10	0.019496770432535872	0.0030407436821283285	3	1	-0.49560594386282736	1	1
LOC113251315	0.005345158136958932	0.0026994186985809304	11	2	0.49512675321987953	1	1
SEMA4G	0.049738401873909446	0.03523618519998441	10	1	0.49471350212689635	1	1
RBBP6	5.156761951025341e-6	1.53614495519444e-7	3	2	0.49201854127281053	1	1
SLC6A4	0.023415920806826588	0.054772358595238324	4	0	0.49195414653459607	1	0.75
ECHDC1	0.04830662805133362	0.12764536339739802	8	0	0.4908920106701773	1	1
DCLRE1C	0.02169019071098934	0.3518999416158632	5	0	0.49082797807552914	1	1
SYNPO	0.009206743933067469	1	5	0	0.48876031873877357	1	1
FNBP1L	0.001426893999921337	0.01544887388184575	9	1	0.48746094420502617	1	1
PFKFB2	0.01082197350366842	0.1662836152171358	6	0	0.48684747850994586	1	1
LNX1	0.016478441355221474	1	8	0	0.484698793207223	1	1
RIBC1	0.03002808464103251	1	4	0	-0.4845577162825397	1	1
LOC113255603	0.019496770432535872	0.0020666765214715013	3	1	0.4811096149838363	1	1
ZNF436	0.0037902483462209195	0.004513165898147101	4	2	-0.4809042508673217	1	1
MGAT5	0.006750818299237296	0.020841627756069226	7	1	0.4807306791035502	1	1
FNIP1	0.01542645159629789	0.36077489544026614	5	0	-0.48050506732715415	1	1
PIGN	5.953457803827485e-5	0.014479632545842959	5	1	0.48016370206282183	1	1
PGGT1B	0.0344765328475691	0.0020487183074628587	4	1	0.479762223945421	1	1
LOC113270979	0.011029615111263897	0.1424261330950451	12	0	-0.47954337469638125	1	0.75
MRPL28	0.03886316332690369	1	6	0	-0.47805273731872555	1	1
ZNF620	2.5376089587385306e-5	0.014870160773427767	7	1	-0.4715390904360387	1	1
PRDX5	0.034626965648941486	0.06039151395174104	4	0	-0.4709235024155237	1	1
CFDP1	0.0023867162759639692	0.13996587752862372	5	0	-0.47049920854415916	1	1
APOL6	0.03188959346953243	0.5843272322548764	6	0	-0.46852239861927136	1	1
TASP1	0.041634822284939116	1	3	0	0.46634159862096486	1	1
TACC2	0.003000095477962152	1	11	0	0.46630421300696906	1	1
RIN2	1.0686018148322956e-4	7.449800400760377e-4	10	1	0.46268104257763054	1	1
GPR63	0.038339851221568425	1	3	0	0.4621027934715218	1	1
SRGAP2	0.036599156662319096	1	9	0	0.4614591520651208	1	1
CTTN	4.7429697205413215e-4	8.903727686728223e-6	5	1	-0.4608865858265393	1	1
RAB2B	0.03688566433819125	0.9830986509759654	4	0	0.459009724221129	1	1
IFRD1_LSMEM1	0.018958313329537523	0.04508307093387284	5	1	0.4575169027077457	1	1
GOLGA2	0.02169019071098934	0.009162230529735638	4	1	0.45678360967760145	1	1
PITPNB	0.023124826188734453	1	4	0	0.4560221234946515	1	1
PEMT	0.018958313329537523	0.14743141825862513	3	0	0.45540073157618766	1	1
DNM1	0.019623253232842558	0.44642183781115197	9	0	-0.4551691618712801	1	1
SH3D19	3.8130576997441534e-5	2.017018069639986e-4	6	2	0.4551353318913445	1	1
LOC113243636	3.4332529156424624e-6	1	8	0	0.45509655356878365	1	1
LOC113263700	6.306300329803923e-5	2.5494333096375955e-5	4	2	0.4532558744435408	1	1
NKAPD1	0.03366428295847562	0.3928314653600403	5	0	0.45309557951435475	1	1
FKBP5	0.0014817377055767464	1	9	0	-0.4522175056637647	1	0.75
DNMBP	0.001182992887214664	2.3620369284219002e-4	3	2	0.4511182739542977	1	1
FAM208B	0.0010065020786947398	0.014335745738128085	7	1	0.45108482328160127	1	1
OSBPL6	1.0447168823697606e-4	0.42203322244617447	8	0	-0.4501798406017188	1	0.75
ERBIN	1.0103727037049042e-4	2.1311023169648125e-5	6	2	0.4487627549799404	1	1
PATL1	1.4665210252232698e-6	1	9	0	0.44850487221277946	1	1
TNS3	0.025750480596057928	0.562963857061137	8	0	0.44831315309417813	1	1
EPHB2	0.019249999083132626	1	3	0	-0.44623560047436667	1	1
COBL	2.0115797392251156e-5	0.017586986981924232	10	2	0.44590752714318643	1	1
CAMK2A	0.03541520450649413	1	6	0	0.4452779019971289	1	1
LOC113258594	0.02043325634406441	0.05279116008379341	8	0	0.4414371846932508	1	1
TOPBP1	3.327205044633935e-4	1	8	0	-0.44030704720366026	1	1
SGMS2	0.004129876038491135	0.071327020688523	4	0	0.4401295755470308	1	1
MIOS	0.010290784743115178	0.013409534572750289	3	1	-0.4377942297690287	1	1
CYTB	0.0020007072742116716	6.0122283059482644e-5	3	1	0.43751738153335873	1	1
CARNS1	0.04610388795868993	0.19401473072779502	4	0	0.4366536990695315	1	1
MINDY2	0.012374188857448494	0.5177787258960188	4	0	-0.4353115352079855	1	1
CRTC3	0.017356750363406555	0.2090777465985355	3	0	-0.43373531195557985	1	1
PI16	0.019715656339877773	1	7	0	0.4331886764143097	1	0.75
SEC22B	0.040275872140158285	0.00999242280229042	7	1	0.43236747601677095	1	1
NDUFAF4	0.040275872140158285	0.31014546149963645	3	0	0.4316722322267343	1	1
NAA60	0.014046374113679644	0.03807711454208025	8	1	-0.4313516642078846	1	1
CSGALNACT1	0.0026121122708287307	4.882830036010499e-4	3	2	-0.43045432918246507	1	1
ABCB1	1.8325427730190585e-4	0.0018438530706038768	7	1	-0.42904567719771375	1	1
ANXA3	0.034896296322171956	1	8	0	-0.4259889662239324	1	1
APP	0.002522228362422171	0.012183116972806624	7	1	0.42501717049279963	1	1
SYVN1	0.023650411080090313	0.8017607911287798	6	0	-0.42418299507518875	1	1
ZNF664	0.0023991968361284192	0.09579620988081768	7	0	-0.42331882327702647	1	1
TGIF1	0.014307896745910152	0.25640055295833186	3	0	-0.42217555384239064	1	1
PTPRB	1.625648539744285e-4	0.0014875089269812296	3	2	-0.42191723068716297	1	1
SRSF2	0.013970866943895065	5.285151373308735e-4	4	1	0.42034228024627607	1	1
LOC113248379	0.043312262344374935	0.042283099632308765	3	1	-0.4191500597788016	1	1
CHKB	0.027086268888491898	0.196500321467477	7	0	-0.4191464756227945	1	1
PAN3	0.003161658990505431	6.35555046525704e-5	5	1	0.4186607650018256	1	1
DPY19L3	0.013111254547810989	0.8332621527016104	6	0	0.4183489989391278	1	1
PTGS1	0.0018457042307696942	0.05054408407597897	4	0	0.41692423249066046	1	1
SZT2	0.022697364282923675	0	2	2	-0.41668975931412466	1	1
IRF9_REC8	2.999797967906524e-4	0.005223893258642807	7	2	-0.4166191898554368	1	1
WDR7	0.023156729109011745	0	2	2	-0.41132410037364564	1	1
PROSER3	0.024601570333995376	1	6	0	-0.4108577242761558	1	0.75
CDC23	0.022424829862368337	1	7	0	0.4087088517563623	1	1
PSAP	1.560129261363753e-7	0	2	2	-0.4040069269503337	1	1
YARS	0.012391442830555544	0.021841230306723754	9	1	0.4011668956361629	1	1
CPT2	0.04229033281625752	0.1069343002082698	3	0	-0.40091789398466116	1	1
APC	0.030204729448084368	0.374940626559821	8	0	0.3989477434984712	1	1
CALD1	1.4665210252232698e-6	0.0028132113331713186	12	1	-0.3981024458848021	1	1
PIK3R1	0.0029961495362427226	0.026184745482957423	5	2	-0.3971590262747865	1	1
STOX2	0.0038313306887742308	1	4	0	-0.39696315526193765	1	1
FES	0.016660075759696996	0.8203221637664114	7	0	-0.39637461233997784	1	1
CASP8AP2	0.002217170002736007	6.759904154258699e-4	7	1	0.3937777720833669	1	1
MYOF	0.018572797227950986	0.9594833294393784	5	0	0.3930016290848099	1	1
ADSL	0.04410592038043022	1	5	0	0.3929828546130572	1	1
SMARCAD1	0.0024703156579190515	0.028282035234679568	5	1	0.39209341566636563	1	1
WDR12	0.0024676482815229705	0.0233051928444626	4	1	-0.39145365241616914	1	1
CHMP4C	0.006390034955978707	0.06442040534063104	3	0	-0.3898777201250985	1	1
XRN2	0.032105254943814866	0.23117555771717693	6	0	0.3898090208147944	1	1
RNF185	0.02413404760760283	0	2	2	-0.3894105309520578	1	1
ATL2	0.012550337370033719	0.009922857796419916	8	1	0.3879952247548526	1	1
NEK3	0.020596210751073186	1	9	0	0.38785483612237953	1	1
FAS	0.027114633048109384	1	6	0	-0.38700554548383376	1	1
ERGIC1	0.016550996821974036	1	11	0	0.3863633431471788	1	1
CD47	0.001212099312322939	0.008493269193739444	8	1	-0.386085733900576	1	1
GORASP1	0.0016998762683265623	4.610908520288924e-5	6	1	0.38530438658244126	1	1
RAPGEF3	0.0031133362983273597	1	10	0	-0.3844939682476081	1	1
MYLK	1.0753806321705855e-28	1.4704674398476944e-17	7	2	-0.38359191185124364	1	1
THY1	0.006956762899678297	4.52022611482401e-4	3	1	-0.3820894424900725	1	1
CD99	0.033549645330891165	0.0044091772593039215	4	1	0.3818480169806512	1	1
LOC113248518	2.330231314886264e-4	1	15	0	0.3804467224501502	1	1
FAM214A	5.750958518578944e-4	0.050536758001247656	7	0	0.38030413232697147	1	1
GGT5	0.006390034955978707	0.7933452622878173	6	0	-0.380206893016978	1	1
ARHGAP17	0.012293009805653522	0.5257537718902041	11	0	0.37478914378083494	1	1
FAM135A	0.022768385235013875	0.15837450288402014	7	0	0.3740350378660546	1	1
ZNF410	0.01792680639446292	0.8765458493577967	10	0	0.3738162704250019	1	1
CSRP2	0.04572100528071513	1	7	0	0.37331106773072176	1	1
LOC113265899	0.0015197672499441407	4.341953101811382e-4	4	2	0.37146795125229787	1	1
LOC113242682	0.04435248438299878	1	8	0	0.37121849440326615	1	0.75
DNAJC7	0.03809987102394945	0.82514284213261	10	0	-0.3708849919914915	1	1
ATP11A	0.020027126516454035	0.9469791750629908	10	0	0.37081692556870793	1	1
CHIC2	0.0017034934634127885	0.01750763384857409	8	1	0.37060175991218675	1	1
ADAM10	0.014025445156522404	0.001214240673287183	7	1	0.3703424999229078	1	1
FAM219A	0.012823733781884377	0.03349956755379273	4	1	0.36964937113684637	1	1
RIPOR2	0.001426893999921337	0.0779797514315136	5	0	0.3686706152196361	1	1
GSN	9.101736622068816e-4	2.4717345051253114e-4	7	1	-0.3679753318897742	1	1
RNF6	0.0013811497734751803	0.004841462377201915	9	1	0.366788078017556	1	1
USP32	0.010088818972132652	9.490748761908058e-4	3	1	0.36678193598767567	1	1
LOC113254378	0.005765252573510647	0.1133576019325577	8	0	0.36599145578094056	1	1
RAB43	0.0485826653185676	1	4	0	0.3627859822326744	1	1
CRY2	0.0017058934395307074	1	7	0	0.36120749159786225	1	1
FBXL17	0.01782255236288981	0.023210701044918854	4	1	0.3597707904088502	1	1
AGPAT1	0.033357488910120726	1	5	0	-0.3596095694425445	1	1
EHBP1	1.0686018148322956e-4	0.004190935881281969	10	1	0.35908747008664127	1	1
GAB1	5.597307433675818e-8	0.0048003858430986516	5	1	0.35886712287301714	1	1
KIAA0232	0.03179043249354558	0.9002305259601691	11	0	0.3587764140468378	1	1
ZNF605	0.001182992887214664	0.04655301319747589	7	1	0.3584383630259165	1	1
TMEM62	0.010504151892597501	1	9	0	0.35807627483360455	1	1
PPT2	0.02061119604455133	1	9	0	0.3578050253339089	1	1
DTX2	0.005523007744531483	1	6	0	0.3571349512427934	1	1
MPDZ	0.040298104841829226	1	8	0	-0.35670631841817246	1	1
BIN1	0.008183387152391414	1	10	0	0.3561716701673823	1	1
OLA1	0.005548988033835266	0.033571046401507015	4	1	-0.3560716173000904	1	1
LOC113261047	1.2796549535495145e-7	2.664196211338456e-4	7	2	-0.3556836994042588	1	1
LOC113255187	0.04398436837023711	0	2	2	-0.3531217224069905	1	1
SPART	0.012527535022938869	1	8	0	-0.3523106715451468	1	1
SAMHD1	0.010818264040797674	1	9	0	0.35197771685797613	1	1
DNAJC3	1.1619641231659433e-7	1.7522847493467707e-5	5	2	-0.3509822517411435	1	1
S1PR1	0.00564538426865829	5.656646050609482e-4	4	1	-0.3505354500063316	1	1
PIK3R4	9.085329836384512e-5	0.21617421743465903	6	0	-0.3504400178417852	1	1
TANC2	0.041562295677211425	1	7	0	0.350056653994947	1	1
EGFL7	0.0417538488211707	0.018356295369216416	8	1	-0.34981910812032324	1	1
IL34	0.00017078068880454589	0.001054403584152005	7	1	-0.34978461378286013	1	1
VGLL3	0.03272751292516885	0.8978075788790553	7	0	-0.3494054566592968	1	1
TRIP4	0.02061119604455133	1	8	0	0.3490851262622825	1	1
RBM42	0.04463386811356132	0.3444141200805414	3	0	-0.34876612208728086	1	1
VMP1	0.0010477312343881114	0.024890071505766595	6	1	0.34691749234223734	1	1
NUP107	0.02904041986344214	1	4	0	-0.3467439076490837	1	1
MOCS1	0.015245581106040329	1	8	0	-0.3444647212615102	1	1
THRB	2.4849719333095326e-5	0.024046571027432528	14	1	-0.34257469441006044	1	1
TCF12	6.782890157569542e-5	2.13280924932128e-5	6	1	0.3424528793178133	1	1
LOC113262783	0.0036761441049249265	0.31013701029479684	9	0	-0.3408922345083347	1	1
TEAD1	0.010636205313980325	0.21575155223055947	6	0	0.34035062664133986	1	1
EPS8L2	0.026180161445370043	1	9	0	0.33917533942998324	1	0.75
LRRFIP1	0.002445550977543992	1	11	0	0.33874244526242553	1	1
HP1BP3	0.0019375519636057954	0.42788862674690664	9	0	-0.33843085053331123	1	1
DPP4	0.0021446699205968003	1	6	0	-0.33759946857368467	1	1
NIPBL	2.1116273732342054e-4	1.9822629991014657e-4	6	2	0.3372656891893485	1	1
SLC43A2	0.022697364282923675	6.92244460389842e-4	6	1	0.3365663147784181	1	1
IL4R	0.0031457696426031236	0.30031778699236444	9	0	0.3359534050134964	1	1
PTPRA	0.028276362745486595	0.39219247973584187	5	0	-0.3358191726431449	1	1
R3HCC1L	0.006315754560977313	1	8	0	0.3337829528876012	1	1
BRPF1	0.040346221994738043	0.43392124647413727	6	0	0.33188121674659066	1	1
DYNC1LI2	0.036599156662319096	0.0033096708046573375	5	1	0.33120898562774914	1	1
PICALM	2.2925069109461106e-8	1.637371059294702e-5	7	1	-0.3306003765429075	1	1
PHKA1	6.306300329803923e-5	0.009251796638487526	10	1	-0.33011559178967537	1	1
ZNF516	0.008137431145903028	0.28859899213962537	4	0	0.3297971835421092	1	1
DRAM2	0.019496770432535872	0.13854033820986525	12	0	-0.32902162159606885	1	1
TAB2	0.019496770432535872	0.013859898429156609	5	1	-0.32897401394088027	1	1
ZSCAN23	0.0021092774401569644	0.10360129636016917	10	0	-0.3285309879756009	1	1
ZMYM5	0.019496770432535872	1	11	0	-0.3281116261854153	1	1
ADK	2.5376089587385306e-5	0.10875665832427953	13	0	-0.3281092857189465	1	1
LOC113262222	0.035598337982901046	1	6	0	-0.32809486866885984	1	1
MAP4K3	0.0011609138780234523	1	4	0	-0.3263511555843087	1	1
CSF1R	0.030424575688910323	0.7416618868670949	10	0	-0.3261020742046168	1	1
LOC113270362_NUMB	0.006116746301181422	0.8285329853001863	12	0	0.32604558743638473	1	1
OPTN	0.04988504681815453	0.0018353143402676784	8	1	0.3248324695027827	1	1
INTS10	3.943378055268983e-5	1	10	0	0.3239136297796921	1	1
LOC113270817	0.019496770432535872	0.4777933724491932	9	0	0.32364014076421915	1	1
NAA16	0.01584047543615365	0.15794443586644877	7	0	0.3229883513014379	1	1
MAP4K4	5.577306198509296e-4	1	9	0	-0.3188736089444756	1	1
SUGP2	0.0184404002485834	0.706823132956464	8	0	0.317883251477788	1	1
TTLL12	0.041634822284939116	0.45409145287980074	5	0	-0.31714746312096365	1	1
ZNF250	0.007734718874914611	0.06890436026229423	10	0	0.3144297031853567	1	1
ANAPC1	0.009781406763090875	0.14043812690258556	7	0	-0.31421209881959444	1	1
EIF1AD	0.03719795155423167	1	5	0	0.3134317898947584	1	1
FLNA	0.027086268888491898	0.006555428356837396	4	1	-0.3125547589550256	1	1
NKIRAS2	0.04713155399439191	0	2	2	0.310342490832624	1	1
SUMF1	0.040275872140158285	1	4	0	-0.3101981937425461	1	1
INO80C	0.03779553422616126	1	8	0	0.3100724172568582	1	1
LSP1	0.034554334115970205	0.004839732511992167	4	1	-0.3094530462682519	1	1
