gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Ventricle)	pct_gene_expr	max_pct_tx_expr
AKAP7	0.0280212173215681	0.010675117474577705	7	1	-0.6222344357159553	1	1
SLC27A5	1.713838925728525e-5	0.213025252630729	7	0	0.6213545152348657	1	1
QKI	4.050899978970861e-12	3.7173132352271594e-10	6	2	-0.6213301093411371	1	1
WDR7	0.007811192034099118	0	2	2	-0.6208080860152182	1	1
ANXA7	5.3047173125407594e-5	9.930854348154002e-5	6	2	-0.6198573274920963	1	1
RTN4	1.2515415372924972e-14	5.99297438474359e-9	5	3	0.6190571502286806	1	1
KCNJ2	0.013338126323970585	0	2	2	-0.617986020873019	1	1
RNF114	0.015615865420812954	0.002241234364059146	4	1	-0.6169079005478602	1	1
VEPH1	9.533190843324875e-5	0.43519572586001815	3	0	-0.6167638012708216	1	1
GFPT1	0.0018429796822553508	7.553709047736027e-4	3	1	-0.6045311034103386	1	1
RAPGEF6	0.02482490217883715	1	6	0	0.6045290791199611	1	0.8333333333333334
TNIK	1.332990112660474e-5	2.7135648475196126e-6	4	1	-0.6033291353205426	1	1
LOC113243743	0.004498012419235746	0.033357144579479095	7	1	-0.6030269617671687	1	1
ABI1	1.2856557159810247e-8	1	11	0	-0.5985811349516083	1	1
TATDN2	0.032056079845406656	0.02513618240420284	4	1	-0.5973462597251564	1	1
LEAP2	5.293150794744863e-4	0.0011794357915559561	5	2	-0.5949640509167894	1	1
FMO2	1.7524868969378545e-4	0.02724122912170507	7	1	0.5944567034712623	1	1
PRR14	0.014987477002272074	1	5	0	0.5942363645349341	1	0.6666666666666666
TXNL1	1.719245147000696e-6	2.7935329715715935e-8	5	1	0.592462961480966	1	1
PLIN2	8.355330947547131e-4	0.0031627416545304413	6	1	0.5920492849178277	1	1
SLC38A10	0.007251033105384343	0.027569227813399242	4	1	-0.591547247012005	1	1
ALKBH1	0.00567924925456024	1	5	0	-0.5870619229896196	1	1
CRIP3	0.02621590384041851	1	5	0	-0.5866272335281619	1	1
DIPK2A	0.027188085078319876	0	2	2	0.586335003035148	1	0.8333333333333334
LOC113248580	5.83968114587638e-4	0.009880294394733298	7	1	-0.5810910773301173	1	1
LRRFIP1	1.363169871281706e-7	8.343127035146431e-6	7	1	-0.5810671509372942	1	1
COL12A1	4.234850296681033e-4	0.05474206586082154	6	0	-0.5789831925655605	1	1
LOC113264440	1.132742700123095e-9	1.2249065953732778e-7	5	2	0.5786593301334159	1	1
MAP2K7	0.017168848526039625	0	2	2	0.5737694245355942	1	1
STYX	0.0354354561999986	0.14224945931480723	4	0	-0.569928771674046	1	1
SEPT4	7.006280884150666e-4	0.06172238302095655	7	0	-0.5656435558612705	1	0.8333333333333334
ENO1	5.570658941972708e-7	0.006198881715207343	4	1	-0.5639778888529547	1	1
TPMT	1.8651180344389167e-5	1.2636710771208833e-6	5	1	-0.5639348973735796	1	1
PCSK6	0.024634352765904397	0	2	2	0.5639127594769481	1	1
MORC2	1.879616553362222e-4	0.04144034968871032	6	1	-0.5620362108641107	1	1
PGF	0.049000354819129364	1	5	0	-0.5615687868465115	1	0.8333333333333334
ATP5MC1	3.2019202625710485e-17	0	2	2	0.5607222174865542	1	1
NRAP	0.027500726357815416	0.009629679979143182	8	1	0.5589989818668019	0.8333333333333334	0.8333333333333334
CUNH19orf47	1.0805300252717183e-8	0.21089466926916503	8	0	-0.5572953616873829	1	1
TRAPPC13	0.01154636986496979	1	5	0	-0.5520555487560708	1	1
UGGT1	0.00844420172719216	0.008390286330138746	5	1	-0.5505607311081668	1	1
SLC7A2	3.2561465631914534e-13	2.5254789253863612e-8	5	3	0.5495472253514445	1	1
ST5	0.024800993587419426	1	8	0	0.5465803964723422	1	0.8333333333333334
DENND4C	0.005322903366040805	0	2	2	-0.5457701256831811	1	1
HSD11B1	0.0015427747801845134	1	6	0	-0.54413392696432	1	1
HPD	0.004691501942411849	1	7	0	0.5440318668244823	0.8333333333333334	0.6666666666666666
PHYKPL	0.002796416638954966	1	9	0	-0.5436104688414638	1	0.6666666666666666
PIEZO1	0.0012392036029979716	0.006989536533388726	5	1	-0.5435117243727177	1	1
LOC113255376	0.045312467287705147	0.0569173460368709	4	0	-0.5420985896386432	1	1
PROSER2	0.04682463665653612	1	6	0	-0.5390247094884525	1	1
PPM1G	0.003533108183658273	0.6771903398297735	3	0	-0.5378089346260126	1	1
NF2	0.03799425911928962	1	6	0	0.535972744534413	1	1
IL1R1	0.01231479131657791	1	9	0	-0.5316448819529207	1	1
LOC113245319	1.5892170458265432e-5	2.4193159139044857e-4	5	2	0.5262704925781293	1	1
FNIP1	4.869462666076902e-4	0.09178160247198665	4	0	-0.5254370195313489	1	0.8333333333333334
TBX3	0.03753997368923169	0	2	2	-0.5254083717722386	1	1
HLF	0.045312467287705147	0.1008426995107416	5	0	0.5252479356399041	1	0.8333333333333334
MAPK6	1.425622819133216e-4	1	6	0	-0.5247506598080122	1	1
PHKB	0.049721635586501244	1	10	0	-0.5236705782349801	1	1
FSD1L	0.005562939015503026	1	5	0	-0.5223695280724364	1	1
ERC1	6.320214742824412e-4	0.0052296991801299856	4	2	0.5205343035006992	1	1
USP32	0.002918522923609592	0.0024858682003390782	3	1	0.5203079807471364	1	1
MYH10	0.04509430517155319	1	9	0	0.5160186894227334	1	1
CNOT6L	0.006578336117465248	0	2	2	-0.5103332086156488	1	1
ZNF23	0.008037784284841736	0.7596829868092151	5	0	0.5102763430003525	1	0.6666666666666666
MLF1	0.0015560946088638437	1.5833410662004053e-4	5	1	0.5102249565646944	1	1
PATJ	6.145584634367664e-6	0.42433817475120145	6	0	-0.510055008601006	1	1
TSC2	0.04202245830968972	1	8	0	-0.5098021534995483	1	0.6666666666666666
DNAJA4	0.012830622284203232	0.011906808995634113	3	2	-0.5089742568637832	1	1
AGPS	1.3666934402993476e-13	9.213458480247892e-6	7	2	-0.5088966814078794	1	1
SPAG9	1.225591868450875e-7	5.811526329056243e-5	5	1	0.5088788381384707	1	1
LOC113244018	2.2808770370489408e-5	0.1860702437479369	3	0	-0.506819812334505	1	1
SCP2	1.9126535424317461e-53	1.7032397553618961e-9	5	2	-0.5034211160283776	1	1
USP25	0.004438084980697921	0.10936994340818239	6	0	-0.502931575111379	1	1
CAMK2D	5.472534843001638e-8	0.3425899583543272	7	0	0.5007282898008255	1	1
SPART	0.003107278695561268	0.10161794931624774	9	0	0.5001984771474931	1	1
DCAF8	2.9905999945353123e-4	0.005155683818290494	8	1	-0.4997123062438203	1	1
LOC113251202	0.04651076810719394	1	7	0	0.49942069451133314	1	0.6666666666666666
GMPR	0.006365726493136068	0.6477701633059452	5	0	-0.4988365502530183	1	1
ARHGEF10L	9.507787870753683e-7	0.49636282342305305	6	0	0.4982360880572566	1	0.8333333333333334
FGGY	1.6340512815044267e-7	0.05130827624128028	10	0	-0.49797126819286547	1	1
POPDC2	0.045312467287705147	0.3078333386452138	4	0	0.49567338666401656	1	1
CPEB2	0.03802137824348613	1	6	0	-0.4954539163722671	1	0.8333333333333334
ARG1	0.028502991386757853	1	6	0	-0.4949135810387131	1	0.6666666666666666
FAN1	0.007372497560615289	1	6	0	-0.48891058297850465	1	1
DYSF	2.1806314572688828e-11	1	14	0	-0.4886142160609834	1	1
SYNRG	0.01233820039660443	0.8632330331589445	6	0	0.4875496895769731	1	1
TANK	0.01286237508482218	1	12	0	-0.48674513474658304	1	0.8333333333333334
EML5	0.04472101773036022	1	3	0	-0.48667455165610407	1	1
RNF157	0.047319500386269114	0.185145030480127	4	0	-0.4863414119627467	1	1
EXOG	0.040047386822829885	1	5	0	-0.4860158286794796	1	1
NDFIP2	0.0037389597566344222	0	2	2	0.4853867334534023	1	1
CHD4	1.7767364119761076e-4	2.984836631705551e-4	4	1	0.4835913573233469	1	1
EPS15	8.970905103544317e-7	0.5220282734735402	11	0	-0.48280260700878236	1	0.8333333333333334
SESN3	3.702902398963828e-4	0	2	2	0.48227142234156944	1	1
SLC22A3	0.017223220573211434	0.04203217341558081	5	1	0.4812337622166028	1	1
SIK3	0.015367414126448547	0.03529837480713378	7	1	-0.4809625188955081	1	1
ZCCHC9	0.03764328662606009	0.05345218176064223	3	0	0.4797402061941993	1	1
MAST4	0.0043389649759634835	0.2772283615321016	4	0	-0.47831269035879087	1	1
LARGE1	0.021181489153850038	1	5	0	0.47817027429238124	1	1
FKBP15	0.0011791517293098198	9.605264472500653e-4	12	1	-0.47754303848844076	1	1
CTBP1	0.018417432743576705	0.016721354254300956	3	1	0.4772716554442651	1	1
SORBS1	1.756357374749062e-24	9.482998514019996e-6	12	2	0.476804009204826	1	1
DGUOK	0.010953787068590015	0.10022806199262943	5	0	-0.4761808314545284	1	1
TSC1	0.0035313248014992326	0.0985258168784709	8	0	-0.4751052548823923	1	0.8333333333333334
LIMS2	0.043897962190400264	0.19359782110055987	10	0	-0.47296122704030746	1	1
LRRFIP2	2.7355745821201745e-5	0.07088504008741604	13	0	-0.4693227241885562	1	1
PDE1C	1.5126691679602857e-8	9.810217458274213e-6	5	1	0.46797553493945643	1	1
PHC2	0.003869725727010013	0	2	2	-0.46652702399337387	1	1
AAGAB	0.006462668969014823	0.691951067741956	5	0	-0.4656476987244659	1	1
SLK	3.3443600488325386e-6	0.011422425916962546	3	1	0.4637688410487532	1	1
PCMT1	7.141499615102856e-5	0.0029010309743195107	5	2	-0.46353277322143605	1	1
MTHFR	0.025245985788554394	0.1624369068267788	9	0	0.4625615319229098	1	1
RGL2	0.0455238590804239	1	9	0	-0.46010945279902216	1	0.8333333333333334
DTYMK	0.044662307734627	1	3	0	-0.45890880423157937	1	1
DENND2D	0.03764328662606009	1	9	0	-0.4586772101037673	0.8333333333333334	0.6666666666666666
NASP	0.0022797965158590865	0.009492018113633042	5	1	-0.4567154756660071	1	1
DNAJB6	0.004017620330710605	1	9	0	0.4553099209486824	1	1
RCL1	5.83968114587638e-4	1	14	0	0.45523576752853667	1	1
ROBO1	0.02363691132696965	1	6	0	-0.4541228403615103	1	0.8333333333333334
PSAP	2.4010750843610047e-9	1.1681324313194065e-11	3	2	0.4529494283036601	1	1
MPRIP	2.3250097377557344e-12	6.33075633163944e-10	6	2	-0.45283269242468194	1	1
VNN1	0.032056079845406656	1	8	0	0.4516186945107992	1	1
MIA2	5.6356686763375515e-6	1	12	0	-0.4515544806053221	1	1
PDLIM3	0.01788387328796389	1	7	0	-0.4509615120372013	1	1
CDK14	0.03277439080873258	1	7	0	-0.448869556177555	1	1
ABLIM1	1.746714167572892e-14	2.8872045439301106e-10	7	2	0.4482164109313781	1	1
SMYD1	3.00382488916139e-7	0.055162497752315395	3	0	-0.4476308366163095	1	1
SLTM	0.024800993587419426	0.42710314056887744	5	0	-0.4467781417569161	1	1
MRPL4	0.004438084980697921	0.009625982019968704	3	1	0.4466452554738493	1	1
FARP1	0.01928931325911619	1	6	0	-0.44597540976198413	1	1
WWP2	0.03595843858453133	0	2	2	-0.4441986097088401	1	1
MPDZ	0.004762690909656953	0.3906991232877705	13	0	0.44417826638752633	1	1
RMDN2	3.55464137904944e-5	0.0015759469384090128	4	1	0.4408685408560812	1	1
CD47	3.4473822076211825e-4	0.04651400812260502	7	1	-0.4405118797191994	1	1
SUPT20H	7.416474767782456e-4	1	16	0	-0.4391599694028095	1	0.6666666666666666
MCF2L	0.003595632111986995	1	13	0	0.43730850352244216	1	0.8333333333333334
SPNS1	0.03844650617122297	0.02343861381480522	4	1	0.4368908214072282	1	1
BNIP2	0.032847475017202706	0.3125324012782691	6	0	0.436592254638531	1	1
TCERG1	0.0020091131273382436	1	10	0	-0.43447940947831065	1	0.8333333333333334
LAMP2	0.011702978725064036	0.006721069040747318	3	1	-0.42971073429164885	1	1
DMD	5.0181303800538585e-5	0.6067588557797224	11	0	-0.42951612608451467	1	1
ARMT1	0.016864593411913816	0.007623215531153949	4	1	-0.42826273695146455	1	1
CSDE1	2.0555726419344673e-4	9.126273766747532e-5	10	1	-0.42809981708275857	1	1
DCAF6	0.005905746735952336	1	12	0	-0.42713424334056693	1	1
IDE	0.00016144907728509361	7.221087011474482e-5	4	1	0.42640752877247207	1	1
SLC12A4	0.044662307734627	0.20343394120759034	10	0	-0.42608290809376853	1	0.8333333333333334
ENSA	3.6053781348870136e-7	1.2678214407122333e-8	5	1	-0.4249175716705387	1	1
WDR43	0.010300337872463395	0.5439142821543707	5	0	-0.42293463294568856	1	1
CCDC50	0.03802137824348613	0	2	2	-0.42099522003489687	1	1
USP30	0.018706287337827393	1	3	0	-0.4208966958180279	1	1
PARP6	0.028251278777020414	1	10	0	-0.4207683636136853	1	0.8333333333333334
TSPAN9	0.0046978212168356575	1	7	0	-0.4203081675131241	1	1
TM6SF1	0.04270170730631253	0.6014209283372017	10	0	0.42024928593945743	1	0.8333333333333334
RAB28	0.01221152489657326	0.4714155253733107	6	0	-0.42019269458581077	1	1
SSR3	0.008037784284841736	0	2	2	0.4196013211677396	1	1
SARAF	0.0037822911141408982	0.003441676635942787	5	1	-0.418279684905458	1	1
N4BP2L2	2.9905999945353123e-4	0.022514844017823075	7	1	0.4150126351738683	1	1
DGKZ	0.03401808549712513	0.7266868461275747	12	0	0.4149711149204963	1	0.6666666666666666
ARHGAP5	0.02697285545415226	0.005512665768577411	3	1	-0.41448923403589555	1	1
GPATCH11	0.0013442449443548496	1	5	0	0.4142746448554494	1	0.8333333333333334
ANK2	0.003958732824978211	0.6678477501077227	9	0	-0.4141594699757117	1	0.8333333333333334
LAS1L	0.045150362388691155	1	13	0	-0.4119135675113509	1	0.6666666666666666
TTC33	0.004336675752903388	0.07378780744691318	9	0	0.41112418514370513	1	1
SNU13	0.03238123360105949	0	2	2	0.4104782671722106	1	1
PABPC4	0.006812164751229492	1	7	0	0.4077603844951184	1	1
KCTD20	0.007665511858376426	0.0055499113501049305	5	1	-0.40370062037270443	1	1
ANP32A	0.004546198090400419	0	2	2	0.4024339554562938	1	1
SIRT1	0.03640729002443744	1	3	0	-0.4012757187159146	1	1
CCPG1	2.4208031894080275e-9	5.58020115755103e-4	11	1	0.40079748985753744	1	1
ISCA1	0.00610100117877654	0.1759579671311927	4	0	0.40066195741841903	1	1
CIPC	0.04576394890989781	1	6	0	0.3987521949368434	1	1
FAM118B	0.047845178029870684	0.7055789541012809	8	0	0.3984291123077239	1	0.8333333333333334
TDO2	0.047585201119100785	0.20062184127521046	7	0	0.3981693224608486	0.8333333333333334	0.6666666666666666
USP47	2.4591500906091455e-7	9.27283060244057e-5	7	1	0.3972539824963252	1	1
TULP4	0.02851340759557065	0.012103286375190252	3	1	0.39652502647381016	1	1
MAP3K7	0.0354354561999986	1	6	0	0.39335970713905033	1	1
MRS2	0.019163413356393023	1	5	0	0.3930819580964459	1	1
RBBP6	0.04682463665653612	0.0660505733840169	3	0	0.3930414404203409	1	1
FAM214A	0.0025874999899599305	0.18690245788885604	9	0	-0.39270087739773435	1	1
APPL1	1.2591109656165442e-5	0.011985653393008423	7	1	0.3923811820680153	1	1
SLAIN2	0.01679527403975146	1	6	0	-0.39236411358296674	1	1
MFGE8	0.04583943291132313	1	7	0	0.3899762736755493	1	1
TNS3	2.443731085843762e-4	1	6	0	-0.3884495214145709	1	1
ABCA5	0.0010566202653523055	0.0016560024167968344	5	1	-0.3859699573258421	1	1
NEK4	9.228651820321624e-4	0.5851743015530674	5	0	0.38470273256175797	1	0.8333333333333334
AKAP2	4.1499303720500956e-5	0.03722835526480722	8	1	0.38280870485832985	1	1
KANK1	1.0118354026222826e-9	0.00716939248257494	11	1	0.38249911694864025	1	0.8333333333333334
PLEKHA5	2.6290719896728795e-5	0.0011847292032755273	6	2	-0.3814053270749439	1	1
TKFC	0.01900404333307309	0.4778512085255066	5	0	-0.3813021156582963	1	1
EIF4E2	0.018706287337827393	0.026002201097078566	4	2	0.3810834530584753	1	1
RBFOX2	3.8676537373361785e-4	0.012477704192216853	10	1	0.38095435127250776	1	1
AK2	4.364592078832589e-5	9.07007981953302e-4	4	2	0.38029250363551304	1	1
MAP3K20	9.906664870616642e-21	6.310847344239133e-13	4	2	0.3796151834309394	1	1
KLC1	2.8513764900500855e-5	0.04928951377299621	12	1	-0.3790377893239505	1	1
MYLK	4.17599393211401e-12	0.0022244543362641774	10	1	-0.37848549107344487	1	1
ASPH	1.1537023058511198e-27	3.951059203994892e-9	10	2	0.37557160313196786	1	1
PPIP5K2	0.02518974474152698	1	10	0	-0.3737487864008667	1	1
MEF2C	0.00668934433372958	1	13	0	0.37151302001084185	1	0.8333333333333334
ABCD3	7.006280884150666e-4	1	9	0	-0.3714452274214431	1	1
LIMCH1	3.00382488916139e-7	0.0014652732997462157	8	2	-0.3711204499854595	1	1
CLIP1	1.225591868450875e-7	1	16	0	-0.37041994054743144	1	0.8333333333333334
TCOF1	0.045312467287705147	1	10	0	0.3684733566367141	1	0.6666666666666666
SLC9A3R2	0.0035222201886702734	0	2	2	0.3684532372501724	1	1
BTBD1	0.01209344834915155	6.877250528894508e-4	3	2	-0.3644463319676705	1	1
FGFR1OP2	1.4120476929461843e-4	0.78642304810002	4	0	-0.36437531273347606	1	1
PJA2	0.007811192034099118	7.250653849618361e-4	4	1	0.3612370937775995	1	1
ARFGAP1	0.030529618727603375	0.3869102450467479	4	0	-0.36018916112736143	1	1
LOC113257633	0.0158508671931821	1	3	0	0.35998634850678923	1	1
VPS13A	4.47244351152782e-5	2.1234079039527544e-5	5	1	-0.35903781011964775	1	1
GPD2	0.020979256669704734	0.052450359258908966	6	0	-0.35738920984818934	1	1
LOC113247645	1.3455927817279618e-8	3.625454102864324e-5	8	2	-0.35552775485717086	1	1
UBL3	0.03930196838017247	0	2	2	0.35477835337861563	1	1
FAM219B	0.028502991386757853	1	9	0	-0.35461790534367327	1	1
NCOA6	1.4929034725902761e-6	3.459986036167526e-5	5	2	0.3542551096941949	1	1
C2CD5	0.0015996397187208633	0.5285502297884411	14	0	0.3539349508950321	1	0.6666666666666666
ADD1	0.002007256106615705	1	5	0	0.3534131752831936	1	1
KLHL31	9.197962590395129e-4	0.1947573221951894	8	0	0.3531636321519925	1	1
