gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
FAM200A	0.002834415312095529	1	3	0	-0.7202853678807042	1	1
LOC113265650	7.691855191441946e-4	0.030392642613606493	3	1	0.7148586994871194	1	1
DCLRE1C	4.6812658744965266e-8	1	4	0	-0.7144491943338485	1	1
LOC113249681	0.006260273179223914	0.0012981658780075902	11	1	0.710908069909186	1	0.75
NR4A2	0.019435035243777717	0	2	2	-0.7072586692469893	1	1
RRM2B	0.04469810397551338	0.11528737024563941	3	0	0.7024165445793286	1	1
ME3	0.048523153410700744	0.009635419041166469	3	1	0.7010250099968298	1	0.75
HSD17B14	0.006571936620708605	0.02840072466084186	6	1	0.700250009233443	1	1
SEL1L3	0.006919808608363265	0.003065171444221288	4	2	-0.7002295286630732	1	1
HIVEP3	0.009837733339785932	0.0016883499399038867	3	1	0.6990345642281068	1	1
MED18	0.02693581731741413	0.1644734028404315	4	0	-0.6958805064934762	1	1
IRAK3	0.016841928819658458	0.03762918391408704	3	1	0.6950930480362074	1	1
MFSD6	0.009452824774724877	0.00950642066025401	4	2	-0.6934502438448015	1	1
BCAP29	1.114309147711918e-6	2.5192244673932633e-6	3	1	-0.692989893341811	1	1
CADM3	0.024611295671649082	0.07828650497460604	3	0	-0.6926826600258508	1	1
IFT74	0.033417495864184875	0.055195519863108874	3	0	-0.6910930479845865	1	1
NUP107	5.007868902885113e-4	0.14317062223685337	4	0	-0.686175411270796	1	1
WDR47	0.028467704581803355	0.10991790341541842	4	0	-0.6853457244018185	1	0.75
SLC35E3	0.045545796416221314	0.9370277209038002	4	0	-0.6852783351438461	1	0.75
MYEF2	0.004705284138337149	1	6	0	-0.6850714407337031	1	0.75
GFM1	0.005624004159884289	0.0031303053913839703	5	1	-0.6808643179711181	1	1
CD200R1	0.0353443009081855	0	2	2	0.6757596835556298	1	1
PLXNB1	0.0061210613067332375	0.01255722249513429	6	1	0.6691226584163894	1	1
SOD2	0.030917514714318157	0.01576737569492051	4	1	0.6681284731358422	1	1
PNPLA3	0.04499969314966247	0.1368210559552716	6	0	0.666463213911819	1	0.75
DRC1	0.012725000390850876	0.003366221110185381	5	1	0.6633212595607675	1	1
CHKA	0.03926172590065564	0.012703708357418611	3	2	0.6630759067145215	1	1
IFRD1	6.232021019618709e-4	2.785694569419182e-6	5	1	0.6620018165553914	1	1
STK32C	0.00961809144618109	1	4	0	0.6585786431623889	1	0.75
UBXN8	0.0011315533112501983	0.008593067912982241	4	2	0.6582687044072314	1	1
PLA2R1	0.04230452268354418	0.1401472834900325	4	0	-0.6572244325555867	1	1
POLG	9.965671781013035e-5	0.05890903530847482	5	0	-0.6557856070099184	1	1
LOC113253245	0.020783300911762358	0.005750646766921479	3	1	-0.6555808355355504	1	1
ATPAF2	0.04978179681649053	0.2117378744506454	5	0	0.6545424187487441	1	1
IRF8	0.04529093226155684	0.22791677665666388	3	0	0.6536415466085387	1	1
IVD	0.011016988884399713	0.045363798683603546	4	1	-0.6535899445865408	1	1
FN3KRP	0.03839276668060962	0.005683606858562601	3	1	0.6491171901142884	1	1
FPGT	0.010764798075553236	1	4	0	0.6488308740399908	1	1
CCDC43	3.143047368784316e-5	9.05814005835918e-5	7	1	0.6486752850783617	1	1
ZNF865	0.026600206199062476	0	2	2	-0.6482393945569089	1	1
CMPK2	0.01635767442647398	1	3	0	-0.6471841726219182	1	0.75
MALL	0.01485074278459034	0.012643962210224177	5	1	0.6469336474349804	1	1
RGS16	0.006216923984950031	0.005414753872698929	3	1	0.6454171926820633	1	1
DOCK5	0.021361884614565202	0.006661466289024576	3	1	0.6454070883488091	1	1
COIL	0.03494487492405235	0.005717750505954166	5	1	0.6415406446982627	1	1
POMK	0.0054590000079174856	0.010487813086548363	7	1	0.6413588452730946	1	1
HSDL1	0.04768097534497015	0.12554876745989363	6	0	0.6410059506722415	1	0.75
UNC5C	0.036693115087275074	0.1032404092445347	5	0	-0.6392518811385564	1	1
ARHGAP27	0.0021586797298418885	0.0013784818039822145	3	2	-0.6388716989255521	1	1
DDX47	0.0014410121374247376	0.5352568069941159	6	0	0.6381556130364847	1	1
LOC113246636	0.03993683074537591	0.1659529680040571	4	0	0.6380294183554567	1	0.75
ZHX3	0.00961809144618109	0.014653035099848858	3	2	-0.6375391422367005	1	1
CTBP2	0.0014965886466048598	0.05697641000493227	6	0	0.6367063929491777	1	1
CSRNP2	0.04873106397368955	0	2	2	0.6365430799390159	1	1
TPM4	0.009746542933014473	1.2724873041232163e-4	5	1	0.6356792075785803	1	1
DENND1C	0.04613490323563243	1	5	0	-0.6346260601290913	1	0.75
ACSM3	0.0161876030758277	0.00591236892814344	3	1	0.6311758200150459	1	1
ADSL	4.415185020147878e-6	0.0054494670674882515	5	1	0.6308476805718407	1	1
PPWD1	0.009221388417188659	1.3683988388417522e-4	6	1	0.6299129519790679	1	1
ZNF609	0.0021403431891130393	0.010455905724240076	5	1	0.6272808592839199	1	1
LOC113249382	4.989996606715748e-4	0.001131375198028916	3	1	-0.6215694072590423	1	1
ECHDC1	6.785805098811621e-7	1	7	0	0.6214927003178489	1	1
MAD2L1	0.02441567595565666	0.0020310817805560518	4	1	-0.6211540997646058	1	0.75
SH3PXD2A	0.006944651934484594	0.016337441695374367	3	1	0.6177793545684351	1	1
LOC113248645	2.8520068631173937e-4	1.2909603317836448e-6	10	1	0.6167613840756493	1	1
ZNF263	0.021271767358653715	0.044874787438226066	4	1	-0.6155430848632629	1	1
HSPB11	0.00352957069558388	0.0029825215225804716	5	1	0.6144385205950222	1	1
TRIM13	0.009514009034571155	0.6228518832097553	3	0	0.6127155466711052	1	1
RNF2	0.008464260498501998	1	4	0	0.61053176306092	1	1
RELL1	8.855753898513991e-6	5.97799784561572e-6	5	1	0.6103785377146191	1	1
ZNF165	2.122084929018654e-4	1	3	0	0.6099050215296526	1	1
TRERF1	0.0018288700163281689	0.009662978260105901	3	1	0.6089016436567294	1	1
FECH	0.03601141478558858	0.04878292389281507	6	1	0.6084494700763389	1	1
LIPN	2.2504397037987176e-6	0.001905167837712994	8	2	-0.607300279244785	1	0.75
PDLIM2	0.03444107162218175	0.1997053351207909	8	0	0.6068965612475191	1	1
KPNA3	0.03277498731193942	0.03171258733791933	3	1	-0.6053540098158783	1	1
MYH11	4.1099887729008626e-4	0.02027562513130582	5	1	0.6048431691227624	1	1
ZFAND2B	0.00679707387398017	0.079669504276907	3	0	0.6046633341892731	1	1
EXTL3_LOC113269942	0.004915166659855297	0.0039989084833258835	6	1	-0.6034646912827035	1	1
XRCC3	0.032456018182560054	1	6	0	0.6026437734109372	1	1
TLE1	0.001311935937504581	1.4888665129746667e-5	4	1	-0.6012812423120494	1	1
RGSL1	0.046344389460856394	1	3	0	0.6012284670623473	1	1
PGAM5	0.007640792471357544	0.0021541438062929394	3	2	-0.6011203203223423	1	1
FGF1	0.0013076109830988361	1	10	0	0.6010785064695506	1	1
POSTN	0.009342746044622628	0.264115260722989	7	0	0.5969220667242319	1	1
ABRAXAS2	0.005283734060836621	0.007894091123574674	5	2	-0.5959837827540772	1	1
LOC113241339	0.020926598147703587	0.20860625701814853	5	0	-0.5944155108038178	1	0.75
MSI2	0.0014465123838332595	3.2750312440622646e-4	6	1	0.5937080001714633	1	1
LOC113267246	1.7197057712595883e-4	1	11	0	0.5892977723460342	1	1
DDHD2	3.728633126166903e-4	0.031165537182170668	8	1	-0.5892718981847439	1	1
KRIT1	0.007979049695369599	4.448003786671489e-4	6	1	-0.5891051154360983	1	1
CEP128	0.04741223982860216	0.22627796012748455	3	0	-0.5889051575210832	1	0.75
NTRK3	0.03016747218733734	0.03188571812927603	5	1	-0.5879682832846289	1	1
LOC113245319	9.497829075782315e-4	6.315264146785034e-4	5	2	-0.5873635618268048	1	1
RCAN1	4.867546130894491e-5	0	2	2	0.5858791385350027	1	1
REEP5	2.390168465506152e-9	1.7270039683624056e-9	4	2	0.5855764366413819	1	1
HPS4	0.003949456395007751	1	7	0	-0.5839996413615464	1	1
LDLRAD3	0.002677450721209659	0.0032651496677056848	5	1	0.583268295730657	1	1
CCNQ	0.008676611233919223	0.003383720009202857	3	2	-0.5827415863255111	1	1
ARRB2	0.025693796804605283	0.23966539003568582	7	0	0.5819365249041449	1	1
YTHDC2	0.01674765657054923	0.001505327189399034	4	1	0.5813784326021574	1	1
DRG1	0.005809067140286465	9.242622165403702e-5	5	1	0.5799965339923797	1	1
RBKS	0.0035621501209735147	0.36826540437834976	7	0	0.5778332438260728	1	1
SHC2	0.013103570164686568	0.004895265840482526	3	1	0.575456032444217	1	1
ASL	0.00351015713490093	0.15775400938463244	9	0	0.5745478090485819	1	0.75
HIPK2	0.013475464413450416	0.006810818351247691	5	1	0.5730399012666809	1	1
BMP4	0.002299911454691251	1	5	0	-0.5715757554987736	1	0.75
MYL9	3.523066465985544e-7	0	2	2	0.5703412347327642	1	1
APC	4.049313688452438e-6	4.636298842691454e-4	7	2	0.5701694303520378	1	1
MCM4	0.034165130673870864	1	3	0	0.5699757491357943	1	1
POLG2	0.04718282150697328	0.10384704343979707	5	0	0.568497313769862	1	1
ZCCHC7	0.033508628629752034	0.024769697948878937	4	1	0.5677170876052058	1	1
ZNF786	0.010161036233920997	0	2	2	0.5674341102322993	1	1
CARNS1	0.023191194769569094	0.11833359645061285	3	0	-0.5659384255522175	1	1
AADACL2	1.6162072671485676e-4	2.325163858748475e-5	4	2	0.5655673752998654	1	1
GYS1	0.0031314359631359574	2.659370173688941e-4	12	1	0.561746328666983	1	1
GTF2IRD1	0.03168675503549116	0.7243303706323908	4	0	0.5602062751406691	1	1
ADORA1	0.04978179681649053	0.047935988290122016	3	1	0.5599795887491552	1	0.75
FAR1	6.195445636915481e-5	6.001730659402386e-6	7	1	0.5596458875431144	1	1
FAHD1	0.044265414897911505	0.009884584356098298	4	1	-0.5592744882186057	1	1
PRMT9	0.007648607602838693	0.0012747311677716543	6	1	0.5583319928983065	1	1
NELFA	0.046057157023381305	0.010231129713299243	6	1	0.5577516407937175	1	1
MICAL1	0.014929825278337463	0.007775535199461258	3	1	-0.5567180319937923	1	1
ARL16	0.013373433123251871	0	2	2	0.5505614557707527	1	1
GOLGA2	0.003241747742114709	0.0030365895229036355	4	1	0.5500579939918756	1	1
GATAD1	0.006715434453018115	0.2314520371500045	5	0	0.5491234821581533	1	1
PDZRN3	0.003673533540118248	0	2	2	0.5489669334744625	1	1
CLASP1	0.003966500323468994	0.4424070876667348	7	0	0.5488069182065158	1	1
MRLN	0.007640792471357544	1	12	0	-0.546645357324246	1	1
NECAP1	0.03787722071582872	1	7	0	0.5464693751971965	1	0.75
FOXJ3	8.81131791446219e-5	0.0012066704997922132	5	2	-0.5443547883205129	1	1
PSMG3	0.004724747633213977	0.9920516521481751	4	0	0.5442553143334126	1	1
FAM208B	1.203328945745863e-5	1	7	0	0.5440259900251787	1	1
SIRPA	0.020783300911762358	0.019812724859123578	4	1	-0.5429921508812224	1	1
TXNDC16	0.01138394163489799	1	7	0	-0.5411904774696676	1	1
BCR	3.720939869213513e-5	2.586108245859203e-5	4	2	0.5405090043914909	1	1
ZBTB45	0.032997328103648034	0.7275182461521913	4	0	0.5403112767657	1	1
ACVR1C	0.0385006981325884	0.0062545809758687695	3	1	-0.5383432606062564	1	1
MOB2	0.00216004059366972	0.005070493004779342	5	1	0.5378964082197386	1	1
LOC113256813	0.0022317642564578274	1	5	0	0.5368700421565129	1	1
LOC113270332	0.00580750622672995	0.29176056320971255	7	0	-0.5363977591432283	1	0.75
MEIS1	0.019448687604814777	0.09185315101636726	5	0	-0.5362057076399369	1	1
ZBTB16	7.319358962273078e-4	3.115131768466997e-5	3	2	-0.5339953391758913	1	1
PIGM	0.0331300401930499	0.037683265281833536	3	1	-0.5312626374082812	1	1
OTUD1	0.0077707969180760735	0	2	2	0.530148079383361	1	1
ZSCAN16	0.011235641428887508	7.74459603176527e-4	3	1	0.52997232265379	1	1
ARHGAP10	1.87222104325062e-18	0.002139866701370147	5	2	-0.5249731903205761	1	1
ZNF394	0.028465943189151542	0	2	2	0.5249408877938995	1	1
CDC23	0.04741223982860216	0.322200777396278	9	0	0.5247501242674891	1	1
SIRT5	0.0023338602610547855	0.0273443981767656	8	1	0.5240955356909697	1	1
CD44	5.90796234374659e-6	1.8017473205883408e-4	5	2	0.5231484145194147	1	1
CCDC50	2.184744578674742e-5	0	2	2	0.5226785286440974	1	1
HSF2	7.684249894810431e-4	0.011889125861185573	5	1	-0.5220577797285206	1	1
LOC113248379	0.0020045186430722108	0.002311280664400474	3	2	-0.5215151692687381	1	1
CLUH	0.0356542861151035	0.061392496632007104	4	0	-0.5198666959783625	1	1
YEATS4	0.03423869043908527	0	2	2	0.5191014247458376	1	1
LOC113268718	7.247908838637024e-4	0.06097980811508794	5	0	-0.5186370891433337	1	1
ATG16L1_SAG	0.0017992431546324844	0.20181647097198052	8	0	0.5182151714857105	1	1
ANKRD29	0.031017843739019682	1	5	0	0.5170001984766966	1	0.75
TLE2	0.01875458885130607	0.010024272105715574	5	1	-0.5164739010470859	1	1
PWWP2B	0.007788335935488661	1	6	0	-0.5160207305629896	1	1
KCTD18	4.099485954138459e-4	0.14310115714574312	6	0	0.5159185312607154	1	1
RCN1	1.4414695475756572e-6	3.1416881170367596e-8	4	2	0.5151700901118897	1	1
CACNB3	0.00351015713490093	0.37123614629200313	6	0	-0.5142104573544699	1	0.75
UBE2F	0.042415523715762356	0.010909095061713841	3	1	0.513530499529822	1	1
LOC113246305	0.04610073378095043	1	10	0	0.5128838454124567	1	1
SH3BP5L	0.01093717056728793	0.09182127098334986	4	0	0.5127747230662775	1	1
GPKOW	0.001982824187527975	0.0029401205846002624	3	1	-0.5123003106076576	1	1
GGACT	0.019011805681308464	0.04782680588385518	5	1	0.5122569273718032	1	1
TP53I11	0.003843113897283332	4.924409800357516e-4	4	1	-0.5121080141600262	1	1
XPO5	0.031748370613870355	0.0043245982046386895	3	1	0.5109493513177239	1	1
B3GNT9	0.010246610478244607	0.3484055969658873	3	0	0.5106089400548173	1	1
TFB2M	0.00959269352471907	9.265541629182609e-4	6	1	0.5100198878281399	1	1
LOC113248584	0.018810292348550063	0.18330761999459874	4	0	-0.5096775439164888	1	1
ABHD16A	0.0070781901762739996	9.993183588908811e-4	13	1	0.5094002340203375	1	1
LDLR	0.0414220628451379	0.03723348192432	8	1	0.5092519812744264	1	1
KLC4	0.022105212416558103	0.16259379172687777	4	0	0.5086840121102405	1	1
BHLHE40	0.0022317642564578274	6.166239498736113e-5	5	1	0.5078560918031869	1	1
MYO5C	0.048229763407580194	0.007559908543408705	3	1	0.5076363835195536	1	1
CALCOCO2	4.192261082727937e-9	3.628768985858141e-11	4	3	0.5063366514204778	1	1
HSPA12A	4.984017040814059e-9	7.49105477338275e-4	5	2	0.505625201009733	1	1
TM7SF2	0.008547427021452034	0.0807769212171535	5	0	0.5054926715182846	1	1
LEP	0.0023828410130268705	0.07036226620769444	5	0	0.5044276387994501	1	1
HDAC9	0.02441567595565666	1	10	0	0.5041879388948439	1	1
MED6	0.012881077739594569	2.0205833252395658e-4	8	1	0.5035420304231815	1	1
GPR180	0.04198896475749883	0.01732533666489099	6	1	-0.5033015724883745	1	1
HERPUD1	0.03336723934305675	0.0032418948060005896	10	1	0.5030520908583045	1	1
ALKBH5	0.0010624180091844421	0.0011318813551195815	3	2	0.5019169560269134	1	1
PCMT1	5.970089452866849e-4	0.0012433329360843684	4	2	-0.5018862990069165	1	1
DTX2	1.9222615101242862e-4	0.033120783970107946	8	1	-0.5016292654614839	1	1
PCSK5	0.010023819968948612	0.014284421663966925	3	1	-0.49999243873979465	1	1
EIF5B	0.006528997437510905	0.015390038964194882	6	1	0.4999840467921556	1	1
CTNNBL1	0.005716967056570646	0.10910615645879189	5	0	0.4998804202589822	1	1
ZFYVE16	0.010246610478244607	0.006707553958552825	4	2	0.4994844464776056	1	1
LOC113269004	4.4422957106771995e-4	0.833941402538586	6	0	0.4989883809059501	1	1
PHKB	0.016311219754950666	0.015161511994668248	13	1	0.49637569783209107	1	1
CUNHXorf40A	0.049330444380701693	0.02820589020838302	5	1	0.4950314876095159	1	1
MICU1	0.03528510273594282	0.12756468070837393	7	0	0.49484858147600286	1	1
PSMA2	0.0075985805190202675	5.181362296875003e-4	4	2	0.49279461765164934	1	1
DLST	0.018521700616991134	8.548218183696201e-4	7	1	0.4919899524987958	1	1
ZNF667	1.4694943510603522e-4	0.07899448469721068	4	0	0.48976890029051934	1	1
GFRA1	0.013622231044066156	0.6616455532315552	4	0	-0.489063511391293	1	0.75
LOC113254331	0.003812453547349306	0.32045182921662957	4	0	0.4884742923965214	1	1
SAT1	7.084379516874552e-5	0.0559063134813436	8	0	0.48843905732327153	1	1
LOC113251315	0.007640792471357544	5.653438952845889e-4	12	1	0.4882273044480655	1	1
IFFO1	0.006329962017296041	1	7	0	0.4877517636919582	1	0.75
UBFD1	0.0030352567948934077	0.007790599630110382	7	1	-0.48655795303314464	1	1
LOC113249906	0.04499969314966247	0	2	2	-0.48633603970625516	1	1
LOC113243631	0.01264293752367638	1	5	0	0.4862434533531542	1	0.75
CLU	2.4839988958678972e-6	0.04152162615155651	9	1	0.486222129752244	1	1
VMP1	4.1168371291533e-7	0.007631580877209749	6	2	-0.48383695792013326	1	1
PRDX5	0.003949456395007751	0.0514237946449723	4	0	-0.48246222749194795	1	1
SRGAP2	0.021126483923741998	0.10013244064064059	10	0	0.48236158741694546	1	1
PTGS1	0.0016657930078003195	0.003669293234053514	4	2	-0.4808687463025769	1	1
ACLY	0.005237274762538766	0.015556451128134722	11	1	0.4807481469057839	1	1
POLL	7.062199211459689e-4	0.026645014852720163	6	1	-0.4802214873222098	1	1
LOC113264304	0.029645642387463086	0.008286103829207291	6	1	0.4793882603542663	1	1
P4HA1	0.001427651301643872	3.6862097533630586e-4	11	1	0.47846877940439897	1	1
LOC113262783	0.006768161178186783	0.0801422631775572	10	0	-0.4772436626695493	1	1
CNTRL	0.03999474449830498	1	7	0	-0.47545407945783813	1	1
MYO1E	0.012163143196789131	0.006405497328121045	3	2	-0.47539139195506896	1	1
IFT140	0.011842027870931785	1.880806753625272e-4	6	1	-0.47523772346314475	1	1
RIT1	0.0011327894667860301	0	2	2	0.47522234846687994	1	1
RFK	0.010706771727340596	0.010063101651793699	5	1	0.47489119365276833	1	1
TTBK2	0.027900754013463376	0.13570091373172438	3	0	0.4743225717611493	1	1
MFAP5	1.9577572838256268e-4	3.357594430832163e-6	4	3	0.4711934815816891	1	1
MED10	0.04376124504416813	0.2393574769732054	6	0	0.47117738717629754	1	1
ANKRA2	8.801684460800764e-4	0.03363312076989885	6	1	0.47024626095272437	1	1
MRPL1	0.02012419782545424	0	2	2	0.46849565827904105	1	1
RBMS1	2.6857085690063533e-14	0.19688059540500458	15	0	0.4674239667971722	1	1
LOC113259427	0.024668874340381786	0.2634477455103692	6	0	0.46730089465616853	1	1
ABCA9	3.9703736508207735e-12	1.4999628464903636e-6	7	1	-0.467054161849328	1	1
MAP1LC3B	1.4910255444256183e-14	5.753372756731696e-13	4	2	0.4663440022777481	1	1
FOXRED1	0.02214451837169393	1	8	0	0.46623566216611995	1	1
BTLA	0.03933502363041458	0.3717391090121033	4	0	-0.465495134930744	1	0.75
LARS	0.034539377731372646	0.027317575861264952	8	1	0.4653275686300741	1	1
FAM193A	0.00213170829889698	0.07312712441452435	3	0	-0.46380719337218373	1	1
VPS29	0.006919808608363265	0.0015271747562822689	4	2	0.4629496544867463	1	1
CNNM4	0.014478820604002053	0.16172684121342507	4	0	0.4618326554089848	1	1
RC3H1	0.001574615643499222	1	6	0	0.46092176837416454	1	1
CPQ	4.7608592831309757e-4	0.09912581694179061	9	0	-0.46060476015619695	1	1
TPP2	7.801716704823977e-8	5.10499125524881e-6	9	1	-0.4601635771708514	1	1
TRMT13	0.010693930909262725	0.20124688872729896	10	0	0.4598104438619061	1	1
GAB1	4.867546130894491e-5	0.018335456371430414	7	1	0.4596221175664785	1	1
NIPSNAP1	0.026325853013823397	0.2078205764416427	5	0	0.45928107726691847	1	1
HAUS8	0.037079774280116544	1	4	0	0.45914119029289857	1	1
WDR7	0.020336643756808624	0	2	2	-0.45889989681798143	1	1
QRICH1	0.041484461315335563	0.014016537095208734	5	1	-0.45541368938883947	1	1
ARHGAP1	0.012450472996637065	0.0101577982558093	6	1	0.454768212084556	1	1
GCC2	0.014478820604002053	0.01410370451866096	4	1	0.4547665998685483	1	1
CRY2	6.106218741352896e-18	3.6131014845469666e-9	12	2	0.4539572022105525	1	1
SYTL3	0.038898385143185076	0.3289585951247247	3	0	0.4522285611184089	1	1
WSB1	8.145810299805489e-5	0.003391150947376449	7	1	0.45179256176229066	1	1
NMB	0.027692437987215705	1	4	0	0.4516005514150167	1	0.75
ATP6V0D1	0.0036557011075853507	2.4094540115084266e-4	3	1	0.45093901083434607	1	1
LOC113246847	0.014573214468739062	0.3341988446256723	8	0	0.45091358591203035	1	0.75
IRAK4	0.02560205054438344	0.35939034984038	14	0	-0.4501697883363506	1	1
VANGL1	0.009218729317138333	0.02186832506908467	4	1	0.4498221924202932	1	1
CLK3	0.0029025415732823593	0.022403659399253442	9	1	0.4495453486456111	1	1
MRPL30	0.0075377223267291075	0.04270292876200142	3	1	-0.4489914901826325	1	1
APLP2	1.7805254739517105e-11	7.686282884793434e-11	5	3	-0.4482335019397591	1	1
SPAG9	0.03967726163595025	0.06165735419492962	6	0	0.44494202315608045	1	1
DNAJB6	0.007610798083109107	0.13861653314916164	10	0	0.4439828899944473	1	1
MORF4L1	2.018664592707699e-4	0.02055055489063416	7	1	-0.443961281190682	1	1
SLAIN2	4.1839033416014955e-7	1.4625362509087216e-5	6	2	0.44383582054859205	1	1
PHF20L1	8.34560645062128e-5	1.5684963035040173e-5	5	2	-0.4423900000945084	1	1
LOC113270104	0.027733430815963113	1	7	0	-0.4421430641598103	1	0.75
TARBP1	2.864959399705374e-7	0.8034421537574243	8	0	0.4418738058896763	1	1
KIAA0232	5.706315179216075e-5	5.520068602373496e-4	11	1	0.4418270040396891	1	1
CD58	0.03361840870621237	0.004142776684161259	5	1	0.4418192114713377	1	1
LPIN3	0.02807158431835478	0.11072340517080946	4	0	0.4416406239981143	1	1
ANTXR1	2.6685159257212696e-5	1.927636452051495e-4	3	1	-0.4416087274001655	1	1
MFSD11	0.02988161228238459	0.29791600111294064	11	0	0.44157556762021	1	1
TP53BP2	3.181218013216926e-4	5.399199325987029e-4	6	1	0.44083238434556143	1	1
MAPK8	3.5688879581702136e-4	0.0015539639598058422	5	2	0.4406182849294217	1	1
LOC113259832_TAF1D	4.069841806702077e-9	0.03620697871837431	9	1	-0.43991490702083924	1	1
ACAD11	1.3780358211651962e-5	2.2976382306988464e-6	6	1	-0.4393129556571732	1	1
NUP85	0.01956754478683566	0.692254428434664	7	0	-0.4381617495481188	1	1
RUVBL2	0.027900754013463376	0.06958904331426634	3	0	0.4379425148144447	1	1
ARID5B	0.0020995188132406444	6.0396918231410586e-6	6	1	0.4379222329216688	1	1
SH3D19	3.431690469673602e-4	0.001101537190969792	6	2	0.43784614700896607	1	1
HYKK	0.005761369934796623	0.04522828627231181	9	1	-0.4353925333360823	1	1
SDHD	7.005082352518287e-5	1.5267657421718674e-6	4	2	-0.4349749693835968	1	1
LMNTD1	0.0044204073145052685	0.005428419444625137	11	1	0.4344637899324843	1	1
MRPS5	0.009572198560348839	0.010168546935514056	6	1	0.43426193871884466	1	1
ATL2	0.001277481129011501	1	6	0	0.4341821487246604	1	1
PROS1	0.025099220037940448	0.008612333815878951	5	1	0.43357188634763055	1	1
ERO1A	0.019696331955283794	0.007207002366589609	4	1	0.4331921928150002	1	1
ERP44	3.43572080892058e-4	0.05381768942056381	5	0	0.4314947725191366	1	1
BAG1	0.02125711276150877	0	2	2	-0.43062423286936147	1	1
RBM23	3.9694956429303906e-4	1	7	0	0.430471338446747	1	1
