gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Lung)	pct_gene_expr	max_pct_tx_expr
SEC24C	1.410867250449186e-4	0.023535163451510122	7	1	-0.607638570169269	1	1
ACVR1C	0.0338035169235676	0.009424028221623025	3	1	-0.606153679555068	1	0.6666666666666666
TRERF1	0.018882309921947938	0.01591153732283829	3	1	0.6049079324783876	1	1
ORMDL3	0.018285829025374897	1	8	0	-0.6040874296080916	1	1
ABCB1	3.6166743705430706e-4	4.976464679387272e-4	5	2	-0.6025953322107347	1	1
CIDEA	3.630139915805932e-8	0.008379616319003762	8	1	0.6016344194061896	1	0.8333333333333334
KIAA1614	0.02928815268568548	0.11043251507409413	4	0	-0.5995587576140265	1	1
LPCAT2	0.040844853807698776	0.009206087482275438	3	1	0.5989309064481985	1	1
FLT1	2.772703202235318e-4	1.3984856790882894e-4	7	1	0.5974615354054865	1	1
SLC9A8	0.031335284737495805	0.0398294754842405	7	1	0.5957651076735857	1	1
BCL9L	1.239029623135244e-4	4.4770115332317154e-4	4	2	-0.5941782527304326	1	1
PPARD	0.009008761152202865	0.004968789528386298	7	1	0.5920823742345421	1	0.8333333333333334
ISM1	0.04285661975043433	1	3	0	-0.5917841575604805	0.8333333333333334	0.8333333333333334
CDK6	0.002468875196150087	0.0012597579650406613	4	1	0.5904714787172286	1	1
RAI1	0.03812575252581599	0	2	2	-0.587708132775983	1	1
ZBTB37	0.0033295082943440826	0.001257741327820565	4	1	-0.5870258942941758	1	1
SAMD10	0.012760232633497527	0.2745111858094462	4	0	0.5863178106748027	1	0.5
ADGRE2	0.026980102109690887	0.9729841692017459	4	0	0.5858262405222464	1	1
NMNAT1_LOC113270532	0.02304343798004499	0.0681339791709117	4	0	0.5850695528258493	1	0.8333333333333334
AADACL2	4.011231307864971e-5	2.9252842361833917e-6	4	2	0.5849569975509257	1	1
LSP1	1.0152138399994131e-32	1.7745900603818692e-29	5	2	-0.5811390995739838	1	1
SPTLC2	3.60279167015296e-5	0	2	2	0.5805788945137633	1	1
MYL9	9.257470620116197e-18	0	2	2	0.5788381849923283	1	1
E2F3	0.02188492905237923	0.03175526068771911	3	1	-0.5788359900064901	1	1
ADORA1	0.005698455194975352	0.05980191285319968	3	0	0.573750993213026	1	0.8333333333333334
ACVRL1	1.181516773053684e-19	1.9541685142811643e-22	3	2	-0.5737357154836594	1	1
CTBP1	0.005018428560388074	4.7723050415515283e-4	3	2	0.5674128005182004	1	1
DCN	1.2270094020020354e-13	0	2	2	-0.5668987496851492	1	1
BCAT1	0.03307148837760824	0.014017009915278286	4	1	0.5663339648584554	1	0.8333333333333334
AP4S1	0.014192751429154304	0.4218146851029059	5	0	0.5658584656046537	1	1
BMPER	0.012038262381484362	0.024309468978742477	6	1	-0.5654109055977948	1	0.8333333333333334
UPF3B	0.0488101116961816	0.09332635243351665	3	0	-0.564714225290258	1	0.8333333333333334
OTUD6B	8.320640474905358e-5	2.751997739248132e-5	7	1	-0.5634210184836814	1	1
ETS2	1.7488917562711273e-6	1.1068792676218787e-5	4	2	0.5600995791624396	1	1
ACO2	5.337284085038175e-4	0.0022320385450477357	7	1	-0.5600979251213019	1	1
USHBP1	9.89151494428664e-4	0.14791486934533082	8	0	-0.5593953004827678	1	0.8333333333333334
SLC22A3	1.8978852686953884e-6	3.980121744580894e-7	4	2	-0.5529397745690665	1	1
MSI2	0.03395388696997462	0.301416153302337	5	0	0.5498479768769846	1	1
EXTL3_LOC113269942	1.603278236807246e-4	0.03731669744286706	8	1	0.5459671598687386	1	1
CIZ1	0.020774612363443055	0.035020264142466805	7	1	-0.5458753300068455	1	1
MTHFD1L	0.03423932215371726	0.0019272473816150993	4	1	0.5439865655552235	1	1
PFKFB3	6.6624263985727155e-12	4.081606378319098e-7	9	1	0.5431324089023645	1	1
NOSTRIN	3.570025094978019e-8	3.190848012128406e-12	12	1	-0.5420825178731447	1	1
SLC19A1	8.866327313440996e-5	0.0179529954653797	9	1	-0.5414040367962157	1	1
ARHGAP27	1.1650599287171599e-4	7.901510811974494e-5	4	2	0.5413667006322245	1	1
RCAN1	6.1764676541027e-5	0	2	2	0.5409733883000357	1	1
ARHGEF26	7.119850964493605e-5	0.0028266739053044256	5	1	0.5408005824109149	1	1
HECW2	0.0010092358888580887	6.955483494454481e-4	3	1	0.5405595061849348	1	1
ATG7	0.010574970026157308	0.008040483126888265	8	1	0.5401242229309524	1	1
CEMIP2	1.215532060589936e-17	8.099064601678194e-4	9	1	-0.5395688010693487	1	1
COL4A3	0.0013825851927946485	5.87321204835015e-4	6	1	0.5373511953868984	1	1
ZNF620	4.141550955478925e-4	0.0053397023295066355	8	1	-0.5372268502194031	1	1
LOC113261125	0.015095605965212847	0.003533886639532063	3	1	0.5365713925445845	1	1
CDPF1	0.03475403855476733	0.4134801900302204	6	0	0.5345629307882119	1	1
WDR86	0.03302302555140325	0.024850037129961252	4	1	-0.5288704073837942	1	1
KIAA1217	1.9404079200150887e-4	6.0853383273367737e-5	4	1	0.5270822696696194	1	1
CGNL1	5.324254951498058e-16	1.423535983591625e-10	6	3	-0.5234404119479755	1	1
ZNF236	3.167788870940679e-5	0.0011921804289195374	5	1	0.5189101089556984	1	1
LOC113255096	0.04736011578857285	1	4	0	-0.5184683250784171	1	1
POLG	2.105890908259813e-8	3.7522243184830585e-4	5	1	-0.5180011279950097	1	1
LRRC66_SGCB	0.0025868586509008923	8.442434139652944e-4	3	2	-0.5174410993197538	1	1
NCAPG2	1.3246475643047967e-8	0.24358919469860585	7	0	-0.5173363004665829	1	1
ASAP3	7.0126784047504015e-6	7.542869287252177e-7	5	1	-0.5161208151416111	1	1
MORF4L1	9.773217338302108e-7	1.5932481481186517e-5	5	1	-0.5160954579093184	1	1
HHIP	0.008873276781352238	0.01720318405065854	5	2	0.5159555295830565	1	1
THY1	0.004762359571757092	0.0037322349993145682	3	2	0.5154408473301741	1	1
BICD1	0.0028074339564279844	0.11947829936826583	6	0	0.5154393079172429	1	0.8333333333333334
IKZF1	0.016433592328369537	0.5431668404163115	9	0	0.5118844218937004	1	0.8333333333333334
C4BPA	0.00490847435361083	0.7822484969783029	9	0	-0.511377977502877	1	1
RUNX1	0.038838739096606054	0.030529762407102992	3	1	0.5093355701860217	1	1
MPP7	4.801439051523914e-4	5.160001135810946e-4	8	2	-0.508869113512938	1	1
IRGQ	0.031553948964548995	0	2	2	-0.5088275069954179	1	1
SH3D19	1.0782080670068522e-16	3.9675681948723473e-16	6	2	-0.5074466288668107	1	1
SHLD2	0.015101557950935528	0.12238697375829984	8	0	-0.5062826518925156	1	1
RAPGEF4	0.045072258432958326	0.011790456149351734	5	1	-0.5036986496441551	1	0.8333333333333334
TP53I11	0.046155706826584424	0.05947797456264583	4	0	-0.5033501168955088	1	0.8333333333333334
TNS3	0.0017847308004356787	3.282126172106171e-4	7	1	0.502828588998928	1	1
GYG2	1.0782080670068522e-16	2.5074550229608116e-9	10	2	-0.5020023193535785	1	1
NREP	0.00584683043528008	0.003203940922046614	4	2	0.5009596121808644	1	1
LIPN	0.0045774466732873866	0.029832475719815232	8	1	-0.4980367363323289	0.8333333333333334	0.5
POSTN	0.0019253342622862863	0.7362003915991723	8	0	0.4961339900056914	1	1
TMEM38A	0.023397817000275562	0.19591320782264054	8	0	-0.4956421864504905	1	0.8333333333333334
SEMA6A	0.02569252470752601	0.04747968527865327	4	1	0.49510094352816436	1	1
CCDC82	0.004680324484559876	0.12140681721230492	5	0	0.4930135712191597	1	0.8333333333333334
ENOX2	0.03860810199511528	1	11	0	-0.4901214936566864	1	0.8333333333333334
PRDX5	8.30165697458533e-4	1.1188876554399816e-4	3	2	-0.4899621158198561	1	1
FAH	6.554638575302756e-4	5.351344836183189e-6	15	1	0.4871743377907288	1	1
PLAGL2	0.04069314078530219	0	2	2	0.48622128412021015	1	1
ACTR5	0.035411597104841853	0	2	2	0.484954594140232	1	1
PRKAR2B	2.0657676733625778e-4	0.0017299765428879816	3	1	-0.4838466823835569	1	1
LOC113242947	0.029634833234607527	0.02606040281686132	6	1	-0.4828059648773237	1	1
LOC113253029	0.00683866390756099	0.13967569644223354	5	0	-0.48120079226865836	1	1
CASP10	6.85166524592599e-5	2.4256511991006585e-6	3	2	-0.48100855814158683	1	1
SCN3B	0.008745739521535952	0.011659103429892464	4	1	0.48093104446991064	1	1
SLC17A9	0.024468571220463683	1	10	0	-0.48019308036989505	1	1
PCNX3	0.0010422732906378899	0.01091400763870836	4	1	0.4794629181521173	1	1
SYNE3	0.010824099199845002	0.0170878662475499	6	1	-0.47668905464642336	1	1
DLC1	2.477246790865563e-13	1.8911610521645611e-10	6	3	-0.47327738038752715	1	1
PCDH7	2.728622977868207e-7	4.330563966196766e-9	3	2	0.4701738604241621	1	1
FAR1	2.527983173570833e-8	2.3000680412963492e-4	9	1	0.46795132181185833	1	1
CYTB	4.83163890384547e-7	5.326310392026461e-8	3	2	-0.46714885466881917	1	1
PDGFRA	0.018110701940360834	0.4564338177432508	7	0	-0.46568101879027046	1	1
SLC2A3	0.0064409513819054815	1.963659417068288e-4	4	1	0.4656326595013167	1	1
GTF2H4	0.023397817000275562	0.07239711665819062	7	0	-0.46536607216102033	1	0.8333333333333334
CLASP1	0.016433592328369537	0.2518939588367619	10	0	0.46489106273898995	1	1
LOC113270876	0.012536924367379064	0.04773655338068681	6	1	-0.464499922597141	1	1
LOC113255603	0.007348128178915181	4.7760287791050827e-4	3	2	0.4640965459162789	1	1
QRICH1	0.046926912208269764	0.018415988912721087	4	1	-0.46407361592245594	1	1
LOC113258594	0.0022851925678159394	1	9	0	0.46161276064752266	1	1
IRAK4	0.009895258300191005	0.01978236656781158	13	1	-0.46104684794057793	1	1
LOC113248583	0.02416843698089007	0.2814779575795147	3	0	-0.4608061323126707	1	1
DENND5B	0.002507810686507684	0.008927505535830476	3	2	-0.46051345356316553	1	1
SEMA4F	0.043826516781924583	0.3858736144544567	4	0	-0.4600450493760563	1	0.8333333333333334
CCND3	0.0025868586509008923	0.003413049475230299	3	2	0.45806703011458294	1	1
ADGRL2	6.779815711381698e-9	0.002880332786009669	9	2	0.45769599167584196	1	1
GEMIN5	0.044282068662948745	0.12868593447164073	4	0	-0.4566530579018175	1	1
RBBP6	0.004279432994221905	3.1688419763253726e-4	3	1	0.4555167672822315	1	1
LOC113263700	2.277783424328048e-9	3.913544785579341e-7	4	3	0.454454760829155	1	1
CXCL6	0.033005591405966005	0	2	2	-0.45433904681089315	1	1
FRAS1	0.02730553142980372	0.14355005229600598	4	0	0.4542028362420987	1	1
SCD	2.470270531748648e-7	7.640520760475454e-5	7	1	-0.45266441544115793	1	1
GK5	0.003190650171812834	0.09696226994440794	5	0	-0.4509537854648737	1	1
VIRMA	3.4309175558762135e-4	0.007764318793499174	9	2	-0.45094992616540713	1	1
P4HA1	8.01804907457122e-4	4.639282713046452e-6	11	1	0.45055171618742307	1	1
GOLGA2	4.7716454549504e-6	1.6497283013216202e-6	4	2	0.4490905767091433	1	1
PHACTR1	7.410834224402674e-4	2.21049574095751e-4	6	2	-0.44873819880306554	1	1
EPS8L2	0.007348128178915181	1	9	0	-0.44693029646257015	1	0.8333333333333334
SH3BP5L	0.013847574030421772	0.0027840423983580345	4	1	-0.446667169367868	1	1
ZNF436	0.0012664885497435082	6.151510112640855e-4	4	2	-0.44628553871188803	1	1
IRF2BPL	0.01187099839446295	0	2	2	0.4450427557497555	1	1
ZNF326	0.002389405368565482	0.0029608651405069173	8	1	0.44359846324068153	1	1
SIGIRR	0.0012132601296570768	8.988516738001763e-4	9	1	0.4428172183011437	1	1
RC3H1	0.0041713225024465166	7.236289790877919e-4	6	2	0.44253490588200595	1	1
PNPO	0.04928165978291412	0.3215631144295354	13	0	-0.4418578297248563	1	0.8333333333333334
C2CD3	0.005888812161369594	0.01465365106501134	3	2	-0.4415617559046257	1	1
ZNF557	0.04629161782507053	0.0898785394962168	4	0	-0.44066097422961603	1	1
RBM10	4.801439051523914e-4	1	12	0	0.44057807455359643	1	1
L2HGDH	0.0041713225024465166	1	8	0	-0.4400616744032494	1	1
GPX8	0.037335602046273855	0.029082076754271557	4	1	-0.4391924514835708	1	1
UBP1	6.070700949537676e-4	1.6810670508873022e-4	4	1	-0.43909757580904163	1	1
DYSF	8.039704568376e-4	0.1914731661853653	14	0	-0.4380161780841382	1	1
POLL	0.004379239563126302	0.15256303098493895	7	0	-0.4372178043327334	1	0.8333333333333334
SCNN1A	0.03179748645693711	1	6	0	-0.4371706445235261	1	0.6666666666666666
HNRNPA2B1	4.816160155571185e-10	2.961834043819225e-5	6	1	-0.43632502786899796	1	1
LOC113270979	0.02415458402003283	0.06474120079227592	13	0	-0.43545858052330083	1	0.8333333333333334
TNS1	6.478964748624403e-15	5.338864875976756e-10	10	2	-0.4343993054828158	1	1
DNM3	6.970932555564538e-5	4.1670630060181084e-4	13	1	0.43348705755683736	1	1
HSPA12A	0.033005591405966005	1	5	0	-0.4333838551109685	1	0.8333333333333334
POU6F1	0.02571270570246336	0.04073598264722917	4	1	0.4331097815226098	1	1
STK25	0.03883131485720067	0.055887935918842745	5	0	-0.433035844938187	1	1
LIG3	0.004379543500420812	0.1016473233047212	5	0	-0.432045515349012	1	1
LOC113271162	0.007348128178915181	0.045056830119362345	3	1	0.4310734642173929	1	1
CLK1	3.0579467878931826e-5	2.3299392998994594e-7	7	2	0.43093552736083995	1	1
MYOF	7.389275040999839e-5	0.09846681092063818	7	0	0.43012741360610246	1	1
PSAP	6.187310001922655e-13	0	2	2	-0.4301233356427986	1	1
LOC113256764	0.00826483920828385	0.006236528277650089	4	1	-0.42917091254822803	1	1
HDAC9	0.029326777674064174	0.4810422439990609	10	0	0.42835812067903495	1	1
GPKOW	0.04123052020713632	0.013663629591382067	3	2	-0.4282975808361153	1	1
DNAJC3	9.11362213911267e-6	1.9506659961737575e-7	5	1	-0.42808075596402617	1	1
GPATCH11	0.0015300934569584981	0.7350901350914156	7	0	-0.4263387331810963	1	1
WHAMM	0.02730553142980372	0.01489632162839714	7	1	0.42598903949117484	1	1
ICK	0.03341555562874492	0.9945094966101147	5	0	0.42585323711227796	1	1
PTPA	4.748461384670433e-5	2.3098417307379355e-5	5	1	-0.42418716536975754	1	1
LOC113269004	0.012046089717641333	1	8	0	0.42345979578994597	1	1
TAF9	0.04736011578857285	0.008131428596560807	4	1	-0.422309091579334	1	1
RNF44	0.049823979763621046	1	3	0	-0.4204606202079556	1	0.8333333333333334
SELENOT	6.970932555564538e-5	6.766026568119062e-5	5	1	-0.41867009904289854	1	1
SCMH1	0.03341555562874492	0.1502614150001598	5	0	-0.4175232549573226	1	1
AKT3	4.1648830979244005e-5	7.532372932371702e-6	4	1	-0.41715862491831485	1	1
TRAP1	7.390246652994633e-6	1.7623537734031457e-6	10	1	-0.4166415894133109	1	1
SRD5A3	0.0373192348507765	0.017431683509754745	3	1	0.4154989619618509	1	1
PTGS1	2.3451353404408047e-4	0.017229014873149113	4	1	0.4153392177767809	1	1
ZNF605	4.433661682840799e-7	4.7676015211881555e-4	10	1	-0.4151225621489168	1	1
CDC25B	0.026835255427379863	0.04153892452744506	3	1	0.41503198605034514	1	1
ARHGEF2	1.7755180505038955e-8	5.726822890537568e-5	8	2	0.4143671146403426	1	1
ZNF22	0.03996292132698162	0.020681796153896734	3	1	0.41378889456698	1	1
ARHGAP17	0.012223862858569986	0.10626450756307163	11	0	0.41290335156724445	1	1
ADK	0.0315126423690036	7.073968899846513e-4	11	1	-0.412052093012775	1	1
CRYAB	1.7758058016030428e-4	0	2	2	0.4117777353997867	1	1
ACOT9	9.56861625023574e-6	2.4608555629304836e-4	6	1	0.41175532681065075	1	1
BAG5	0.021636399776819252	0.0033907075345065998	3	1	0.4103603609885974	1	1
VPS35	0.0090906005511706	0.011664450117249599	6	1	-0.40965911314478387	1	1
TMEM175	0.033312176073978766	0.15640262146091377	5	0	0.4080698331785835	1	1
SMAD5	5.674841080663359e-13	7.3795014287531e-16	4	2	0.4052294441333019	1	1
DLG1	0.004279432994221905	1.6239132535137676e-4	6	1	-0.4048654993145361	1	1
DSP	0.015924727307860348	0.22502873226315903	5	0	0.40327216176789615	1	1
MEIS1	0.010097544465789013	0.006816814720241347	5	1	-0.40216798060544523	1	1
RNF152	0.020359471955448082	0.16122771738043062	6	0	-0.4019290281042801	1	1
TFCP2	3.704573379508315e-4	0.006137296575810462	7	1	0.40170223802397736	1	1
PRDM5	0.014192751429154304	0.060152654339084385	3	0	0.4012260562137898	1	1
MBD4	0.0056896812668787355	0.011535008306269965	9	1	0.40096954215249353	1	1
TET3	0.0455220444031543	0.012198712252663186	3	1	0.40046482626804064	1	1
FAM45A	1.4192007960111039e-5	2.614420851354111e-4	11	1	-0.4003355011532457	1	1
PRICKLE2	0.004564859854714266	4.007777128152177e-4	3	1	0.40020306034470093	1	1
TACC2	0.040631723236512485	0.01690165360764888	13	1	0.40012084725786806	1	1
CHFR	4.195706657286062e-4	0.005720805433807548	7	1	0.3985747264693829	1	1
AMMECR1L	0.026940327930309278	0.002529273039757431	5	1	0.39748944551354104	1	1
HAUS4	0.00712651453998378	0.0854776938066933	8	0	-0.39603202458374226	1	1
BMS1	0.012613170608070982	0.007761431591383555	3	1	0.3944519738715516	1	1
PIK3R1	1.994274784478718e-4	1.655571408222991e-4	5	2	0.39412029757289935	1	1
SELP	0.012480107927711108	1	5	0	-0.39395438654112414	1	1
DNAJC30	0.029169146648475575	0.010221497728097289	4	1	0.39322450457839403	1	1
LOC113270305	0.010088420659286036	1	10	0	0.3904801617626755	1	1
DNAJB4	0.03269924470750331	0.04247421091931594	5	1	-0.38881457744704384	1	1
LOC113244055	0.023274895040476244	0.006922710452508673	4	2	0.3887808289543618	1	1
LOC113258085	7.119850964493605e-5	0.00707518355987796	8	1	0.38787049578489297	1	1
TLE2	0.03568687412587287	0.036324378919575025	6	1	-0.3876768888567126	1	1
ZFAND2B	0.02954569988619597	0.5372174740691905	3	0	0.3848643620644294	1	1
SH3BP2	0.014512050293016823	1	4	0	-0.38479674345845466	1	1
ZDHHC13	0.014858449415596862	0	2	2	0.384375244265553	1	1
ZNF410	0.004192923062475154	1	9	0	0.38428311012785765	1	1
BTBD1	5.518329619571562e-4	0.010339561811561862	3	1	-0.38398196846693256	1	1
FMO4	0.005641348082141904	0.38428831821001075	10	0	-0.3839623453948549	1	0.6666666666666666
SORBS1	3.589619004036925e-16	2.1501022062284386e-6	9	3	-0.3834401549421673	1	1
ZNF32	0.029634833234607527	1	3	0	0.38254524044271104	1	1
UNKL	0.021826724927725884	0.6105473642496371	6	0	-0.38146209448885504	1	1
VPS52	0.00887312189552901	0.30161535013784874	9	0	-0.3810272607622843	1	1
KCNJ15	0.03302302555140325	1	5	0	0.3806576869935828	1	1
KHDC4	0.015101557950935528	0.5881363364852462	11	0	-0.3806049176394216	1	1
SEMA5A	0.04710309635727602	0.18190480030765735	5	0	0.38055650073407904	1	1
FAS	0.019980739302343606	1	7	0	-0.3785354019604442	1	1
GLYR1	0.028407416879127775	0.506447675788812	11	0	0.3773349952021737	1	1
AFF1	0.007582245306738756	0.07291201853698133	4	0	0.3770514478164684	1	1
CASP7	0.03923223226760798	0.01212684712068164	3	1	0.3768675811616205	1	1
SERPINB6	0.004379543500420812	0.07591221569411474	6	0	0.37543938373603314	1	1
FBLN5	2.359012651318814e-4	6.687647947682001e-6	3	1	0.3745865653289808	1	1
SVIL	0.032412814949060675	0.06962854602257941	10	0	0.3734627968569574	1	1
PRELID2	0.007932804169549662	0.006587046059646316	6	1	-0.373162537349421	1	1
DPY19L3	0.0014936794131138696	1	6	0	-0.3730494167847375	1	1
TBC1D23	0.012446269442049704	0.08788723263824487	7	0	-0.37111569443226644	1	1
BAIAP2	0.0025979184173507423	0.6627484148487245	5	0	-0.3703594990529378	1	1
EPB41L2	1.0564492116935656e-14	2.0281303979008144e-9	12	3	-0.3666873839067716	1	1
TMEM260	0.0090906005511706	0.00533397470433872	5	2	-0.36629223160429125	1	1
MEF2C	2.8883296644172893e-4	0.011685308200255392	12	1	-0.3662806609344772	1	1
TBC1D19	0.026920883383677024	1	6	0	0.3659506852796116	1	1
MOB3B	0.016321606903940796	0.0019257352949039	3	2	0.365626552262154	1	1
PLIN2	0.01693038852380304	1	8	0	-0.3643033773835169	1	1
YPEL5	4.081335806151185e-4	0.0012098908250988336	7	1	-0.36360534250909016	1	1
TMED10	9.56861625023574e-6	0	2	2	0.3628626188992704	1	1
TOPBP1	3.4340518289875507e-6	0.19120533105599719	8	0	-0.36222199239347774	1	1
PJA1	5.265316020749567e-4	0.0016910346702693224	3	2	0.36110648205833773	1	1
CNPPD1	0.00919700496467125	0.002112386164076607	9	1	-0.3596897193665264	1	1
GALNT15	0.035411597104841853	0.4415468952623635	5	0	-0.35843298862653505	1	0.8333333333333334
CEP112	3.847427383078638e-4	0.08367607503242773	7	0	-0.3583563830811655	1	1
MED23	0.03355150576215087	0.004710056306034767	3	1	0.35817371830610034	1	1
MINDY3	0.046155706826584424	0.07973272832990472	12	0	-0.358133552978901	1	1
RAP2C	0.014595843927745948	0.007489346963988325	4	1	-0.35794485951280375	1	1
LOC113244749	0.032783486647577284	0.05211918844044069	5	0	0.35792380535534873	1	1
GPBP1L1	1.2284361212240978e-4	5.504227353868547e-5	11	2	0.35595108775309314	1	1
EIF4A2	3.1592400110667543e-7	1.4988350326015155e-6	5	1	-0.3553161106965569	1	1
LOC113257917	0.018077088025599368	0.040012819827154274	7	1	-0.3542264466387872	1	1
KLC4	0.0046488468616419296	0.715097710877604	4	0	-0.3524514889299179	1	1
PRXL2A	4.7821544752107634e-4	0.6215409250250151	7	0	0.3522468237496026	1	1
NSRP1	0.04129300795567937	0.002439571259507797	5	1	0.35176975876873595	1	1
NONO	0.03759144168298082	0.13744846882816258	5	0	-0.3517169582010956	1	1
SCARF1	8.647120829521303e-10	2.2679649688032742e-8	6	2	-0.35166042691830735	1	1
UAP1	0.018727900952285634	0.010872415470140064	10	1	-0.3509582638263039	1	1
DCAF7	0.0031457647255932484	2.33412517417301e-4	3	2	0.35085277369324314	1	1
MAPRE1	9.998732069303382e-4	0.2232629608053996	5	0	-0.350477601113394	1	1
NEK3	0.008526597765758821	0.006548630236479099	9	1	0.3503878922801396	1	1
CD99	2.637859025366506e-7	1.8015835443928898e-9	3	2	0.3503345601047658	1	1
SAXO2	0.019063111970113185	0.10771269335364202	4	0	0.3502504761334102	1	1
ATG16L1_SAG	0.0045731594678157465	1	8	0	-0.3492794794857844	1	1
CUNH12orf10	0.00571671615804982	0.048534318771306484	7	1	0.3490585451227537	1	1
MMD	0.0074419011088785484	0.5624505780199598	8	0	-0.348271623393891	1	1
