gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Atrium)	pct_gene_expr	max_pct_tx_expr
EML6	0.018388196234990713	0.15445810971926202	4	0	0.716194983629768	1	1
SERPINA3	1.9959947158363835e-5	0.011800663493417355	3	2	0.7120193751008722	1	0.8333333333333334
ERN1	0.011203068700736254	0	2	2	-0.7108763194887503	1	1
LOC113264440	9.53914970344479e-10	1.368528635882068e-9	5	2	-0.707782839803157	1	1
SPARCL1	5.2928645325189065e-12	2.5287545202359436e-7	9	2	0.7076475255632051	1	1
CCL16	0.02239331543497541	0	2	2	0.7063704014038493	0.8333333333333334	0.8333333333333334
ANKRD39	2.3749115708541385e-18	1.762785295878542e-9	9	1	0.7039667972332206	1	1
DCAF1	0.01932464404615769	0	2	2	-0.703349650207419	1	0.8333333333333334
LDB3	0.039480115187389205	0.003429865414554654	7	1	0.7023602404535917	1	0.8333333333333334
TMEM245	4.3862329118582676e-5	2.2831454939018758e-6	3	2	0.6999457800113147	1	1
LOC113260369	8.978042125280318e-4	0.019250858562136305	4	1	-0.69949565714744	1	0.8333333333333334
KIF1B	1.1640991547019338e-6	4.143825965961352e-5	4	2	0.6992385003966747	1	1
ABHD14B	0.04418275083706389	0.0721184275922989	5	0	-0.6989568061373658	1	1
DOCK7	0.005200977010898822	0.004518358244690133	6	1	0.6932936356611118	1	0.8333333333333334
MPEG1	0.0016279853790081152	0.12809654184738078	3	0	0.6915026926478683	1	1
ABCC2	3.0571528880050924e-9	2.178845279957597e-8	7	2	-0.691325608952733	1	1
FRAS1	0.0023636255756834907	3.595565923392002e-4	4	1	-0.6889294108375491	1	1
FAM107B	0.0010118191920521571	5.3728565426056966e-5	3	2	-0.681343060166392	1	1
CARMIL1	0.044956823852110785	0.2302126171265808	4	0	0.6768591980227524	1	0.6666666666666666
LOC113248686	0.004752454264652554	0.7025961189736035	3	0	-0.6766855744644871	1	0.8333333333333334
APBB1	0.049808896560820465	0.13833072699168164	3	0	-0.6755377160151708	1	0.8333333333333334
LAMA3	0.0011231269818423074	0.00030666029833019296	5	1	-0.6709401907719417	1	1
IDH3A	1.8573532449794346e-4	5.363232475650275e-5	5	2	-0.6707348254765537	1	1
TBC1D24	0.029511778321000992	0.030116573207594373	3	1	-0.6624028874876069	1	0.8333333333333334
MAP2K5	0.03255826868694557	1	6	0	-0.6561002333886137	1	0.8333333333333334
SERPINA5	3.8500003981808387e-4	0.025321541284086566	5	1	-0.6555538017760836	1	0.6666666666666666
TBC1D8	3.8440440377789675e-7	1.194401962567011e-5	5	2	0.6528256726874972	1	1
ARHGEF28	4.408575591465119e-5	1	3	0	-0.6525874416772017	1	1
WIPF1	7.544298514719123e-4	0.20722956019450733	4	0	-0.6524411312555661	1	0.8333333333333334
RNF157	0.0019291320880365516	0.02893120277696272	4	1	-0.6517274031844137	1	0.8333333333333334
PLEKHA7	0.01191018212744261	0.13637227801222948	6	0	0.6479333862759449	1	0.6666666666666666
MPI	0.03230427217104504	0.10286262090350606	6	0	-0.6452868842672412	1	0.6666666666666666
WASF2	0.0027436343578300898	0.03688235759429275	5	1	0.6428655092700477	1	0.8333333333333334
ACACB	2.8123542213296316e-11	0.0469171114632706	10	1	-0.6428169168312197	1	1
R3HCC1	0.013093542665353262	0.14117906535622726	5	0	-0.6424821664345828	1	0.8333333333333334
LOC113247073	0.006560209430417073	0.06109987603360634	8	0	0.6400948739878132	1	0.6666666666666666
NSFL1C	0.003915210254071858	3.2834828184967577e-4	3	2	-0.6387879909549736	1	1
LRRC8A	0.01020841496089074	0.03861620320210502	4	1	-0.6376554637849156	1	0.8333333333333334
FAM234A	0.010803946503796902	0.13524505838088102	8	0	-0.6359197276542145	1	1
PLEKHA4	0.04236869341890422	0.1253050159180455	5	0	0.6355176929255488	1	0.6666666666666666
ULK3	0.03573628722130153	1	4	0	-0.6341674567609895	1	0.6666666666666666
BEX3	0.04117106874602759	0	2	2	0.6318595685296179	1	1
NCAM1	1.4443907883291162e-12	1.778871426571567e-7	6	2	0.6312247312091157	1	0.8333333333333334
QKI	2.029449659897836e-19	1.0440876402929901e-16	6	2	0.6308779992249307	1	1
USP28	5.768540190482269e-15	7.402083354116506e-10	5	3	-0.6265720617174745	1	0.8333333333333334
MED22	0.005093674227621123	0.012422884825392345	4	1	-0.6263643610198244	1	1
LEAP2	1.2852776779181203e-4	0.0034032574915898945	5	1	-0.6259116165760306	1	1
RIN2	0.006828826196715409	0.07198442373323236	10	0	-0.6229568986589585	1	1
CUNH18orf25	0.035717634390073784	0.24891111430666726	5	0	0.6219867715546985	1	1
FBLN2	0.028069641415059264	0.04013527411217795	5	1	0.6199307647197256	1	0.8333333333333334
KIAA1522	0.04965448598276753	0.18510215115052386	3	0	0.6159815967956328	1	0.8333333333333334
RAPGEF6	0.00507460898498013	0.44652438349403184	7	0	0.6150620001463543	1	0.8333333333333334
IFT20	0.025101274196715765	0.003652949981306926	3	2	0.6121314630099932	1	1
LOC113248019	0.04682170508885621	1	3	0	-0.6116348287804719	1	0.8333333333333334
GFPT1	0.002508061194076207	0.0010100924144370042	3	1	-0.6096633483565392	1	1
CEP44	0.039882144755249795	0.0346220001158991	7	1	0.60830611196606	1	1
SLC7A2	5.158129504516217e-5	1.362762826754907e-4	6	2	-0.6057664926382836	1	1
PPP1R13B	0.011044354086689483	0.09557734027550913	5	0	-0.605695286329837	1	1
USP32	3.483658326412385e-4	0.00126293064739333	3	2	0.6048309853722079	1	1
RBKS	0.03170734694929548	0.21249970069972426	8	0	0.6033792778868234	1	0.8333333333333334
PROSER2	0.015189900282683456	0.5621838292715988	5	0	-0.5965782556373139	1	1
LOC113249328	0.004990671710808121	0.025033301818712318	6	1	0.5912343823546339	1	1
BBS4	0.003919231596394213	1	7	0	-0.5907665335760259	1	1
LOC113260329	0.036227661539918236	0.1032636344236586	6	0	-0.5873434476530922	1	0.6666666666666666
KCTD9	0.009649670887101138	1	6	0	-0.586676036923619	1	0.8333333333333334
TP53	0.006441244302748012	0.01883637038892002	4	1	0.584278765510802	1	1
LOC113245466	0.008861795458034127	0.04643327062937481	4	1	-0.5830672064237042	1	0.8333333333333334
SUPT6H	0.014819420758638811	0.07820972299566493	7	0	-0.5801513404904948	1	1
ABCG2	5.902430888626774e-7	0.00429701026423879	11	1	-0.5765234512356882	1	1
ENO1	1.5314126949607966e-20	3.780044683440589e-9	4	1	-0.5763139198059425	1	1
LOC113248580	9.118304869079822e-8	2.166940080105346e-5	7	1	-0.5749914426657929	1	1
AAK1	2.0359297356842417e-4	0.0034993583979245333	9	2	0.5688279343195403	1	1
LRRFIP1	5.725301737881516e-5	1.5859290412188173e-4	6	1	-0.5684343371321444	1	1
PCSK6	0.012018722937361809	0.0012733075959396763	3	2	0.5670442184457304	1	1
ZNF25	0.014819420758638811	0.1500734568069721	10	0	0.5644376999216347	1	0.8333333333333334
SEMA4D	0.02913566709685243	0	2	2	-0.5638275305878422	1	1
RCL1	1.5254186507423908e-7	1	15	0	0.5587122447948669	1	1
PARP8	1.5544658068225022e-4	9.435205636005838e-4	5	1	0.5583599532226879	1	1
ANXA7	1.6009522783942e-8	5.284824645770862e-7	5	2	-0.5579681487248893	1	1
ALKBH1	0.004681881668793845	1	5	0	-0.5525232272563062	1	1
LOC113245998	8.39184180747386e-6	2.6968751339766265e-7	7	1	0.5501358926722109	1	1
PDE1C	6.570266743567124e-9	1.1042938341339875e-6	5	1	0.5485569524888796	1	1
CERS5	0.01732102461105707	1	7	0	-0.5484607116385041	1	0.6666666666666666
AMDHD1	0.007479938508580807	0.4605195853857896	9	0	0.5469781964565449	0.8333333333333334	0.6666666666666666
TNS3	0.014774732722734833	1	7	0	-0.544052553562363	1	1
AGPS	2.432339096008899e-12	3.1077592479814844e-5	7	2	-0.5433603746426529	1	1
PRKDC	0.0015977065313771805	0.0015481915132594145	6	1	-0.5420665777467188	1	1
TSPAN9	9.046741379748521e-6	0.22960517398848898	7	0	-0.5389216548685085	1	1
CLTC	2.758498107861354e-9	2.1861418139219302e-6	6	2	-0.5386048449982251	1	1
MYH10	0.02689113126920717	1	8	0	0.5363534911895114	1	1
PHKB	0.00413118076673112	0.376052221972441	10	0	-0.536121681846955	1	1
NPC1	0.015702976986020478	0.09220393397207471	3	0	-0.5345526855093667	1	1
TXNL1	0.0011360475214540482	2.0330523745110493e-5	7	1	0.5305035353669394	1	1
KIFC3	0.006810384304216971	0.02246291134299422	4	1	0.5257211245402353	1	1
LOC113245503	0.02704601640721045	0.08408976323691478	9	0	0.5249559683874854	1	1
ADPGK	0.0060783804013900145	1	5	0	-0.5240470192395786	1	0.8333333333333334
PATJ	8.556671201547227e-7	0.2052761486949717	6	0	-0.523526162680256	1	1
PIK3R1	7.633375466786286e-5	2.0860103192723807e-6	4	1	0.5233388161680732	1	1
PGF	0.024157089461103228	1	6	0	-0.523021837165518	1	0.8333333333333334
AGTR1	0.0016279853790081152	0.05961406271163593	8	0	-0.5225045667227681	1	0.8333333333333334
PCSK7	0.02468377361554098	1	10	0	-0.5222923685227474	1	0.8333333333333334
DENND4C	0.005321896735062766	0	2	2	-0.5168507893771117	1	1
TAF9	0.015974069325232612	0.047519743228173345	3	1	-0.5158693044067989	1	1
UGGT1	0.026189585150119325	0.08434238091313058	6	0	-0.5143830692181668	1	1
RNF125	4.5672652835065686e-7	1	11	0	0.5141217420277409	1	1
ABLIM1	1.8496053093751797e-22	1.8835620655866642e-16	7	2	-0.5133534469262521	1	1
POPDC2	0.028761035417383108	0.15273368710035667	4	0	0.513074518648734	1	1
PCMT1	7.024142535744132e-5	5.022201874851152e-4	5	2	-0.5130463891608612	1	1
LARGE1	0.0045597513862687565	1	5	0	-0.511451906994896	1	1
LRRFIP2	8.374448080797208e-10	0.02657784652780553	12	1	-0.5101755834230475	1	0.8333333333333334
GPATCH2L	0.012711331822858473	0.003882399270838243	5	1	-0.508678671783213	1	1
TOR1AIP1	0.02252843430435647	0.004130377705533121	3	1	-0.507792470592062	1	1
MPRIP	4.93987888281069e-12	6.28812438054188e-10	6	2	-0.5065196290120191	1	1
PKM	0.039882144755249795	0.012697729283944158	4	1	-0.5034788198467313	1	1
PPM1G	0.0014475473954860872	0.4608348888687978	3	0	-0.5028592925564506	1	1
DUSP26	0.011677416504634745	1	5	0	0.5020867311461494	1	0.8333333333333334
LOC113248767	0.02783938087114209	0.08326598262320434	4	0	-0.5018274683554329	1	0.8333333333333334
VNN1	1.8573532449794346e-4	0.4542882243416663	8	0	0.5006636189242949	1	1
MLF1	0.007925420650602219	0.0016244936877279769	4	1	0.4969566448711472	1	1
ADCY6	0.008634547891901552	1	7	0	0.496207880439407	1	1
EFTUD2	1.8573532449794346e-4	4.2541289465407935e-6	3	2	-0.493713510148151	1	1
SLC39A11	0.004565148676942101	1	10	0	0.4910135706918729	1	0.6666666666666666
CAMSAP2	0.020766475793695335	0.0032591767324277195	4	1	0.489316071628405	1	1
TRAK1	9.719407436211654e-10	1.1142955876844042e-7	8	2	0.48905661456484206	1	1
RNF114	0.0012336337803146057	9.804388919645907e-5	4	1	-0.4877560802060755	1	1
CAMK2D	1.7345102109298953e-9	0.13852471426278223	6	0	0.4871910017216412	1	1
FPGS	0.0016263190321908227	1	4	0	0.4850937778027907	1	1
ZCCHC9	0.014481525166025508	0.03873712610921728	3	1	0.48413339244393483	1	1
AXL	0.039519047756515956	0.28368057402895236	4	0	0.4838691943208404	1	1
FNIP1	2.900711400501979e-4	0.0664810589801619	4	0	-0.4834511207977426	1	0.8333333333333334
TULP4	8.042459137554955e-4	1.2815576956099357e-4	3	3	0.483126718792073	1	1
PDE4D	3.304132587052036e-7	0.25737617497398435	9	0	0.4829968848714606	1	1
PSAP	1.7645013070736104e-23	1.865142175886723e-26	3	2	0.4827288247408084	1	1
SPAG9	5.545364180255805e-6	9.793883365741106e-5	5	2	0.482336617272739	1	1
UBXN8	0.04582294168006837	1	4	0	-0.48080261857130724	1	0.8333333333333334
SMYD1	5.640574367130064e-8	0.021472709578450558	3	1	-0.4807166114773968	1	1
BNIP2	0.014481525166025508	0.2569627827593789	6	0	0.4798399978934888	1	1
LOC113262000	0.016011937716451336	0.1172449363929102	8	0	-0.4784672604561439	0.8333333333333334	0.6666666666666666
MTSS1	0.0016090123995719046	0.02042323648654484	10	1	-0.47827169633498984	1	0.8333333333333334
ITIH3	8.239499024398762e-6	0.3877403268723646	8	0	-0.47591926466070933	1	0.8333333333333334
MPDZ	4.033736283200991e-4	0.016985114218854337	13	1	0.4750639001971962	1	1
DAB2	0.011203068700736254	0.8170189771933143	7	0	0.4742955603111253	1	1
EMC2	0.006396701913656531	5.985265729402505e-4	3	1	-0.47428922503591014	1	1
CIPC	0.00667809258487915	0.017804674620129173	5	1	0.4742405926074909	1	1
SLC12A4	0.008697676954510474	1	7	0	0.47198815847509773	1	0.8333333333333334
CHD8	0.0015257792285308938	0.07349709270751321	6	0	-0.4719244459905767	1	1
ABL1	0.02540309932472575	0.04900723621288844	5	1	-0.4694525326695944	1	1
TXNRD1	0.0030199199847937694	0.0032289617730659513	6	1	0.46733121842007286	1	1
SMYD4	0.044024087224696994	0	2	2	-0.4670247003541277	1	1
SNU13	0.0036760058518021054	0	2	2	-0.466712566453675	1	1
DUSP16	0.010582524863665711	0	2	2	-0.46468734632671227	1	1
ERC1	0.012364618133830997	0.10321183503131173	4	0	0.463787803794139	1	1
ALB	2.3857736247538764e-15	1	14	0	-0.46187926436573473	1	0.6666666666666666
ARMT1	0.010079944277348141	0.001853159704281603	4	1	-0.46095902071307493	1	1
LOC113244018	0.002977165397904843	1	3	0	-0.46061741850920535	1	1
SH3D19	0.001445193166421903	8.330001979344189e-6	6	1	0.4595961950694488	1	1
EIF4E2	4.2544902930348927e-4	4.058819220763285e-5	4	2	0.45853494583881804	1	1
SLK	1.905935844595001e-5	8.962760732185325e-7	3	2	0.457612306792569	1	1
EPN2	0.034694819830443695	1	4	0	-0.45467685494077625	1	0.8333333333333334
LOC113245319	0.0019291320880365516	0.04984959178019125	6	1	0.4536850839226476	1	1
CP	0.009289853259767736	0.015153139470728258	4	1	-0.4535351857185047	1	1
CNTRL	1.6998958599077028e-5	0.032776770395688645	8	1	-0.4530558518712803	1	1
SORBS1	3.1634165959083117e-19	1.1488955050671029e-4	10	3	0.45186511853988964	1	1
AK2	0.009375730160229351	0.012403696693656244	4	1	0.4504230596525616	1	1
N4BP2L2	7.419158006029571e-9	6.35650517031028e-4	6	2	0.4495636205561995	1	1
DMD	0.00798890265945989	1	12	0	-0.44849875243432596	1	1
DNAJB6	0.020068703698050652	1	10	0	0.4469653136209347	1	1
ATP5MC1	1.9579241669190704e-8	0	2	2	0.4445115670517134	1	1
TF	0.0013220275544581848	0.8254984630946544	7	0	-0.44414084448697944	1	0.6666666666666666
MPST	0.026189585150119325	0.006014951121694879	4	1	0.4435294568231516	1	1
BAG6	0.02704601640721045	1	14	0	0.44228064024473257	1	1
NEK4	0.012672037083782442	0.11056651051115597	5	0	-0.4422673302834448	1	1
EEA1	0.013940746133673451	0.48707029631405474	6	0	0.4334369212370904	1	1
CD99	1.065136854814253e-7	2.988287909898035e-9	3	2	-0.43337402054239726	1	1
GOLGA2	0.0013043237401422823	0.009006385750994559	4	2	-0.43277913276386903	1	1
BCL6	0.045830330212486795	0.6090837235528785	4	0	-0.43176234796103335	1	1
SSR3	0.004681881668793845	0	2	2	0.4282166239893024	1	1
DAG1	0.0458286934286453	0.08223434232083472	7	0	-0.4270045225396465	1	1
FGGY	1.4716630659320688e-5	0.5376543081944407	10	0	-0.4269894622114355	1	1
CCDC50	0.017525485637910572	0	2	2	-0.42668675365261	1	1
GPD2	0.006718012817152353	0.0417685067422755	5	1	-0.4260453383439082	1	1
DYRK1B	0.01932464404615769	0.40908917002588574	7	0	0.4258785665998791	1	0.8333333333333334
SPART	0.012494210614857264	1	10	0	0.42535347013676705	1	0.8333333333333334
USP47	1.8391211599216306e-5	0.0025956640655518826	7	1	0.42086606370329105	1	1
TTC33	0.032198375583374926	0.08460890116742317	10	0	-0.4180443304423831	1	1
LOC113255096	0.049965568296091487	1	4	0	-0.41678051230566243	1	1
TPMT	0.0019291320880365516	4.260770187404294e-5	5	1	-0.4146110180393011	1	1
DYSF	2.626495654999523e-7	1	14	0	-0.41458697647578574	1	1
HIF1AN	0.033312031803923114	0.010146215859226105	5	1	0.41393730114308697	1	1
TM6SF1	0.028558747669600076	0.2546713966177926	11	0	0.4127981553194804	1	0.8333333333333334
DCAF8	8.592162115150173e-4	0.009096044907293115	9	1	-0.410581095122835	1	1
SLC36A1	0.03761442500700943	0.8701891282083009	6	0	0.4098595402033437	1	0.8333333333333334
MCF2L	0.04789358755957924	0.42343056080029573	15	0	0.40981822174433435	1	0.6666666666666666
SLC9A3R2	0.004568507478726311	0	2	2	0.4032586667051957	1	1
SP3	0.020068703698050652	0.15602263098256453	6	0	-0.40309554415351795	1	1
KLC1	7.10671838596404e-5	0.2464054203562968	13	0	-0.4022368790172445	1	0.8333333333333334
EXOG	0.02704601640721045	1	5	0	-0.4009515223524957	1	1
MIA2	4.087725259331389e-8	1	12	0	-0.3986175286873993	1	1
THNSL2	0.0011409479114534687	0.003564464346717935	8	1	-0.3979036470899643	1	1
LAMB3	0.039882144755249795	0.6622409881214216	9	0	-0.3970216733840598	1	1
RBBP6	0.017525485637910572	0.02956700210102754	3	1	0.39558730832781647	1	1
CSDE1	3.2240973806482895e-14	2.9780108326561713e-13	9	2	-0.39479184288225566	1	1
FAR1	0.040517757386396194	0.11874111150584843	5	0	-0.3930974536332158	1	1
C2CD5	1.4518948556416626e-4	0.10030467588183772	12	0	0.3920215967268682	1	0.8333333333333334
EPM2A	0.0227029887468194	0.03140027234275441	3	1	-0.3905779524112558	1	1
ENSA	2.676332506742475e-8	1.4552062391228837e-9	6	2	-0.38935356160062284	1	1
AKT1S1	0.0036076516559467474	0.023333483845916478	3	1	0.3884335613816744	1	1
GMPR	0.045969263932629637	1	5	0	-0.38809456577160734	1	1
MRS2	0.027465502592832605	1	5	0	0.3878476967870057	1	1
LRRCC1	0.04888531658650452	1	6	0	-0.38721009726466704	1	1
USP25	9.412712995951828e-4	0.06110807319073236	6	0	-0.3870833964821278	1	1
ANKRD17	7.056060814129213e-7	1.3174547229758698e-7	7	2	-0.3856568858550392	1	1
MFGE8	0.009566355275130684	1	6	0	0.385494232170026	1	1
ATP9B	0.010920623619964867	0.09580672403782281	4	0	-0.38525941195002006	1	1
FAM214A	0.0045597513862687565	0.15308313979273397	10	0	-0.3849273007093972	1	0.8333333333333334
KLHL31	2.4667404119991035e-6	1	8	0	0.38460396491593224	1	1
SCP2	1.5181874253634222e-11	0.5902568212525683	5	0	-0.3840347849246694	1	1
SUCO	0.007424802248344961	0.18897612396115343	6	0	-0.38392578147109635	1	1
COG1	0.022132235620873107	0.17997976077838168	8	0	-0.38322551470957744	1	1
KIDINS220	7.624340470420461e-7	7.879900775808724e-4	9	1	0.38102463646680773	1	1
FRMD4B	0.012503398114994102	0.7101244065223267	7	0	0.380663084910373	1	1
SEPT4	0.002183315192709931	0.9380445926220469	7	0	-0.38032323764095083	1	0.8333333333333334
IDE	6.331826857944217e-4	0.0016030283549715275	4	1	0.37961427286374216	1	1
PDCD6IP	0.012226299410582417	0.06838040468638877	8	0	-0.3788568500464871	1	1
MAP3K20	7.004235380542437e-25	1.957423334134972e-16	4	2	0.37881488516261935	1	1
POLD2	0.048550048085828364	0.010848090592807495	3	1	-0.378185950400457	1	1
FBLN1	2.514244658341611e-7	1.8925285900546415e-8	3	2	-0.37787579447191705	1	1
ABCB6	0.04923289802117758	1	9	0	-0.37507375587092706	1	0.6666666666666666
MBTD1	0.04334088316733336	0.14794484674837438	5	0	0.37333205271363057	1	1
ABI1	1.2992451379449296e-6	0.9637830922999377	11	0	-0.3730041528574929	1	1
AKAP2	0.0015816734120739657	0.08039697763437359	6	0	0.37227337590893506	1	1
EPS15	1.409677312154093e-9	0.45450154710432417	9	0	0.37214707631841365	1	1
PEMT	0.04314238807497481	0.007635679140645275	3	1	0.3712843828248533	1	1
TTN	3.615452547183456e-18	5.221637980108845e-6	18	1	-0.3708713413420827	1	0.8333333333333334
ZNF641	0.004357962860795363	1	3	0	0.37084729824653656	1	1
CD34	0.04874215088303389	0.14591096359200828	5	0	0.3693007835231687	1	1
UROS	0.03516493779291817	0.7067421133068912	12	0	-0.36882858903133175	1	1
ZNF207	0.003277530066629522	0.022902532529692706	7	2	-0.3686826746986698	1	1
RALGAPA1	1.6668106550904568e-5	1	7	0	-0.36830423353326963	1	1
ABCA5	0.022982483357927515	0.08264039926628647	4	0	-0.36828992337783445	1	1
TBC1D23	0.0039877300062373285	0.4262904106315495	6	0	-0.3679852696286676	1	1
MARK3	0.0010843492498721892	0.8034587560098798	8	0	-0.366689760448406	1	0.8333333333333334
ISCA1	0.007301023865307608	0.2719435939662899	4	0	0.3657326651761258	1	1
CD47	0.006671752041113467	0.035572897217944564	6	1	-0.3651970293381788	1	1
HIPK2	0.0281215861458398	1	4	0	-0.3639444676619723	1	1
TCERG1	5.665662453774424e-4	1	10	0	-0.36349756979849224	1	0.8333333333333334
PPHLN1	0.017972023439714546	0.5389961442286386	8	0	-0.3631463454838598	1	1
PTK2	2.2716388872784626e-4	0.3876868354585746	7	0	0.3616739261075037	1	1
ASPH	6.374066027888034e-14	1.7990492174173223e-6	11	1	0.36117874929602306	1	1
SPTAN1	1.1731467916493599e-11	5.505148812577435e-6	10	2	0.3606497621990272	1	1
NCOA6	5.682158081201923e-9	3.7778335792823724e-6	5	3	0.35987541803189244	1	1
