gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Ventricle-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
LOC113249681	6.467514790983508e-5	1.9458602659833288e-5	10	1	0.827197377285152	1	0.8333333333333334
CCDC43	8.469866281198334e-6	6.003805076889156e-7	6	2	0.8268044168664649	1	0.8333333333333334
MED23	1.466619166852965e-7	0.008672639513691679	3	1	0.8266351082506364	1	0.8333333333333334
MFSD6	0.0014777236850934772	5.163040695421168e-4	3	2	0.8234415711908654	1	1
SH3BGRL2	6.059416954404833e-7	0.8369351472365304	3	0	0.8229507427072585	1	0.6666666666666666
LACTB2	7.079914899859265e-7	0.038857745517712275	5	1	0.8223584151571027	1	0.6666666666666666
UNC5C	1.6031582891002516e-4	0.002689210482916581	4	2	-0.8219813898542092	1	1
UNC45B	0.03963931882151606	0.01364064348737816	4	1	0.8217758904234507	1	0.8333333333333334
ELP4	0.001424346161818579	1.9288930336022986e-4	8	1	0.8216816368229081	1	0.8333333333333334
PSTPIP1	0.015475881702382668	1	3	0	-0.8215110240934949	1	0.5
IFT20	2.653840628506772e-7	5.294207455028609e-8	5	1	0.8198220955796242	1	1
RIPOR3	0.02202176901773087	0.028405204533227316	4	1	0.8193651327668924	1	0.6666666666666666
ABCC4	0.0011354285556120728	7.735502108251518e-4	3	1	0.8178256166060665	1	0.8333333333333334
MYO7B	0.003970125180890188	5.121633978967239e-4	4	1	0.8159148873804412	1	0.8333333333333334
SLC2A3	1.5343640412427028e-8	5.735428875524389e-7	4	2	0.8157483357903248	1	0.8333333333333334
LOC113268666	3.696993840730773e-8	8.77333036510169e-9	5	2	0.8151920678115465	1	0.8333333333333334
PERM1	0.012498225809304441	1	5	0	-0.8150320670043634	0.8333333333333334	0.6666666666666666
HUS1	1.3575640423274348e-8	1.0996454034462223e-10	9	1	0.8131959431458287	1	0.8333333333333334
SLC35A3	4.954006387935071e-4	2.0132383036011446e-4	4	1	0.8100161092135039	1	0.8333333333333334
L2HGDH	2.0202427430889306e-7	0.029510054152325205	6	1	0.8083829732273792	1	0.8333333333333334
IARS	8.385594597018604e-9	3.4628908524054627e-7	8	1	0.8072043327343974	1	1
SCN5A	4.959772466018987e-4	0	2	2	0.8062263548718233	1	0.8333333333333334
TRDN	5.2923854998519944e-8	0.10513535880035796	6	0	0.8054151970741523	1	0.6666666666666666
AUH	8.818482987013424e-7	3.503116126169146e-7	7	1	0.80510151172195	1	0.8333333333333334
MYO5C	4.2784014570469604e-7	1.383854984760211e-6	4	1	0.8024366902873601	1	0.8333333333333334
SMTN	4.5540497705164913e-10	2.851706817035509e-11	7	2	0.7998697643630654	1	1
POLDIP3_LOC113241692	0.04393828896899916	0	2	2	0.7975043287651364	0.6666666666666666	0.6666666666666666
SEC61A2	0.001439463302470544	2.8774465340304065e-4	3	2	0.7967982102542864	1	0.8333333333333334
ART3	1.1743107868743766e-4	6.797576819895536e-5	4	1	-0.7966028340279554	1	1
OTUD1	8.36698106680831e-8	0	2	2	-0.7963539883406283	1	1
FAM110D	0.01115613879068641	0	2	2	-0.7949133507945201	1	0.8333333333333334
TBC1D4	5.919120584750338e-12	1.5876311781382106e-4	6	1	0.7944496486101946	1	0.8333333333333334
ZCCHC10	9.222939833348435e-5	0.09714265416895015	4	0	0.7931659263420682	1	0.8333333333333334
EVC2	8.067744745486183e-4	0.04790746266002404	5	1	0.7926790112306252	1	0.8333333333333334
LOC113245842_TMEM41B	0.007675833056613359	0.0032726965040314544	3	2	0.79062067409288606	1	0.8333333333333334
OPLAH	5.08021919676385e-7	1.18855247491104e-6	5	1	0.7904959894062485	1	0.8333333333333334
GIMAP8	0.020433956122515005	0.4904418927307658	4	0	-0.7894406279799234	1	0.6666666666666666
CACNB3	2.3381992908478707e-4	8.888734593352871e-4	5	1	0.7819487169533804	1	0.8333333333333334
DUSP19	4.909326289122145e-9	5.310589534785217e-7	3	1	-0.7813571830339741	1	1
NDRG3	9.222939833348435e-5	0.4534669412741153	8	0	0.7803562498307766	1	0.6666666666666666
LARS	7.609690132991818e-6	1.0539354601618822e-5	8	1	0.7792409692751937	1	1
TMEM159	0.0019358054086900845	0.0010967111624949441	6	1	0.7753232916113527	1	1
MTM1	7.663245877404175e-5	0.05643471405400638	5	0	0.7723081613033608	1	1
STAP2	0.003970125180890188	0.23908756180026178	3	0	0.7715522946427237	1	0.6666666666666666
FARS2	2.743937857918423e-4	3.748161874765643e-4	5	1	0.771278156078133	1	0.8333333333333334
MRPS27	1.1569484169324306e-6	2.189513824732141e-7	5	2	0.7704401599907978	1	1
LOC113247187	0.0339726547734279	0.0313480158062009	3	1	0.7647783648634463	1	0.8333333333333334
PPWD1	0.003300529078075836	4.585959692006498e-4	6	2	0.7634715797866538	1	1
ANKRD39	2.3930472992993506e-45	1.0384546630997835e-24	9	1	-0.7627821807153075	1	1
MMACHC	0.001456250888581407	0.028128227447291827	3	1	0.7624702917700833	1	1
LIAS	7.974378802358927e-4	6.878453968349484e-4	4	2	0.76143360806371585	1	0.8333333333333334
CTBP2	6.094066794182383e-4	0.00682275536200543	6	1	0.7601777956548874	1	0.8333333333333334
ADGRG1	0.004414967262162929	0	2	2	-0.7585026928286261	1	0.8333333333333334
PPP1R12B	2.777252238465431e-15	2.1843833589998994e-18	6	2	0.7538698092395738	1	1
PITRM1	3.525976177735677e-4	3.739402593712775e-4	5	2	0.752291110330654	1	1
RCN1	1.2997624436886158e-6	4.346862403945963e-6	3	1	0.7516736654750922	1	1
NT5DC3	0.010267335700692111	0	2	2	0.7514734706306904	1	0.8333333333333334
CMYA5	5.094561696780652e-11	7.114191083458865e-8	5	1	0.7513592642126223	1	0.8333333333333334
MBD6	0.027485224689947994	0.007430195125786531	5	1	0.7501092579190164	1	0.6666666666666666
HSPB11	7.027186353349117e-4	9.238885440870939e-5	5	1	0.74997872195845106	1	0.8333333333333334
RAB9B	0.0299091086684018	0	2	2	-0.7465211482783468	1	0.8333333333333334
COQ6	6.115273414412803e-5	0.7448510010458381	8	0	0.7435965400859239	1	0.8333333333333334
SKA1	0.010740711464264953	0.011775505952963394	4	1	0.743254654421696	1	0.8333333333333334
SLC25A42	0.019654306616264643	0	2	2	0.741810598014762	1	0.8333333333333334
MOB2	6.136243345835838e-6	7.167522858166397e-6	5	1	0.7409263288324905	1	1
MEF2D	0.008317269386927353	0.029293399803578545	4	1	0.7400530649234168	1	0.8333333333333334
CUNH11orf1	0.02419150778514543	0.00854242043719966	3	2	0.7390540765890721	1	0.8333333333333334
GAREM1	5.477728914342206e-4	0	2	2	0.7347885839736542	1	1
FAM81A	0.0019377468818023165	0.0011240538500288005	5	2	0.7338651739406538	1	1
LOC113252327	0.03915015818216938	0.014959206427617873	7	1	0.7322422819826465	1	0.8333333333333334
LOC113245930	7.596104846541304e-8	2.8971204333680474e-8	8	1	0.7298146851716949	1	1
RMND1	0.002959674709507009	0.005647834774125614	8	1	0.7279242741861162	1	0.8333333333333334
DLST	1.4863160650765932e-10	8.092513959630076e-9	8	2	0.7271740494371758	1	1
CAMKK1	0.038105374741155995	0.020164302880077267	4	1	0.7268589634678446	1	0.8333333333333334
LOC113258537	2.4686393369570315e-7	2.4028224537184556e-6	7	2	0.7267730481881094	1	1
SYNGR1	2.9162923556644917e-4	0	2	2	-0.7262730249770198	1	1
LOC113264264	0.0104565233741102	0	2	2	0.7243281076269101	1	0.8333333333333334
ANKRD1	6.435461594578067e-7	7.978113602115505e-9	3	2	0.7235812674936579	1	1
ZNF792	0.01926308168600144	0.006225543377982047	5	1	0.7228364755429127	1	0.8333333333333334
LOC113245319	8.450460220041202e-8	3.42773425088718e-7	6	2	-0.7219149411472613	1	1
VPS52	0.004103389479887704	0.059972879570759974	7	0	0.720020956646235	1	1
USP10	0.001976279458171292	5.638971560285998e-5	13	1	0.7198295129497112	1	1
LOC113241255	0.029093165466733562	0	2	2	-0.7195766525242804	1	0.8333333333333334
NSMCE2	0.03795705382221502	0.008254650561313208	3	2	0.7193984725361482	1	0.8333333333333334
KCNIP3	0.04025417241692837	0	2	2	-0.7190305136678987	1	0.8333333333333334
EFCAB11	1.8324715999802216e-5	0.09961705847034902	5	0	0.7189279627896491	1	0.6666666666666666
BMP4	0.03165490245303607	0.02429915039734334	4	1	0.7186660237679185	1	0.8333333333333334
IFFO1	0.027718840143866344	0.012782967537267494	5	1	0.7183996950673787	1	0.8333333333333334
LOC113242608	0.04272829712554895	0.31311831667911866	3	0	0.7181979466298118	0.8333333333333334	0.5
DIABLO	4.8068037271952217e-4	1.7164900312602473e-4	7	1	0.7180849603254447	1	0.8333333333333334
NOTCH4	0.005839225944156305	0	2	2	0.7172310454226495	1	1
IL17RC_CRELD1	0.032023570058830705	0.19511164369877013	5	0	0.7171525309820072	1	0.8333333333333334
LOC113263131	0.04619064731915473	0	2	2	-0.7170731219017389	1	0.8333333333333334
TSC22D2	1.4974569725711315e-7	7.560349805558211e-10	3	2	-0.7140798264123314	1	1
GLE1	0.005839225944156305	0.001855547319742401	3	1	0.7139046131357517	1	1
YPEL5	4.797338530419833e-7	7.636758091381134e-8	6	1	0.7127985203184105	1	1
ITFG2	0.029741312518691602	0.007117870224654388	5	1	0.7122472561885471	1	0.8333333333333334
ABRAXAS2	0.003663994215363697	0.0012732473834872735	5	2	0.7122172496814595	1	1
SH3PXD2A	0.009565914463260347	0.024186239716608444	3	2	0.7114976109842902	1	0.8333333333333334
FLRT2	0.013925927670343102	0	2	2	0.7094731881337599	1	0.8333333333333334
PRMT7	4.0768345853062914e-06	1.0349779438529522e-4	9	1	0.7083185815990323	1	1
SOX13	0.004222472403435978	3.870566364292035e-4	5	1	0.7056900966206063	1	0.8333333333333334
ADPRHL1	1.4744277381914876e-8	8.676565655845633e-10	5	2	0.7032608113542075	1	1
DTNB	0.028596346158312483	1	8	0	0.7019063731119037	1	0.5
MAP3K8	0.02456317251230441	0.09161601103910796	5	0	0.7017841309026351	1	0.6666666666666666
VPS33B	7.35491995480995e-4	0.14648647621763292	7	0	0.7013105226594766	1	0.8333333333333334
NAXD	0.0010670918331488234	0.003744439714979576	11	1	0.7005173947323348	1	1
LOC113262953	0.008664816754413569	0	2	2	0.7004631853782903	1	1
SLC19A1	0.0022674696922653542	0.02599536428526343	7	1	0.7002924290806734	1	0.8333333333333334
RBM23	1.0461320332883835e-6	1	7	0	0.7001744878099635	1	0.8333333333333334
TFB2M	3.505728358398457e-4	1.6016551088332887e-4	6	2	0.6999101115924374	1	1
HERPUD1	1.3372346962001422e-4	4.713355930761935e-6	10	1	0.6984232730520853	1	1
DOK5	0.03574319157470581	0	2	2	0.6984074126135156	1	0.8333333333333334
POLR3E	0.001118276071702026	0.0034875361560509975	6	1	0.6978368615136051	1	1
MINDY4	0.034287049066195584	0.14446367726658124	6	0	0.6974674514682754	1	0.6666666666666666
SGCD	0.0032330986353115865	0.0239791897591435	4	1	0.6960638308434489	1	1
PISD	1.3726066809667715e-4	4.7650915442239736e-4	9	1	0.6952843918165441	1	0.8333333333333334
RBM20	0.001980422782730711	1.8588210937397074e-4	6	1	-0.6951432253109396	1	1
SNX24	0.026067274891032152	0.011262059127344123	3	1	0.6947756894168982	1	0.8333333333333334
RNF145	0.0023496039792613764	0.0012584240413016626	6	1	0.6935394521821703	1	0.8333333333333334
MFSD14A	8.57463544453534e-4	5.11729227581136e-4	8	1	0.6920276748716961	1	0.8333333333333334
IPPK	0.01278224212067729	0.04753344101052903	5	1	0.6917575274315034	1	0.8333333333333334
novelGene_POPDC3_AS	0.024048018943145538	0	2	2	-0.6916291630996344	1	0.8333333333333334
LOC113256824	0.004355935444379596	0	2	2	-0.6914536790864027	1	1
BHLHE40	2.408020545652545e-4	5.363286525149287e-6	5	1	0.6914112603753647	1	0.8333333333333334
FAHD1	0.001456250888581407	0.001338081698727355	4	2	-0.6901247581485093	1	0.8333333333333334
ACPP	0.023492034539971954	1	5	0	0.6894844461255171	1	0.6666666666666666
CPT1A	6.358985677952567e-6	9.022883007292269e-6	6	2	0.6881992661577413	1	1
CMKLR1	0.0053019385470003755	0.01558153338656746	6	1	0.6877693189410977	1	0.8333333333333334
CARM1	0.0018013262144908678	0.001426578867893596	3	1	0.6877130246538907	1	1
NDUFA10	8.621076397331628e-5	0.009294750315039894	8	1	0.6877116229289995	1	1
LOC113248437	0.002254955524776519	5.47357749313437e-4	5	1	0.6870151096075079	1	1
MBNL2	3.567309373122003e-6	1.1702388822261178e-7	11	1	0.6862544039222972	1	1
INO80C	0.0028575537710481278	6.011995399894272e-4	9	1	0.6847063318103238	1	0.8333333333333334
FECH	0.0021985124016744725	0.0014472165404469867	6	1	0.6842384340038727	1	1
PPM1K	4.320802153770471e-6	3.5874478807631047e-7	7	1	0.6837822635464688	1	1
ITGB1BP2	1.6907229699128056e-4	0.550145476847954	4	0	0.6837449964075013	1	1
BCKDHB	0.007476361166141426	1.642182591042074e-4	10	1	0.6835075630852837	1	0.8333333333333334
FOXP4	0.030615449966705895	0.011164530131877006	5	1	0.6814055859350421	1	0.8333333333333334
TMEM200B	0.009381150037448268	0.021990590072596922	3	1	0.681321020969465	1	0.8333333333333334
TCEANC	0.048830649051292294	0	2	2	0.6807209275858118	1	0.8333333333333334
TBC1D8	1.4015913883227488e-4	6.154351735270416e-4	5	2	-0.6800786046251996	1	1
ZNF689	0.03875604574987752	0.01972844566267207	3	1	0.6796886782001892	1	0.8333333333333334
DNAJB5	1.0634370364006315e-4	0.00317541534791562	3	1	0.6781330725315332	1	1
UBE2F	7.269049846134912e-4	6.96376869641157e-4	3	2	0.6760980158358002	1	1
RAPGEF4	9.745784258067688e-6	6.66921141473537e-6	6	1	0.6754601371832265	1	1
LOC113246045_LOC113245998	2.811759261679873e-4	0	2	2	-0.6754101521645907	0.8333333333333334	0.8333333333333334
RPL26L1	0.03032478497678982	0.04579825663716593	3	1	0.6744677026540352	1	0.8333333333333334
LOC113246566	0.032291819564636136	0	2	2	-0.6732721169733591	1	0.8333333333333334
PDHX	4.3318312889754765e-11	3.146272974357593e-11	10	1	0.6730422243244656	1	1
REEP5	2.1866031288988313e-29	1.8850039118167498e-23	4	2	-0.6722373418343905	1	1
DDX20	0.032099037207705	0.036156671109570736	4	1	0.6719840498455399	1	1
FADS2	0.027987121532816482	0.0120038707853741	4	1	0.6718600459743435	1	0.8333333333333334
PDE4D	6.685631880402592e-37	1.1133037618292989e-24	6	1	-0.6717567740358116	1	1
MYBPC1	0.019339878661665116	0.6156739996299542	4	0	0.6717395891161833	0.8333333333333334	0.5
PTCD3	1.7827453861232318e-7	3.582913394024802e-8	10	1	0.6715619446624322	1	0.8333333333333334
THBS3	0.004464519981128098	1	14	0	0.6710465285641658	1	0.5
CLEC1A	0.029147400446615623	0.026290038605452117	3	1	0.6706164520486616	1	0.8333333333333334
CALCOCO2	1.0409109735225668e-6	5.308731691252886e-6	4	2	0.6705515629679686	1	1
RMC1	0.00276345269483659	0.005478359934268098	7	1	0.6704143250940996	1	0.8333333333333334
CENPP	0.014312721880218952	0.050087737430743	3	0	0.6702864271745531	1	1
LPAR1	0.005768302927457295	0.05728295073690615	4	0	0.6697018744587167	1	0.8333333333333334
LOC113245198	0.0017096917072458263	1	4	0	0.6682937114751462	1	1
HRC	9.37916026174395e-25	9.982219958426912e-18	6	2	-0.6680474701157925	1	1
RPUSD4	0.04407372696485904	0	2	2	0.6658890084899908	1	1
WDR81	0.04903372331356632	0.012252015873779458	4	1	-0.6652440647438093	1	1
DBNDD2	6.435461594578067e-7	9.014600923502703e-9	3	2	0.6650823726713343	1	1
SMAP1	0.008025914453520449	0.005703968226630187	3	2	0.6650810967065952	1	1
EXOC4	0.0021600340713547926	0.0015163071714088428	4	1	0.6638391354585325	1	1
DDX52	6.865970578709539e-5	1.1827799646499898e-4	8	1	0.662272035141568	1	0.8333333333333334
CABYR	0.02349625067770359	0.04128794423430192	5	1	0.6620296558212284	1	1
LYRM1	0.006473618885709973	0.0011226233315218186	6	1	-0.6618526594495611	1	1
FAXC	0.03542404143297249	0.007173190657461761	3	1	-0.6610650802445364	1	1
RPF1	0.009266716597342597	0.03660536373749606	6	1	0.6606701078132639	1	1
SLC25A36	6.951009003418555e-8	1.6954409252798763e-7	8	1	0.6592619648566581	1	1
NEBL	5.900382985955704e-6	1.4207491839265501e-7	5	2	0.6585853268638641	1	1
DPF2	0.018695619323879496	0.04337191892552552	9	1	0.6585835967655493	1	0.8333333333333334
DOK7	0.032907315968988646	0	2	2	-0.6583393118567596	1	0.8333333333333334
NELFCD	0.003120938568376579	0.01029021246433535	9	1	0.657336109432083	1	1
FGD4	5.03308228216588e-5	6.0355954161730435e-6	6	1	0.6562356704711739	1	0.8333333333333334
ATG2A	1.2388638785705564e-5	0	2	2	-0.6562102608952837	1	1
NDUFA9	6.055458827827338e-4	0.02822021071663586	4	1	0.6552837766197857	1	1
STK24	0.007039317985291869	0	2	2	0.6550509096802773	1	0.8333333333333334
C1QTNF2	0.04988224157349323	0.11726050110059717	3	0	0.6528648257596208	1	0.8333333333333334
RECQL	0.001281249317741682	1	9	0	0.6522419962856855	1	0.6666666666666666
TMEM14A	0.01926308168600144	0.01949765873006149	4	1	0.6522360003927841	1	1
BNIP3	1.3419238467188941e-5	3.225871759884949e-6	6	1	0.6516569190249276	1	1
ASH2L	0.005560956442485715	0.007020457663615803	5	1	0.64939816860936594	1	1
ABHD11	0.0059913125118181325	0.010223328719700765	3	1	-0.6486708799796281	1	0.8333333333333334
KIAA1324	1.2576124680567502e-4	8.570708614874446e-4	4	1	-0.6482114891522333	1	0.8333333333333334
DDR1	2.665537238219589e-5	5.322380720429683e-5	7	1	0.646941606455954	1	0.8333333333333334
DUSP27	0.002303211500815915	0	2	2	-0.646746651727563	1	1
POMT2	0.014582259346095227	0.015413321987749806	3	1	0.6465666628726683	1	1
RFK	6.110881576277802e-5	5.9861508653785184e-5	5	1	0.6452805965936587	1	1
SPATS2L	3.756181156574288e-9	1.8926899220300887e-6	7	1	0.6439942492262122	1	1
KDM4A	3.6163949871376443e-4	0.015881097662248014	7	1	0.6439634803412903	1	1
AGAP1	1.4777883206200642e-4	4.401405251616749e-5	5	1	0.6436713439710764	1	1
ATPAF2	0.0039569810726112	0.05061036909780076	6	0	0.6431063405699056	1	0.8333333333333334
HSPB2	1.4368562881999293e-4	0	2	2	-0.6416756919461271	1	1
QKI	4.061173501618702e-23	6.538170160756392e-17	6	2	0.6416704883813731	1	1
LOC113267246	8.443040385877394e-5	1	9	0	0.6407383034606354	1	0.6666666666666666
TARS2	0.0010382196835338137	0.0704282148930545	7	0	0.6402954812180932	1	1
DRG1	3.0423318372574325e-7	5.0540998945417804e-8	6	1	0.6390841196554883	1	1
SYT11	0.016474133018022554	0	2	2	-0.6388877573752545	1	0.8333333333333334
TSTA3	0.010654720848114582	0.026225549372489915	9	1	0.638375292905022	1	1
ME3	0.00458116016117242	0.0015387380896573024	3	1	0.6360615835355531	1	1
FAM210B	0.0012658154547981343	0	2	2	-0.6355274743973005	1	1
HNRNPH1	1.3262693980727109e-6	3.452860501560324e-7	11	2	0.6346173970504418	1	1
ACYP1	0.005239487486254035	8.714891674193944e-4	5	2	0.6345453600129284	1	1
GOLGA2	0.012526528060107903	0.0020488929580507183	4	1	0.6338971427854884	1	1
PDE7B	1.8165406139431669e-6	5.039263031266512e-6	3	1	-0.633159096815681	1	1
RTL6	0.012575769568774278	0	2	2	-0.6330746090134707	1	1
TAMM41	0.026102608347489828	1	3	0	-0.6328204577490916	1	0.8333333333333334
MPZL2	8.531221760467939e-4	4.828348823649225e-4	6	1	0.6325398980173867	1	0.8333333333333334
FBXL17	4.703218203453734e-5	7.181875596876422e-4	4	1	0.6322223119531256	1	1
ZFYVE16	0.0010494850367018518	0.0018284305638342254	5	2	0.6318923535858856	1	1
TRAF3IP2	1.0700829104876018e-4	7.454833440210637e-5	5	1	0.6309516949188844	1	1
RNF34	0.005851372241456972	0.7972632856389943	4	0	0.6307737300964947	1	1
ARHGEF37	0.011226669212764044	0.00582507945564608	5	1	0.6285509181026484	1	1
NHEJ1	1.1189289936164763e-4	1	5	0	-0.628353456513157	1	1
ANKRA2	5.359723668880508e-4	0.028850854066651083	7	1	0.627681284320992	1	0.8333333333333334
PSPH	6.388499769278814e-4	0.20956433280671158	8	0	0.6271506014055713	1	0.6666666666666666
PECR	0.020672520411238602	0.20635985206544702	4	0	-0.6268537235180719	1	0.8333333333333334
ELOVL1	0.0061383281751777145	0.06293389059336349	6	0	0.6260985448644432	1	1
ODF2	0.006551206335703774	1	10	0	0.6245576611679868	1	0.6666666666666666
ABHD6	0.005855882797006914	0.2828333047250193	4	0	0.6239888128366061	1	0.8333333333333334
ATP5MC1	0.005410506007851352	0	2	2	-0.6233344302705398	1	1
ECD	0.021516606915839183	0.0030830776257382763	7	1	0.6232805988106587	1	0.8333333333333334
BIK	0.04619064731915473	0.020354968385221717	3	1	0.6213269187894765	1	0.8333333333333334
LIN7B	0.032099037207705	0	2	2	0.6208935034877663	1	0.8333333333333334
LOC113270472	0.0099012480541007	0.0017985225899357661	3	1	0.6190581612682409	1	0.8333333333333334
RBM5	5.108203882894341e-5	4.785845912639687e-4	15	1	0.618966071368228	1	1
LOC113245466	0.0028084094231811594	0.01255239724602465	5	1	-0.6178556571203552	1	1
FAM53A	0.004353409147880437	3.838091785899797e-4	8	1	0.6175392748618068	1	0.8333333333333334
PDGFB	0.005577808608176472	0.016159187092817877	4	1	0.6174564754378153	1	1
HDAC5	0.00494724735984115	0.008693504318117143	4	1	0.6169357106038004	1	1
GLB1	0.004888687839178708	0.041187083989780424	9	1	0.61658495375813	1	1
ATP2B4	1.0865543285300987e-6	9.84228152725732e-5	9	1	0.6162042083150434	1	1
SLMAP	2.210383280573098e-32	1	12	0	0.6159971669211408	1	1
OSER1	0.025447286838198486	0.009763859716134724	4	1	0.6158421207581785	1	1
MARVELD2	0.001424346161818579	0.0027253976823482704	4	2	0.6156842835121598	1	1
SMAD1	0.021872892624708255	0.23712515106127477	5	0	0.6148027203080166	1	1
EIF2D	6.166211464123504e-5	0.5348215366833899	8	0	0.6148002144635855	1	1
NR4A1	1.915508895447767e-5	2.1048781907919765e-6	5	1	0.6142099216249741	1	1
CCDC18	0.016055488558313624	1	5	0	-0.6138559117316806	1	0.6666666666666666
ISPD	0.010181057642673703	0.002343251625416072	7	1	0.6130427698298695	1	1
MRPS22	0.003585690211213079	0.006241620885559866	8	1	0.6128885620626197	1	1
LOC113246636	0.015844544992340222	0.022216201622554044	3	1	0.6120482163861147	1	1
DIMT1	0.013393137807372238	0.06001218829138084	5	0	-0.6119527370910282	1	0.8333333333333334
PPP2CA	2.9045310205437783e-9	6.996805524025485e-9	6	2	0.6117454138118434	1	1
DHX29	0.0283247857130359	0.13540294575287112	5	0	0.6114775219946118	1	1
PHKB	3.2187549483299723e-6	0.0018636468350831318	14	1	0.6107130621682316	1	0.8333333333333334
LRRFIP1	6.94546317555393e-16	3.1598014205065696e-11	10	2	0.6102082079066222	1	1
UNC13D	5.913798764924427e-4	0	2	2	-0.6097685447405232	1	1
VPS8	0.012906578296944514	0.025117189123646598	10	1	0.609467889507325	1	0.8333333333333334
PPP2R5A	4.492048723442121e-8	2.8419978915743374e-4	4	1	0.6086673721907457	1	1
SLC12A4	1.7952066736630338e-4	5.910163927493427e-4	12	1	0.6086287302439858	1	1
R3HCC1	0.008540587220511134	0.06903844949018456	6	0	0.6085572685063437	1	1
ARHGAP5	9.53052095185494e-7	1.5578262146042628e-8	3	2	0.6083467939195767	1	1
RPN2	5.428218209113281e-7	1.5783612877514515e-7	5	2	0.6077672880914756	1	1
SCRN3	3.8537719480183905e-4	2.8422970455499317e-4	4	2	-0.6073426843182398	1	1
PIP5K1C	0.012906578296944514	0.03849671691420917	6	1	0.6067667785357477	1	1
NUMBL	0.018786484418704882	0	2	2	0.6055368349791717	1	1
DPH1	0.014206142301020602	1	6	0	0.6049853100089342	1	0.8333333333333334
PRKACB	3.9719057926277494e-5	1.5169980931924244e-7	4	2	0.6043072664848981	1	1
BAG3	0.005560956442485715	0.027230120132734882	4	1	-0.6032266193691905	1	1
ASB4	0.015520731454336134	0.5410809321059586	4	0	-0.602738368124503	1	0.8333333333333334
ZNF229	0.026014749700465228	0.005541121921811723	4	1	0.6020920950864653	1	0.6666666666666666
PPP1R3A	2.999146958803596e-9	1.3882036040874529e-5	6	2	-0.6009257691379929	1	1
PSMG3	0.00118967523442775	0.11755140589288708	4	0	0.6004184818449217	1	1
CNNM4	0.009574216691734139	0.03157372205203917	4	1	0.6001829421475733	1	1
SPPL2A	2.653840628506772e-7	9.335258226041569e-6	4	2	0.5993531426598422	1	1
CERS5	0.016901460010032263	1	10	0	0.5978087448244825	1	0.6666666666666666
MYCBP	0.018413154530175176	0	2	2	-0.5967822750016142	1	1
BCAP29	9.438767785045018e-5	0.0028222381824431985	3	1	0.5967092469465821	1	1
PIEZO1	2.0741129908947684e-5	5.743517134167649e-5	5	2	-0.5963520160513168	1	1
