gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
LOC113241255	0.025444730178017266	0.013688910958445303	3	1	-0.7410408037272738	1	0.8333333333333334
LRG1	0.004523083755174136	0	2	2	0.7358739223586265	1	1
LOC113242577	0.03229152188209376	1	4	0	0.732542002372169	0.8333333333333334	0.5
SIX1	0.04550215167987426	0.8047117276458766	4	0	0.7286434248974684	1	0.8333333333333334
MOCOS	0.0016774247532143746	0.03884050724211012	3	1	-0.7276915783585991	1	0.8333333333333334
FAHD1	0.0024557323205113995	0.002020278091069726	4	1	0.7274601910041588	1	0.8333333333333334
CALCOCO2	1.8659438503119896e-24	2.9406267716022186e-26	4	3	0.7232701599678606	1	1
FMO1	1.3637825714481801e-6	0.3684866984915312	7	0	0.7168640414192166	1	1
TPM4	3.352024289082628e-9	1.1479030275165645e-11	5	2	0.7145409912952028	1	1
STRA6	0.03637016684430808	0.017717411557109704	3	2	0.7135507675287192	1	0.8333333333333334
GFM1	2.1821604780812436e-6	1.801401872744185e-6	5	2	-0.71115228673483	1	1
IQCK	0.013823880208351317	0	2	2	-0.70934559571597	1	1
PLA2R1	0.002251208961526323	0.03631583169994649	4	1	-0.7058964992925776	1	1
LOC113257745	0.010624893611472397	0.28756668102701477	3	0	-0.7039786045046815	1	0.8333333333333334
TUBE1	0.0020518223780047694	1	3	0	0.7036264087348704	1	0.8333333333333334
LOC113263281	0.03248377966661876	0.015830089246298217	6	1	0.7032178906059448	1	1
GATAD1	0.0010644000554088716	1.8488745138443282e-4	4	1	0.7029594712113709	1	1
ADAMTS19	0.010572679256705332	0.0019066758353649888	3	2	-0.7015495438177746	1	0.8333333333333334
DOK2	5.258418575799265e-4	0.022907646629303356	3	1	0.6980806702651249	1	1
NEURL1	0.02404906268075901	0.01097922079048634	3	1	0.695215607664005	1	1
IRF8	3.270800130328261e-5	1.0586955814434322e-4	3	2	0.6942019303013164	1	1
DOK5	0.048072037779612435	0	2	2	0.6929079469804501	1	0.8333333333333334
LOC113261538	6.4592792910005e-4	4.993834698300025e-4	5	1	-0.6905075290468755	1	1
ZCCHC10	2.1821604780812436e-6	0.11916679197521068	4	0	0.6890600678031112	1	1
NCKAP5	4.229580522315877e-9	3.4210168299705525e-10	3	2	-0.6871405108856679	1	1
MYLIP	0.029655391133946524	0	2	2	0.6848116773396279	1	0.8333333333333334
SLC9A6	0.04745346607126188	0.024283481474058937	6	1	0.6846523001528342	1	1
SLC35D2	3.2807266075977556e-4	0.0539543724121353	5	0	0.6842810447429917	1	1
LOC113247252	0.035916121753401385	0	2	2	0.6831015495411586	1	0.8333333333333334
TAF1A	0.001449554415491798	0.06468011068187449	3	0	0.6819759154200363	1	0.8333333333333334
SMARCAL1	0.009503065758844163	0.03688898848596619	6	1	0.6819470983485656	1	0.8333333333333334
IFT74	0.0035429835381064014	0.019384849723398063	3	1	-0.6814083603936855	1	0.8333333333333334
PLXNA3	0.019268579699286966	0.004286346924032232	4	1	-0.6795915722406527	1	1
LOC113257917	0.0015079801878682179	0.001015093525687198	8	1	0.678587223083751	1	1
IFI6	0.023852465402365738	0	2	2	0.6777519942240253	1	1
CHKA	0.004236084120144739	0.0013650620261736377	3	2	0.6742399610752948	1	1
ALDOB	3.354462865220048e-4	9.725772945305782e-4	6	1	0.6725133470542513	1	1
TWISTNB	0.015399050484705258	0	2	2	0.6718340654195116	1	0.8333333333333334
STARD3	0.005290290951797042	0.005153071653105514	5	1	0.6714524433515067	1	1
LOC113256824	0.012065333814944438	0	2	2	0.6705009586212954	1	1
OTUD1	2.473586829690267e-5	0	2	2	0.6673482481215754	1	1
BCL7B	0.010586444843371588	0.1401303052605554	7	0	0.6653705282117969	1	1
SQOR	0.009131636918317289	0.0213518898564896	5	1	0.662840409812363	1	1
SPINT1	0.04926954255887432	0	2	2	0.6603437274417011	1	0.8333333333333334
ITGAM	3.296986268058258e-4	1.0839334833159286e-4	5	1	-0.6602532451311421	1	1
AGAP2	0.049102695617489825	0.01699152615444065	3	1	-0.6586190728242735	1	1
LOC113246783	8.200290968244516e-4	0.0033615639340150117	3	1	0.6579993269111113	1	1
IRAK3	0.0026390890458750232	0.019909858631877678	3	1	0.6573879257616049	1	1
GALC	0.04447608725433988	0	2	2	0.6564241664257916	1	0.8333333333333334
LARS	1.4746753492517675e-5	2.986282025997817e-5	8	1	0.6550704615452436	1	1
LOC113262953	0.012423751152075176	0	2	2	0.6533635018467437	1	1
SMAD1	4.939557230470184e-4	7.588326324114529e-5	5	1	0.6528995154922794	1	1
KPNA3	2.83393771730711e-4	3.9033687240410265e-4	3	2	-0.6491136163597225	1	1
ADSL	3.5318177373116167e-6	0.014515904923777771	6	1	0.6479259655387145	1	1
CORIN	0.04566799366098851	0	2	2	0.6474561150799736	1	0.8333333333333334
FAM110D	0.03703565253903431	0	2	2	-0.6474381266339175	1	0.8333333333333334
BBS10	0.028611287118031282	0.01973897062901187	3	2	0.6447278323767132	1	0.8333333333333334
SHLD1	0.03382778950378488	0.10094950653751666	4	0	-0.6374994013698495	1	0.6666666666666666
KCNA3	9.10342368476177e-4	1.0007717509521233e-4	3	2	-0.6370753281472687	1	1
GPATCH2L	7.937797785210179e-4	3.333402630200025e-4	5	1	0.6340712915530382	1	1
FSTL5	0.007399669442120366	0.0073635805925142146	3	2	0.6321873026898882	1	0.8333333333333334
RPS6KA1	0.03246073060214854	0.004647923941380625	3	1	-0.6313241640746063	1	0.8333333333333334
LOC113265056	0.016075455217125407	0.12018398130321563	4	0	-0.6310487831513798	1	0.8333333333333334
BMPER	0.030956473448590503	1	6	0	0.6301492676645568	1	0.8333333333333334
ADRA2A	0.048799391344713325	0	2	2	-0.6299059605372848	1	0.8333333333333334
CDK6	0.006114770089740619	1.5553174519618843e-4	4	1	-0.6287634232362143	1	1
RRM2B	0.04094232698967713	0.01805795774199199	3	1	0.6273239053530962	1	1
TAMM41	0.027818041979275406	1	3	0	-0.6259046087960619	1	0.8333333333333334
REEP5	3.7009025246909043e-16	3.398233224920104e-16	4	2	0.6251169868365728	1	1
MEOX1	0.033091556459896074	1	3	0	-0.6247275622525372	0.8333333333333334	0.5
PMF1_BGLAP	0.010394386450325716	0	2	2	-0.6227207911135646	1	1
PPWD1	0.0018128703941214727	2.9715393281728682e-5	6	2	0.6222723584473892	1	1
RASA2	0.03382778950378488	0	2	2	0.6195895642289515	1	1
FN3KRP	0.006114770089740619	7.097669059608356e-4	3	2	0.6180224076581247	1	1
EXOC4	0.023968620144764505	0.024738960297486547	4	1	0.615473234560824	1	1
POLA2	1.2612266317079754e-4	6.23780584867987e-4	5	1	0.6142599886526576	1	1
COBL	1.4169141739096886e-9	8.220186231585562e-8	7	2	0.6142076981566683	1	1
MTM1	4.101486234896681e-4	1	6	0	0.6139173915383379	1	0.8333333333333334
RELL1	7.950515730077383e-5	1.9574900833082526e-4	5	3	0.6125121541556556	1	1
NXT2	0.01386149164118454	0.073725765478133	6	0	0.6117460231654563	1	0.8333333333333334
SLC43A3	0.004180362467238463	2.974022839717019e-5	6	1	0.6104081210714798	1	1
POLR3E	2.7357973332469623e-6	0.001531757360405418	6	2	0.6101557638942708	1	1
TMEM268	3.657492692840889e-5	7.240632623265558e-6	4	2	0.6072019456374597	1	1
MRPS27	6.627452039234961e-5	2.649494304693101e-7	9	2	-0.6053819777929349	1	1
SOD2	0.012401375537514261	0.004548705852025214	4	1	0.6044824667897284	1	1
LOC113261110_TMEM30A	4.880801519855088e-5	2.7581088284707065e-5	3	2	0.6008218116061801	1	1
IRF4	0.012218398141811894	1	3	0	-0.5986155976458161	1	1
MAD2L1BP	0.003652323462858854	0.574633762997815	5	0	0.5981585665455318	1	1
SLC35A3	0.004570720827678637	1.4313340338773845e-4	4	1	0.5963141815304557	1	1
ABRAXAS2	0.007798080113983871	0.0020573257819928065	4	1	0.5962130390772236	1	1
DLC1	4.632558308114237e-21	1.583487006459018e-20	6	2	0.5961813015411377	1	1
LOC113246636	0.0033764482967996957	2.8355219879936625e-4	3	1	0.5952415043714985	1	1
NOTCH4	0.004647206158174276	0	2	2	0.5940414272374528	1	1
USP9X	7.393791103371051e-6	1.949241109793667e-4	6	2	-0.5911508722991486	1	1
UBE2F	0.0024131102911219156	5.261949328562795e-4	3	1	0.5892362292084231	1	1
MFHAS1	7.49985961327963e-4	3.4597927823140916e-4	4	2	0.5873320658288275	1	1
HSPB11	4.8815057853124566e-4	1.8350728894278966e-4	5	2	0.5865067833235621	1	1
ATP7B	0.012464897147729723	0.00655371628548969	3	1	0.5859619211209968	1	1
WBP1L	0.0019028712261124603	0.003962924467363004	3	2	0.5859298174830051	1	1
ECD	0.016133249925202185	0.007452138444526545	7	1	0.5850497364146852	1	1
HERPUD1	2.146394412130531e-4	3.313931863972993e-5	10	1	0.5804369771895672	1	1
LOC113254111	0.0365921433178425	0.09111390958726076	5	0	0.5778689273554168	1	1
RCN1	3.4562894980889574e-11	7.717689379103502e-9	3	2	0.5776524341517271	1	1
IL15	0.02540943622330161	1	9	0	0.5774543232981215	1	0.6666666666666666
LOC113246566	4.33487677182249e-4	0	2	2	-0.5758843242237646	1	1
FBXL17	5.584746966708128e-4	0.0076162832390122	4	2	0.5751874929770882	1	1
LOC113270104	0.02449355118486088	0.7989684557648864	6	0	0.5746294823510503	1	0.6666666666666666
LOC113261605	0.040590947381168974	0.027216037763486505	3	1	-0.5727022965667379	1	1
LACTB2	7.751510170039926e-5	0.38683635487554	6	0	0.5721159270605588	1	1
MYO7A	0.03441769461959555	0.41472174570474557	5	0	0.5711536236079786	1	0.8333333333333334
FARS2	0.013458023438341814	8.30501460560495e-4	6	1	0.5710846170974542	1	1
PDE1C	0.0020681376303810684	5.334382089911165e-4	4	2	-0.5689106674474529	1	1
CCDC43	0.004004488343120629	6.78492112981992e-5	8	1	0.5674235334371863	1	1
COIL	0.0034662816360754647	8.170108430717429e-4	5	1	0.5658026918638195	1	1
HOPX	0.0016088555650347414	1.045994332960439e-4	3	2	-0.5654922136630236	1	1
SESN1	1.519088618537796e-7	0.12250397154112326	10	0	0.5653866229411204	1	1
RNF145	3.516494063665199e-5	9.775455620566512e-6	5	2	-0.5637914553458279	1	1
MAD2L1	0.015704262058599823	0.0026855108049657988	4	2	-0.5633793843567422	1	1
MFSD14A	1.400972640640919e-5	2.133104176240636e-7	8	1	0.5624320202723232	1	1
ITFG2	0.045016406405880345	0.046539200451216615	6	1	0.5614982735455156	1	0.8333333333333334
ZNF165	0.014605955368317528	0.07502764425145535	3	0	0.5611721115639471	1	1
C4BPA	0.004523083755174136	0.08794268199159429	9	0	0.5584692835769686	1	0.8333333333333334
SDHAF2	0.0031532545842091263	0.0024849454799054974	5	1	-0.557554499382198	1	1
MTCL1	0.011826688412530862	0	2	2	0.5562398495174692	1	1
PLAA	0.0036844954180638764	4.1383369130158434e-4	5	2	0.5557720941671004	1	1
ADGRA3	4.493744005032459e-4	0	2	2	-0.5557080917477862	1	1
PRKAR2B	0.024138700974554568	0.15207114484371984	3	0	0.5550431213033933	1	0.8333333333333334
ANKRD33B	0.02107589000386449	0	2	2	0.5547725116440254	1	1
OTUD6B	3.452501301936078e-5	3.4236411421935415e-5	8	1	0.5536955147048259	1	1
ABI2	0.012464897147729723	0.4607863887023015	5	0	-0.5535514214998843	1	1
IARS	7.924449001569472e-5	0.08254691964278003	9	0	0.5527061910429054	1	1
LOC113257856	0.026064237766477063	0.29099065642504324	4	0	-0.552200468051026	1	1
BARD1	0.04416878260828447	0	2	2	0.5510190893787024	1	1
BMP4	0.016226585614977224	0.0035194523827827514	5	2	-0.5509207488256731	1	1
DDX52	0.003524085452079341	1.0363292523214512e-4	8	1	0.5498286143139715	1	1
FECH	0.035553459502455975	0.021099329538825002	6	1	0.5489102106500671	1	1
LOC113250780	3.044569449925552e-4	3.3600693631478705e-6	4	1	0.5472904584554432	1	1
LOC113243631	0.0051593560226706895	0.8245274371155062	5	0	0.5458013058965355	1	0.6666666666666666
SLC15A1	0.010877583282667596	0.00683856715023117	3	2	0.542752885578896	1	1
TTBK2	9.497072854857899e-5	5.760813689627086e-4	3	1	-0.5421522981653928	1	1
PMM2	0.023490271915424965	0.06254387677710357	3	0	0.5420319068194144	1	1
COBLL1	6.730740115161647e-5	0.0016482565372386813	10	1	-0.5406530596546172	1	1
RBL1	3.5318177373116167e-6	4.128610721926282e-5	4	2	0.5404216784150006	1	1
DDX47	1.5723734451631572e-9	0.004240083766240962	7	1	0.5402562015643384	1	1
NINL	0.017941356507316625	0.0018503110134245832	6	1	0.5394301091036727	1	1
RBM23	5.606170254301483e-7	0.05352624115637737	8	0	0.5389527012171321	1	1
FAM210B	0.004276091657647729	0	2	2	0.5381670293532378	1	1
TMCC3	0.014992176357890947	0.23743432633082542	6	0	-0.5377644161441638	1	1
GEM	0.04249468287362136	0.04674812907885579	3	1	0.5353757977571851	1	1
PPP2CA	2.1370427420035644e-8	2.7557124726317254e-12	6	2	0.5353097482815664	1	1
TRIM13	0.002854887771216053	0.2115104514306216	3	0	0.5344767017148591	1	1
NARF	0.04424393685955576	0.011685394085899246	5	1	0.5334451315575375	1	1
CNTRL	0.004523083755174136	0.3054941232942339	8	0	-0.5318683293004872	1	1
MAPRE1	0.03442178090757215	0.024709748473920292	5	1	0.5314523103772428	1	1
FHL1	0.00027358677510571613	3.730271864399908e-4	8	2	0.5313687915169116	1	1
PDZK1	0.04489106687284346	1	5	0	-0.5304360540145628	1	1
BAG5	0.0025574765302070293	2.9030030661711197e-4	3	1	0.5295932655179445	1	1
RHEB	8.463813149273803e-11	1.0357675031205215e-13	5	2	0.5292660356405774	1	1
PLEKHA1	0.012646709243615708	1.6436163067433946e-4	9	1	0.5288096700222353	1	1
SDCBP	4.602156576918359e-30	3.505900296552845e-4	7	3	0.52712939230146	1	1
C5	5.801186613213808e-5	2.768818089404589e-4	7	1	-0.526891072909512	1	1
CRYBG3	0.013652380041387916	0.010136870539272369	4	2	0.526397407038471	1	1
RMC1	0.011575276957044788	0.049230713611055736	7	1	0.5262858326971547	1	1
DIPK1A	0.02167174512660724	0.0034943555316870574	3	1	-0.5260870343303667	1	1
LOC113240853	0.023621550559065712	0.0032901031569970746	3	1	0.5246784262230868	1	1
SPRED2	0.0016462933558491052	1.7919380103720785e-4	3	1	0.5243658685870132	1	1
CARNS1	0.03282159764430641	0.13492191270695633	4	0	-0.5228464609763039	1	1
TLR6	0.031519008458685625	0.07545813141542619	5	0	-0.5219522450647461	1	1
LOC113242410	0.03651279570108986	0.024814139096403162	3	1	-0.5208958768762445	1	1
GCFC2	4.978070082001787e-4	0.12164179675507375	5	0	0.5203739398755498	1	1
AGAP1	6.648113011420297e-4	1.0657927542568627e-4	5	1	0.5201454729568857	1	1
MSS51	0.04825337314315606	1	5	0	0.5188535586325594	1	0.8333333333333334
PROS1	1.0106339857354052e-4	4.600143410230905e-5	5	2	0.5174824951088254	1	1
ABLIM3	5.3470759437035054e-6	2.0357047365967268e-7	8	1	0.515802897459519	1	1
CLEC1A	0.007680961617447795	0.014544963201891952	3	1	-0.5157119329663897	1	1
IFRD1	0.012159596586635107	0.0035092499082895992	5	1	0.5153355172678613	1	1
CREBZF	2.494760108466477e-4	4.8136546642027936e-5	7	1	-0.515266610876452	1	1
VANGL1	0.00623822466228099	0.12273325225588301	4	0	0.5143694495623236	1	1
LOC113245319	2.0307138661790902e-10	1.605110057875249e-12	6	2	-0.513593147371978	1	1
BHLHE40	5.074283923743378e-6	3.726471523065086e-8	5	1	0.5134259237093451	1	1
VPS39	0.0011718863545833833	0.0010452496682025359	11	1	0.512298161200582	1	1
PIGM	0.00992843461973021	0.48082729601783863	3	0	0.5122385191960531	1	1
CDK19	0.01926870581174993	0	2	2	0.5113318375379577	1	1
KLHL8	3.726334404838887e-8	1.7722651888095022e-5	6	2	-0.5096688235307031	1	1
DRG1	1.3407298274065166e-4	5.243143396295019e-7	6	1	0.5090937777502351	1	1
MCUB	0.018623272422467942	0.03431479244524775	4	1	0.5090653119058791	1	1
MFSD11	1.1884918146673263e-6	5.684477919559733e-7	9	1	0.5082917544521617	1	1
CYTB	4.235343072344514e-5	2.702079017402666e-6	3	2	0.5075367917791498	1	1
LOC113246294	0.03719079390337673	0	2	2	-0.5073526468104206	1	1
CD58	1.627946469527909e-5	1.4191842946133846e-7	5	1	0.5061066623593455	1	1
MAN1A1	0.040141902105197316	0.005843265516548083	5	1	-0.5056172485444008	1	1
APOB	0.040313692930545014	1	5	0	0.5054683514516771	0.8333333333333334	0.3333333333333333
MED16	3.9915949904030935e-4	0.004044956701714817	12	1	0.5047384561948136	1	1
DLST	0.006960773451183761	3.3263744382666427e-4	8	1	0.5045994191398394	1	1
PTS	3.2807266075977556e-4	0.09707889406105061	8	0	0.5045312599546478	1	0.8333333333333334
SCML1	0.0133256082885585	1	5	0	-0.5037327200324156	1	1
VPS33B	9.822023495263041e-4	0.10803022399423703	8	0	0.5035716822287339	1	1
LOC113250766	0.0430851067308192	1	3	0	0.5030887256941027	1	1
SDC2	9.523681107244137e-7	1.0233489385428668e-7	3	2	0.5019084432253941	1	1
CPT1A	0.006726633145223654	0.016514018569369685	5	2	0.5016302677083075	1	1
RFK	2.2640585646983158e-4	9.759279998643155e-6	5	1	0.5008857121941005	1	1
PCSK5	0.003036960542033416	0	2	2	-0.4999972401508294	1	1
LOC113268718	5.678861305002753e-7	0.008662065399002493	5	1	0.4980025627365419	1	1
TMEM63B	0.03486682579979909	1	7	0	0.49798995186359957	1	1
WDR86	0.02476302221653022	0.06534582487041338	4	0	0.49577512870506746	1	1
FYB1	0.03967413597185686	0.00908769134419294	3	1	0.4956810104680338	1	1
CSGALNACT1	0.014521140421418529	0.014225380035497235	3	1	0.4953099844790962	1	1
MBNL2	1.2234846367426988e-8	8.484462900486741e-11	12	1	0.4950726804187632	1	1
ZC3HAV1	0.010036244909309202	0	2	2	0.4938236439573631	1	1
YPEL5	1.2438729147143563e-7	1.1807778000070855e-5	7	2	0.49318920343047207	1	1
SHPRH	0.0023170240341547064	0.010532690756119872	7	1	0.492846141382589	1	1
AP5M1	1.567082749142784e-4	2.654023064948838e-4	5	2	0.4926690518895804	1	1
MPEG1	0.023264555463129787	0.01207046706006584	3	1	-0.492604052452143	1	1
STXBP1	1.363191514938165e-5	1.3815452325263917e-7	7	2	0.49144009251293574	1	1
SLC31A1	0.0016462933558491052	0	2	2	-0.49047136871669145	1	1
LSP1	4.437054970578402e-12	3.614645112901033e-10	5	2	0.48849904614663014	1	1
SLAIN2	2.5998442366647215e-11	1.7908519203412926e-7	6	2	0.48842909308756366	1	1
PLEKHA5	0.021293017694748128	0.040769021366301075	8	1	-0.48831027633632307	1	1
MYH11	3.726334404838887e-8	1.176954118315773e-4	5	2	0.4868987702255628	1	1
DEPTOR	0.0025218945164243987	2.8948475274127156e-4	3	2	0.48658696080497793	1	1
TBK1	6.737901400511215e-4	0.05036520404582955	6	0	0.48546723905340256	1	0.8333333333333334
ABHD11	0.020169248133862182	0.11247519524839965	3	0	-0.48445678055002567	1	1
TNIK	1.0533729435702731e-6	0.0052209581519225366	7	1	0.48414916468430635	1	1
MRC1	0.006960773451183761	0.0017046833450395228	3	2	0.48311685279175676	1	1
AXIN1	0.002113037187175897	0.006282863300987591	4	2	0.4823694067157024	1	1
NCOA6	0.019342540542681908	0.3349872326372323	7	0	-0.481838319732993	1	1
CCDC141	0.018856524605673664	0.005791114890170172	9	1	0.481557120920274	1	1
ZNF304	0.019371293501347368	0.0013628872582821005	4	1	-0.4812498891221083	1	1
UBFD1	0.00172181988799157	0.0010210817264284461	7	1	-0.48069298583398107	1	1
PKN1	0.011920099033810784	0.0019422351016501074	3	2	-0.48011761224405525	1	1
ARHGAP10	4.6705672249167014e-7	5.2632743206894236e-9	5	2	-0.4798528717321125	1	1
SDC1	0.015716076957711038	0	2	2	0.47977135469477716	1	1
EIF2AK4	0.009503065758844163	0.006058838914252146	5	1	0.4796791405466186	1	1
WDR20	0.0015464549372399064	0.13576822674663744	10	0	0.47946964100396744	1	1
TCF21	4.2142572407266e-7	6.288974377488077e-9	3	2	0.47874194118466307	1	1
ANXA4	4.449218689548945e-5	3.7708640943980836e-6	10	1	0.4783684828462248	1	1
ERI2	1.641234700158728e-24	4.448699710758018e-5	8	1	0.4782304069756921	1	1
NEDD9	0.04583859053970094	0.018031830938269905	5	2	0.4776481744459698	1	1
ALKBH5	8.721673947497377e-5	2.6124714843277433e-5	3	1	0.47745027138495033	1	1
PPP2R5A	4.538391144979558e-8	7.515349005945314e-5	6	1	0.47735000842175285	1	1
LBR	1.1090076097548766e-4	1.426785588402449e-4	8	1	0.47731936420416254	1	0.8333333333333334
AKAP7	0.0035068749145082396	0.013717283018804616	7	1	0.476408113908346	1	1
CCDC12	0.021265642228060738	0.047161675217113716	4	1	0.47614628651702995	1	1
S100A16	0.0013263393990124476	0	2	2	-0.4761248511282935	1	1
SEC22B	6.07056697877898e-6	5.385104781970067e-7	7	2	0.4757765362489165	1	1
EFR3A	4.381893001226774e-5	5.574969469820861e-6	8	1	0.47540405901627203	1	1
DIABLO	0.00992843461973021	0.006676261015705973	7	1	0.4751317916316615	1	1
ITGB6	7.154468622726484e-7	4.5464727119360216e-5	5	2	-0.4749628035433104	1	1
UBE2V2	5.9477043740307725e-6	1.1982771183822315e-6	3	2	0.4743413943564229	1	1
LOX	0.009913972387279806	8.21622569422557e-4	3	2	-0.47416197388030923	1	1
PKP2	0.004733583342844509	0.007804161656708226	3	1	-0.47365554642111846	1	1
THY1	0.04264666870696905	0.03214274646558799	3	1	0.4735487745611384	1	1
ARHGAP5	2.7436237886595822e-8	6.118921556679602e-10	3	2	0.47342770773709403	1	1
TMEM65	4.200523958645794e-4	0	2	2	-0.4734071899408244	1	1
CISD1	0.008197087897384584	9.205443343401697e-4	3	2	0.47329243123961223	1	1
MED6	3.516494063665199e-5	1.4445471244916544e-5	9	1	0.47303902920003726	1	1
BAG1	9.646123533152098e-5	0	2	2	-0.47161004444170207	1	1
HNRNPH1	2.063696068598123e-18	1.1690311333729683e-14	8	2	0.471277782826851	1	1
ADAP2	0.0033059599889342186	0.026731353311787467	5	1	-0.47067953916903793	1	1
AGPS	1.4884086461802353e-8	6.211126885761045e-6	6	2	0.47059936387283413	1	1
PIGR	0.002439274592677927	8.367282168121728e-4	5	2	-0.47051038279917806	1	1
DPYS	0.0072849283369708214	0.018352469941084727	5	2	0.4704531799290895	1	1
PAWR	9.721788103824942e-10	1.0247769705785838e-7	4	3	-0.4701363652127398	1	1
STARD3NL	4.2206950044354874e-5	3.378845797021801e-7	4	1	0.46984358190829534	1	1
ACLY	0.020906131873337248	8.840553648265958e-4	12	1	0.46931022717787296	1	1
ATAT1	0.013294130411201427	0.0013512384066513903	9	1	0.46798596510348117	1	1
ARRB2	0.015166504033334713	0.21836224179377173	8	0	0.46727680307911706	1	1
RALA	0.008733067358075284	0.026300399577968283	5	1	0.46586273567771047	1	1
LOC113248437	0.02746614065712667	0.00476676575627622	5	1	0.4651721137144529	1	1
PLAT	5.624215627326796e-4	1.7958634535802532e-4	3	2	0.4648414558987347	1	1
TPCN2	0.007011013392712384	0.02139919850885127	10	1	0.46376427211581367	1	1
R3HCC1L	8.519099847858017e-5	1	11	0	0.4636912907834072	1	1
SF3B3	7.122544075214602e-4	9.398542195738196e-6	4	2	0.4628155927309279	1	1
PRMT7	2.5799260461579843e-5	0.001118948032859843	11	1	0.4622255432800785	1	1
RAD17	0.022361039785755623	0.007224207193617554	11	1	0.46186200359575236	1	1
RAPGEF4	0.0025574765302070293	5.421700774092268e-4	6	1	0.461735393441277	1	1
ELOVL1	0.010624893611472397	0.3538226398621417	7	0	0.4616470483242846	1	1
SMOX	0.03339281859540263	1	6	0	0.46155403587523103	1	0.8333333333333334
LOC113270876	0.021396311004166238	0.12667513805430305	6	0	0.4613082170367394	1	1
SCFD1	1.4015226742030037e-10	0.6530786207395355	9	0	0.46113524321888905	1	1
ERRFI1	0.04287905996568842	0.03345154465784984	3	1	0.4606478195984786	1	1
LOC113251245	2.7046756907609745e-8	1	11	0	0.46046059872671274	1	1
DOP1B	0.013984407269078913	0.030039690319646685	4	1	0.4602549416649854	1	1
ELOVL5	3.868397744519173e-6	3.2405831635039505e-5	16	1	0.4598485115777431	1	1
ZBTB41	0.0022907925240148314	0.003589947464450008	3	1	0.45943634313815584	1	1
PFKFB3	2.906507564040992e-7	1.0828787306852609e-7	11	1	0.4588327279423668	1	1
LOC113256813	0.007603530981051018	0.7548612087678856	6	0	0.4587160409139986	1	1
MAP1LC3B	6.425921148917782e-10	7.339315912910836e-10	4	2	0.4572931221241452	1	1
TPRKB	0.006960773451183761	0.003120176037703393	4	2	0.4561746820176673	1	1
COL12A1	1.1935007421382403e-12	2.5567289203756823e-6	8	2	0.4559193314975569	1	1
MYCBP	0.044175939654026865	0	2	2	0.45504064311618175	1	1
PRKCD	0.017475200275148706	0.005471590587751758	3	2	-0.4542847108365439	1	1
DUSP19	1.9168663151062452e-4	0.013643228650116608	3	1	-0.4540903283835187	1	1
LAMP1	2.3965194065414189e-4	1.134379349193543e-5	5	1	0.4540793917697133	1	1
ERMP1	0.014933746762727797	0	2	2	-0.45398015211843556	1	1
SRGAP1	0.005365854855867742	0.0010279837186745852	5	1	0.4538391107311138	1	1
TFRC	0.024668095555807578	0.020821324742610753	7	1	0.45374482969466035	1	1
