gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Ventricle)	pct_gene_expr	max_pct_tx_expr
SLC45A3	0.03289294599470483	0.0055626651998662196	6	1	0.7957289165945448	1	0.8333333333333334
MTMR1	2.992044414903637e-5	0.49836848882885165	5	0	0.7954597667178189	1	0.6666666666666666
RTL6	0.001601508061547911	0	2	2	0.7946756693923475	1	1
HEATR1	0.021309400335420562	0.008323919143119321	3	1	-0.7938016505641415	1	1
TICAM1	0.03204737863873625	0	2	2	0.7913320990566691	1	0.6666666666666666
LMOD3	0.002035143890239465	0.18417816131852033	3	0	-0.7912924047335951	1	1
HMGN3	5.167511855064308e-6	1.1623602458423662e-6	6	1	-0.7906316344075704	1	1
IMPDH1	7.943010039105098e-8	3.1672331452306955e-8	6	1	-0.7858631486933785	1	1
R3HCC1	1.4412257266267994e-4	5.027735772172197e-4	6	1	-0.7842059467521549	1	1
MBD6	0.014647216639509223	0.013174577211971532	3	1	-0.7803389740119742	1	0.6666666666666666
MEGF10	0.016005349070387524	0.0188526296325049	4	1	0.7784091111017906	1	0.5
ENTPD6	0.0024405520146766253	0.006495693247675152	6	1	-0.7731475390462552	1	0.8333333333333334
PMEPA1	0.01301197352531737	0.077652520642623	4	0	0.7708757557026952	1	0.5
NEBL	5.231575080536803e-52	5.259131859366312e-52	3	2	-0.7676805292737974	1	1
LOC113249678	0.0026898929018004157	0.013954328006649837	5	1	-0.7627816130438941	1	0.8333333333333334
TTC12	0.007100461189321685	0.006630204726788276	6	1	-0.7612895614466771	1	1
DNAJC13	5.590740449053312e-6	0.026954214911781408	6	1	-0.7534178823962122	1	0.6666666666666666
NCMAP	0.004730779592964733	0.009872374111873831	3	1	-0.7492296249129363	1	0.8333333333333334
OCLN	0.004830141512162052	6.810268682620015e-4	3	1	-0.7490008894950196	1	1
JOSD1	0.02079925650755506	0.0068131652299198405	3	1	-0.7489991018369084	1	1
SLC2A3	0.0023831096665807333	0	2	2	-0.7445932671832584	1	0.8333333333333334
LOC113263131	0.039184514071316096	0	2	2	0.7444153439824407	1	0.8333333333333334
LRRC2	2.938457502974784e-4	1	12	0	0.744193078567009	1	0.8333333333333334
EVC2	0.0077621786665902906	0.09400656310734837	5	0	-0.7431968300817947	1	0.8333333333333334
MEF2D	0.022823042459559326	0.03242162268687428	4	1	-0.7431866022197002	1	0.8333333333333334
FAXC	0.009836601508796417	0.0076447394191906225	3	1	0.7418118211722894	1	1
NCAM1	6.261282467052858e-8	3.2106971638404634e-8	4	3	0.7410949836324983	1	1
SLC19A1	5.155559677559261e-4	1	9	0	-0.7395975175227825	1	0.6666666666666666
SH3BGRL2	0.002469951616487591	0.01345021312428302	4	1	0.7395115514595708	1	0.8333333333333334
PCDH7	1.8385387810260942e-21	4.804640253753421e-24	3	2	0.7391858686689267	1	1
ALKBH3	4.250146878308707e-7	3.724186671362189e-8	6	2	-0.7376048864119142	1	1
LOC113246148	1.754779166420299e-4	0	2	2	-0.7349847000301932	1	1
WDR90	0.0034136968367580655	0.007453460892903361	9	1	-0.7338589184107771	1	0.6666666666666666
FKBP14	0.03704923256578415	0	2	2	0.7319189332584821	1	0.8333333333333334
KDM4A	1.042719072511347e-5	0.0060695069432095345	6	1	-0.730992356327375	1	0.8333333333333334
KIF1B	8.104295444868503e-27	6.039917980043926e-19	4	2	0.7309444838139674	1	1
CARM1	7.351977553384808e-5	3.466196505587443e-5	3	1	-0.7308457392376446	1	0.8333333333333334
CAMKK1	0.014647216639509223	0.03078094708252345	4	1	-0.7270228066722324	1	0.8333333333333334
SPPL2A	7.249963935504801e-10	6.901760989633027e-11	3	2	-0.7248019694822481	1	1
ASB2	0.024658956822292032	0.3763635114766517	5	0	-0.7238610657663028	1	0.8333333333333334
IDH3B	9.364226107303241e-12	2.027316878289294e-7	7	1	-0.7224861006939207	1	1
SH3PXD2A	0.0062404139681703835	0.0019141923734380226	3	1	0.7220340357678077	1	1
CRNKL1_LOC113258304	0.028737516272074826	0	2	2	0.720282139212326	1	1
PPP1R3F	0.0270460069734022	0	2	2	-0.7193697504441579	1	0.8333333333333334
NAALAD2	0.02041395984692125	1	3	0	-0.7187185318764272	1	0.6666666666666666
FAN1	1.2227651461956696e-6	1.4104509446836918e-4	9	1	-0.7168633946802949	1	1
LOC113245579	0.017697938175492305	0.06604474656695747	3	0	-0.7162139509891129	1	1
SOCS7	0.0011874546058503268	2.648842179112452e-4	3	1	-0.715725750530292	1	1
PFN2	1.892611112729297e-5	0	2	2	0.714497192538651	1	1
SYNGR1	4.901522051894373e-4	0	2	2	0.7125436291143766	1	1
MOB3A	0.02788385162690953	0	2	2	-0.7119288754898693	1	1
PKM	2.2310804138015916e-38	1.7574846169844999e-41	3	2	0.711142155903526	1	1
STAP2	0.020404160892179765	0.007567679538822632	3	1	-0.7105269069532574	1	0.8333333333333334
PHKB	8.414228715273993e-9	6.497399297671478e-7	6	2	0.7083037357111596	1	0.8333333333333334
CERS5	2.5791888245879258e-5	0.23218909898898157	7	0	-0.7076840769755944	1	0.6666666666666666
ELMO1	2.727537832530941e-5	1	10	0	-0.7067174169695738	1	0.6666666666666666
IGSF8	0.02576312034344706	0	2	2	0.7058578533616595	1	0.8333333333333334
MAP3K8	0.014710719074882075	0.04321023370997029	5	1	-0.7052796180980583	1	0.8333333333333334
ENO3	0.0014749022086893106	0.0013390461299668352	6	2	-0.7031312118541524	1	1
ITGB1BP2	1.847659484060818e-4	0.4655850847654193	4	0	-0.700732502253736	1	1
SYNPO	5.634858557317825e-4	5.480666701418211e-5	5	2	0.7005214376636872	1	1
LOC113259202	0.03724814936824585	0	2	2	0.6996238387748609	1	0.8333333333333334
REPIN1	0.003874575565363932	0.0027312028825097695	4	1	-0.6980504499437272	1	1
SEC22C	0.028660041600171597	0.0084283097384476955	3	1	-0.6958176894681622	1	1
EXOC7	1.9954590991729115e-7	3.665175650932024e-8	9	2	-0.695556078741076	1	0.8333333333333334
SEMA4D	5.739961024499699e-4	4.154998643071108e-5	3	2	0.6946223959217948	1	1
MED22	0.0015582982019604593	0.0019050121880814109	5	1	-0.6940704905617051	1	0.8333333333333334
IFT20	6.42889190635338e-5	3.6835432308336815e-5	3	1	-0.6936878917019487	1	1
LAMA3	0.0012692945679828893	0.005653020216351543	5	1	-0.6896948517935618	1	1
SLC39A8	4.4851826951801423e-5	0.003943978073818235	4	1	-0.6895057944789666	1	0.8333333333333334
STK24	5.518878206105251e-4	0	2	2	-0.686532558367357	1	1
LOC113243316	0.029944015256271817	0.16616914654786596	3	0	-0.686510948672121	1	0.8333333333333334
TOM1L2	6.450196547808308e-7	8.535323310431191e-7	4	2	-0.685396478285206	1	1
CCDC50	7.4393843430607585e-6	0	2	2	-0.6852125468660499	1	1
CPT1A	1.2480598744110762e-5	1.3006084508009803e-5	6	2	-0.68519919327495	1	1
STX10	0.0025382665011897893	0.07231575540468199	6	0	-0.6837335817455195	1	0.8333333333333334
PLEKHA4	0.0031554013288501406	0.18786087880288202	6	0	-0.6816806073599442	1	0.8333333333333334
ZC3H18	0.0014464612475530842	0.004121670664590105	4	1	-0.6803754675775017	1	1
NSFL1C	4.509141105827369e-4	5.351638108724394e-5	3	2	-0.6788786628621732	1	1
CCNDBP1	0.00208373153282408	0.002686463146817574	5	1	-0.6784014000616954	1	1
PDE4D	6.047290208082625e-13	5.448508902125529e-11	6	2	0.6764129891332336	1	1
DESI2	0.02436236837466324	0.0442063881304165	3	1	-0.6761045597010984	1	1
LEPR	0.04625346825153682	0.15122112620926137	8	0	-0.6733199189733816	1	0.8333333333333334
HSPB2	0.0054247698006275	0	2	2	0.6716987333991347	1	1
ASTE1	0.028399069192944815	0.04638888773176417	6	1	0.6712827307114183	1	0.8333333333333334
DIPK2B	0.013490379790836981	0	2	2	0.6707036960006038	1	0.8333333333333334
LOC113248649	0.0062194728593813154	0.010259524228740234	3	1	-0.6701698587371934	1	1
DDR1	2.6137099770775282e-6	0.02922845822633671	7	1	-0.6696624778175327	1	0.8333333333333334
ACPP	0.013288139331362955	0.0029591733944248455	5	1	-0.6696477728661743	1	0.6666666666666666
TMEM87B	0.008236623337546548	0	2	2	-0.6694214813065725	1	1
SEMA4F	0.04248912603905294	0.0534108935497162	4	0	-0.6690658502654078	1	0.8333333333333334
MPI	0.006018935444949637	0.030887658878734427	6	1	-0.668713915865886	1	0.8333333333333334
ALG13	0.0015059352580019526	0.0011792620843503888	4	1	-0.6684597419918277	1	1
SGSM2	0.03289294599470483	0.06795288873787109	3	0	-0.6675425745069857	1	1
CCT8	1.1964387470407882e-20	9.073479257461059e-13	5	3	-0.6675297919748738	1	1
TBC1D4	0.005007439757984923	0.006733409112538868	5	2	0.6671737350895489	1	0.8333333333333334
TLE3	0.04144042923875494	0.00860765598139946	7	1	-0.6670086515562819	1	1
LRRFIP1	1.982750696755693e-17	7.999500615170613e-16	8	2	-0.6659427953029745	1	1
EIF2D	1.9833641916056838e-6	1.1509887821551392e-6	5	1	-0.6640863607315187	1	1
THBS3	0.002414247688611313	1	11	0	-0.6628946812067882	1	0.5
CHPF	0.019926516401522033	0.0985479630617395	3	0	-0.6614118655167853	1	0.8333333333333334
GFPT1	1.0131808692721326e-8	5.2696756310841125e-9	3	3	-0.6611504471237707	1	1
PDE5A	0.0026777405495141933	0.45726330121309605	4	0	-0.6606288399018871	1	1
TMEM135_LOC113269409	0.0012247530352244302	1.4715429230302096e-4	3	1	-0.6579110282640714	1	0.8333333333333334
HSPB3	0.017831143953465474	0	2	2	0.6571300009820782	1	1
FAIM	0.002044084813888661	0.050900605283916794	5	0	-0.6540402475837478	1	0.8333333333333334
LPAR1	0.003329662499159382	0.1467180955199874	5	0	-0.6531825847924569	1	0.8333333333333334
PRIMPOL	9.823092954490947e-5	0.002637382715987419	5	1	-0.6517009421556355	1	1
YPEL5	0.0010612809973838003	8.242618538256314e-5	5	2	-0.6510002457672532	1	1
NBL1	8.357339200220415e-4	0	2	2	0.6460686539372714	1	1
ANXA7	5.192494859485859e-10	4.9616994078474206e-8	7	2	-0.6452131205820278	1	1
DDX49	0.003430924373646174	0	2	2	0.6450324751686707	1	0.8333333333333334
MSI2	1.1873775505486093e-4	1.5148308241894475e-5	6	1	-0.6442824198550505	1	1
DPF2	0.022026582142038616	0.0441200309625939	5	1	-0.6397936448266949	1	1
ARF3	5.732930344859544e-8	3.7740455791242434e-10	3	2	0.6373787029310527	1	1
SH3D19	0.0019483117215351514	0.00445842798827525	6	1	-0.6371298353127004	1	1
WDR7	0.0021072980980295316	0	2	2	-0.6360771835559921	1	1
CASKIN2	0.04940769832178122	1	7	0	-0.6357118004722702	1	1
ZBTB17	0.017528472569966914	0.01587519565803934	5	1	-0.6349357275181365	1	1
CEP170B	2.4609326255162078e-5	0	2	2	-0.6326114510793142	1	1
TRMT1L	0.04260040989808719	0.5938779022392208	4	0	0.6325763327137792	1	0.8333333333333334
TMEM250	0.028779716873168788	0.0063501620316377535	3	2	0.6286027339001552	1	1
FES	0.0014814704110485684	1	5	0	-0.6276448009552638	1	0.8333333333333334
PPP1R16A_GPT	0.04355963232311951	0.32841562171364297	4	0	-0.625224015786975	1	0.8333333333333334
TRIM2	0.004446896143996697	0.0028029528312655642	3	2	-0.6252140421989896	1	1
PERM1	1.1557784049053108e-4	0.004820196542201599	6	2	0.6246440263967841	1	0.8333333333333334
SS18	0.02837951845738337	0.049481826602412723	7	1	-0.6242780721437674	1	0.8333333333333334
TXNL1	1.1596531886109734e-23	2.873233439961568e-13	5	2	0.6227521378619261	1	1
APBB2	0.010439157452044254	0.8643377996672147	7	0	0.6224481542183898	1	0.6666666666666666
HRC	5.415791133690558e-59	1.2844867592157703e-25	6	2	0.6197557228361699	1	1
TNRC6B	0.002351786242293977	0.005824172034762693	3	1	-0.619662932967147	1	1
LRRC8C	0.015906557117867513	0.1510949775881343	4	0	0.6174101349562096	1	1
RASEF	0.031489808803603456	0	2	2	-0.6172911111664771	1	1
CFAP44	0.0014066786960487197	1	6	0	0.6172559063602895	1	0.8333333333333334
LOC113264264	0.04335383506428743	0	2	2	-0.6163779073985937	1	1
CORO6	0.011954114756992432	0.03333847944330868	3	1	0.6135399746721705	1	0.8333333333333334
LOC113270472	0.017708865206343884	0.004004606699704618	3	1	-0.6134654905444042	1	0.8333333333333334
DNASE1	5.751735015481787e-7	1	8	0	-0.6134247592309207	1	1
MYLK3	0.0022990833062757885	1.7635695537419449e-4	4	1	-0.6125979018288411	1	1
ZNF280B	0.03584812564895117	0	2	2	0.6125738835496013	1	1
PPP1R3A	3.1150738113338746e-7	7.70885505655786e-5	6	1	0.6115057321936906	1	1
FNDC1	5.230557258872751e-4	0	2	2	0.6110354504959126	1	1
SSH3	0.02704280667564615	0.012476621174571286	9	1	-0.6108435291466723	1	0.8333333333333334
SLC38A10	4.934867412335245e-4	0.0011554005268594977	4	1	-0.6099321699353208	1	1
TUFT1	0.003970186928372751	0.006418956833923498	6	1	-0.6087502317589405	1	1
CCS	0.0011945731272834197	0.001917615484103804	5	1	-0.6086531317976211	1	1
LOC113260369	0.034776782220417975	0.010661694590035523	5	1	-0.6084424338571011	1	1
BPIFC	0.010662308780160298	0	2	2	0.6083292359083409	1	1
NICN1_AMT	0.005637912944506509	0.15763347287727517	14	0	-0.6079745774911103	1	1
POSTN	0.008655769238305591	1	6	0	0.6079326029544776	0.8333333333333334	0.5
ATP2B4	3.4595972647081747e-6	6.767531555811841e-4	8	1	-0.607218503384488	1	1
LTBP3	0.004960830968215443	2.510073957230172e-4	3	1	0.606269164320569	1	1
LOC113259016	0.0029704917540264303	1	4	0	0.604714620760804	1	1
USP39	0.018650547327685823	0.01910729272627465	7	1	-0.6039428735643155	1	0.8333333333333334
ACOT9	0.0015213540558546691	8.384334576909427e-5	5	1	-0.602995165559937	1	1
ASPH	1.8207920705676216e-37	2.141073853608967e-22	10	2	0.6029452385469504	1	1
RITA1	0.02220858757090863	0.6639132065324638	3	0	-0.6025608226345439	1	0.8333333333333334
ACTR3B	0.0025857363568761176	0.6100599195950474	5	0	-0.6017202881785867	1	0.6666666666666666
BRCC3	0.0253863116896507	0	2	2	-0.6011375715280486	1	1
PDLIM7	8.95842457807897e-7	4.186744836657039e-5	10	1	-0.600428935089414	1	1
FLOT1	9.438130889386057e-4	8.515051683638238e-4	8	2	-0.6001092558143879	1	1
PPM1K	0.02353407653217618	0.01357913158861703	7	1	-0.5998084926211118	1	1
FBXW7	1.701022937708854e-4	3.2789180541985103e-5	3	1	0.5994511918851001	1	1
ATP5MC1	2.873831919444287e-10	7.581036448318793e-12	3	2	-0.5972538986408049	1	1
XRCC1	0.002469951616487591	0.45915043016534424	6	0	-0.5943687338342047	1	0.8333333333333334
UBP1	7.734788955390873e-8	0.01670101244631656	4	1	-0.5939907619041058	1	1
NDUFA10	3.41952326612238e-6	0.00387045308415455	10	1	-0.5925615657152	1	1
TEAD1	0.0012365236361440287	0.019751205953293084	5	1	-0.5918129761225475	1	1
RNGTT	9.137393761221753e-4	9.884590209107162e-5	3	2	-0.5904025798539342	1	1
IL1R1	0.0013922926426400124	0.02673915413484578	7	1	-0.5893978407711793	1	1
CDC26	0.031040709124309722	0.43742398361550844	4	0	0.5888514989178825	1	0.6666666666666666
BICRAL	0.030753019359527404	0.7046661754091788	3	0	-0.5886392895685444	1	0.8333333333333334
ACSL1	1.1964387470407882e-20	4.892495936288371e-4	11	1	-0.5882145068199945	1	0.6666666666666666
CEP85L	0.016175610694559493	0	2	2	0.5880082940696082	1	1
GANAB	1.656449027152055e-4	0.6890569419666284	7	0	-0.5870185904937407	1	1
MPZL2	0.003344162563531907	0.04161416149861309	6	1	-0.5852227258658765	1	0.8333333333333334
WDR45	0.014059274239063807	0.01108888710062117	8	1	-0.5850979979668487	1	1
ZNF134	0.018955866090701105	0	2	2	-0.5845880272905516	1	1
PCYT1A	1.2109105297330079e-11	2.4142924273019033e-9	6	3	-0.5843111047322783	1	1
ARHGEF28	0.014685366315356461	0.016456998076925248	3	1	-0.5832520246062218	1	1
FAM107B	0.030620000740485594	0.0478036993367227	3	1	0.5831688375017164	1	1
MYC	0.03996024454151644	0.0166538633615915	3	1	-0.5826961459579261	1	0.8333333333333334
LOC113244055_RBM14	0.02058310352712142	1	5	0	0.580139336001642	1	1
RPL26L1	0.02467440965741087	0.044752176791393	3	1	-0.5789718734139958	1	1
CAMSAP2	9.513894811355487e-6	7.49368595262545e-5	5	2	-0.5788718921827738	1	1
ZNF229	0.020118411011242496	0.03828935580444301	4	1	-0.5787620855901471	1	0.6666666666666666
SLC52A2	0.009557466932338766	1	4	0	-0.5774595464695407	1	0.8333333333333334
CFL2	5.39317347712469e-8	6.488710064304109e-9	6	2	-0.5762589739912646	1	1
DIPK2A	0.027471572008828812	0	2	2	0.5761248477874339	1	0.8333333333333334
GRB2	8.567217174101059e-5	0	2	2	-0.5752977891328314	1	1
AGTPBP1	0.01783469447136328	0.013031903527180538	4	1	-0.5742890951061427	1	1
USP10	0.028226337339745163	0.03156656171883816	8	1	-0.5739927757841994	1	1
MXRA8	0.04431481386135135	0.004949426995656458	4	1	-0.5737206639222562	1	0.8333333333333334
TPMT	2.388227951328556e-10	4.800972446729311e-11	6	2	-0.5734334206170123	1	1
ABI1	3.5121832442798057e-6	0.775426877413741	9	0	-0.5732618617357419	1	1
MYL2	4.324689125484233e-14	7.650393687080301e-10	5	1	0.5731401153418023	1	1
LOC113249271	4.718269398828307e-4	0.6017890672323544	5	0	-0.5725906319213553	1	0.8333333333333334
ACKR2	0.021299738939576394	0.021368322137963427	4	1	-0.5725121999513502	1	1
CMYA5	3.1601341864783637e-6	1.2456774663020513e-5	7	1	-0.5720764329464323	1	1
TRAK1	4.270846422016866e-11	6.763626138128027e-9	9	2	-0.5692561205335299	1	1
IARS	0.007211054814553116	0.08361746758152484	7	0	-0.5690644124552435	1	1
WASF2	0.0037231165482563425	0.0017856732249235548	4	2	-0.5674417419758365	1	1
SFXN1	0.04413712394867183	0.04174913892645055	5	1	-0.5666042572259121	1	1
MBNL2	0.004019056676877725	0.5147131330914749	7	0	-0.5658354988069533	1	1
ANK3	1.9834002827198167e-74	5.905485303422594e-42	6	2	0.5650263375761593	1	1
LSM14B	0.012578778156015607	0.004584517623714131	3	1	-0.5648107146033052	1	1
PHF10	0.030603473043805448	0.07028836237996196	3	0	-0.5647582429366508	1	1
HDAC6	0.02374385865193852	0.5228756303144814	14	0	-0.5634582538282774	1	1
FBXO40	3.4574167543049153e-4	0.0986844524523918	9	0	0.5630804645899173	1	1
PYGM	2.4953473356186875e-5	0.4035869835368033	7	0	-0.562956918959285	1	0.8333333333333334
SURF2	0.008404707661311411	0.1736207302218356	6	0	-0.5628190441593833	1	1
UVSSA	0.010773736582309072	0.19853256876731268	6	0	-0.5622489163475475	1	1
LOC113248505	0.014501719784149743	0.2719979864067316	10	0	-0.5610795138588581	1	1
EHHADH	5.857799261379295e-4	0.05046125621217801	12	0	-0.5605963006414358	1	0.8333333333333334
PQLC2	0.014710719074882075	0.09927211139415597	5	0	0.5580968949540857	1	1
ENO1	5.289227722661965e-7	0.0011219423258638154	4	1	-0.5579844431183469	1	1
WBP1L	0.02837951845738337	1	3	0	0.5566853735265002	1	1
CKMT2	1.3412712719127543e-12	0.0516248382182371	10	0	-0.5560493414553379	1	1
LOC113253409	1.620045492494792e-4	6.891735199322534e-6	4	2	-0.5549854015217921	1	1
TP63	4.4851826951801423e-5	0.20291603995386676	5	0	-0.5546091398428976	0.6666666666666666	0.5
ANAPC5	0.014323303159794474	0.008140219915881992	8	1	-0.5543407661111198	1	1
LOC113247244	6.10686328661473e-4	7.206042795314519e-4	4	2	0.5536770296666141	1	1
LOC113245930	0.0020338355381808552	0.009778772023108529	5	1	-0.5536728169002094	1	1
PIEZO1	5.289227722661965e-7	2.441115002976351e-6	5	2	-0.5534704222359274	1	1
MEIS2	0.003690095504810479	1	5	0	0.5523612128869547	1	0.8333333333333334
EMID1	4.323995339937607e-4	0.002368924896393679	6	1	-0.552282371006518	1	1
ZNF436	0.0019483117215351514	0.007520670956897251	4	2	-0.5516069264428434	1	1
SESN3	1.7799979608434132e-5	0	2	2	0.5514708397151642	1	1
ELMOD2	0.00130097584029328	0.010079825862202496	7	1	-0.5509520919020056	1	1
TULP3	0.015078512476678267	0.39843812112718147	5	0	-0.5509363936399905	1	1
STYX	0.018367197579830394	0.041588550557273854	4	1	-0.5484983251550759	1	1
CPLANE1	0.002414247688611313	0.4695081987275229	9	0	-0.5472966956399965	1	0.8333333333333334
ETV6	0.045622178163462514	0	2	2	-0.547025657644364	1	1
PIGBOS1	0.007712597827900458	0.10392955055448712	5	0	-0.5468227377392739	1	1
PURA	0.0049363614302070985	6.664372213099336e-4	6	1	0.5465581333355195	1	1
NFIB	5.732930344859544e-8	2.4402931878987856e-5	6	2	-0.5453577550777271	1	1
FSD1L	8.388406116897194e-10	0.007154894288015903	5	1	-0.5453143473768449	1	1
WDR4	0.027910256734709538	0.03424007542186257	4	1	-0.5444378753530966	1	0.8333333333333334
DMD	3.5365146364147724e-9	2.1189548385414293e-4	11	1	-0.5441381741437925	1	1
NAPEPLD	4.095327291607029e-4	0.010659042739308091	6	1	0.5439036434210857	1	0.8333333333333334
HMGXB4	0.04764213406640701	0.40572015461759714	5	0	-0.5418948245195128	1	1
CBL	0.01409467060011455	0	2	2	-0.5406490230795241	1	1
CUNH19orf47	3.666396233469725e-13	0.0021543962686578866	8	1	0.5404814942498698	1	1
HDAC4	1.5206703847067767e-7	3.2170414072536774e-4	5	3	0.5375443669852468	1	1
CASP10	0.035028341229162284	0.06261717134512632	3	0	0.534838145997122	1	1
PDHX	5.332007951840427e-9	3.4776813524778427e-10	5	2	-0.5341722556147748	1	1
LRRC66_SGCB	2.982551722815129e-4	0.0017148650012197369	4	1	-0.5333077345727406	1	1
ZNF76	0.0423056037415414	0.2610121344273008	5	0	-0.529944052900725	1	1
ZEB1	6.711681410443934e-11	6.743378763014505e-12	4	2	0.5287998933646725	1	1
AQP7	1.1023613172293382e-4	0.2807321524608825	8	0	-0.527665699189693	1	1
CUNH11orf74	0.018772965596949912	0.027610005780874577	4	1	0.5269526964658782	1	1
KANK1	4.321227625685736e-8	0.09087113819016596	11	0	0.52504502789582	1	1
CD47	4.996703157467539e-7	8.991666064850108e-7	8	1	-0.5232656656779402	1	1
MINDY2	0.0011684590784377836	6.834972401277637e-4	4	1	-0.5231277285127278	1	1
NT5C3A	0.02935459377658859	0.01132684051171407	6	1	0.523074441954763	1	0.8333333333333334
TMEM97	0.013490379790836981	0	2	2	0.5226556816676374	1	1
SNU13	1.2480598744110762e-5	1.3008591898979138e-5	3	2	-0.5188447947944677	1	1
MAP2K3	0.014613843468832472	0	2	2	-0.518744184784567	1	1
OBSL1	1.264093215403388e-8	5.9035308479572114e-5	6	1	0.5186828165260563	1	1
HAGHL	0.0029235282933088797	0.38779462349086696	5	0	-0.515761836503456	1	0.8333333333333334
ATL3	0.019926516401522033	0.28881525003001163	6	0	-0.5156972902599579	1	1
KRT10	3.725353964251638e-5	1.1437746026964699e-5	3	1	-0.5146112250170565	1	1
XAB2	0.001978092961707557	0.0013109523132936428	3	2	-0.5144305260307607	1	1
TUBGCP2	0.025036585009421804	1	8	0	-0.5140425114877394	1	0.8333333333333334
UHRF1	0.03488776122770736	0.20885283399287485	5	0	0.5136008261897383	1	0.6666666666666666
TMEM218	0.0025328742173695512	1	7	0	-0.5131689976221794	1	1
DBNDD2	1.826348399037451e-4	0	2	2	-0.5124027752125035	1	1
RBM23	0.0099440868916475	1	6	0	-0.5116691627092668	1	1
EBF2	0.003866247599975473	0.06917630452612009	4	0	0.5104137329561043	1	1
ST7	0.009049852552917336	0.019486702517902164	5	1	0.5099324382505885	1	1
ADGRD1	0.03164716775866467	0.05647927795639229	5	0	-0.5096076996441653	1	0.6666666666666666
LAMB2	5.571879668646088e-4	2.0168845251730856e-4	5	1	-0.5095800815699283	1	1
