gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Lung)	pct_gene_expr	max_pct_tx_expr
CRNKL1_LOC113258304	0.014963389745490946	0	2	2	0.7532608474687974	1	1
ATP8A1	6.6236229614123705e-6	3.063896129858188e-7	3	2	0.7524324588729493	1	1
GIMAP7	3.741446386706473e-4	1.6342423550928703e-4	4	1	0.7475093311897835	1	1
CHPF	0.0014673288057984511	0.0018509676414638152	3	2	-0.7454587917978456	1	0.8333333333333334
FAM25A	0.03417013313870622	0.7001631886310148	3	0	-0.7451395203484373	0.8333333333333334	0.5
ENDOU	0.036811959093996524	0	2	2	0.7419457849916029	1	0.6666666666666666
LRG1	0.008808028002795487	0	2	2	-0.7397980224921376	1	1
ESPL1	0.01961542672558296	0	2	2	-0.7395949391666867	1	0.8333333333333334
HPCAL4	0.04946979751162218	0.006046245172318365	3	2	-0.7384556052998387	1	0.8333333333333334
CFAP43	0.01827881315194704	0	2	2	-0.7228846843502714	1	0.8333333333333334
LOC113243316	0.02918771642717421	0.022248783038738663	3	1	0.7209495019632219	1	0.8333333333333334
SLC45A3	0.020246254749772728	0.00796812030374453	5	1	0.7159065613912308	1	0.8333333333333334
LOC113267312	1.537490291739742e-5	0	2	2	-0.7111389938037967	1	1
LOC113261538	0.027022263405690482	0.007380864297717034	5	1	0.7084847898941271	1	1
WDFY4	0.0031628869321134842	0.0025874430832888754	5	1	0.6990957164102566	1	1
IGSF8	0.011600780649034729	0	2	2	0.6866957918309049	1	0.8333333333333334
SHLD2	2.76178548768018e-4	0.001162186355906163	8	1	-0.684308923005182	1	0.8333333333333334
LOC113248583	0.02038079138749561	0.033208906687178665	3	1	0.6841517878211083	1	0.8333333333333334
MPI	0.00658047590441834	0.017666570610423676	8	1	0.6819699512260725	1	0.6666666666666666
SMOX	0.02597780172651525	1	5	0	0.6816028640365419	1	0.8333333333333334
PIGR	0.025076940987015708	0.012387223652492957	5	1	0.680194346316525	1	1
MAP3K13	0.0036073335344839496	0.02566982647540166	3	1	-0.6792681054023567	1	0.8333333333333334
LUZP1	0.0017726585561933168	0.006661886270992668	3	2	-0.6786462579522924	1	1
LIMK2	7.85874184392551e-11	2.7243197430916334e-13	3	2	-0.6704658917279515	1	1
SLX4	0.024163689886209688	0.024284367641922152	4	1	0.6693121953378496	1	1
BCAT1	0.0013393763843804567	0.25826067479920106	3	0	-0.6691109639388649	1	0.8333333333333334
TMEM268	4.00076103360733e-5	2.9059689727785798e-5	4	2	0.6686587357737731	1	1
CLIC5	3.2788227731770094e-9	1.0005189826480425e-6	5	2	-0.6664954643734631	1	1
NMNAT1	0.014311003013589615	0.2472800989994192	3	0	-0.6628886962214731	1	1
EBF2	0.009912471763757286	0.05751039000662642	4	0	-0.6599243041619559	1	0.8333333333333334
RNF128	4.0027722051481045e-6	0	2	2	-0.6561982985773123	1	1
ANHX	0.0045171312553257525	0.0351753468586963	4	1	-0.653468530058332	1	1
SAMD4B	1.8893626255273507e-4	0	2	2	0.6452602653879198	1	1
VEPH1	3.51349202125132e-8	1.4267956031200374e-7	7	2	0.6428065927935059	1	1
NTRK2	0.03882008742467519	0	2	2	0.6423367131371666	0.8333333333333334	0.8333333333333334
CCL20	0.034412773108462275	0	2	2	-0.6364218727369053	1	0.8333333333333334
RPS24	2.0244851495269495e-51	1.2638139110667737e-52	3	3	-0.6313565829460993	1	1
DIPK2B	0.0015339643127593478	0	2	2	0.6300757466599239	1	1
DCN	1.3274166177207628e-18	0	2	2	-0.6265721220646072	1	1
LAMA3	2.779617595340563e-7	1.5146714694747154e-7	5	2	-0.6243445199852976	1	1
DLC1	2.3851640189378035e-26	2.8503095266255635e-10	6	2	-0.6198478699912868	1	1
DCLRE1C	3.719017831968307e-7	0.5067152099414879	5	0	-0.619825033665213	1	0.8333333333333334
FRAS1	0.00445055148507907	0.01397237797907263	4	1	0.6192820463340493	1	1
PRKAR2B	0.003275790983100124	0.008573234469702996	3	1	-0.618419622334867	1	1
P4HA2	3.1087241210957836e-4	0.04978553708321721	11	1	0.6163882778338508	1	1
SERPINA3	0.02155356288872456	0.03459187634777839	4	1	0.6114721674482847	1	1
AGPAT2	0.021977817310464897	0.0065556523733627	4	1	0.6098206600149083	1	1
CHST11	0.02019222482734526	0.06929269190372941	3	0	-0.606140685922244	1	1
CACNA1D	0.011762321172321226	0.0025700842991650138	3	1	-0.6030630873851055	1	1
GUCY1B1	0.018231270367450515	0.047760547431940484	5	1	-0.6023496223447705	1	1
DOCK4	5.760633655071321e-4	0	2	2	0.5994632104194689	1	1
CEP170B	0.004195152641905474	2.488778077272251e-4	3	2	0.5968976692730652	1	1
SEMA4F	4.461249753018636e-4	0.0022841535502501637	4	1	0.5954875274586988	1	1
NECAP1	0.04583928066819077	0.03791043089808327	7	1	0.5954541965409114	1	0.8333333333333334
GZF1	0.011228712035227108	0.12242797031719546	4	0	-0.5949141441770851	1	1
BCL9L	9.341966441236887e-5	7.544199428403558e-4	4	2	-0.5934397957939266	1	1
WBP1L	0.003583979435641834	0.004634972359883862	3	1	0.5927512733142356	1	1
GPRC5A	3.214931043914788e-4	1.992141701626571e-6	4	2	-0.5894281769876357	1	0.8333333333333334
KPNA3	1.8893626255273507e-4	1.158241612513515e-4	3	2	0.5867888854412153	1	1
PLAG1	0.023899552356881633	1	4	0	0.5814623027379888	1	0.8333333333333334
MAST2	0.02167768546054628	1	6	0	0.5806764275143383	1	1
CCNDBP1	0.01446792549620614	0.008080540959004647	6	1	-0.5743445700651062	1	1
LOC113252197	0.015007489780178799	0.07660859570527805	6	0	0.5736685867694673	1	1
BCL9	0.0023838870473087835	0.001326271778818986	4	1	0.5719064056114975	1	1
C4BPA	6.964231716145564e-4	0.003030357661963062	9	1	0.5706746661020953	1	1
CEMIP2	1.2484007654061156e-11	1.4903657302788333e-15	6	1	-0.5678338064731219	1	1
TULP3	0.005495974033453755	0.05462660095413295	5	0	-0.5676216995415656	1	1
TOR1AIP1	0.029915342040850137	0.02665839475578744	6	1	-0.5624026361956707	1	1
LSP1	3.927366436790328e-18	1.1669394104851956e-16	5	2	-0.5610581613887009	1	1
IRF4	0.004623595196521856	1	3	0	0.5584437409544505	1	1
LOC113246947	0.018589662380366485	0.0014684883103132644	5	1	-0.5582696963125066	1	1
CDADC1	0.001260729807608653	0.1926603836562545	3	0	0.556443600296358	1	1
TP53I11	0.006404350706493446	0.6930998918820155	4	0	-0.5547550035904271	1	0.8333333333333334
ATP10A	0.020817144205699238	0.009618230233899875	3	2	-0.5508906475614264	1	1
LOC113268943	0.011694664418509866	0.36411303752490914	3	0	-0.5481326379237779	1	1
KCTD1	0.02399377256789581	0.023366907781828813	3	1	-0.5479999221277423	1	1
RBBP8	3.303083162452616e-5	0.004831525413073105	6	2	-0.546097784079356	1	0.8333333333333334
P4HA1	1.6557090475444565e-4	5.9192151236893314e-6	11	1	0.5449168427780782	1	1
THY1	9.061209020442864e-4	5.33577980112253e-4	3	2	0.5427697094369217	1	1
DYSF	1.6341146398929334e-5	6.656759354938144e-4	12	2	-0.5425343546692494	1	1
CDC26	0.04583928066819077	1	5	0	0.5408639290313623	1	1
UMAD1	0.024479315816231122	0.04148497163790838	3	1	-0.5380227982986282	1	1
SWT1	6.1001821583573744e-5	0.005817841322784149	8	1	-0.5357883864473089	1	1
LOC113244055_RBM14	0.03838576349536212	0.02637767790756669	4	1	0.5342760970360646	1	1
FAM117B	0.0365715958950172	0.10489879826369425	3	0	-0.5340700675482507	1	1
LOC113270876	8.031785057622478e-4	0.001444975479621014	6	1	-0.5314130985902985	1	1
CBL	0.00987156783824826	0	2	2	-0.5294855568410664	1	1
MORF4L1	2.0763834567177977e-5	2.3153050015804514e-5	5	2	-0.5291146638875703	1	1
PRDM11	0.010469116711014302	0	2	2	-0.5290256204862845	1	1
LOC113246291	4.074244284778429e-38	8.430271266972461e-22	7	3	0.5287456139975353	1	1
CUNH8orf58	0.02981262866764273	0.2796375249407212	5	0	0.5286761394885979	1	0.6666666666666666
MINK1	3.153587809355683e-4	7.314647453482983e-4	7	1	0.5286463205662523	1	1
SSH3	0.013568591306006891	0.0020558275425845594	11	1	-0.5282817070042705	1	0.8333333333333334
CEP112	0.0060234826275371535	0.07106380783475016	7	0	0.5258437103930562	1	0.8333333333333334
MAPK8IP3	0.008194082216644319	1	7	0	0.5257861115638146	1	1
KDM8	0.020483220442667264	0.012790620036953288	3	2	0.5256192756023456	1	1
EIF4A2	1.4252014962853207e-24	2.4208872881185756e-18	6	3	-0.5245359987090448	1	1
NOSTRIN	6.818177994295888e-4	1	12	0	-0.5218259125798405	1	1
FAM214B	0.026404210583444263	0.6252897424695194	9	0	-0.5156464380805315	1	1
FLT1	5.062847715862207e-4	6.876796105096999e-4	7	2	0.5153858643365322	1	1
STX10	0.02399377256789581	0.5260050724371886	8	0	-0.5149003229133252	1	1
LOC113247193	0.0030676069830312264	1.256246748683709e-4	3	1	0.5127785473128705	1	1
SH3D19	3.7011824476279303e-10	5.114438967332169e-8	6	2	0.5124774069195345	1	1
CYTB	3.1574383542511336e-8	3.404545821806275e-8	3	2	-0.5121649998653833	1	1
WDR25	0.04533880456035293	0.9908614659088555	7	0	-0.511384790348683	1	0.8333333333333334
ACVRL1	3.597495532417255e-8	1.681758484835506e-10	3	2	-0.5104506268989883	1	1
LBR	2.0062976513641383e-4	1.979747684173153e-5	7	1	-0.5101328630152999	1	1
RNF2	0.033448100895140005	0.057803794319396945	5	0	0.5084022006623857	1	1
MED16	1.375539870126518e-4	1	10	0	-0.5074330139237241	1	1
AGBL3	0.007360928898975547	0.8707698632082963	6	0	0.5068089484726376	1	0.6666666666666666
PSAP	5.414845786973852e-32	7.269813571065849e-36	3	2	-0.5064683360973796	1	1
CARD19	0.021394779157862392	0.011053302543318174	5	1	-0.5054379182741688	1	1
TNRC6B	0.049126960990145116	0.04265830380899037	3	1	-0.5050602921276981	1	1
NXPE3	0.01919993197438007	0.011496020842277866	5	1	-0.5039645491264915	1	1
DOK1	0.014963389745490946	0.04204780226876074	7	1	-0.5031176503477888	1	1
S100A16	5.541394609361166e-5	0	2	2	0.5000079119541077	1	1
LRRC66_SGCB	0.03613581810706642	0.051735453407303844	4	0	-0.49993838973470284	1	1
TMEM175	0.017255907629030377	0.02336436558004673	5	1	0.49841960559726095	1	1
LOC113247244	0.001023212099897206	0.0014516154697959594	4	2	-0.4964121072925039	1	1
FLOT1	5.984947695891397e-4	0.0015032307773531885	11	2	-0.496051008260216	1	1
PCDH7	1.5531360952005922e-6	1.4598446630117055e-8	3	2	0.4917433748062753	1	1
PDGFRA	0.0022383506653762338	0.13618380221631024	9	0	-0.4908336127185742	1	1
ZNF572	0.003279038364043134	5.968638396435994e-4	4	1	-0.4886531602404071	1	1
LIPN	0.03847238529446289	0.21657757149087017	7	0	-0.48765027381505166	0.8333333333333334	0.6666666666666666
CUNH17orf49	7.362572722921218e-6	1.634968962390263e-7	4	2	-0.4873395671249436	1	1
HSF2	0.002832357588020973	0.07162675311796722	5	0	0.487201394898066	1	1
EVA1B	0.03914319157775044	0	2	2	-0.4838699303780378	1	1
YWHAH	8.02601559543624e-5	0	2	2	0.4836853875777025	1	1
VWDE	0.011429950334635853	0.20933487920399785	3	0	-0.48162359340489447	1	1
MINDY2	7.710012651486855e-6	1.1707032294068973e-6	4	1	-0.48108257024634304	1	1
ZBTB14	0.03864861808498879	0.017612011859614633	3	1	0.48074064552308404	1	1
RBL1	8.786237276615536e-4	0.010145393000829356	4	2	-0.48033640123113314	1	1
RNF122	0.024743395355775976	0.015697808431514502	3	1	-0.4788869924268292	1	1
REPIN1	0.04502259599459565	0.022266917086072105	4	1	-0.4781549400861891	1	1
CASP10	0.0028493318284870863	5.185154447268522e-4	3	2	-0.476880147452008	1	1
RNF152	0.0026597711582692645	0.03534357217248913	5	1	-0.47685375299749794	1	1
ASTE1	0.04137707450127463	0.5730666488289714	7	0	0.47671895158359395	1	1
PRICKLE2	0.004717286972433517	4.030755867269495e-4	3	2	0.4763248875018262	1	1
VIRMA	4.8459179445155795e-8	1	10	0	-0.47532141538236156	1	1
CNTN4	0.031512225606259825	1	3	0	-0.47525206016020916	1	1
NCALD	2.162530271662861e-4	0.0389152832494311	9	1	0.47440429388559313	1	1
NFKBIZ	3.927366436790328e-18	5.1646995461763164e-20	7	1	0.47429232329991183	1	1
DERL1	0.00474535474316804	1	6	0	-0.47398093134563823	1	1
CCDC138	0.049058895021538894	0.695607811315561	11	0	-0.4736261775870661	1	1
ZEB1	4.293554518402117e-10	6.311976340267854e-10	4	2	0.4734470676346154	1	1
ARPP21	0.014862300070825809	0.8589267237102006	7	0	0.4734032207598745	1	0.8333333333333334
CTSS	4.642278574701395e-4	1.600839044663706e-5	3	2	-0.4728514847947899	1	1
PDE1C	3.1828083682221276e-4	1.1841031945086418e-5	4	2	0.47063414521745117	1	1
MCTP2	4.146847876361811e-5	1	6	0	-0.4702944695637732	1	1
NHEJ1	0.031512225606259825	0.6406436312957887	7	0	0.4678185979408942	1	0.8333333333333334
EXOC7	0.006109898658451217	0.007944807052464099	9	1	-0.46765625457715576	1	1
SLC9A8	8.031785057622478e-4	0.15542318880567726	7	0	-0.46729553027800397	1	1
GALNT12	0.004785487332041765	0.0011385254166169714	3	2	-0.4660801967725565	1	1
LTBP3	0.002418664790427442	1.649124854464126e-4	3	2	0.46358777286211883	1	1
ASAP3	0.010553359074456514	0.01147111351974797	5	1	-0.46302087506658407	1	1
CCDC77	0.006608921061895538	3.360023131295545e-4	9	1	-0.46255886451206357	1	1
SLC33A1	2.5047237774604214e-4	1	6	0	-0.46228912581502807	1	1
LEPR	4.052722603014653e-20	1.1543317296987279e-11	8	3	-0.4622861803288334	1	1
AKAP13	2.8477227964584644e-22	2.230731202300059e-13	10	2	0.46184355560929263	1	1
ZC3H18	0.012206333320720616	0.009394221084066462	4	2	-0.4611240326091228	1	1
ALKBH1	0.0038132806834752404	2.2921752222736415e-4	5	1	0.46109855055365834	1	1
WRAP73	0.006869847510785818	0.020030517535155622	9	2	-0.4608097504617674	1	1
CCDC102B	0.009251704817519	1	9	0	-0.4603812179794023	1	1
CCDC50	1.8893626255273507e-4	0	2	2	-0.45968612165258516	1	1
MYL9	1.7365722460282218e-6	0	2	2	0.45912367562818635	1	1
AAK1	3.715454819609409e-4	0.0025123221558341563	14	1	-0.45573285075943476	1	0.8333333333333334
ARAP3	3.7011824476279303e-10	1.6412041523414873e-6	9	2	0.4548697516172744	1	1
GYG2	2.1565354440196083e-5	0.07018980437860153	11	0	0.4536843902168326	1	1
NCAPG2	0.004717286972433517	0.004340382676707449	6	1	-0.4526413187744367	1	1
TMEM97	0.035984270758418084	0.004885858381358754	3	1	0.45262560964711257	1	1
PPFIBP1	2.715437966054147e-7	7.826839337932806e-5	7	1	0.4524719289127185	1	1
ITGA11	0.026470896490208392	0	2	2	0.4523949386542784	1	0.8333333333333334
VWF	2.8590761511656297e-5	4.51488214940961e-6	10	1	-0.45001771425235426	1	1
GALNT7	0.04210033929017784	0.05570888171410563	4	0	0.44986756224109126	1	1
CENPC	4.0640373995572194e-7	9.696659953660288e-6	5	2	0.4473646404440744	1	1
NSFL1C	0.00127366110983572	6.780172032357722e-5	3	2	-0.4473556479664934	1	1
HNRNPA2B1	3.3535924082647425e-10	2.517975232137251e-7	7	2	-0.44626821644206327	1	1
DHX32	0.006002355820474735	0.021421534380225687	4	2	-0.4461134863794679	1	1
P2RX7	0.0113804447024835	0.006502242394425586	4	1	-0.4457930825934765	1	1
RAPGEF5	9.958658935505664e-16	3.0985901715907474e-18	4	2	-0.445547418189129	1	1
SYNE3	0.00627165930280171	0.08224745355914409	6	0	-0.4455224252243649	1	1
POLG	1.0045576305030318e-6	0.029889296811049553	6	1	0.44489876570096404	1	1
IP6K2	0.007645018573460613	0.0010139596374527503	11	1	0.4444500204041058	1	1
TTC12	0.006968383382927034	0.004021944446289598	6	1	-0.4440171515532404	1	1
PRDX5	3.153587809355683e-4	1.3245280512518405e-5	3	2	-0.4424722331790024	1	1
PCNX3	0.018701578930899763	0.13461039399488578	4	0	0.4421932802253874	1	1
TPM4	9.60588444955073e-7	0	2	2	-0.44161180146680123	1	1
NF1	0.0028139072928095124	0.02110340811273695	7	1	-0.4415971329943355	1	1
PKIG	1.498101667226666e-4	7.325050455908919e-6	5	2	0.44071125420126783	1	1
TBC1D19	0.017255907629030377	0.8220382423892542	6	0	-0.4401158854715027	1	1
IRAK4	5.583408767329709e-6	1.9611922391375715e-5	15	1	-0.4389970467621267	1	1
ELMOD2	6.919626016088237e-5	0.003076360902550923	7	1	-0.43889121491627814	1	1
ANKFY1	0.02749779592771483	0.009440055138018223	4	1	-0.43652566343517823	1	1
NOL4L	0.034412773108462275	0.14857360708363337	5	0	0.43633986724310114	1	1
TMX1	2.865965925284431e-7	1.3653010363382076e-9	5	2	0.43569549026515503	1	1
GSE1	0.01038652517891087	0.0021666423385654386	3	1	0.43408957738991827	1	1
TUFT1	2.2789074392389305e-6	7.619838470668882e-4	8	2	-0.4331331907104675	1	1
ZNF333	0.034773108688376735	0.09643605127266046	11	0	0.43288924243458177	1	0.8333333333333334
BMP5	0.005891861661438864	0.024188957747016925	5	1	0.43216174563714704	1	1
HPS3	0.009912471763757286	1	7	0	-0.4308495139095565	1	1
YIPF6	0.005001739939236091	0.017286338574141843	3	1	-0.42978315928911937	1	1
SELENOT	5.553104250796889e-7	2.3564383458046892e-7	5	1	-0.42940610704444326	1	1
DNAJC3	0.001887242961866831	0.0011255687329683852	4	1	-0.42897150403872975	1	1
APBB2	0.020446049758274163	1	7	0	0.42849878931642177	1	1
CDC25B	4.0151694150052016e-4	0.0011278272606971207	3	2	-0.42838390225941997	1	1
IRF1	0.020996015490309924	0.003163015708752611	9	1	0.42801992559990865	1	1
ITM2C	0.010658437364610227	0	2	2	-0.4278859488272174	1	1
YPEL5	0.0373681901852549	0.035684643006412324	6	1	-0.42748417051290455	1	1
SCFD1	2.1565354440196083e-5	1.557243806842747e-6	10	1	-0.4268528338947692	1	1
SRSF1	1.1625936027512112e-4	0.0017508370253117083	7	2	-0.4265070137708888	1	1
STRADB	0.04583928066819077	1	14	0	0.4263665029497097	1	0.8333333333333334
FBLN5	7.860493797833629e-5	5.722643302645759e-6	3	2	0.4255915887943414	1	1
CRYAB	1.2016176933612805e-8	0	2	2	0.4249295950310372	1	1
PPRC1	0.019985816313399102	0.25433633651463805	7	0	-0.42480475440815335	1	0.8333333333333334
CRNDE	9.362733964985489e-4	1	9	0	-0.4247587851977912	1	0.8333333333333334
SPATS2L	0.021678088963702477	0.07468935848413051	5	0	-0.4246200359439959	1	1
STARD3NL	0.00692672712018422	2.7125401617008455e-4	4	1	-0.4242281651217199	1	1
DLG1	0.00872811653148302	0.003114434967754216	6	1	0.42325742962967017	1	1
NEDD4L	6.946393715642176e-4	1	8	0	0.42270235710351156	1	1
CDH6	0.0442261846232292	0.9359457104763492	4	0	-0.4212826106760748	1	1
USO1	4.7179598131710347e-7	2.65362530120037e-9	7	1	-0.42108719603121536	1	1
ATP7B	0.036596194999014446	0.11303145935623359	3	0	-0.42082433073604075	1	1
HMGXB4	0.004421773479460957	1	5	0	0.4206270868331755	1	1
TRIM38	0.0058426717975546116	0.011137961458392935	4	2	0.41897568618689035	1	1
FAM45A	7.395035372956605e-11	1	11	0	-0.41758531929108245	1	1
LOC113244055	0.007831365700832095	0.002377685769026185	4	2	-0.4150105165227971	1	1
LAMB2	0.014341030876965399	0.03609034690091063	7	1	-0.4149942986110202	1	1
RPS6KA1	2.7003337658911196e-5	0.009412082564545812	4	1	-0.4136959657789279	1	0.8333333333333334
CD55	0.0073268964880544045	0.001612839560037769	5	1	-0.4132130850149478	1	1
SPTLC2	0.004266945782457478	0	2	2	0.41206562358918747	1	1
APLP2	1.9424817529647264e-6	1.1082514255631189e-4	6	3	0.41058648791888047	1	1
GPATCH11	0.00210585983885536	0.5836052765792423	7	0	-0.4088709467939349	1	1
MAPK1IP1L	3.525942402028825e-4	5.163789582821118e-4	7	1	0.40848133227013655	1	1
C3	0.020728038549890037	0.05397791700070093	10	0	0.40793376805097903	1	1
FBXW7	0.004021015135703912	3.4624578651993996e-4	3	2	0.40748207213740695	1	1
GFRA1	0.04583928066819077	0.3598051152327952	4	0	-0.40719943243344775	1	0.8333333333333334
ARHGEF2	0.0015073233852199886	0.30358225216372303	8	0	0.4067046226485482	1	1
HSD11B1	2.844106233817815e-4	0.540524259353059	9	0	0.4063489900845516	1	0.8333333333333334
PDZRN3	0.0019104829175140678	0	2	2	0.4053403300657773	1	1
LOC113270466	0.02844689226245718	0.027005984119631815	11	1	0.40533348567160815	1	1
NLN	0.028218545691672238	0.08335480239915316	3	0	0.39961687965318504	1	1
PPP4R3A	7.710012651486855e-6	4.087726609432615e-6	7	2	0.3992551420330276	1	1
novelGene_LOC113259900_AS	0.0030676069830312264	0	2	2	-0.3984215358212543	1	1
BCL6B	3.179510225700369e-7	2.109214570163463e-5	11	2	-0.39821955592026187	1	1
ZHX3	0.020197838753470105	0.0038227828752966406	3	1	-0.3973205350663782	1	1
ASB3	0.008471855526358138	0.01240794473918683	9	1	0.39502350644295364	1	1
TNC	7.7286930319633e-6	6.760259960062092e-7	3	2	0.39442011869823435	1	1
SLIT2	0.0025718307041400963	0.1635118247636732	6	0	-0.39323877930278944	1	1
RNGTT	0.013895307505390711	0.0038573726354862374	3	2	0.3930144867940407	1	1
TSC1	0.037811274822828735	0.012092793303928448	6	1	-0.39282739897924707	1	1
TRABD	5.2624686461650046e-05	1.5081073241417066e-5	10	2	-0.3917564212323819	1	1
SERPINB6	0.03996999938610498	1	6	0	0.391436807628025	1	1
WDR91	9.98770393837105e-5	0.061344802484004944	7	0	-0.3907955309573381	1	1
MMD	4.461249753018636e-4	1	9	0	-0.38952704709740976	1	1
CLIP1	0.0017726585561933168	0.013453725658081435	9	1	0.3876624654873691	1	1
LOC113248606	0.027518072047746464	0.6852726277095279	5	0	-0.38712567177109813	1	1
EPB41	0.0011226754643339461	0.11104524217697316	11	0	0.3868443419370389	1	1
AMOTL1	9.29247140780805e-4	0.01235994732262154	5	1	-0.38568419382447106	1	1
ETV3	0.042983571377564055	0.012197541469275878	3	1	-0.38495120641480607	1	1
SLC9A9	0.005809477730235093	0.1916795907433568	4	0	0.38416031936384515	1	1
ANK3	0.03132870689183299	0.03324325203073488	7	1	0.3821085253714484	1	1
CCM2	0.01926937364282476	1	5	0	-0.3820363048279848	1	1
PHKB	0.04381221051800055	0.2732713157637864	11	0	0.38192869669511004	1	1
BGN	0.0011153140926466782	8.197418914594237e-5	3	2	0.3816265741949072	1	1
ARHGAP10	0.028362603615360863	0.020609420232931042	5	1	-0.38152605912041704	1	1
CDC42EP4	1.5097069916012754e-5	6.190913453868182e-6	3	2	-0.38123620557104154	1	1
UBE4A	0.021691298463449294	0.02486642798469809	3	1	-0.38105824222621365	1	1
CPLANE1	9.470529746799187e-4	0.17354000900985184	10	0	-0.3808806397827384	1	0.8333333333333334
THBS2	2.8862762443495054e-4	4.446050541045745e-6	7	1	0.38053760342508935	1	1
GPN3	0.02535152195089735	0.0028304660463496275	4	1	0.3797668134899709	1	1
MBNL2	5.2158937987106814e-5	0.0020715746829861326	9	2	-0.37937822822551387	1	1
NR1D1	0.042014883768061374	1	7	0	-0.37935060555701133	1	0.8333333333333334
PPP1R26	0.019224000862197638	0.13358542582021612	4	0	-0.378028836424787	1	1
SESN3	0.005934858410890851	0	2	2	0.3779454065617607	1	1
TMED10	1.2967835048937444e-14	0	2	2	0.37710712279119196	1	1
ZNF184	0.011896718929944651	0.1511660719027202	11	0	-0.376723938692602	1	1
NICN1_AMT	0.02952358409800661	1	19	0	-0.37604559849996405	1	1
DOCK9	4.576756067369341e-8	3.4865562712692525e-8	8	2	-0.3758783949508348	1	1
CALM3	0.024749263946533703	0	2	2	-0.37560724042937466	1	1
RGN	0.02948261628020082	0.026075961959227904	6	1	0.3746937561159981	1	1
ASB1	0.04830286518406695	0.4961638491145934	4	0	0.37407361711152726	1	1
MANBA	0.00808797089358758	0.03951915868721756	6	1	0.37373482800413427	1	1
GALNS	0.038362385300654396	0.5639556640463046	6	0	-0.37362889064148797	1	1
SYNE1	5.754622180297431e-5	0.016493140251493503	8	1	0.37350007361492754	1	1
ZNF577	0.04150510515997861	0.14858533175019042	3	0	-0.37285990324978696	1	1
VPS26C	0.04637818887602592	0.47681842638837546	9	0	-0.3727993378761002	1	1
TGFB2	0.030569618774759815	0.6160774086936933	4	0	-0.372743298415331	1	1
SCARF1	0.0068197903256738916	0.05048825555566532	7	0	0.3726100554526199	1	1
CLSTN1	3.1083985214104174e-4	0.0011936527495441027	7	2	0.3718692137663807	1	1
GLMN	0.013518572887693486	1	11	0	-0.3712568707516082	1	0.8333333333333334
IPO11	2.480111938821969e-4	1	15	0	0.3711649829067987	1	1
STXBP1	0.015980723254352607	0.006042272370077777	6	1	-0.371068969095107	1	1
TFCP2	8.674010464569319e-5	6.491027335040052e-4	7	1	-0.370984700664998	1	1
ATRNL1	0.020817144205699238	0	2	2	0.37092394125918504	1	1
NECTIN2	0.0071223501567135835	0	2	2	-0.37065080003435197	1	1
EPB41L2	7.765843001710737e-19	5.412488591661043e-11	12	3	-0.37020965983239246	1	1
