gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_medulla-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
PGAM5	0.0023250714861006334	0.09957492806790792	3	0	-0.6324371596086392	1	1
CUNHXorf40A	0.009523395600550369	0.06648328718026791	5	0	0.6318636971834473	1	1
BICD1	0.02273359420497424	1	5	0	-0.6315980728112065	1	0.75
HUS1	0.0011683954854836331	1.6453815273181452e-4	10	1	0.6306541542076206	1	1
ARRB2	0.01748059055550924	0.009017113922105018	7	1	0.6303184235904484	1	0.75
DIABLO	1.8873238409858112e-4	3.4757250788793704e-4	8	1	0.6292931922832873	1	1
OPLAH	1.675589829853774e-4	8.316201174686948e-6	5	1	0.6266334605793202	1	1
STK39	0.005172888387778731	0.007768130348750573	4	1	-0.6264239534789398	1	1
SREBF1	0.013282654905076614	0.16821033344614947	4	0	0.6253294857963334	1	1
AP5M1	1.7611716131050288e-5	1.1469572535917191e-4	6	1	0.6248719870306129	1	1
NELFA	0.006641576042943602	8.728628516020977e-4	7	1	0.624716450985929	1	1
TFB2M	0.006776621834621473	0.004024624081869876	6	2	0.6239088049440301	1	1
PXN	0.004981898651278146	0.00974308122996655	7	1	0.6211742860079618	1	1
ULK3	0.034240935595430365	0.015703000034740615	4	1	0.6183490567910396	1	1
COBL	2.2224813863741878e-5	0.002101841981948391	8	1	0.6182334321230641	1	0.75
PTPRC	0.002371244042591354	1	6	0	0.6179150081732283	1	0.75
NUP107	0.04716888691212205	1	5	0	-0.6172709657944835	1	1
LBR	0.004238707764133058	0.005258951761639314	8	1	0.6167594192951679	1	0.75
LOC113259624	0.034953951594515795	0.05772888495297334	6	0	-0.6163416637712513	1	0.75
ABHD16A	0.01804927224086451	3.3133469206694544e-5	11	1	0.6147717415010331	1	1
ZNF236	1.498066275774979e-4	0.001233925082969479	5	1	-0.6140654209975129	1	1
FBXL17	0.0022650938898247292	2.3808448844784996e-4	4	1	0.608149340072446	1	1
DNAJB6	1.0028396372036242e-8	2.4542868948609417e-6	9	1	0.6073700376891066	1	1
TMEM14A	0.02123874619163267	1	6	0	0.6069405443715619	1	1
LOC113260612	0.01630230210056681	1	4	0	0.6061891556023087	1	0.75
HIBCH	0.004669503125722805	0.00491602287202691	8	1	0.6047232528299611	1	1
PRMT7	1.6092537821606908e-4	1.6179033411593962e-4	9	1	0.604410557531509	1	1
PROS1	0.026313374057637354	0.10824084972906671	4	0	-0.6037621247339438	1	1
OGFRL1	3.3574474438960816e-5	1.752946354344315e-5	3	2	-0.6020388468333079	1	1
CTBP2	0.001543155865094057	0.0036569189259611653	6	1	0.60174437217923	1	0.75
LOC113248522	0.017605239743862352	0.019399819128112394	3	1	-0.6014555168290595	1	1
RFK	0.010681218751102345	5.268398072358875e-4	5	1	0.6006167932115763	1	1
NPC1	0.005579771362201456	0.021715892734979706	4	1	0.5999059744850119	1	1
MINDY3	0.004785829892832271	0.01352775442410615	8	1	0.5997891429954005	1	0.75
DECR1	0.028438651176785568	0.26195536931779445	10	0	0.5994399538142725	1	0.75
GPATCH2L	4.458284729973394e-4	4.1009001312283973e-4	5	1	0.5993636340432421	1	1
PMEPA1	0.002646765223766101	8.569459242280413e-5	4	1	0.5991637024414719	1	1
EIF2AK3	0.0017387545023918698	0	2	2	0.5981144205525702	1	1
ZNF165	0.0011032712706081358	1	3	0	-0.5976208544166106	1	1
GLYR1	1.9331177176238929e-4	8.363509113246524e-4	9	2	0.5932376351488161	1	1
PIK3R4	0.014938838509088628	1	5	0	-0.5932250833101809	1	1
NHEJ1	0.002002690446095735	0.020843968524564105	7	1	-0.5929912998648268	1	1
BNIP3	0.0364454478510464	0.0014254435657241583	6	1	0.5915662107191834	1	1
PAF1	0.033251335296700095	0.020411681597102462	6	1	0.58831304258531	1	1
LOC113261570	0.04716888691212205	0.12906295230691306	7	0	0.588056528013909	1	1
LOC113268718	1.4981444944755022e-6	0.0010053317846479054	4	1	-0.5868222179472427	1	1
RMDN3	0.04916270395362625	0.021286123680464262	7	1	0.5860611316550788	1	1
SGF29	1.0057281939359193e-4	2.3291337849965852e-4	7	1	0.5854582009998633	1	1
IGSF5	8.224723557652655e-4	1.8743193560747024e-4	4	2	0.5836592046253406	1	1
UBXN8	0.028707214908471265	0.07477936603988175	4	0	0.5807668062383884	1	1
CDK19	0.045755498496283596	0	2	2	-0.5778717170858673	1	1
SLC35A3	0.0444962646698085	0.09873903944138694	4	0	0.5769414825472932	1	1
FARS2	0.02869759190010108	0.011738639038972171	5	1	0.5763579549137806	1	1
NUAK1	0.004974559397851261	0	2	2	-0.5759035278945988	1	1
MAD2L1	0.03259276379157298	0.006213847728904186	4	2	-0.574539677092208	1	1
ZFYVE16	4.895506712989797e-5	2.088217472125967e-5	4	2	0.5722309538778273	1	1
ADSL	1.1282264827566421e-4	0.04550543999560589	5	1	0.569851080182991	1	1
BCR	1.6816914303241583e-5	2.6451907180267126e-6	4	2	0.5692509606917271	1	1
KLHL8	0.0033718440381856705	0.18833640638422922	6	0	-0.5680563163183964	1	1
TMEM30A	0.0018795358689922073	2.0812665838757356e-4	5	2	0.5680204867263703	1	1
AACS	0.01443396158239837	8.482547830595797e-4	5	1	0.5673175699917385	1	1
INO80C	2.714379082249367e-4	0.001985699087948055	8	1	0.5669887368123349	1	1
LOC113245198	0.020698834663652514	0.5930734741162949	4	0	0.566930321069678	1	1
ESR1	2.320210076831417e-5	2.8401681737173356e-4	6	2	0.5669040660180059	1	1
RAB30	0.04359167108639113	0	2	2	0.5661172816350171	1	1
EGFLAM	0.009155670371023002	0.18851905301279534	3	0	0.5646353692794878	1	1
FAM81A	0.01365427444686774	0.0012841501015821652	5	1	-0.5631244909234279	1	1
TYK2	2.949709460108884e-4	7.160278073844244e-4	9	1	0.5616394972499719	1	1
PIGR	5.684271461896156e-7	2.595722553014646e-7	4	2	-0.5597268701020849	1	1
ADGRA3	5.963123655649729e-4	0	2	2	-0.5592152817130555	1	1
NPL	0.01941604426692838	0.0022789463802590166	7	1	0.559060239851996	1	1
PHC1	0.002714736183494248	0.3259413658048355	5	0	-0.5579246011232692	1	1
TSC22D2	6.962519043090522e-4	3.459042034291962e-5	3	2	-0.5564298256718012	1	1
CIAO2A	0.029639457475392185	0.056728657322957995	4	0	0.5561072655981362	1	1
REEP5	3.59521924416997e-5	1.3870936541965964e-5	4	2	0.5555109676969685	1	1
VPS39	0.048798570130273444	0.01853999001540735	11	1	0.5540079878453433	1	1
AUH	2.500828911383371e-5	1.607235790593092e-6	6	1	0.5528727226282357	1	1
SMARCAL1	0.04737838790707959	0.5008075494616706	5	0	-0.552799907633845	1	0.75
LIMS1	1.5995502965903836e-4	8.338531531079902e-5	4	2	0.5525607159877485	1	1
ACYP1	0.01481852363340207	0.003561469343247078	5	1	0.5503550611755551	1	1
USP9X	0.021840987807362607	0.054518725243096706	7	0	-0.550121455042663	1	1
OGT	0.001197936818996334	7.521773210140294e-4	5	1	0.5499660044734744	1	1
MRPS27	0.016262844805549476	0.0066810617037359335	7	1	-0.5486808771952363	1	1
MAST3	8.231610538210295e-4	1	8	0	0.548387222597352	1	1
MCOLN1	0.019019011313497574	0.09928948459800344	4	0	0.5478549669358543	1	1
ANKRD12	9.534747123089502e-6	1.912493012292605e-4	4	2	0.5478471742886621	1	1
VPS50	0.0030257437125857443	0.023120273323290554	6	1	0.5476139649831794	1	1
CUNH3orf67	5.399830115827416e-4	0.6071737782066006	10	0	-0.5468480557725213	1	0.75
BCCIP	0.011803932458210079	0.01489423657642196	3	1	0.5457495755893664	1	1
LOC113258763	3.265178691213831e-5	0.012117732072598041	6	1	-0.5456486640640719	1	1
IL1RN	0.04341820066359422	0.7395752415665361	4	0	-0.5453225213109898	1	1
DNAJC14	0.005946442366681768	0.004748496020300655	4	1	0.5438534504979684	1	1
LYSMD1	0.0032252586458989033	0.5296025282707708	3	0	0.5438129298736277	1	1
TMEM65	0.005522059568724123	0	2	2	-0.5422072233448596	1	1
OCLN	0.04549643942534269	1	3	0	-0.5412314765514781	1	1
IARS	0.0024416438448440956	1	9	0	0.5405616857179932	1	1
TRAPPC13	0.008719497255212596	0.019770024084150392	5	1	-0.5403766080006605	1	1
SPRED2	0.014166616412171068	0.002615769101376708	3	1	0.5390135315037031	1	1
UFM1	0.04625733467230375	1	4	0	0.5389164747730173	1	1
LOC113247918	0.024732076368395632	1	7	0	0.5379231907388429	1	1
SESN3	0.01954671441645658	0	2	2	-0.5367674540603493	1	1
ARHGAP5	4.668045604416705e-5	1.2370987461226344e-6	3	2	0.5355210140312275	1	1
ADAL	0.041569265694336756	0.051212476834015225	4	0	0.5331249048352537	1	1
CD58	0.011734543064524008	4.2813259332131825e-4	5	1	0.5328305100360128	1	1
SSH3	0.0025803137323032097	0.04158925674320459	10	1	0.5324456371911079	1	1
PDLIM5	3.837719044232156e-4	6.928024841965516e-4	9	1	0.5323336184195494	1	1
FAHD1	0.043113295016297785	0.0040241909479496575	3	1	0.5314134487734338	1	1
ENAH	0.021369675456177028	0.012463753142599551	3	1	0.5311481521475169	1	1
PRR12	0.010398626462103242	0	2	2	-0.5308548792726986	1	1
NR1H4	0.008830237490158346	0.09482923331603645	8	0	0.5303537290549337	1	0.75
TMOD1	0.0367597751508823	0.010860580093864656	3	1	0.5301174756606595	1	1
ERP44	1.3517402161314366e-5	2.0911609400357423e-4	6	1	-0.529908031260842	1	1
MBNL2	6.293339342500891e-4	2.2697492283672708e-4	11	1	0.5292590375301038	1	1
LOC113249819	0.034344038533201324	0	2	2	-0.5292097858145699	1	1
ZNF782	0.0012032871963720156	0.011891973793349372	3	1	-0.5287274378880585	1	1
NR3C2	0.01774265263239557	0.0015237637800046824	4	1	-0.52855056936247	1	1
GRAMD1C	0.0419973433255906	0.22528874511529995	4	0	-0.5272903654692497	1	1
LEPR	0.005530125810687163	1	6	0	-0.5267150837989136	1	1
TM7SF2	9.881278507232476e-4	0.004597034224970285	5	1	0.5252968297991554	1	1
HYKK	0.007810487192357364	0.732073837169414	10	0	0.5252361774300781	1	1
VANGL1	0.0010817224234969953	0.006794885394470413	4	2	0.5249315486947472	1	1
LDLRAD3	0.002007174566749481	0.01022059899735987	5	1	0.524498003833365	1	1
MLF1	3.3574474438960816e-5	0.001094577509134544	5	1	0.5230198159628614	1	1
CDKN2AIP	5.017895271982797e-4	8.534606715329667e-4	5	1	0.5226825006731528	1	1
SCRN3	0.029340092618922457	0.017097487591997813	3	1	-0.5217873345439311	1	1
MSH6	0.0011032712706081358	0.034535745361529584	4	1	0.5210088916230746	1	1
CNOT8	0.018853466293316697	0.02417372361871821	3	1	0.5198423893989366	1	1
PDZRN3	0.013302690452771134	0	2	2	0.5198319160744131	1	1
ACSS3	0.007719588803286762	0.002958519482472924	3	1	0.5187139084477065	1	1
LIPE	0.029639457475392185	0.16119887260449722	5	0	0.5185743609571143	1	1
IFT140	2.0158323124773382e-7	0.1333958852579344	7	0	-0.5183561256549927	1	1
WWOX	8.390315784534445e-4	0.6115487371912695	7	0	-0.51829981643251255	1	1
HNRNPH1	4.2606270640747375e-12	1.8574596855265646e-7	8	2	0.518228625941794	1	1
MAST2	0.04625733467230375	0.20504001238782218	7	0	0.5177003563748998	1	1
E4F1	0.048798570130273444	0.31753563639017945	5	0	0.516587395095186	1	1
GNB1L	0.035738408647157965	1	6	0	0.5162969299020116	1	1
DHX32	0.017663426260532855	1	4	0	0.5157411282887142	1	1
GP2	0.034424824747941306	0	2	2	0.5155373657463864	1	1
RBM23	6.414983838948776e-6	1	8	0	0.5154574144457722	1	1
NOL4L	0.0050052873185609074	1	5	0	0.5151733862557677	1	1
SEC22B	0.00311397909974986	0.001192132034271355	6	2	0.5144973577149126	1	1
PPARGC1A	0.014048223091640326	0.0031870037822935245	3	2	0.514193941912476	1	1
RHEB	4.700722325702515e-6	1.526681142156861e-7	5	2	0.5135588114437135	1	1
ITGB6	0.012531934593593738	0.14119206109316998	8	0	-0.5133069702745691	1	1
LOC113251245	1.4872530972226357e-4	1	12	0	0.5129155947487838	1	0.75
DRG1	0.005250153645366294	9.339808851859678e-5	6	1	0.5128993869330073	1	1
ENTPD1	0.020671342945759653	0.003322137714255278	3	1	-0.5124939068906318	1	1
ZBTB41	0.0011867939071703352	0.00748080983169993	3	2	0.512464997024104	1	1
FAH	0.04973444859611329	7.46697186860854e-4	11	1	0.5116376329135418	1	1
ARNTL	0.009098408112471998	1	5	0	0.5116293577792023	1	1
REPIN1	0.04341820066359422	0.22358527332501263	4	0	0.5112997429289345	1	1
DTWD1	0.0419973433255906	0.15217307372669353	6	0	0.5111534280710763	1	1
LOC113270332	0.02944845504505122	0.8685707670461181	6	0	-0.5107387990146809	1	0.75
ADCY4	0.005668005236926632	1	11	0	0.5107211491428572	1	0.75
RCN1	5.963123655649729e-4	0.0018977477262419951	3	2	-0.5102630057313352	1	1
LOC113267752	0.031298530819105434	0.5904918657020765	6	0	0.5094925626292431	1	1
ALKBH5	0.0011764346700403876	0.0018391535421368916	3	2	0.5090314911400073	1	1
PRKCD	0.009098408112471998	0	2	2	-0.5089595128393216	1	1
PKP2	8.390315784534445e-4	0.001559295995068273	3	2	0.5084788112859094	1	1
MFHAS1	0.0018829670474639613	5.028625801799424e-4	4	2	0.507106151849558	1	1
DMGDH	0.004521842833843736	0.01432929974370815	9	1	-0.5070509815240508	1	0.75
FTSJ3	0.002324784659658852	1.842618175449136e-4	3	2	-0.5069185305508277	1	1
LOC113255248	0.013059632825685044	0.07339658686587025	3	0	-0.5064872468531699	1	1
KIAA0232	3.3574474438960816e-5	5.229194060813029e-7	9	1	0.505871936360933	1	1
LOXL2	6.696542569155617e-4	4.363428529506778e-4	12	1	0.5056663733516331	1	1
OLFML2A	0.03747272070717769	0	2	2	-0.5048503388568493	1	1
TNIK	0.005861632977986273	0.3150775536205353	6	0	0.5045147650509689	1	1
SNX5	5.982475567363175e-4	3.710977910140849e-4	9	1	0.5038438474382585	1	1
FMO1	0.043962880274593975	1	7	0	0.5037552020066222	1	1
HSF2	0.005060958387751712	0.045673438483958134	5	1	-0.5036710580918656	1	1
HOXB6	0.018034187958139186	0.010896644228338838	5	1	-0.5017911382305673	1	1
MLLT3	0.013083671242671466	0.006953078503045357	3	2	0.5015962328890892	1	1
LOC113245930	0.018490131350023552	0.022363178311619204	9	1	0.5007319935682708	1	1
SEL1L3	0.02333184217512292	0.0049183357910915935	3	1	0.4998452503290009	1	1
KIAA1958	0.004938018353800512	0.05216303159359553	3	0	-0.49982896813352345	1	1
MRPL30	0.006640349711902457	0.0372507506583523	3	1	-0.4988725715450667	1	1
PPCDC	0.0471928362409638	1	5	0	-0.49833573883635357	1	1
ZNF568	4.668045604416705e-5	0.0780084554539845	6	0	-0.49716631340188033	1	1
HOGA1	1.9234096161087518e-9	0.004910860455050386	9	1	0.49656093732651624	1	1
UBE4B	3.4928862133884704e-6	0.03551752122622409	3	1	0.49636161437115534	1	1
UBFD1	0.0030762053640500113	0.003960086768107972	7	1	0.49626305334934406	1	1
GNE	0.035440978473909694	0.005631952886305373	11	1	0.4961177100839815	1	1
HAS3	0.016887592236394623	1	4	0	0.49607245477941236	1	1
TFDP1	0.041019812120604356	0.4533659137784188	4	0	0.49580191101336807	1	1
PPARA	0.024996941620799674	0.24140652373068683	5	0	0.49571104967595936	1	1
MPEG1	0.0016462792831532151	0.0029373900022103454	3	1	0.49514756391958903	1	1
GOLT1B	0.020267219983331537	0.017819909030843423	3	1	0.49371746110341824	1	1
PCMTD2	0.03317087160927372	0.33850672277591987	6	0	0.49355106076196553	1	1
FNDC3B	8.806970820336045e-4	3.044804010486305e-5	3	2	0.4926844289806797	1	1
RUFY3	2.04462679189803e-4	1.7493758579317278e-5	7	2	0.4926083093667436	1	1
MANEA	0.012919639448918472	0.005449516361788002	9	1	0.49216440944340356	1	1
IQSEC1	0.007645750274603252	0.11577808905217436	8	0	0.4915403999555743	1	1
UBE2V2	0.0016104801001675722	4.526483088791116e-4	3	2	0.49070107682591435	1	1
TRIM68	0.0012032871963720156	1	8	0	0.49066218796616745	1	1
LOC113246566	0.04204695554550388	0	2	2	-0.48966530624797927	1	1
PAWR	7.227177093629785e-10	1.7121849984963673e-7	4	3	-0.48849637460935325	1	1
DZANK1	0.04033933744227307	1	6	0	-0.4884643105209444	1	0.75
L2HGDH	0.005146261377016629	0.47135324744277596	6	0	0.4884261860779896	1	1
KCNK5	1.3298412525858166e-6	1.1201472836135034e-7	4	2	0.4879267959299681	1	1
RECQL	0.0010422769777626482	1	9	0	0.4878468184703991	1	1
CPQ	0.0050025654391135255	0.30373333300958516	8	0	0.48751359402891614	1	1
ABCC3	0.023805765277204682	0.0117138782400393	3	1	0.48664495284091697	1	1
PSMG3	0.003385723053651834	0.038195647600296555	4	1	0.4861679038933315	1	1
ATR	0.001925248897623277	0.008007152377999815	4	2	0.4861151522843798	1	1
FBXO11	0.031220954700700885	0.20267912051501216	7	0	-0.48536063104352467	1	1
PRMT9	2.9147029617354177e-5	7.957484831654758e-5	6	1	-0.484763036725553	1	1
MAFK	8.019092867084751e-4	1.3026313552988157e-4	6	1	0.48425584816544476	1	1
RASSF4	0.031770791186665176	0.0034144204000534557	9	1	0.48418419912522326	1	1
CPEB3	0.009559718359602247	0.6569905155978706	4	0	0.48342896656343154	1	1
PM20D1	0.0016218095359941652	0.031198525882637763	6	1	-0.4833342509916761	1	1
PPP2R5A	2.949709460108884e-4	0.008235475150770671	5	1	0.4830842941266513	1	1
TPP2	6.153447986512347e-12	5.506495360380966e-5	8	2	-0.48236819425672145	1	1
MTRF1	0.012050079839955093	0.3656210133191867	5	0	-0.4819182228374551	1	1
PLAT	0.0030257437125857443	2.0709394970762137e-4	3	2	0.4793873317227767	1	1
NEK11	8.211962820021634e-4	0.24366510807448954	8	0	0.47928525892627033	1	1
ADCY6	0.007022223139292829	0.09916665564538767	9	0	-0.4788824354050154	1	1
