gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Atrium)	pct_gene_expr	max_pct_tx_expr
DPF2	1.357963004044694e-4	0.07016809972099576	5	0	-0.8082548014102154	1	0.6666666666666666
FAM107B	3.554618448790912e-5	1.6496138761015417e-6	3	2	-0.7980046102675256	1	1
SLC39A14	4.313919363216046e-6	4.097770110645626e-4	7	1	-0.791687779296233	1	1
SCML2	0.02072879500083624	0.012661281217594538	3	1	0.7913496805398444	1	1
LOC113247260	0.04429354032211778	0.19292765000559986	4	0	-0.788886129481014	1	0.6666666666666666
CPT1A	0.004376105683368585	3.100646394825771e-4	3	2	-0.7853861032328494	1	0.8333333333333334
ANKRD39	8.271179402572279e-22	3.0374163921070722e-12	8	1	0.7820456948984774	1	1
SYNPO	9.96915730582756e-4	0.001755517813808173	5	2	0.7786529318940016	1	0.8333333333333334
AFAP1	0.007888044613754076	0.013598366506013806	5	1	0.776048498124385	1	1
TOM1L2	1.7101378129814495e-6	1.5359957000103891e-6	5	2	0.7746856191205703	1	0.8333333333333334
SLC2A3	0.037190523887151376	1	4	0	-0.7721160265776427	1	0.8333333333333334
IFT46	0.011012974858632243	0.030558188942734293	5	1	-0.769704993419482	1	0.8333333333333334
CCDC50	5.29941396053156e-8	0	2	2	-0.7672644454943283	1	1
TMEM200B	0.028532380646325697	0.04453221578438329	3	1	-0.7660691047767776	1	0.8333333333333334
UBE4B	0.02779945650138451	0.05321415287636827	3	0	-0.7626715949274379	1	1
LRRC8A	0.009957072515043915	5.51934170492401e-4	4	1	0.761024225889898	1	0.8333333333333334
CROCC	0.03651059920247401	0.06352401370381008	3	0	-0.7575514481967377	1	0.8333333333333334
OCLN	0.011347428517297524	0.0026293483755344474	3	1	-0.7529245212113665	1	1
FAM173B	0.012576750808016932	0.007438630316133809	3	2	-0.7523281707276573	1	0.8333333333333334
BCL6	2.2512471168694894e-7	1.0355551189658516e-5	5	1	-0.751672444574558	1	1
ARF3	2.0206917938805426e-11	0	2	2	0.7487888330400523	1	1
TBC1D4	3.689911152126821e-7	0.008311894607392054	5	1	-0.7451546657332808	1	1
RHOBTB1	3.0621597526714223e-15	1.4729254666440983e-7	12	1	-0.7448377020844221	1	1
PRICKLE2	2.5246667976911607e-4	1.668747430003006e-5	3	2	-0.738224747137589	1	1
PSAP	2.8023044009110524e-42	8.949444584681305e-44	3	2	0.7361129674881124	1	1
CLASP1	1.100387879557428e-7	0.002435909184394093	10	1	0.730910648350113	1	0.8333333333333334
SGF29	7.242093012345222e-4	0.014921533799131118	5	1	0.7297154498074051	1	1
PLIN4	0.0038446799510383476	1	3	0	-0.7221486062293794	1	0.8333333333333334
VEPH1	2.1540964592454177e-5	0.011004976651448834	6	1	-0.7204801969016839	1	1
USP28	3.843239258774561e-9	7.722718800969333e-5	7	1	0.7201041788087534	1	0.8333333333333334
COL4A3BP	0.021568345149519143	0.0045038586965428324	3	1	-0.7148094220688892	1	1
KIF1B	8.633908928468673e-14	9.577714425303302e-9	4	3	0.7119390029810649	1	1
GK	5.567533960715963e-9	1	6	0	-0.7109176152800926	1	0.8333333333333334
FAXC	0.01863466960312298	0.026461650590436824	3	1	0.7083900927087243	1	1
DAPK2	0.003840972626170477	0.0036179158156702178	7	1	0.7067044618749665	1	0.8333333333333334
LOC113264440	3.045358565886711e-11	1.0518457995816387e-10	5	2	-0.7002023351761123	1	1
TRMT44	0.009511970570623822	1	4	0	-0.698195262731183	1	0.8333333333333334
ERCC4	0.0020075143427018658	0.0011965588263382714	4	1	0.68961368189697	1	0.8333333333333334
WDR78	0.008761336850297959	0.011016795049686058	5	1	-0.6885888564578215	1	0.8333333333333334
TXNL1	1.3060939577042996e-11	3.864545992589401e-11	7	1	0.6864033652225059	1	1
EGFLAM	0.002331794339261713	0.006503395984840021	4	1	-0.6747908725282334	1	1
LRRFIP1	3.9573255209845107e-13	3.5119213883619516e-11	6	2	-0.674306445226138	1	1
NF2	4.524989682802763e-6	0.005524664101892786	7	2	0.6741902864935976	1	1
PYGM	3.2335273272781677e-5	0.003473302604313589	7	1	0.6732425042689851	1	1
GFPT1	2.849664591389071e-9	1.1261338789649867e-8	3	2	-0.6714151712452741	1	1
TMEM245	0.0016669514857138672	2.3122995361971675e-4	3	2	0.6712386662742796	1	1
LARGE1	4.4419531927378554e-7	3.899842924388592e-5	4	1	0.6702347148711415	1	1
LOC113249328	0.037792253791879005	0.00281497473266203	5	1	0.6692324040978666	1	1
RFX3	0.006162188726107572	0.0019957455184896715	4	1	-0.6687363225309738	1	1
TLK2	0.01469385799798812	0.002168260501589966	4	1	-0.6629950397494764	1	1
PPP1R12B	3.1790764048362402e-15	7.584652805304464e-17	4	2	-0.6622008200775319	1	1
CMYA5	9.062848442168168e-6	1.4807148697307776e-8	6	1	-0.6620650618587702	1	1
CDIP1	0.043092737133694464	0.0026964832511998118	7	1	0.6606225093796996	1	0.8333333333333334
ULK3	0.044927830580616876	0.37042524165911545	4	0	0.6587059002635489	1	0.6666666666666666
TDP2	0.004373970347345018	0.006542143586281046	3	1	0.6573545533099029	1	1
SEMA4D	8.41257179471017e-5	4.473045883556828e-5	3	2	-0.6573341894348605	1	1
QKI	1.0113373804669687e-21	8.529692259301672e-16	6	2	0.6541785095421896	1	1
ALKBH3	0.0010164641453867566	9.315686102020297e-4	6	1	-0.6522471307013413	1	1
ARSG	0.024339064952006606	0.1770451105971357	5	0	-0.6494818799578136	1	0.8333333333333334
MCM8	0.039587996733842085	0.00809875014994951	6	1	0.6486237803982604	1	0.8333333333333334
SKA1	1.3629715169243329e-4	2.2670389739045698e-4	3	2	-0.6483831101948618	1	1
IFT20	0.009947461415411923	0	2	2	0.647994132020623	1	1
KDM8	0.017877928093103047	0.18302115186975298	3	0	0.636160753105261	1	0.8333333333333334
FAIM	0.04042089229114212	0.4704873814143671	5	0	0.6347088615706036	1	0.6666666666666666
LEAP2	1.3829406499003054e-4	0.00881528429050976	5	1	-0.6334825537995206	1	1
ARHGEF28	5.240903710793584e-10	4.892675957446541e-9	3	2	-0.6278674389064776	1	1
LOC113270375	0.006022273864887953	6.639287310434727e-4	4	1	0.6274121173014352	1	0.8333333333333334
CARMIL1	0.013273509771532127	1	4	0	-0.6222271888304151	1	0.8333333333333334
DENND1A	0.011051158478365542	1	4	0	0.6202296817390262	1	0.8333333333333334
MBIP	3.9076160272518795e-4	0.06204599527242142	8	0	-0.6198694677001924	1	1
LOC113270722	0.01941157699590773	0.052904728228249966	7	0	-0.6198304301470877	0.8333333333333334	0.6666666666666666
EMC2	0.021758656997890456	0.27947614276500277	4	0	-0.6144400027970045	1	1
FAM129A	8.063253026636859e-4	0	2	2	-0.6135754281711572	1	1
PURA	2.6597161499241095e-12	8.45548870472671e-11	6	2	-0.612069284678284	1	1
GSN	1.130560184715815e-38	4.60044076034494e-26	5	2	0.6112885787787797	1	1
ASDURF	0.04634382366553977	0.22069118779046873	5	0	-0.6096704475922636	1	1
LOC113244018	2.0518321308499375e-5	1.357678111622621e-4	3	2	0.6090300636708879	1	1
SEH1L	5.97545816552824e-9	1.6829022289899903e-6	4	1	0.607879188404044	1	1
RASSF2	0.02430777153992672	1	4	0	0.6067150602642957	1	0.6666666666666666
CCT8	3.49831985097689e-22	2.827917570933202e-13	5	2	-0.6043979953972958	1	1
MED24	0.035966844618333854	1	12	0	-0.6040488771619306	1	1
IDH3B	3.504170770775567e-16	2.3603448981325154e-12	4	1	0.6018261806974614	1	1
MYOM3	2.5882434248546366e-4	0.0037539983439357854	5	1	0.5998002096455948	1	1
EMID1	1.1403095505245317e-13	1.0656506533830408e-5	6	1	-0.5933333106983104	1	0.8333333333333334
KIF13A	0.007377861514495724	2.7218619843793904e-4	6	1	-0.5904044238778138	1	1
SLC4A7	9.252648332155797e-4	0.10120845608112358	4	0	0.5870121556473183	1	0.8333333333333334
LRCH2	0.0276361267334442	0.015789523328255665	4	1	0.5852719849515934	1	1
LAMA2	1.8969581344440876e-5	3.4291143139334037e-4	5	2	-0.5808748604882712	1	1
GOLGA2	2.173367334394608e-10	3.2668269013923673e-7	4	1	0.5779646740291443	1	1
CELSR1	0.04502698284578954	0	2	2	-0.5776698632645332	1	1
FITM2	8.127730762819111e-14	1.0495525599470534e-13	5	2	0.577279783977257	1	1
SLC12A3	0.008198798224371922	0.002149467452061266	4	2	-0.5764849104209872	1	1
TMLHE	0.005312907771447658	6.502879609598348e-4	3	2	0.5759109906443984	1	1
ENO1	2.148632863773278e-13	6.206678548320827e-7	4	1	-0.5730344674304052	1	1
ARID1A	0.028104477727646016	0	2	2	-0.572780997738709	1	1
MARCH8	0.027310879133539943	1	7	0	-0.5699359291178252	1	0.6666666666666666
KIF3A	0.0019393177760853597	0.047117767602560194	4	1	0.5695990941643342	1	1
SMC4	0.005934582406958331	0.00883456894919188	4	1	-0.5669155830626614	1	1
INPP4B	0.009346433152180656	0.2904200422288353	7	0	0.5586698255736106	1	1
KIAA1522	0.027418328056858985	0.5573519498574461	3	0	-0.5584518450521192	1	0.8333333333333334
LATS1	0.0315696283751614	0.07524087629251239	5	0	0.5582573752694664	1	1
RNF115	4.4419531927378554e-7	2.087925954291258e-8	4	2	0.5569660369182475	1	1
MLF1	4.676970901643286e-10	0.0027954524178206664	5	1	-0.5554767257152821	1	1
SFXN1	0.03651059920247401	0.2888273460805731	5	0	-0.5549049660420774	1	1
PRKDC	2.1056802129780974e-4	0.0017105523155258756	5	2	-0.5526845606613018	1	1
LOC113241272	0.048003071124029725	1	4	0	0.5519713776898623	1	0.8333333333333334
NSFL1C	0.01572411763898102	0.0029295903677207524	3	2	-0.5490718667768333	1	1
SOBP	0.003244367140629078	0	2	2	-0.5481435925210703	1	1
FAT1	8.278806368829928e-6	3.052545855600474e-6	6	1	0.5446256478012216	1	1
CLTC	7.298476749324258e-6	6.047574302945245e-6	7	1	-0.5440457840322201	1	1
SVIL	2.045184060739135e-10	0.04146719002451955	11	1	0.5434448382463491	1	0.8333333333333334
PPP3CB	0.012394657642759349	0.03797769958761194	6	1	-0.5431689104757719	1	1
SESN3	0.04309838330801471	0	2	2	-0.5407193411808964	1	1
FBXO31	0.005536291710216089	0	2	2	-0.5365340093062765	1	1
COL6A3	6.352010856780847e-4	1.2288428202191024e-4	6	1	0.5361389128265381	1	1
SUPT5H	0.00113461706993495	0.2143382849632256	4	0	0.5353740388663002	1	1
COLEC11	0.009063850042409517	0.2579530213799314	5	0	0.5336803701330943	1	1
GTF2H4	0.039743455699216425	1	6	0	-0.5317003043888976	1	0.6666666666666666
FBXW2	0.04864782895885412	0.2927643471562245	5	0	-0.529534233245264	1	1
KCNIP2	5.73901007580942e-4	1.3632211566239527e-4	6	1	-0.5290301313309502	1	1
ACACB	3.687640274267584e-5	0.0340057443684825	8	1	-0.5268963889586145	1	1
GOPC	2.1056802129780974e-4	0	2	2	0.5265180774377689	1	1
VPS13C	3.8851937885746784e-10	0.001642718165724775	4	2	0.5243483528478393	1	1
LOC113261754	0.02072879500083624	0.2786650497125798	4	0	0.5226497568776676	1	1
ATP9B	9.843601666724294e-4	1.7461357811670265e-4	3	2	-0.5222010975718954	1	1
TSPAN9	5.802445277042847e-6	1	8	0	-0.5204335970858961	1	1
ANXA7	2.1503372920026468e-8	1.3223141836250918e-5	7	2	-0.516917472183594	1	1
ACTN2	1.0340712342936938e-8	4.9159325834413854e-5	6	2	-0.5165768129537595	1	0.8333333333333334
RNF114	4.882432953655634e-5	0	2	2	-0.516461491423876	1	1
CORIN	0.025787721186182076	0	2	2	-0.5130928024545967	1	1
LOC113260369	0.02474007789361576	0.9725784693064622	4	0	-0.5127847715748444	1	1
GABPB2	0.01304091502540533	0.003022633361075203	4	1	-0.5123131225934484	1	0.8333333333333334
LPIN1	0.006534733293170299	0.06933973751175616	6	0	-0.5115294470360349	1	1
SEC61A2	0.04942076804228777	0.1639528356595388	3	0	-0.511103013236098	1	1
CACNA2D1	1.5417411752479077e-4	0.3137574909613049	7	0	0.5099870691604749	1	1
CAMK2B	0.02430777153992672	1	6	0	0.509169878909948	1	0.8333333333333334
SPPL2A	7.451783609142131e-6	0	2	2	-0.5072326688836466	1	1
SGCG	0.011939885840739859	0.02194179081400442	5	1	0.5063153191418341	1	0.8333333333333334
ARMC9	0.02658971278952289	0.0663355872472026	8	0	-0.506193794500493	1	0.8333333333333334
ASPH	4.9134463767261406e-23	1.4144750513112554e-12	11	1	0.502417070254024	1	1
SLK	6.092560913605686e-8	1.6023376020560525e-8	3	2	0.5013001663938002	1	1
HDHD5	0.04634382366553977	0.33165095658762667	4	0	-0.49796069595408576	1	1
BPNT1	0.016557801469919555	0.056952639193495046	7	0	-0.49751566105813816	1	1
RTN4	2.806505393814748e-30	6.024134097480063e-19	7	3	-0.49731920430274756	1	1
KLC4	0.01394867545768523	0.01622227322670907	3	2	0.49722133228518384	1	1
PCSK7	0.026967961215111177	1	9	0	-0.4962184788953622	1	0.8333333333333334
SAMD4A	0.011293751304931156	0	2	2	0.495215160804959	1	1
ANK2	3.579407353407441e-13	1.2028698382564074e-4	9	1	0.4927051883719501	1	1
PATJ	3.3488607554164843e-6	0.0010629492143205915	6	1	-0.4915918568864874	1	1
USP32	3.005771815273805e-4	4.979635510378584e-4	3	1	0.4912285287473581	1	1
KLC1	0.001296488212077035	3.7101076541079715e-4	12	1	-0.4884409591369879	1	1
CAMK2D	1.7530937660744617e-15	0.002021935389531885	7	1	0.48640964975830836	1	1
EML1	7.890493728139106e-4	1	5	0	0.48622921132438823	1	0.8333333333333334
LAMB3	1.376586326480871e-4	0.018440753353149514	7	1	-0.48604825617214326	1	1
DCAF6	1.1187821027431404e-9	0.024139722228186156	11	1	-0.4832069613352226	1	1
PRKAB2	4.1594346452297517e-10	8.368353865290087e-4	8	2	0.48306134790416316	1	1
KIAA1109	0.025104568523789506	0.04833215698308665	9	1	-0.47566998625383844	1	1
MECP2	7.301044196342566e-5	0.002460130218053615	3	2	0.47554631809101094	1	1
LOC113259832_TAF1D	0.005210675207448301	1	9	0	-0.4713205060513949	1	1
CD47	0.002365309586720146	0.02334507511232388	6	2	0.47085217130472345	1	1
CDK14	0.0011167558663982443	1	7	0	0.4670940164562173	1	1
ADD3	0.0028505873541605346	0.010694493104330701	5	2	0.4664025822079383	1	1
TEX264	0.017341373349648484	0.20399516548277527	4	0	-0.46417740414248276	1	0.8333333333333334
SPOPL	0.03557229140944625	0	2	2	0.4636089726655391	1	1
LOC113265291	0.010613246500238595	0.014061593953285705	4	1	0.4635111867686789	1	1
PFN2	0.01944539520748827	0.009786243225952831	3	2	0.4602614086307964	1	1
AKAP9	2.009400859066752e-8	0.004654560009954568	10	2	0.45879168031650613	1	1
TSPAN12	5.831226810340994e-8	0.0018230367883570258	15	1	0.4586218323323827	1	1
AK2	7.252271859788349e-4	0.007146365990263123	4	1	0.4579863810267474	1	1
FAR1	0.003425654372730767	0.002634194723427154	8	1	-0.45786460175050986	1	1
SORT1	0.0012292693753598327	0.004045430641002791	3	2	-0.4569807588592274	1	1
RCSD1	0.011293751304931156	0.011767733458810279	5	1	-0.4549655127063877	1	1
TTN	1.936994378844827e-22	2.5872400906590314e-4	17	1	-0.4538403383361086	1	1
ADGRL2	0.010230553184255253	0.10142949074185596	11	0	0.4497132620416577	1	1
GPX8	0.03638892662117899	0.00682486283033715	4	1	0.44841269329125555	1	1
POPDC2	0.022963560606450786	1	4	0	-0.4483556880938688	1	1
STK38L	0.020995890958042215	1	5	0	0.44707582841967786	1	1
PQLC1	0.016281198087025994	1	6	0	-0.44525081378797154	1	1
PRDX6	0.0016505328672496984	0.005342148219840944	4	1	-0.44420766104040277	1	1
MTSS1	0.011012974858632243	1	12	0	-0.4441287755059836	1	1
LAMB2	0.002024334468351941	0.0052737358746887735	6	1	-0.4415481814346758	1	1
EIF4E2	6.578982269496105e-4	3.8825732432066476e-4	5	2	0.4389444985431462	1	1
RBBP8	0.02990711254615514	0.65579335760277635	5	0	-0.43796009361624577	1	1
ADPRHL1	4.836649696903469e-5	2.69001807008718e-5	4	1	0.43689095336765627	1	1
DENND4C	1.4610592832011788e-4	0.003977033929486096	4	2	-0.4368225779664305	1	1
CD44	9.772521617610983e-4	0.08259858397114386	5	0	-0.43509846676303443	1	1
NEDD4L	2.9634261183089458e-19	5.071469264531377e-5	8	3	-0.43472324701828435	1	1
DNAJC13	0.013975030247284715	0.015131186499445885	3	1	-0.4347025117775082	1	1
ALDH3A2	0.0014325582603069698	0.08109248604402482	12	0	0.43455705487103485	1	1
SYNE3	0.04750965176842623	1	7	0	-0.43323690012648897	1	0.6666666666666666
PCMT1	0.005934582406958331	0.012371040000965063	5	2	-0.4329482462322928	1	1
KIAA0513	5.372468043266292e-4	4.764737881752664e-5	4	1	-0.43199602869619624	1	1
DGUOK	0.011315695439683119	1	6	0	0.43102023064680767	1	1
SORBS1	4.938625503028949e-17	0.0019542528467891376	14	1	0.4302207545700195	1	1
SYTL2	9.332994674757495e-7	0.7108816959889975	6	0	0.42932235876128444	1	1
GPD2	0.002331794339261713	1	6	0	-0.4279477632032633	1	1
SS18	0.020046244687785354	0.002872917577878861	6	1	-0.4275918642138165	1	1
CCPG1	9.635941151377652e-7	2.3726250076983951e-4	8	1	0.42753914157620015	1	1
PAPLN	0.036960416906836095	0.16319633100895	5	0	-0.4259729840615334	1	0.8333333333333334
RNF138	0.03531740366566616	1	8	0	-0.4253159239551916	1	1
SPAG9	0.0011167558663982443	0.008419931008400975	5	2	-0.42411988727585703	1	1
ABRAXAS1	0.003774927733712591	0.25657464105479977	9	0	-0.42366185712864113	1	1
PCYT1A	0.001564946660968083	0.008751284010335356	7	1	-0.4233995392417843	1	1
AUP1	0.029513477475488575	0.12662245877177966	5	0	0.4230437486531679	1	1
RHOA	1.2830116166806278e-5	0	2	2	-0.4204579599234904	1	1
BORCS8	0.004618493889803871	0.8198875762978255	5	0	-0.4177571620155065	1	1
USP47	6.770059030998934e-8	0.5340433024092947	8	0	-0.41671358326593816	1	1
NDUFV3	0.02658971278952289	0.005866802289074651	3	2	-0.41625791515589494	1	1
TAF15	0.013324743672184062	1	3	0	-0.4152497836901381	1	1
DNAJB6	5.217445673078936e-8	0.00293238706142845	10	2	-0.410482161266184	1	1
NSRP1	0.03267018254481601	0.008863613287034867	5	1	-0.4101802503806416	1	1
FHL1	1.8018546881950823e-9	0.008429810971123467	13	1	-0.40988825599583395	1	1
AQP7	2.1937340801582587e-7	0.0015871359594585104	10	1	0.4083982299887535	1	1
PHF20L1	8.150322661596536e-6	1.2079393907886572e-5	5	2	0.4081075584421318	1	1
ENSA	1.1033657357148194e-12	4.019070630746512e-15	5	2	-0.40715220399903224	1	1
CCSER2	3.629310431856868e-9	9.928840839310884e-5	10	1	-0.40646681417954433	1	1
AGPS	0.03656615136516622	0.9937217744267085	7	0	-0.40591160336148474	1	1
PROX1	0.002967234389132075	0.007812883005902441	6	1	0.4055408396759861	1	1
CLSTN1	2.2316038734524307e-5	0.0314463993501172	6	1	-0.40529282421088303	1	0.8333333333333334
REPS1	0.032669511440059584	1	5	0	-0.402955711234483	1	1
PHACTR1	0.026586484621310923	0.07729536496653136	6	0	-0.4027381748255208	1	1
DCTN1	1.4830258417207841e-5	1	10	0	-0.4019385293992785	1	1
CLIC5	3.1713456936571253e-6	2.9033209202855185e-4	4	1	-0.40036458374511874	1	1
TBC1D1	1.256200973879972e-5	0.1393964802499519	10	0	-0.39995562064553014	1	1
FKTN	0.046040379291782875	1	8	0	0.39884486464454827	1	0.6666666666666666
DAB2	1.1992408908250016e-4	0.010272162773352427	7	1	0.39789856184302097	1	1
CUNH19orf47	2.1056802129780974e-4	1	11	0	-0.3975201166826913	1	1
ASB1	0.046040379291782875	0.22080390104134529	5	0	0.3957120011063274	1	1
DYSF	0.001006577811848536	2.2226094979672546e-4	11	1	-0.39495139651184175	1	1
SORBS2	4.3830956775969086e-15	4.710703106642385e-7	10	3	0.39408689267753344	1	1
CSDE1	4.7659903562296e-16	0.006713751043730271	10	1	-0.3929176669020991	1	1
LAMP2	1.357963004044694e-4	3.642517061844401e-6	3	2	-0.39287111732564495	1	1
KCNJ15	0.04734734897562049	1	5	0	0.39190326058052466	1	0.8333333333333334
RNF128	0.03062024184595589	0	2	2	0.38981012192283687	1	1
TP53BP1	0.032669511440059584	0.012031456569495799	5	1	0.38956214724034144	1	1
YARS	0.0024649976774578177	0.25642725403674743	8	0	0.38940355615398087	1	0.8333333333333334
TPM2	1.2870813730974656e-11	3.6139483946213575e-5	5	3	0.38874070648117287	1	1
SPTAN1	1.5010675386170414e-24	4.460294227811715e-8	8	5	0.3871146412270709	1	1
ESYT2	0.001042940199490186	0.010254632941744352	7	1	0.3868294323222895	1	1
LRCH3	0.005301238184633952	0.08855375586490184	6	0	-0.3856899850956895	1	1
GMPR	0.0016374733164910569	4.878219953648818e-5	5	1	-0.38514167316331344	1	1
KIDINS220	6.772708349045741e-6	0.025328472800431826	11	1	0.3830111024083929	1	1
MIA2	1.0648571584997624e-5	1	10	0	-0.3814765038849361	1	1
LOC113246305	0.0358337803068749	1	10	0	0.38087532806239155	1	0.8333333333333334
MYOM1	1.244962079657121e-13	0.01799409348101152	12	1	0.3795681431535519	1	1
USO1	0.044924091794540336	0.8788798001488314	7	0	0.3790238018132677	1	1
ARAP3	0.031647971107231394	1	8	0	0.3779409133460854	1	1
DUSP16	0.031936184682501874	0	2	2	-0.37693463036844876	1	1
USP40	0.006534733293170299	1	7	0	-0.37631244216758936	1	0.6666666666666666
TBC1D23	0.046040379291782875	1	6	0	0.3762770134602794	1	1
ERBIN	1.0994479219598828e-6	0.044414312215229526	6	1	0.3749400406394905	1	1
BRD8	0.016281198087025994	1	14	0	-0.3738268218544955	1	1
EFHD1	0.016046662890309708	1	3	0	-0.3735192623816901	1	1
NTAN1	0.044315768212256794	0.05754871518533788	6	0	-0.37301616146090527	1	1
PLA2G16	7.735666313589008e-7	1	6	0	-0.3729549405928572	1	1
PTPRA	0.0032937346799209646	0.3408835595785771	6	0	-0.37237340467570823	1	1
EXOC1	1.4649598387655737e-6	0.0685270521558963	8	0	0.3716303799466734	1	0.8333333333333334
PTK2	7.42414349865559e-6	0.02053473773460593	8	1	0.3713163360519962	1	1
CPED1	0.04634382366553977	0.22650708531412822	10	0	-0.3709428229460918	1	1
VMP1	0.007427415423507995	0.004178259763093122	6	1	-0.3694719511973919	1	1
ARID1B	0.01407420806355904	0.010372947940953395	7	1	-0.3669329554034232	1	1
NCOA6	2.6597161499241095e-12	0.0012713350585373698	7	2	-0.36672697482514854	1	1
GUCY1A1	0.009288962867446562	0.7248754632148771	4	0	0.36619463516321826	1	1
NCBP1	0.0024465594599566553	0.004021088349328261	6	1	-0.3650952613602288	1	1
PAFAH2	1.357963004044694e-4	0.6380522618868527	11	0	-0.3644934839854822	1	0.8333333333333334
LOC113248431	7.06966474053898e-4	8.703907929947083e-4	12	1	-0.3643274293891829	1	1
MEF2A	2.877291163650163e-12	2.2314757435482218e-4	10	1	0.36275663685258114	1	1
ANK3	4.5124755407615215e-26	4.5079504767329874e-11	6	4	0.36167564449306144	1	1
RAB11FIP3	0.0020075143427018658	0.003378826066769467	3	2	-0.36146869804595855	1	1
AP1S2	4.251173404575274e-5	3.526516737299323e-4	5	1	0.35315982150960534	1	1
CMC2	0.006465110812890461	0.4855507380213156	11	0	0.3519721418612253	1	1
NFAT5	0.019521357258970605	0.03178029189193076	7	1	-0.35160245412761143	1	1
PXN	0.001296488212077035	1	9	0	-0.35108845214550527	1	1
RBM42	0.018944109294293437	0.8748364719375785	3	0	-0.3509800041589666	1	1
IMPDH2	0.001250962071799176	0	2	2	0.35066031519788243	1	1
RBM6	0.037438256898684893	1	11	0	-0.35036881258585045	1	1
LOC113260099	0.03842139247893808	0.4983812012820161	4	0	-0.3494466467434799	1	1
OBSCN	8.61000987562436e-5	0.1448543203783466	8	0	-0.347754802516841	1	1
ATG13	6.68037607721467e-5	0.1294871197508555	14	0	0.3471045037594354	1	1
ALPK2	0.005131309086511622	0.03134186856748204	3	1	0.34606482764811064	1	1
LZTS1	0.013214502495004436	1	3	0	-0.3454475661212099	1	1
NASP	8.063253026636859e-4	0.26858029393090604	5	0	0.3449456710741329	1	1
CD99	0.004599903039790591	5.229475632046844e-4	3	1	-0.34492951177647446	1	1
EPS15	9.009918300843651e-8	1	10	0	-0.34346899454558844	1	1
LOC113245319	1.4811495014883236e-4	0.6158770997784777	6	0	-0.34340229618653006	1	1
LARP4B	0.0012773227253971503	0	2	2	0.342930209628041	1	1
DCUN1D3	0.01720197915656156	1	6	0	0.3428553319040521	1	1
CLU	0.016689880144686038	0.025703279125532687	6	1	-0.34208801635512026	1	1
FILIP1	3.6449529239836615e-4	0.014038946362035213	4	1	-0.34109774442908425	1	1
CSNK1A1	4.1594346452297517e-10	1.7951328366323358e-5	6	3	0.34097248277145226	1	1
CLIP1	2.209004305538032e-19	0.09296399926172998	13	0	-0.3407400849144561	1	1
CNTRL	0.013681968957969153	1	9	0	-0.3402970823545546	1	1
