gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Ventricle-Stomach)	pct_gene_expr	max_pct_tx_expr
COG4	0.023534345038368154	0.45944467883359136	7	0	0.7534303457519754	1	1
ALG13	0.003851217767353156	0.0017550302334685137	4	1	0.7496330492186082	1	0.8333333333333334
ELOVL7	0.00638605355434379	0.008834848689062357	3	1	0.748325910718259	1	0.8333333333333334
HMGN3	9.712474619013332e-6	2.7648229841313215e-5	5	2	0.7479954574134307	1	1
ANKRD39	6.480571047673357e-72	1.6983148134150355e-40	7	2	-0.7479152135838804	1	1
LOC113270849	0.010751184286244681	0.004284585859485792	3	2	-0.7472929342914795	1	1
PDLIM5	1.1310799840448411e-14	1	11	0	0.7431116853742843	1	1
SEMA4D	0.009286879507942688	9.227540412103821e-4	3	2	0.7411335050117548	1	1
TMEM200B	0.004481002576289866	0.005894397356529387	3	1	-0.7401617438522939	1	0.8333333333333334
FAM117B	0.04325718357660027	0.08061898666754402	3	0	-0.7398878036049924	1	1
EVC2	0.012503782467573204	0.05168616529039941	4	0	0.7388712859981927	1	0.8333333333333334
CPT1A	3.4601298899547393e-4	4.533773874641867e-4	5	1	0.7379518351910364	1	1
HSPA12B	0.03549456830814472	0	2	2	0.7370432028506207	1	0.8333333333333334
RASEF	0.02730292995339621	0	2	2	0.734290740184162	1	0.8333333333333334
FAN1	5.783735062035328e-5	0.005073389289086922	6	1	0.7321672806915173	1	1
MED23	0.0023659515835229845	0.0011644153153081548	3	2	0.7294259561400046	1	0.8333333333333334
LZTS2	0.03908624214311831	0	2	2	-0.7272699255277729	1	0.8333333333333334
EPB41L4A	0.033410910636137374	0.03984276026653514	3	1	0.7250437205431545	1	0.8333333333333334
TTC7B	8.89193594030439e-5	4.154495018626296e-5	6	1	0.7212349091604559	1	1
EXOSC10	1.0634314690193539e-7	4.075370452464597e-8	13	1	0.7208619049361175	1	0.8333333333333334
PPP1R3F	0.041551924829301236	0	2	2	0.720800412716163	1	0.8333333333333334
R3HCC1	0.03028382456400138	0.0489038741960675	8	1	0.7205703441105578	1	0.8333333333333334
PPP1R3A	2.945425964426803e-9	2.799491398174993e-7	6	1	-0.7171453045182115	1	1
LOC113246148	0.0016175309698542536	0	2	2	0.716452887329832	1	1
DBNDD2	6.152947153446291e-15	1.9667564368233173e-9	3	1	0.714338653527258	1	1
CADM1	0.03647872570492737	0	2	2	-0.7129679338186301	1	0.6666666666666666
PRIMPOL	0.00622268438093047	0.019151586794887043	6	1	0.7125893222064505	1	0.8333333333333334
LEPR	0.03812346811358101	1	9	0	0.7118789155211913	1	0.6666666666666666
JMJD6	0.04465395173542857	0.016342808326146947	5	1	0.7078761826870523	1	0.8333333333333334
TBC1D4	1.5431428312451365e-5	2.0320052301135743e-4	5	2	0.7054802969039073	1	0.8333333333333334
MFSD14B	0.009025589909128698	0.008777228916143773	5	1	0.7035217375738376	1	1
TP53INP2	0.012861382290452089	0.04349967356375264	5	1	0.7030552557231775	1	1
TMEM245	4.147831052357735e-6	8.575664686899141e-8	3	2	-0.7024445734053689	1	1
SYNPO2L	0.04319862995197173	0.15145336213704672	3	0	0.6989067162099473	1	0.8333333333333334
SAMD4B	0.028018107445459475	0	2	2	-0.6938447724739437	1	1
SLC2A3	0.002605476206438786	0.10500233833891792	4	0	0.6900580652251853	1	1
EFCAB11	0.0019910024236234366	0.3051691691530349	5	0	0.6883181064528247	1	0.6666666666666666
ITGB1BP2	1.2880877395187322e-5	0.474903878845536	4	0	0.6860559348032802	1	1
MAP2K5	0.03677269921417664	0.03877802946613258	6	1	0.6842087529080925	1	1
L2HGDH	5.014340460154735e-4	0.03845901326300239	6	1	0.6819065401084894	1	1
LOC113246045_LOC113245998	0.01117698154274675	0	2	2	0.6792836136984871	0.8333333333333334	0.8333333333333334
LOC113248444	0.01660245798329384	0.007970159283321026	11	1	0.677887392584499	1	0.8333333333333334
FLNC	2.787962792266907e-15	1.928262536215206e-13	9	2	-0.6746282347608014	1	1
ART3	2.913541493078704e-4	0.0016008977047742698	4	1	0.6728244140704625	1	1
MPZL2	1.4192311554580062e-5	1	6	0	0.6724892846670392	1	0.6666666666666666
DNMBP	0.04781025340846836	0.05063452449552263	3	0	0.6703476563546078	1	1
WDR7	0.00156747360502984	0	2	2	0.6663459996579549	1	1
CYR61	3.558082620995529e-4	0.001660135815967425	7	1	0.6622110760331199	1	1
ARF3	0.006229298716281353	5.064662172039533e-4	3	2	0.6614395127721354	1	1
P2RX5	0.04798897774944227	0.06134785390412598	3	0	-0.6577321117567001	1	0.8333333333333334
ALKBH3	0.008367027355761114	0.004498387434430225	6	1	0.6553900718148771	1	0.8333333333333334
GLB1	0.0023659515835229845	0.0033765189966878674	9	1	0.6546356449528374	1	1
DVL1	0.0038208508897219265	0.01616424106910053	5	1	0.6509729367972416	1	1
PDLIM7	5.7285024278845585e-9	2.8515633247576107e-7	11	1	0.6505039816078397	1	1
DNAJB5	0.0013650702588504065	1	3	0	0.648832768239937	1	0.8333333333333334
GFPT1	1.9119029662018505e-7	2.806501045166587e-7	3	2	0.6486041946190864	1	1
ZFYVE27	8.335135275881884e-4	0.02612373476693838	8	1	0.648252088734909	1	1
RTL6	0.024353499566688478	0	2	2	-0.6469849184846282	1	1
SLC19A1	0.047722144198940934	0.8349922115915362	7	0	0.6448505834979157	1	0.8333333333333334
L3MBTL3	0.03534017384738921	0.04262530992069255	5	1	0.644068829882622	1	0.8333333333333334
FBXO31	0.014130049779689837	0	2	2	0.6439939655641432	1	1
PTCD3	9.63303294851692e-7	9.366113233550713e-7	14	1	0.6419153721918848	1	0.8333333333333334
MYOM3	0.01408965834296333	0.002757159344375427	5	1	-0.6383791834701319	1	0.8333333333333334
MYL2	1.5306581308844984e-24	2.9831258478964567e-24	4	1	-0.6374448439806197	1	1
ADPRHL1	1.4056149944151579e-7	7.823367758073854e-7	5	2	0.6320304428119596	1	1
MYLK3	3.288340755299766e-8	2.066791914784492e-10	3	2	0.628697488295129	1	1
CERS5	0.004317096618670644	1	10	0	0.6284549851492197	1	0.6666666666666666
LOC113245930	2.1615655685701624e-4	9.756044038429818e-4	7	1	0.6282697205828811	1	1
MOB2	0.01756221770527695	0.027020795892006087	5	1	0.6259995589120242	1	1
TRIM37	0.024828194390008627	1	5	0	0.6253578389171517	1	0.8333333333333334
CAMSAP2	0.027289275279307777	0.029002404036505978	5	1	-0.6233623276616762	1	0.8333333333333334
NUDT6	0.019314546982696128	0.15736308017447354	4	0	0.6215521035761526	1	1
ZNF134	0.024693019353533536	0	2	2	-0.6213238786870524	1	1
MORN4	1.3910767121405136e-12	1.1440855192648004e-8	8	2	0.6191538859315485	1	1
SMTN	0.03468001464605534	0.003147759641914136	8	1	0.6179814052391983	1	1
SH3KBP1	2.7357453913499627e-10	1.1675021872137734e-7	3	2	-0.6153206113049233	1	1
DDR1	0.005943129288788083	0.015424713014862975	7	1	0.6151028942500394	1	0.8333333333333334
SH3D19	0.01421982096841574	0.10073199951905538	6	0	0.610246166929237	1	1
USP40	0.00916061876209147	1	9	0	0.6091625298848415	1	0.6666666666666666
PDHX	3.934129738315154e-7	9.076964280065969e-5	11	1	0.6085400914421071	1	1
SGCD	0.003628572241601975	0.028173375122786525	5	1	0.6015303665922418	1	1
ANXA7	3.092724821779893e-4	9.785874343351479e-4	8	1	0.5997596615969013	1	1
NT5C3A	2.2491442927631683e-4	0.003237051365325104	6	2	0.5984688409158805	1	1
EEF1A2	5.388426935021555e-4	3.534953272288939e-4	3	1	-0.5982605376856924	1	1
PSPH	0.01712507929957921	1	8	0	0.5982364615561235	1	0.6666666666666666
XRCC1	0.004031116752132778	5.403907261734329e-4	5	1	0.5981158441319762	1	1
SLTM	1.5526168009694874e-6	3.7491048587168716e-5	5	1	0.5979173474911698	1	1
RBM5	0.005895729149878273	0.005669366843428742	13	1	0.5973129285818907	1	1
LOC113244742	0.023473873982914187	1	7	0	-0.5963309533828138	1	0.6666666666666666
ACTN2	1.9473757828652326e-18	2.477649293807914e-6	7	3	0.5959443758886801	1	0.8333333333333334
TXNL1	7.06078505435777e-18	1.09076674132464e-12	6	2	-0.5948225970227339	1	1
LRRC20	0.0033976169849450513	1	9	0	0.5934453851238202	1	0.6666666666666666
SYNGR1	0.022781889375548158	0	2	2	-0.593116533038857	1	1
ERAP2	0.021845569326142886	0.0723854524406277	4	0	0.5912876550334069	1	1
LOC113249271	3.3858117135951665e-4	1	5	0	0.5890783342121244	1	1
LRRK1	0.0027574273408957966	0.005972725773193953	4	1	-0.5864103634720251	1	1
LACTB2	0.001692422338804427	0.0033588321816274865	6	1	0.5842699517795422	1	1
HBS1L	0.004030798639410556	0.12396666251981611	9	0	0.5805314308996636	1	1
ACTR6	0.04957975504029355	0.8154810093260846	6	0	0.5802534824571778	1	1
ADA	0.04781025340846836	1	12	0	0.5781660246259958	1	1
LOC113253409	2.1555835629555632e-7	1.0903758993875388e-8	4	2	0.5771503278167182	1	1
RAB9B	0.04465395173542857	0	2	2	-0.5771022191659559	1	1
NFIB	5.013526247117684e-5	0.0016616923546191977	6	2	0.5769651290372196	1	1
LOC113260612	0.009826055318520618	0.08000773304090188	8	0	-0.5769286201898749	1	0.6666666666666666
PHKB	6.067347393748958e-4	0.08392653175867536	11	0	0.5761310361222926	1	0.8333333333333334
TPD52L1	0.035008793867590066	1	5	0	0.5742686311440046	1	1
USPL1	0.00863044568688679	0.1401168361279396	7	0	0.572805409640496	1	1
WDR4	0.039327885972550415	0.026386410692784627	4	1	0.5711570410789555	1	0.8333333333333334
ANAPC5	0.01572936489510737	1	9	0	0.5696291017879661	1	1
ELP4	0.03725492728703403	0.4319792251027236	7	0	0.5679620673870303	1	1
ASPH	2.6917325186255633e-46	2.3436320455712557e-20	10	1	-0.566808466054967	1	1
CCDC163	0.011023902093519788	0.1371640321319721	8	0	-0.5651168709526229	1	0.8333333333333334
NAXD	0.04939320456282422	1	8	0	0.5645975676492494	1	1
GANAB	0.017324210932899525	0.0010266740737647478	6	1	0.5631394962069319	1	1
QKI	1.873742310559792e-8	2.1811657723225344e-8	6	2	-0.5627985904079219	1	1
SH3RF2	1.298333143219671e-24	4.256032472643897e-9	6	2	0.5610956225081277	1	0.8333333333333334
TNIK	0.016096117993673782	0.03953573941708905	6	1	-0.5581089357682489	1	1
DCAF8	0.01613627342872691	0.0012690946247535142	9	1	0.5576927401821481	1	1
KIAA0232	1.2222488846364981e-5	3.905788578602835e-4	12	1	0.5555832097562291	1	1
LOC113245455	4.712675757873657e-8	0.005945706566526181	8	2	-0.5548290428473708	1	1
ENO1	3.221382739199886e-5	0.007430976840330497	4	1	0.5531074052896136	1	1
VEPH1	0.0032974582808098646	1	6	0	0.5478130210144815	1	1
TPMT	1.799921898866169e-5	2.407437221049817e-7	7	1	0.5450333204562878	1	1
ADD3	1.873742310559792e-8	1.671504248985739e-10	5	2	0.5449667587491462	1	1
ACOT9	0.024893099287030086	0.012669737319862791	10	1	0.5441830789257203	1	1
LNX1	0.019314546982696128	1	9	0	0.5412849513077106	1	0.6666666666666666
TRAF3IP2	0.040683882778004735	0.1399490638948892	5	0	0.5369147138184505	1	1
ARHGAP25	0.03859661114252591	1	6	0	0.5367286342058074	1	1
VPS8	0.016170344158042724	1	10	0	0.5356604954077575	1	1
MLXIP	0.010561072327939439	0.012464637011893837	4	1	0.5341887770757512	1	1
KDM2B	0.034139550748524726	0.211663562108785	6	0	0.5341196351394932	1	0.8333333333333334
MOB3B	0.020899340738871938	0.03623779455611496	4	1	0.5332833016722754	1	1
LOC113252908_LOC113252909	0.004810850388989495	9.484571665175064e-4	4	1	-0.5326745827298354	1	1
ATP2B4	0.004317096618670644	0.17771334671801367	9	0	0.5326467825878624	1	1
NDUFAF4	0.004121165233676041	8.449729875491773e-4	3	2	0.532330061683579	1	1
LRSAM1	0.048267223154723836	1	6	0	0.5320208078025249	1	0.8333333333333334
NELFA	0.015588609039462483	1	7	0	0.5300828462985123	1	1
NRAP	3.177877441490382e-10	2.084426096306378e-6	12	1	0.5289365660147849	1	0.8333333333333334
UBP1	0.010042067726311533	0.00064277126928252075	5	1	0.5274929526224393	1	1
SLC25A36	6.128408520305041e-4	0.003681919737353883	8	1	0.5271349815897707	1	1
CUNH19orf47	6.259438796922721e-12	0.08793080354731508	10	0	0.5261187521387253	1	1
CCT8	7.480906441060769e-5	0.03002805393068737	7	1	0.5259651555907868	1	1
MED10	0.002965004516126718	1	9	0	0.525191949056309	1	1
FGD4	0.044046388033232804	0.024907519675148752	6	1	0.5242335168939519	1	1
FAM192A	0.035008757197442945	1	8	0	0.5203847540608524	1	1
PLD1	8.83743758668637e-5	1.000166263837881e-5	5	1	0.5200622892360885	1	1
FOXRED1	0.010192016832458942	1	8	0	0.519471146554373	1	1
ATP8B2	1.0939701024651807e-4	0.14387297478162808	4	0	-0.518137411415845	1	1
PAK1	0.03687258557350706	0.45713451411005157	5	0	-0.5167174087557073	1	1
PLIN5	1.897435989335276e-5	0.0083391181355684	8	1	0.5152857889834694	1	1
NUP93	0.0433247088418749	1	11	0	0.5148067290470635	1	1
EML1	0.004030798639410556	0.8348920135349264	5	0	-0.5147033709740277	1	0.8333333333333334
ELP2	0.04465395173542857	0.13857372145755126	6	0	0.51331580522261	1	1
ZNF283	0.004023444753471748	0.1279986372009537	8	0	0.5109898176852578	1	0.8333333333333334
DHDDS	0.025576858991407825	0.01870987008687781	7	1	0.5082088552131228	1	1
SYNC	0.04223942180810429	0.16020020818708702	5	0	-0.5062803349858592	1	1
ASB14	0.035114958033012775	0.5222245525622313	7	0	-0.5060430057639835	0.8333333333333334	0.8333333333333334
AARS	0.029171408086263017	1	9	0	0.5055059396314969	1	1
TANK	0.027372846469226202	1	10	0	0.5028295476966581	1	1
MSI2	0.002983473588302209	0.022012039661229176	6	1	0.5028267791574119	1	1
LOC113261605	0.00423462355144429	0.01218116941028721	3	2	-0.5026755576967351	1	1
HRC	2.502265733167451e-52	2.7057177341720877e-13	7	2	-0.5024974396886	1	1
COBL	0.0038208508897219265	0.06864942799138118	9	0	0.5023637809517	1	0.8333333333333334
ARL15	4.5922051338993634e-7	2.2329882610764453e-6	9	1	0.49779404988404213	1	1
SEH1L	0.009259400308513847	0.0030723883743427934	4	1	0.49773951284945434	1	1
TMEM218	0.022501209584438943	1	7	0	0.4974212263070858	1	1
HEYL	0.04426182684112087	0.035694950291350495	5	1	0.4962472579074547	1	1
GORASP1	0.0026628893747161057	0.004830857043069727	8	1	0.49546162273635075	1	1
DHRS11	0.029175770842101986	0.25750376880022596	5	0	0.4938419285652098	1	1
PIEZO1	0.04861878073519783	0.023333062929149048	5	1	-0.4921707239473175	1	1
MAP3K20	3.208885755183951e-5	8.607624754810778e-5	4	2	-0.4920568171417673	1	1
KIF1B	5.156963543341759e-6	1.694955969681721e-6	4	2	-0.4917661840989507	1	1
MMGT1	5.360460765338746e-4	0.0018291521360297928	3	2	0.4903586728449712	1	1
ATG4A	0.029175770842101986	0.0038262977008834955	5	1	0.49017021902524577	1	1
MOGAT1	0.018064172022554666	0.009960364448735545	3	1	0.48782236480571617	1	1
FBP2	0.041551924829301236	0.17938332385921593	3	0	0.48759222808587543	1	0.8333333333333334
SUSD6	5.615159541773819e-4	4.7863021584229246e-4	6	1	0.4869577784090831	1	1
UGGT1	0.04661526708165548	0.2276962070836565	6	0	0.4850470905252844	1	1
COQ6	0.03877504577813395	1	9	0	0.4842816492666687	1	1
USP54	0.019929832330681487	0.2785939730722778	8	0	-0.48402143597445235	1	0.8333333333333334
SENP2	0.00622268438093047	0.1102807273540823	14	0	0.48301944341423636	1	1
LOC113245466	0.03269522215714189	0.4426185375209224	4	0	0.4825573663622309	1	1
LOC113264440	4.509490462815118e-4	0.0533722418423919	6	0	0.48175060411664095	1	0.8333333333333334
LRRC39	2.0561376729105475e-8	7.693084010880861e-5	6	1	-0.4808624838452175	1	0.8333333333333334
INVS	0.035114958033012775	0.16166516529542188	9	0	-0.47832586923763054	1	0.8333333333333334
LOC113253631	6.98371390865737e-5	3.50204635479854e-4	5	1	0.4781436472725203	1	1
CLPX	0.026260186628605697	0.16715511882013723	8	0	0.47228588293739754	1	1
HMBS	1.045493141642697e-4	0.016537676072723242	7	1	-0.47139790658875375	1	0.8333333333333334
COL12A1	0.016529724199015945	1	7	0	0.4713474466561085	1	1
TNNT2	5.155108353825442e-6	6.452326027344778e-7	3	1	0.4706732459418836	1	1
PEX1	0.023906753728465017	1	11	0	0.4699625186028279	1	0.8333333333333334
LMO7	2.794665968955476e-7	0.5715446006220938	9	0	0.46965470812456284	1	1
PSTPIP2	0.024005332230365394	0.385442993161881	7	0	0.46926572751147794	1	1
GPT	0.0407643998264874	1	7	0	0.4665926330834728	1	0.8333333333333334
STX6	0.04720226491344416	0.2748645748554547	6	0	-0.46434964186055805	1	1
LOC113245998	2.4038543491590696e-16	1.67951750781071e-10	8	1	-0.4639437107973816	1	0.8333333333333334
PDS5A	0.005895729149878273	0.013120254472655688	3	2	0.46371492652714985	1	1
BECN1	0.013432954315174554	0.07347943304123941	8	0	0.4635604807952738	1	1
CFL2	0.022781889375548158	0.007410476397357214	7	1	0.46279862537139305	1	1
FBXO21	1.0462275711775123e-5	4.5970632331831786e-4	8	1	0.46240282794202353	1	1
RAB11FIP1	0.04465395173542857	1	3	0	-0.46226150500719376	1	1
CD47	1.685954035253603e-4	1.4842135164923898e-5	10	1	0.46186688530996284	1	1
NCAM1	3.714467068147435e-8	0.007857669642266921	7	3	0.4609796157174706	1	1
USP3	0.0213538479992902	1	11	0	0.46077247022869894	1	0.8333333333333334
HERC2	0.013309349410930801	0.7947326028900045	6	0	0.4599510058237388	1	1
LARGE1	0.014130049779689837	1	5	0	-0.459776638461293	1	1
CARF	5.013640504644653e-4	1	14	0	0.4570870011895284	1	0.8333333333333334
TCAIM	0.04465395173542857	0.7986275287121337	12	0	-0.4568824759813092	1	0.8333333333333334
ZCCHC9	0.02777769542867224	0.006342524368833157	3	1	-0.45573322252783144	1	1
RNF115	9.869734026296035e-7	4.895788020676887e-5	5	3	-0.4551517519617085	1	1
KANSL3	1.6497468470756635e-7	1	17	0	0.4521136208503618	1	0.8333333333333334
LRRFIP1	7.592519179956947e-5	0.016136902327702225	12	1	0.45064525538898803	1	1
SPINT2	0.018904837607359656	0.0024101681403901117	4	1	0.44984484431391747	1	1
RNF157	0.03877504577813395	0.1626936729554248	4	0	-0.4497098268213901	1	1
MBTPS1	0.03196000184386165	1	7	0	0.44688778539720186	1	1
SCHIP1	0.018339446896757136	0.0032008719556666757	6	1	0.4459466484321254	1	1
TP53BP2	0.03269522215714189	0.29577809108550707	5	0	0.44526600895477125	1	1
ZNF106	1.0142489056121792e-10	0.002616727166986927	8	2	-0.4441386316523186	1	1
PLEKHA6	0.04465395173542857	0.22834370823398703	10	0	0.44403368633068646	1	0.8333333333333334
BAIAP2	0.004752393576479637	0.13770679812361092	5	0	0.44399558272808565	1	1
LOC113258537	0.0028155996274611935	0.12727526156827962	8	0	0.44202484522260393	1	1
RALBP1	0.005160985274080945	0.010192964900350016	3	2	0.44027540560967515	1	1
SMPD1	0.006240258790830726	0.01969582991007888	5	1	0.4402542957247507	1	1
UBA6	0.01756221770527695	0.014224973552746234	4	1	0.440244101944686	1	1
VAT1	0.002672616008726842	2.0503976167676724e-4	3	2	-0.43992042161603984	1	1
TFRC	0.019556414133299727	0.06349533809504049	7	0	0.439423049577632	1	1
GOLGA5	0.03433244370285506	0.010418681563808787	10	1	0.4367552560767609	1	1
SEC22C	0.02839294875306531	0	2	2	-0.43663759564745724	1	1
USO1	5.788173285339074e-5	0.018911381266854935	7	2	0.4356839550410425	1	1
STEAP3	0.008180319249575617	0.04864572271049906	5	1	0.4348426446807809	1	1
LOC113248379	0.04465395173542857	0.023825941831850276	3	1	0.4347576755150936	1	1
LOC113248437	0.03951382033261492	0.3332533562119609	5	0	0.4306791179257986	1	1
DAZAP1	0.0306063052580245	0.044751127694742335	8	1	0.4304631559348891	1	1
CSDE1	7.804466291273484e-4	1.1792662532534257e-4	11	1	0.42925463543913983	1	1
SLC27A1	0.0053559471969049826	0.033313976642242824	9	1	0.4282757760220894	1	1
PPIP5K2	2.669522213012868e-9	1	14	0	0.4260015529573728	1	1
COMMD10	0.029171408086263017	0.5756966051600562	6	0	0.4258785144563447	1	1
MRPL22	0.00156747360502984	5.191910146144529e-4	5	1	0.4234759209012483	1	1
TNRC6B	0.04465395173542857	0.2527617182182893	3	0	0.4233715445846279	1	1
RGL2	0.03549456830814472	1	10	0	0.4232393764054947	1	0.8333333333333334
DYSF	4.961753475354785e-6	0.0017385161603410337	14	1	0.4232311848994762	1	1
PCYT1A	5.360460765338746e-4	0.019542751413256457	7	1	0.4230936773321363	1	1
CRYAB	1.1310799840448411e-14	6.27625978546596e-17	3	2	0.4217353536072127	1	1
LEPROTL1	0.02511038948525146	0.10550615147205981	5	0	-0.42109480954216527	1	1
LOC113246334	0.04900179282785045	0.1036763601473491	3	0	0.4202077667560046	1	1
DRG1	0.02730292995339621	0.03153789697973875	6	1	0.42003428468748477	1	1
MERTK	0.04278572909289582	0.34705044712845556	5	0	0.4177823085433964	1	0.8333333333333334
LOC113264906	0.0029357474982194096	0.5970116481204859	7	0	-0.4173257349756529	1	0.8333333333333334
BPNT1	0.03196000184386165	1	9	0	0.4153037458723207	1	1
ZHX1	0.005759356980182077	0.13674872978418026	5	0	0.4152742937253123	1	1
CNOT11	0.03677269921417664	0.5188168978292556	4	0	0.4151640002085908	1	1
TRNT1	0.019440937597033383	0.30771923512810867	5	0	-0.4148834988570852	1	1
PER1	0.027153998224715453	0.08577727921213749	12	0	0.41456411789209213	1	1
PPP3CB	0.005608958870705047	0.07336689096916713	6	0	0.4136798254789183	1	1
DMPK	0.03241063043716963	0.11119586193159671	11	0	-0.4131415476349957	1	1
TMEM41A	0.021713089737912427	1	13	0	0.41249489538267053	1	0.8333333333333334
ANK2	8.464202387756925e-11	8.979451890507837e-6	10	3	0.4116253463928258	1	1
NFAT5	0.001437544138129802	0.0069906160776861785	7	1	0.41018259450498595	1	1
LOC113252197	0.022781889375548158	0.06601293545593136	6	0	0.40998502501318823	1	0.8333333333333334
CEP85	0.0015595306351418015	0.00807848994425773	15	1	0.40976690958469225	1	0.8333333333333334
ZNF624	0.030459655258646325	0.27107015440404225	4	0	0.40669546467964246	1	1
DHX16	0.030993170050844822	1	5	0	0.40609986463829506	1	1
LDB3	1.2654468373088663e-13	3.094270266442016e-10	9	2	0.40585003030041694	1	1
TMEM170A	0.018572902599336506	0.6295968820905692	7	0	0.4050662579622687	1	1
CRLS1	0.003464385673779121	0.006186681166271625	3	1	0.4046023835813163	1	1
CLUAP1	0.02415874580312831	1	8	0	0.40407183304735295	1	0.8333333333333334
IQSEC2	0.014757959998755505	0.06314509275646105	3	0	0.4040548713760357	1	1
AZGP1	0.04833306607376475	1	6	0	0.4038376627293925	1	0.6666666666666666
SUPT20H	0.009407240010412696	1	17	0	0.40353494272121887	1	0.8333333333333334
YES1	0.011408873471406214	0.0053703073437094805	4	1	0.40083431166577055	1	1
EPS15	4.5851411217732024e-5	0.5251647623849536	13	0	0.3992921967614892	1	0.8333333333333334
TWF2	0.002625545929437501	0.0010055533647531244	5	1	0.39775837746310083	1	1
ZMYM2	0.025576858991407825	0.04619586874961411	8	1	-0.39753214840469014	1	1
TOR1AIP1	2.913541493078704e-4	0.004971666138240184	7	2	0.39619489091235943	1	1
CPEB4	3.5408030697377225e-4	0.03161863472505023	3	1	0.3934904122212961	1	1
SEC22A	0.008046271078175302	0.47052110138288805	7	0	0.3929024797543611	1	0.8333333333333334
FRS2	0.012362038977435234	0.003317156616336882	6	1	0.3928270891003432	1	1
MAEA	0.044702136784475245	1	6	0	0.3922675400235837	1	1
IMPDH2	2.2783152436533672e-4	0	2	2	-0.3917074929301556	1	1
BFAR	0.009029255187019114	0.16097669673922058	8	0	0.3915206648486038	1	1
TBC1D23	0.012514563756001414	1	8	0	0.39128901093925417	1	0.8333333333333334
TBC1D8	2.60412697952785e-5	2.7393188831847465e-4	5	1	-0.39120284228136065	1	1
RBPMS	0.015628261005739354	0.011124562487034986	5	1	0.38902544364548536	1	1
QRSL1	0.02199683023164296	0.043088017040161866	4	1	-0.38900987187314506	1	1
TRAK1	7.804466291273484e-4	0.1988439455653661	11	0	0.38753690047784967	1	1
TSPAN9	0.002202695487236797	1	9	0	0.3870295740831078	1	1
RAB28	0.028214856005632873	0.06816969289790668	6	0	-0.383656381976373	1	1
NEDD4L	9.700242393404032e-4	1	10	0	-0.38191622239819234	1	0.8333333333333334
ITGB1	3.3375514153999693e-4	1.8716513692561772e-4	4	1	0.3807362407548406	1	1
SGCG	0.010651839181777437	0.21191261917485935	7	0	0.380134520776621	1	1
LAMB3	0.0013897523320830667	1	9	0	0.379280774945833	1	1
