gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
RIPOR3	8.62178045574871e-4	5.140972890120739e-4	4	2	-0.7151026644563097	1	1
CSRNP2	0.0037639251822154077	0	2	2	0.7126650239073395	1	1
LIPN	0.002827253486495135	6.580323737600638e-4	8	1	-0.7114190479101273	1	0.75
BAMBI	0.0392323111016491	0	2	2	0.7103247472320893	1	1
NMNAT1_LOC113270532	0.03152759160262335	0.03300549300287274	4	2	0.7053816617032532	1	1
RAI1	0.006501807681538637	0	2	2	-0.7042156731013917	1	1
ZNF620	2.3815248286073892e-5	1.3862337400803857e-5	7	1	-0.7040221643069791	1	1
BRPF3	0.004811078329566516	3.2673988859227457e-4	5	1	-0.7015151064556971	1	1
LOC113270472	0.0048779245464577	0.01017632336931375	3	1	0.6989504410405374	1	1
TP53I11	0.033586428122164495	0.07424154929736403	4	0	-0.6926272713191062	1	0.75
FHOD3	0.01850063295363605	0.10419957118040642	7	0	0.6924233317887828	1	1
AP1G2	0.022523207711276225	0.5094263340422182	6	0	0.6896043932109621	1	1
ANPEP	0.012572971660704032	6.055368857789024e-4	3	1	-0.6842869366485091	1	1
OSR1	0.028675508688405918	0	2	2	-0.6790381485370325	1	1
SNX22	0.039328326587839774	0.05824003046760894	3	0	-0.6783437705429942	1	1
DLC1	8.286482319313615e-5	3.677131501423991e-6	6	1	-0.6757564455203295	1	1
SLX4	0.01831884936156214	0.02519808402248599	4	1	0.671888715598396	1	1
MCTP2	2.8628502109467198e-05	0.37128614622476597	4	0	-0.6712334701204395	1	1
NAV2	0.04564055268991675	0.012768279325032257	3	2	0.6645479164198542	1	1
EIF2AK2	0.0020028975224855197	0.003555262580675423	4	1	-0.6592389690067926	1	1
STX18	0.024252077321098017	0.011871242566897323	3	1	-0.6588252156219104	1	1
RASSF7	0.007095061406149636	0.01939864348569452	5	1	0.6560064158434643	1	1
MOB3B	1.3771094321056081e-5	9.876540013066077e-8	3	2	0.6550170831205997	1	1
ANGPTL2	0.0039767209479389205	0.5696356426443739	7	0	0.650576439372565	1	1
KNG1	0.004322962659631143	0.023226198106369413	7	1	0.6441907942171231	1	1
FES	0.03254077108204297	0.10605467233734153	6	0	-0.6366579022295764	1	1
COL4A3	0.027829923485767533	0.037702097683957554	5	1	0.6347362844578138	1	1
PDHX	5.629815279496045e-9	3.670116743682092e-8	5	3	-0.6342875702616873	1	1
CCDC18	0.04413474980164002	0.5107259649377599	7	0	0.6338312751491175	1	0.75
POLL	0.007084728441143469	0.17621656290041351	6	0	-0.6338032055046835	1	0.75
USP10	0.022707560985558626	0.19717048270018114	7	0	-0.632086686284627	1	1
NNAT	0.03382941040565753	0.5353889336446632	3	0	0.6306962212624634	1	1
DGKA	0.020028904725158968	0.04645186404204129	9	1	-0.6300906253771321	1	0.75
DCN	1.785344144692932e-15	0	2	2	-0.6296160472367357	1	1
ATG16L1_SAG	0.004211832643340125	0.37325444724398255	6	0	-0.6280629117342567	1	1
HOXB6	4.374937868935956e-4	3.752695387329807e-5	5	1	0.6247503988057339	1	1
IRF9_REC8	0.0018775549137699326	0.0041522111848057465	9	1	-0.6217244302626417	1	1
ENO3	1.0682647052588611e-4	1	6	0	-0.6215273943429945	1	1
SLC2A5	0.01923039332274469	0.05915299276213177	4	0	-0.6214844542970384	1	1
LOC113255096	0.0030383800996950892	1	4	0	-0.6210969560039387	1	1
LOC113249382	3.606164157795329e-5	9.160818434669773e-4	3	1	0.620038744133949	1	1
AP4S1	0.014915148861467465	0.32039567883007114	5	0	0.619360868280949	1	1
HNRNPA2B1	1.7859146923599074e-11	8.086262426180286e-10	6	3	-0.6188564114433932	1	1
LOC113244308	6.263961941051546e-4	1	4	0	0.615097088169415	1	1
MIGA1	0.026228493981336986	0.01769313515313476	4	1	-0.6126445101649404	1	1
TMEM173	0.01851040858913186	0.1488276915457203	4	0	-0.6107278305141481	1	1
CSTF3	0.001103362697745795	0.011904030722940752	6	1	-0.6100468314295061	1	1
ALDOB	7.18611524981159e-7	1.3290543269040526e-4	6	2	0.6068784306039557	1	1
PAPSS2	2.3458321142469826e-4	0.043321865433193066	5	1	0.6057875495384334	1	1
KCND1	0.04745849474403678	1	4	0	-0.5984654869819188	1	0.75
SLC9A6	0.016189315869674786	0.09679505339765918	5	0	-0.5969777724883252	1	1
ADAMTSL4	0.043896239810454846	0.989975547561875	6	0	-0.596421771829859	1	0.75
ADAM19	0.018320957982485446	1	4	0	-0.594707306100124	1	0.75
HIPK2	0.002131709982929099	3.683340586498828e-4	4	1	0.5944608699631236	1	1
BCKDHB	0.013263591614799933	0.06601194506881643	8	0	-0.5938342548416149	1	1
ZNF512	0.002684869001172366	0.004401975013983918	8	1	-0.5933104538484096	1	0.75
RCAN1	4.620366098669039e-4	0	2	2	0.5921679679786032	1	1
CASP10	0.011170880801395486	0.010122011813898144	3	2	-0.5920494853994461	1	1
ULK3	0.034575247178693355	0.07603148701251577	4	0	-0.5914241490852274	1	1
GLB1	0.009910233663670364	0.0032778795024823197	4	1	-0.5905453000780999	1	1
SELENOI	0.005962122366131592	0	2	2	-0.5863891846494035	1	1
ARHGEF28	1.0000746931904696e-5	6.270500446094239e-6	3	3	0.5825866372833791	1	1
CYFIP2	0.03767228919673768	0.007314484940495229	3	1	-0.582530467989677	1	1
OPLAH	0.009759309220597753	0.001860200082544759	5	1	-0.5824805928833978	1	1
KCTD15	7.859488321510997e-4	0.01696336681975537	6	1	-0.581330627341096	1	1
KIF13A	0.003415861829886706	8.131422592546184e-4	5	1	-0.5810300924865305	1	1
KHDC4	0.02268021785638659	0.013352283284745959	8	1	-0.5801269595895541	1	1
NOSTRIN	8.89673144979286e-7	7.07526774406788e-8	12	1	-0.5800544930304	1	1
SLC23A2	0.018139242135286726	0.5456060530554415	4	0	-0.5783236376394018	1	1
ENPEP	2.7010151114807457e-4	0.3020245885593894	5	0	-0.5771243407323386	1	1
LOC113248686	0.002855299277708165	0.0132089583827565	3	2	0.576863048959007	1	1
ADAMTSL1	0.0031960776942601228	8.250539919856657e-4	3	1	-0.5762917293304524	1	1
PIGM	0.015676039843173704	0.0019580422872755385	3	1	0.5760613923799645	1	1
ABLIM1	2.938548224151488e-25	5.700630193676719e-27	4	2	-0.5746951712588052	1	1
TEAD1	0.002031057283966203	1	6	0	-0.574578229572479	1	1
HECW2	0.010284649759893086	0	2	2	0.5735893810583856	1	1
SLC39A10	0.021922763155238723	0.20602207108263945	4	0	0.5718963402392512	1	1
ABCB1	8.967969495329267e-6	2.695823421759531e-4	5	2	-0.5713395908511387	1	1
ZFAND2B	0.0038333647004793114	0.0035308151490109664	3	1	0.5711078483917496	1	1
INPP1	0.003415861829886706	0.45628411420206216	3	0	-0.569708210798621	1	1
MLXIP	0.0032966734543168337	0	2	2	-0.569234634549358	1	1
ANK2	4.934721364910548e-5	4.128594855576572e-8	6	2	0.5675551799024484	1	1
LOC113253740	0.04284236767656626	0.03260417654531561	4	1	0.5672546849515913	1	1
AOAH	0.02210287618545915	1	3	0	-0.5672257508842906	1	1
LMF2	0.006834985807168241	0.47809198162594796	13	0	-0.5644435586792989	1	1
WWOX	4.205545794695486e-4	0.003817618549044458	6	1	0.563744063661949	1	1
SEC24C	6.219006296531938e-4	0.19009540832657917	9	0	-0.5636951058966524	1	1
ATP5MC1	5.793213741563893e-4	2.044918883738044e-4	3	2	0.561888703462787	1	1
NREP	0.004000268599673984	0.0025047547875937065	4	2	0.5617435861046263	1	1
ECI2	0.010739224005319445	0.23381070515058483	5	0	0.560894058499209	1	1
MORF4L1	1.1147850292858782e-4	1.4111182234328296e-4	4	1	-0.5602256785136067	1	1
BCCIP	8.89673144979286e-7	1.587461706854419e-6	3	2	-0.5588426807715189	1	1
AADACL2	0.038625670850301726	0.02823846893208037	4	1	0.5578744429100744	1	1
TBC1D8	8.545246427322643e-6	7.113349156187577e-5	5	1	0.5561251331026923	1	1
EGFLAM	0.02278639355808748	0.03724285630875892	3	1	-0.5556791283769897	1	1
MYO5C	0.029945806983516527	0.005243605842033777	3	2	-0.5556640956820476	1	1
HPD	3.43948475292657e-5	0.07870494208282226	7	0	-0.555309962091185	1	1
DGAT2	0.009241311981778763	0.0066110351373664345	3	1	0.5536075976175657	1	1
LAMC2	0.0021231437677464373	2.8922764199049557e-4	4	1	-0.5530172473652933	1	1
SMYD4	0.04943718020352864	0.02648015486011266	3	2	-0.5515286085502671	1	1
INIP	0.012623519556900796	0.03725586473197312	4	1	0.5509779163361777	1	1
LOC113267063	0.001635910029420373	0.02280218938910136	7	1	-0.550588277097164	1	1
TMEM106C	1.8470686410348707e-7	2.605260885844265e-7	5	2	0.5495014142866022	1	1
TRIM33	0.03254077108204297	0.0057042838906594985	3	2	0.5494923035726831	1	1
KLHL22	3.1270934376331495e-4	1.94588452650713e-5	5	1	-0.5491665539459978	1	1
ECHDC1	6.478340781094547e-4	0.0011024091944510006	7	1	0.5475206385916204	1	1
SLC2A9	0.0035177181191284263	1	10	0	-0.5473290504063372	1	1
PDZK1	0.018320957982485446	0.023117798374227897	7	1	0.5433511825128693	1	1
PSAP	0.011382572659583213	0	2	2	0.5407741191212435	1	1
CCND3	0.004416838564212584	0.004039804285991635	3	2	0.5383534867255745	1	1
GOLGA2	4.620319658981607e-6	3.2823686813575856e-8	3	2	-0.5372145109283533	1	1
FNBP1L	0.014402726357631252	2.5226554216825446e-4	6	1	-0.5357918981529884	1	1
PEX11A	2.1593490692920343e-4	1	6	0	0.5356028367207938	1	1
LOC113261125	0.025541118394916688	0.009433789072173028	3	1	0.5331216801661713	1	1
KIAA1217	0.0021343989746019187	0.39696473638290436	4	0	0.53257583994505	1	1
MAST2	0.01641478493643217	0.1412317724628855	6	0	-0.5321537471965752	1	1
CLASP1	0.03415458779993243	0.350152207064821	7	0	-0.5306374899438694	1	1
NAGPA	1.1861853612377554e-4	1	5	0	-0.5297770463170887	1	1
AGPAT3	0.01811878478461611	0.0031778458102374634	4	1	-0.5284246620194881	1	1
LOC113252152	0.003415861829886706	1	13	0	0.5281340029416939	1	1
APP	2.3078515189988248e-23	1.0361868841218575e-12	5	3	0.5274327838317279	1	1
GPKOW	3.3426447914934674e-4	3.2669817205091485e-4	3	1	-0.5256444827732017	1	1
ZHX3	0.039960798424493335	0.6321509578519577	4	0	-0.5250703630823905	1	1
BCAR3	1.1063702785815016e-5	0.026593432325596297	4	1	0.523162685102168	1	1
SIGIRR	2.1929425356402132e-5	1	8	0	0.5214944973498502	1	1
ACO2	0.022327897862927673	0.019455531866518806	7	1	-0.5192918925807172	1	1
EXOC1	5.640022757345736e-4	0.003760790515851477	6	2	0.5188276466178534	1	1
DDX50	0.014655810371038016	0.011027493054391558	6	1	0.5170436204572149	1	1
MLF1	3.498662751801808e-4	0.005497251592773239	4	1	-0.516738587630728	1	1
ASAP2	9.231166656184902e-4	0.001336432235667884	3	2	0.5162601187861826	1	1
TMEM138	0.03700846914768905	1	7	0	-0.5150404766037633	1	1
GSN	0.027542614903628984	0.027814730798396158	5	1	-0.513706154284617	1	1
POLD2	0.03777013086973354	0.06207834632303787	4	0	-0.5113982640598607	1	1
PXN	0.04545985455961191	1	8	0	-0.5107962623891431	1	1
GPX8	0.0012017525820506084	0.007010066506695098	4	1	-0.5091862017253104	1	1
LOC113244055_RBM14	0.02499147738064965	0.3663382841133589	4	0	0.5068755585951845	1	1
CHRDL1	0.0038333647004793114	1	9	0	-0.5067182205224641	1	1
LRRC66_SGCB	0.01445104163768897	0.0023539655607035023	3	1	-0.5053162259295598	1	1
CUNH19orf12	0.03260931352772156	1	4	0	0.5050211657511311	1	1
MYL9	7.18611524981159e-7	7.157722478913017e-9	3	2	0.5035354232091278	1	1
KANK4	0.011869404718798353	0.25488959422454555	10	0	-0.5031870100185316	1	1
MAP3K15	0.009759309220597753	0.6188337569709997	5	0	-0.5022635378255503	1	0.75
LOC113245166	0.004811078329566516	0.08340813121794323	5	0	-0.5005249863682488	1	1
FAR1	0.02359413666244929	0.08471589765771102	8	0	0.49939570283243084	1	1
FNIP1	4.620366098669039e-4	0.09344763537081106	4	0	-0.498840897374704	1	1
ZNF410	8.967969495329267e-6	0.03383598545838278	8	1	0.4963772064170788	1	1
FOXJ3	0.006898361351871647	0.0039408118509733775	5	1	0.49505761827096806	1	1
LOC113246872	0.03929810257574413	0.008289405294098688	9	1	0.4938353321567531	1	1
PIGG	0.03155568600431156	0.028557102399826974	4	1	-0.49361353186604096	1	1
RC3H1	0.0025787721765425666	8.524867438756323e-5	6	1	0.4924750281968132	1	1
CPVL	0.04217339642576783	0.006728909822268325	4	1	-0.49189836812424165	1	1
EIF4A2	7.644419954500661e-8	2.9244202742730836e-7	5	2	-0.4910777907206013	1	1
PI4KB	0.0021583254251943155	0.966373622256035	11	0	0.49057522460503766	1	0.75
FAS	0.023760446302424614	1	7	0	-0.4901950966409396	1	1
SPAG9	0.005775109551057203	0.08121696571832052	6	0	0.48958715948344317	1	1
PPARG	0.01874829284345127	0.03643219241582766	7	1	-0.48713791663110106	1	1
LOC113247886	0.00391118335212188	0.42759659985731496	6	0	0.486673630159401	1	1
PTPN6	0.0031405618811898668	1	8	0	-0.48385847487058903	1	1
EEF2KMT	0.03738369943454165	0.04960006974406312	3	1	-0.4806055638160158	1	1
LOC113263732	0.004885906978381551	0.05581418359456915	3	0	0.48055593130114516	1	1
TMEM175	0.009613662942863359	1	5	0	-0.4782192116005926	1	1
PLIN2	5.159255986792861e-6	5.613816501215482e-4	7	2	-0.4772278864400358	1	1
RRP7A	0.013378547747908805	0.02714582476950154	3	1	-0.476898810159183	1	1
RFX3	0.04146851498298174	1	9	0	0.4763896046901057	1	1
CCDC88A	0.016041239406968572	0.015651498454991752	4	1	0.47615685702358007	1	1
RBBP6	9.77557494063836e-4	3.6483750508393384e-5	3	1	0.4751058059353867	1	1
FAM120B	1.6647710138085832e-4	0.008663607136447642	8	1	-0.47372747260387355	1	1
TLN2	0.0020028975224855197	1	10	0	-0.47190630069819584	1	1
HTRA3	0.032395359999451666	0.31604521757312165	4	0	0.4700578236175718	1	1
BNC2	0.0024932933517840296	0.09337372481965764	4	0	-0.468548116535219	1	1
RAB3IP	2.126598879541116e-4	0.005104550342217987	7	1	0.4683838294136347	1	1
FAXC	2.213275700095425e-4	4.2037060916787466e-4	3	2	-0.4680821323669308	1	1
DCAF7	3.731324928786934e-4	0	2	2	0.467941097523592	1	1
TPM1	5.477170995216357e-10	5.439184147729404e-8	7	2	0.46525559335500766	1	1
MARCH8	3.1270934376331495e-4	0.0013506376470385458	7	1	0.46322998307052266	1	1
SLC2A3	0.009146498002483723	9.653351075119588e-4	3	1	0.4630629300440088	1	1
STK38	0.0061450449555764675	0.05050246944373538	10	0	-0.4627785409388733	1	1
PDE1B	0.002268750671016615	0.033251134592726855	9	1	-0.4595814493853243	1	0.75
PRELID2	0.00194748472677916	0.01076261075042846	6	1	-0.459263169657622	1	1
SLK	8.915044252539863e-8	3.740731106605624e-8	3	2	0.45884446564689196	1	1
DNAJC3	5.558341320459291e-5	1.7967386159806748e-4	5	1	-0.4578511144930214	1	1
THADA	0.01868961981741082	1	7	0	-0.4549720443405364	1	1
OXR1	1.5877545212065338e-13	0.27678282976565377	8	0	-0.45380033243082346	1	1
AGK	0.028447713336685145	0.008065779078498814	3	1	-0.45337144827026593	1	1
MFSD8	0.007495535711946886	0.11432808301502297	10	0	-0.45297424772815803	1	1
POLR3GL	0.047012879446249066	1	3	0	-0.4506364168014843	1	1
PKIG	1.3985273848032503e-6	1.5216242449085748e-8	4	2	-0.44917007735546555	1	1
LMF1	0.03927837955802952	0.02268445908875818	3	1	-0.44832409481416285	1	1
ACYP1	0.008516692314862812	0	2	2	-0.4482419346694605	1	1
TMEM218	2.2500929384248004e-7	1	6	0	-0.4482043005913098	1	1
IL11RA	0.017156903908509755	0.011209531723432871	9	1	-0.44799886371451236	1	1
LOC113245130	0.005524407570387729	0.38605610192269385	5	0	0.44769597975656505	1	1
LOC113254674	0.048457094801700115	1	6	0	-0.44681679977053274	1	1
LOC113244055	0.042350061667357684	0	2	2	-0.4466308074544364	1	1
ZNF782	0.04464225879331315	0.11065191641069166	4	0	0.44606703961608346	1	1
FGD4	0.005339234820330591	7.671668751350374e-5	5	1	-0.44562008519096363	1	1
CD99	4.863663149231272e-7	2.366866612488405e-9	3	3	0.44511755428113653	1	1
LOC113263700	2.1163338442419742e-4	1.425966985475669e-4	4	2	0.44438280606356184	1	1
ADGRL2	7.1011446417183035e-6	0.021989515802096113	9	1	0.44234627553275874	1	1
LOC113244591	0.002345487414522738	6.812491109334134e-4	4	2	0.441980013232006	1	1
SERPINH1	0.02163030186406324	0.003150601041804694	3	2	-0.44197592932655355	1	1
GPSM2	0.023473634242846472	0.9975752327598338	7	0	-0.44185069306357927	1	1
LOC113247264	0.001611809594351363	1	5	0	-0.44169100581353865	1	1
UBE4B	0.02731276221778778	0.0044955392754029684	3	1	-0.4405766226479119	1	1
LOC113248505	0.023834181582990034	0.5260367902444967	9	0	-0.4397450412484654	1	1
FAM13B	0.0033516357231916966	1	8	0	-0.4379324137042866	1	1
ETS2	0.039960798424493335	0.11416907414117514	4	0	0.4369467561477797	1	1
OXCT1	4.6477974461668105e-4	0.010179162221251129	8	1	0.435224454727989	1	1
HMG20A	0.015849954802830992	1	13	0	-0.43507004428781443	1	1
GDAP1L1	0.03543275606873699	1	7	0	-0.4343731399968223	1	1
RASGRP3	0.048457094801700115	1	6	0	-0.4326712364297248	1	1
LOC113261057	0.013543684076891176	0.6240520300236179	6	0	-0.43255988842524584	1	1
PDLIM3	0.00770253027649979	0.9184598245038442	3	0	-0.4309244430802659	1	1
MAD1L1	0.01348270600303925	0.30339591010993694	5	0	0.4307508613820055	1	1
MAP2	0.015407463201344717	0.6502954076094813	5	0	-0.4292324690653221	1	1
DPY19L3	0.011170880801395486	1	6	0	-0.42807186388055907	1	1
ACAP3	0.025875281988886015	0.4931757701285219	3	0	0.4265954156015168	1	1
HECTD3	0.004941280125296598	1	4	0	-0.4262136291076266	1	1
THUMPD2	0.03039057588127937	0.271611922315953	9	0	-0.42588328195437325	1	1
NEURL4	0.0027271499138168684	0.908427888915295	3	0	0.42458694292366833	1	1
RFWD3	4.6477974461668105e-4	4.853591865877781e-5	4	1	0.4245652629265409	1	1
FBLN5	3.3118866948686033e-7	3.028863559030163e-9	3	2	0.42375422867223084	1	1
MTF2	0.027865681733029057	0.0051257337190329785	3	1	-0.4233479137246257	1	1
COL6A3	1.2178734854288644e-7	6.413681056232876e-11	6	1	0.4231087834335605	1	1
TLE1	2.3506826595725755e-4	0.2891746051697941	5	0	0.42157952390101505	1	1
MAZ	0.01709502102766483	0.004037301154792018	5	1	-0.42053466865121447	1	1
RPS24	5.691012745363176e-6	0	2	2	-0.42050822073746175	1	1
APBB3	0.015168869523719217	1	11	0	-0.4204747851313379	1	1
GMDS	2.0550802801512472e-4	0.015146847503279028	3	1	-0.41976075945231434	1	1
EML1	0.011073776030556742	0.026346080033177365	6	1	-0.4175890225856119	1	1
AAK1	2.213275700095425e-4	0.01676272784383969	10	1	-0.4168492304785618	1	1
LOC113270979	3.362817687754514e-4	0.022289077451072174	11	1	-0.41672063334751236	1	0.75
FOXP1	0.03882061659316323	0.3171846199521153	5	0	-0.4165820235678259	1	1
ITSN2	0.0027271499138168684	0.1723391534868995	7	0	-0.41585880287332266	1	1
MTSS1	3.7404098250935975e-5	0.10898645047567504	10	0	0.41517024435840705	1	1
TRAPPC13	0.0059957378160444075	0.07558210997994363	4	0	0.4151571151693965	1	1
CYTB	0.015305593282805821	0.004606237444179801	3	2	-0.41502093351749714	1	1
DENND4B	0.023834181582990034	0.16019770319604837	6	0	-0.41486798994635365	1	1
ZNF605	0.014494762879416758	0.1114542584021981	7	0	-0.41433639964666286	1	1
CTPS2	0.03294110937214861	0.11542780346163804	5	0	-0.4132624420463867	1	1
DLG1	3.582703421072021e-6	1.176904694609212e-5	6	1	0.41318194161179755	1	1
ELMO1	0.04328258613045169	1	9	0	-0.4129770779972478	1	1
TMEM260	1.4796073588112374e-4	4.736221798944558e-6	4	2	-0.4129536333637393	1	1
LOC113253334	6.459703819639152e-5	2.692959377441358e-7	6	1	-0.41293921794163124	1	1
BRWD3	0.023834181582990034	0	2	2	-0.41210325481154575	1	1
SGMS1	0.0014545828802735802	0.008006839271767673	6	1	0.41156821000261257	1	1
ERBIN	2.7010151114807457e-4	1.6444390993146406e-5	5	1	-0.41040962820079935	1	1
FSD1L	6.047722555647918e-4	4.095811257987658e-4	5	1	-0.4087459169815139	1	1
BCL6B	0.019843022419203847	1	9	0	-0.4082515577547079	1	1
ABCA9	0.0013805099523760173	0.6433685796843595	9	0	-0.4071421980381565	1	1
TLR5	0.03039057588127937	0.8280148433928937	4	0	-0.40675679218203803	1	1
ENTPD1	0.004533548716576508	0.019892700187009546	4	1	-0.4063544091825714	1	1
DAB2	2.1163338442419742e-4	6.559428231465418e-5	7	1	-0.4057356436433813	1	1
CEP112	0.019549722674469763	1	6	0	0.40540842311197267	1	1
FAM118B	0.015168869523719217	0.932397810771491	8	0	-0.4035256407290866	1	0.75
BIN1	2.3334324500214365e-5	1	9	0	0.40313677241336765	1	1
ASB8	0.003709264961876244	0.917523058713011	6	0	0.4028331166835458	1	1
LRRC8D	0.009759309220597753	0.006862730056649969	3	1	0.40256645158137905	1	1
GJC1	0.02635525756455853	1	6	0	0.4020557824466224	1	1
TNS1	4.461642388173091e-8	3.5540471432628126e-4	7	1	-0.40183630506931906	1	1
HSD11B1	0.04149683775151282	1	7	0	0.4012508925974754	1	1
INPP4B	0.044911576976275576	1	5	0	-0.40084449122739474	1	1
RNFT1	0.0037639251822154077	0.006253532142185399	6	1	-0.40081385078691184	1	1
ARHGAP17	0.04061047258394892	1	11	0	0.40022095918768597	1	1
LIPA	0.03443297638140167	1	6	0	-0.39985960278190724	1	1
PTPRB	1.6978910731829375e-6	2.0794236918342598e-7	3	2	-0.39885638739632734	1	1
FAM45A	0.0020914898621779234	0.02218806597845523	9	1	-0.3984906883024499	1	1
PTBP2	0.01445104163768897	0.13366044583118522	7	0	0.398063156040125	1	1
CDK14	0.01445104163768897	1	7	0	-0.3958636070557291	1	1
CMPK2	0.013629102823594785	1	3	0	0.39550321639027375	1	1
EEF1AKMT1	0.01762805738993448	1	7	0	0.3954764423029134	1	1
ATMIN	0.01975347343662542	0	2	2	0.39393286886043766	1	1
SMC5	0.025499558776571483	1	7	0	-0.3934150460730048	1	1
GLMP	0.03628874148954424	0.02711420174213323	3	1	-0.3929634672594867	1	1
ZFP36L1	0.010965169660214165	0.02241285878616942	4	1	0.3927885168754125	1	1
DCTN2	1.554771705052537e-4	0	2	2	0.3927362263594274	1	1
CCDC80	3.82351475307269e-5	0.020324783081916018	6	1	-0.39217995388784144	1	1
RASA4B	5.381434688338617e-4	0.0038336341350376714	13	1	-0.39162970715960066	1	1
PPP6C	0.012572971660704032	0.058767478969439596	5	0	-0.38996265592313517	1	1
PGGT1B	0.03979603274227316	0.008074460044935337	4	1	0.3898646409989127	1	1
PDLIM5	0.015286000557738572	0.5558516734340452	6	0	-0.3882279134976134	1	1
WNK1	3.800184789522139e-5	3.093043869261603e-4	8	2	0.38782255619633443	1	1
MAP3K7	5.00980395308078e-4	1	5	0	-0.38545910833160596	1	1
HAUS3	6.760944917673276e-4	0.38748311022706294	5	0	-0.3852574353934686	1	1
CCDC84	0.02230359528607089	0.2803017876899448	5	0	-0.3841807962384999	1	1
SMAD5	0.046364412275666775	0.007906805574842819	3	1	0.38252836221188935	1	1
ZDHHC13	0.03840805704499989	0	2	2	0.38238172658699743	1	1
SESN3	0.03362627102107467	0	2	2	0.3822822437206874	1	1
LOC113242947	0.04256308786649712	0.5161223476127945	6	0	-0.3815144216098981	1	1
USP32	7.22859935220459e-4	3.114451525527709e-5	3	1	0.38121101499552407	1	1
PSMD14	0.02735981224537129	0.11357981108676962	3	0	-0.38085122789325454	1	1
LOC113250606	0.010284649759893086	0.9961101226676604	11	0	0.3807171725950642	1	1
PURA	0.004173544704467119	0.05889804174939423	7	0	0.3790680337449538	1	1
OGFRL1	6.566623392283033e-4	7.559014158001761e-4	3	2	-0.37779205462530663	1	1
GPATCH11	0.011080183825109838	0.8584732626199927	5	0	-0.377737057576797	1	1
MLH1	2.1386918860494277e-4	0.002603392120675954	9	1	-0.37687055638636247	1	1
LOC113246149_EPAS1	0.03382941040565753	0.006683010007063247	3	2	-0.37602927730895097	1	1
MYO6	0.025398453690644116	0.7313824345920188	9	0	0.37522345482525443	1	1
NADSYN1	0.022880124805712276	0.8944381945266172	9	0	-0.3745604160794299	1	1
