gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Muscle-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
LOC113256824	0.002971969532975986	0	2	2	-0.7314500929629401	1	1
IARS	8.138887161212546e-6	1.442364163341873e-5	7	1	0.7312970093792519	1	1
ATP9B	5.457519967872033e-6	4.023949203181448e-7	11	1	0.7298305641073176	1	1
MOB2	1.6819634284489835e-4	0.0037990492375782107	5	1	0.7282439159172072	1	1
CCDC43	0.002033168820574702	7.885692366218346e-5	6	1	0.7281479048640535	1	1
CDC14A	0.009427032763130675	0.001450129603105442	6	1	0.7268646991101846	1	0.75
PRKG1	1.8882165190114694e-7	0.0341668429859671	5	1	0.7268020946268645	1	1
PLCE1	0.03988043114286986	0.023560359182551716	4	1	0.7257949499207892	1	1
LOC113270876	0.011346152615447013	0.0939322798519198	5	0	0.7240934084125137	1	0.75
ATG2A	3.382210956350669e-5	0	2	2	-0.7223142196531829	1	1
FAN1	1.4203752206157e-8	0.007747602725827218	7	1	0.719981618520134	1	1
NLRC5	0.017409790233340657	0.037769337674532055	4	1	0.7186090833773774	1	1
FLRT2	0.038408061008971726	0	2	2	0.7178143323840531	1	0.75
POLRMT	1.3011221443454814e-6	3.583362824001201e-6	10	1	0.7164083144737368	1	1
EVI5L	0.03102874012485646	0.12740629670992987	3	0	-0.7151259626800032	1	0.75
IFT20	0.009138527271484993	0.00585475799568838	5	1	0.7100865660860919	1	1
MEOX1	0.0013676618666812663	0.33240053987243057	4	0	0.7096332497565402	1	0.75
WDR90	3.1868529085129746e-5	1	12	0	0.7093190702540477	1	0.75
BAG5	0.0045826479171718545	0.001379128749687841	3	1	0.7086331710331712	1	1
SMTN	0.0021763903721817275	6.555966069293682e-5	8	1	0.7081798025776932	1	1
SUMF1	7.192719736214188e-5	5.056665556418769e-4	4	1	-0.7080859913508629	1	1
BLOC1S2	0.012221443235784824	0	2	2	-0.7042307812560038	1	1
SGCD	0.02553078488568395	0.08191658131175156	4	0	0.7030866272100044	1	1
DENND5B	0.0174011353448309	0.00230068819150179	3	1	0.7015422889329124	1	1
LOC113249271	3.645051499414311e-8	0.05371852366828741	5	0	0.7014966432092309	1	1
HERC3	8.74860257298168e-6	2.4174778215801903e-7	13	1	0.7001542984955033	1	1
POLR1B	0.016767730075682465	0	2	2	0.7000806813982413	1	1
CNTN4	0.007020568697701588	0.010344456003504476	3	1	-0.6991188925436933	1	1
PDHX	1.607972567038749e-6	1.0569410093858546e-7	10	1	0.6974220445292618	1	1
HAUS8	0.02363297852688916	0.3779312141557881	3	0	0.6974210835998639	1	0.75
IPPK	0.02136739714574691	0.01988106505055981	5	1	0.6966892801944591	1	1
IFT140	0.00912819220841615	0.009182219878978397	5	1	0.6942542879669067	1	1
PHYKPL	0.003406120111266212	1	11	0	0.6940740633507323	1	0.75
DENND6A	0.01729534996928506	0.0030676262165325457	3	2	-0.6939177093460537	1	1
SOD2	0.029392265899510762	0.02838801005496009	4	1	0.6935460258607353	1	1
DDX20	0.02961988475093257	0.008534393159413052	4	1	0.6929729528445256	1	1
GALNT6	0.040950673034217656	1	5	0	-0.6920237058087376	1	0.5
LOC113261570	0.016273672883656425	0.10239479894620833	8	0	0.689304205009472	1	0.75
TPM4	0.008064762556661147	0.004788247857654681	5	1	0.6884748822770784	1	1
LOC113258537	0.0054901009397693365	0.0075859498331253775	7	1	0.6873991890720708	1	1
EPN2	0.031638093803816415	0.005366990320428353	3	1	0.6837188350055357	1	0.75
ABHD6	0.019081894377298434	1	4	0	0.6818457403240995	1	0.75
MYOT	0.033310928794130314	0.07897000925044971	8	0	-0.678668202919124	1	0.75
USP5	3.3218995094556403e-6	0.0011472806929046504	10	1	0.6781745774942968	1	1
HRC	3.402190039155732e-10	8.415349577575482e-7	7	1	-0.6768574448414582	1	1
LOC113250506	0.0017149211257808266	4.693799218731838e-4	6	1	-0.6768058086203247	1	1
CBLB	2.774703165448826e-4	0.0020111677878706363	8	1	0.6752040184933509	1	0.75
ASL	0.011967987146470932	0.09048851763563728	8	0	0.6740161779982285	1	0.75
ST3GAL2	0.0011945375820419863	0.002032881377190389	3	2	0.6722440629826653	1	1
TWSG1	0.038389413402675175	0.0866445621758215	4	0	0.6713161026929567	1	0.75
LOC113246045_LOC113245998	4.3161054459256036e-4	0	2	2	-0.6705771206122396	0.75	0.75
GPATCH2L	0.033913156212255983	0.012871786451819136	5	1	0.669934903724105	1	1
ME3	0.023574259835508656	0.0068834724259473935	3	1	0.6697619024705475	1	1
RCAN1	0.03347719617862488	0	2	2	0.6687852618674155	1	1
TBC1D8	0.021420319324673982	0.8888732582547877	4	0	-0.6679510881544598	1	1
SEC14L1	0.0038675844931539897	4.17227365815522e-4	4	2	0.6634456820715341	1	1
TBC1D4	3.113577850516713e-14	0.005429403586003988	5	1	0.6631146230519229	1	1
LOC113248645	2.8732871570425687e-4	2.011880031960726e-7	10	1	0.6627969317071544	1	1
NPC1	0.0054901009397693365	0.014186701407190501	4	1	0.6618468486818414	1	1
AUH	1.345698048595953e-6	7.453670005246579e-7	6	1	0.661639023979619	1	1
DYNC2H1	5.74340115617004e-5	0.0118902721806112	6	1	-0.6613702849581082	1	0.75
FTO	1.318708395680358e-6	1.1983989952820201e-6	10	2	0.659382460008449	1	1
SYNPO	0.047105546892536404	0.015779012136783312	4	1	0.6592529777585323	1	1
TRMT5	0.02988492671818994	0.12950990185635866	6	0	-0.659181974425048	1	1
ZCCHC7	0.0018163183882896716	0.0028323894307519027	4	1	0.6589977014010762	1	1
XXYLT1	0.04308500130067476	0.03828386261458825	3	1	0.6587710875324758	1	1
POLR2B	0.006564829642921685	0.001618334393305993	11	1	0.6573911711181817	1	1
LOC113243743	0.012265432114413484	1	5	0	-0.6559390336174258	1	0.75
IMPDH2	5.598772189385044e-4	1.1340742632008849e-4	4	2	0.6556830012327522	1	1
TRIM72	3.348436902280641e-4	5.3798274854483136e-5	3	1	-0.6552294799128666	1	1
GYS1	4.064224747273983e-5	3.591122109779235e-6	13	1	0.654306409501676	1	1
TRIM2	0.03266817108742293	0.7841950581689359	3	0	-0.6540232682509681	1	1
TMEM159	0.011567064049574782	0.040293235077206044	6	1	0.6532954616592366	1	1
ZBTB16	0.006195291680598819	0.0025456319401495945	3	1	0.6521313812600494	1	1
BCAP29	1.403414431683616e-4	0.0018823386633172268	3	1	0.6513257761337059	1	1
QKI	1.3660564130182443e-30	4.1110479501247814e-22	6	2	-0.6505093536992239	1	1
COQ6	0.018202111396053867	1	8	0	0.6492868334766331	1	1
DUSP27	0.008566156938016805	0	2	2	0.6491898906742062	1	1
CMYA5	0.013360171572756532	0.05935983510100466	5	0	0.6476935220133025	1	1
PQLC1	0.047435192652992446	0.14743813758257565	6	0	0.6470607062554226	1	1
DCLRE1C	0.04139287005639254	1	4	0	-0.6464972944951167	1	0.75
ABI1	7.160773006519093e-8	1	10	0	0.6460809115492907	1	1
HNRNPH1	6.647233119965131e-10	2.3300756489610874e-8	7	2	0.6449041546049558	1	1
MYO9B	0.0018620676101756572	1.3440230278269382e-4	4	1	0.6446925581020594	1	1
ADAMTSL4	0.046244391902914704	0.6635836285997118	5	0	0.644010766821374	1	0.75
DDX52	0.0027955109778438954	0.0035052432302914794	7	1	0.6437321499868659	1	1
TPM1	2.0350650204622276e-4	1	6	0	0.6434531632856229	1	0.75
MTSS1	1.6763539291507695e-7	1.4631391992975514e-4	10	1	0.6431101480434306	1	1
AP1S2	1.653972597287941e-5	0.04295779891647829	5	1	0.6428717634451302	1	1
ACSL5	0.006195291680598819	0.038972526775951734	7	1	0.6427064883013269	1	0.75
TNKS1BP1	8.340532052446855e-8	2.846400220187828e-7	3	3	0.6423547458261271	1	1
TRDN	1.0250604571795755e-8	4.4293806468884297e-7	10	2	-0.6410354701445237	1	0.75
LMOD3	0.007009300464871204	0.002200280184731093	3	2	0.6393911343015569	1	1
SEMA7A	0.004646372780629491	0.008463894441430248	3	1	-0.6393878501987631	1	1
PEAR1	0.0019500941417489148	0.03809955885397482	6	1	0.6378630095763025	1	0.75
LOC113246854	0.020672736203936132	1	9	0	0.6377389408048552	1	0.75
DOHH	0.018631991293120213	0.106434136744041	3	0	0.6375151539789069	1	1
FHL1	6.729375102496646e-12	1.0823611032286534e-7	9	1	0.6374174893723229	1	1
PDLIM7	1.0629456551839319e-6	1.0102515022705587e-5	11	1	0.637009007168127	1	1
SLC36A1	0.012221443235784824	0.06132220353802159	6	0	0.6369512309937585	1	0.75
FILIP1L_LOC113250506	4.315682805168622e-6	3.8204582157432824e-5	5	1	-0.635653018912266	1	1
ESYT1	0.010775489126594689	0.028764129778239868	11	1	0.6341856481762127	1	1
DENND1A	0.013591211241621985	0.00912112259649675	3	1	0.6341800294522301	1	1
NUP107	0.007679214720044272	1	5	0	-0.633362767873095	1	1
RPN2	0.0026599613515977815	0.004428743567918595	6	1	0.6330735965136006	1	1
FAM198A	0.02899141381700047	0.030944973457515505	4	1	0.6324335197712491	1	0.75
RETREG1	1.9107834751297124e-4	1.671788519253875e-5	7	1	-0.6320669395250993	1	1
AGBL4	0.04318997013444514	0	2	2	0.6318372001744343	1	1
SUPT6H	2.7093194329654476e-11	3.5336148594708086e-10	8	1	0.6302803539335096	1	1
LOC113247193	0.008905108579604123	0.6719209741972699	3	0	0.6301208107557346	1	1
NR4A1	1.045981770341376e-5	4.235959716012293e-5	4	1	0.6284019755252525	1	1
NRF1	0.016999204273760678	0.02232082051238345	6	1	0.6274663639599116	1	1
ABRAXAS2	0.045437794762101344	0.032438426518290535	4	1	0.6262384867302344	1	1
IFFO1	0.03867483904988773	0.15338663134619462	6	0	0.6257275656325294	1	0.75
CDK5RAP1	0.018700045163030386	0.06013052721605312	6	0	0.6253748942429214	1	1
SEMA4D	0.003848770919507559	4.2686755307200854e-4	3	2	0.6241793696916771	1	1
ARHGEF25	0.0174011353448309	0.04374260967910063	4	1	0.6210578677178075	1	0.75
NHEJ1	0.010789463093939574	1	5	0	-0.6206323924316709	1	1
DCUN1D3	0.02482380924461369	1	5	0	0.6188585256695662	1	0.75
ASXL1	5.609525810279993e-4	1.6743397932452857e-4	5	1	0.6188257224304143	1	1
TMEM134	0.02871553123264746	0.007458703274180441	3	1	0.6176072297809372	1	1
ZFYVE1	0.003739096082218415	3.410171535410102e-4	6	1	0.6171051166640413	1	1
ECD	0.026162899897859665	0.016039751698395822	6	1	0.6159594560453538	1	1
CHST3	5.3018206765062394e-5	0.002330509476308947	4	1	0.6153390240195442	1	1
RHBDL1	8.27476533645054e-4	1	6	0	0.6149371835752013	1	0.75
NDRG2	1.03389871438967e-8	2.7196243198966355e-5	8	2	-0.6122262065867903	1	1
HSPB2	0.0023294370905136883	0	2	2	-0.6117091712932291	1	1
CALCOCO2	5.0553694476636485e-5	0.00151227372400014	4	2	0.6113490295863482	1	1
IREB2	0.023634131687505385	0.966722865850929	7	0	0.6105644834525957	1	1
PITRM1	0.031638093803816415	0.08106099151004462	5	0	0.6102626561425013	1	1
SF3B3	0.04869702768117526	0.03462114700179178	4	1	0.6089871890083043	1	1
PHKG2	0.0038709177850175655	0.09461741709422689	14	0	0.6081081003262672	1	1
ERC1	2.8732871570425687e-4	4.837129862213165e-4	4	2	0.6079775971236582	1	1
LTBP3	3.225954231422018e-5	1.3633270871223597e-6	3	2	-0.6076582203437659	1	1
RASAL2	0.012143781484934012	0.006617801848993241	4	1	0.6070830337385483	1	0.75
ARHGAP29	0.004043613657940785	0.0844745477029256	8	0	0.6056573134417813	1	1
FHL2	0.0028882783904716435	3.7154588976322554e-4	4	2	-0.6056422744003628	1	1
CTNNBL1	0.0015668523901504272	0.07388684960875284	5	0	0.6055334654888074	1	0.75
DRG1	4.68982835492782e-4	5.1158530844214486e-5	6	1	0.6052465211443118	1	1
ANKRA2	0.0058300801665497745	0.04873219894059433	7	1	0.6046219603779598	1	0.75
TNNT3	0.0165201655151418	0.03598680757011937	7	1	0.6043320263805229	1	1
LETMD1	0.00918755941501693	1	6	0	0.6040861687615521	1	1
IFRD1	0.01065429647804549	0.018070569561657188	5	1	0.6032151771741022	1	1
YPEL5	0.008053411553403046	0.018530157360244395	6	1	0.6031131225155415	1	1
FARS2	0.0028784903172266773	0.015626836332587365	5	1	0.6030350032627767	1	1
BHLHE40	2.4681433134067445e-4	5.429754409034189e-7	5	1	0.6027689587497889	1	1
NOX4	0.01473624424771427	0.04095338340942853	7	1	0.6015513141164699	1	1
CAMK2D	3.20255383551139e-4	0.7351960075056704	8	0	0.6011467164998153	1	1
ADD1	1.6417553590959802e-18	6.474829655028783e-11	8	2	-0.600534459518925	1	1
ITGB7	0.006524413904424985	0.5496980867563981	5	0	0.6000596827282635	1	0.75
PFKFB1	0.002206922851761874	1	7	0	-0.5994241119907324	1	1
GAREM1	0.01058433602392157	0	2	2	0.5993751634844197	1	1
LOC113246305	0.0054901009397693365	1	11	0	0.5993682701223637	1	0.75
CARNS1	0.039384793459891404	0.09704446899614981	4	0	-0.5980286958747958	1	1
STYX	0.004002281045113233	1	6	0	0.5971967757905787	1	1
LOC113248686	0.03971341974860216	1	3	0	0.5971674934624807	1	0.75
LOC113246737	0.0055321495959180554	0.004738136185230009	8	1	0.5967647800418301	1	1
L2HGDH	0.008654085722913247	1	6	0	0.5963518058116591	1	1
HMCES	0.043314400962344665	0.21438172164035463	3	0	-0.595498722885185	1	1
ARFGAP2	3.8279566337942984e-7	2.0789967760918137e-8	10	1	0.5936407413354596	1	1
OTUD1	0.02149437907151101	0	2	2	-0.5935115596003961	1	1
ASAP1	0.008386283003881069	0.014799569802065763	4	1	0.5929632833995273	1	1
LOC113264282	0.0054901009397693365	0.8474815104599078	3	0	0.5912789229261561	1	1
NDUFA9	0.023252259012645098	0.373848965821354	4	0	0.5890448263403153	1	1
UNC13D	0.00421571895715391	0.08004489045255152	3	0	-0.5885671530653992	1	1
SCRN3	0.019929408090997972	0.008474871122615166	5	1	-0.5868994938111307	1	1
FAHD1	0.025544371723698545	0.0019054009258319244	3	1	0.5850808523746112	1	1
LYSMD1	0.003188316778860062	0.14784250935675708	4	0	0.5846127959776292	1	1
ALDH4A1	0.039502262815930445	0.19321503005420104	7	0	0.5839905538648928	1	0.75
TRMT6	0.007035374363747979	0.0768663898341094	3	0	0.5819587341239282	1	1
LOC113266115_EGLN3	0.04342204775191837	0.18068149137972947	3	0	-0.581057088631488	1	1
RABGEF1	1.403414431683616e-4	0.12622570554818852	8	0	0.5806433772466912	1	1
SCN1B	0.01598854500856699	0	2	2	-0.5797075230550847	1	1
SIRPA	0.0011046086390991384	0.00511778935501397	4	2	-0.5795739617264534	1	1
TRAP1	0.0013511999873125579	0.12210526986339619	11	0	0.5792726181622017	1	1
MRC1	0.001775570632105931	4.3580456607214123e-4	3	2	0.5782603708629621	1	1
BRPF3	0.003406120111266212	0.0221899755193382	6	2	0.5765144411005949	1	1
UTP15	0.0242342900277408	0	2	2	-0.5751730980978725	1	1
GEMIN8	0.010556540205819588	0.09401094504965213	4	0	0.5750307367647937	1	1
MTG1	0.02899141381700047	1	6	0	0.5750211700691338	1	1
SUGP2	0.02150321044373324	1	8	0	0.5740070119989966	1	1
PHTF2	3.7926836605802866e-4	0.04278700431378482	7	1	-0.5724717557396914	1	1
PACS1	0.01681762122748344	0.01872347808876738	3	1	0.5722554508418003	1	1
ADAM17	0.017409790233340657	0.07243571982767144	10	0	0.5709264870897024	1	0.75
LOC113246844	0.01270968696417169	0	2	2	0.5688430064009619	1	1
VRK3	0.02136739714574691	0.29185116315615617	10	0	0.5677521174482246	1	1
DIP2C	7.260988154351455e-6	0.0014822484210583826	4	3	0.5676788330735041	1	1
REEP5	8.429759977622667e-4	0.0010098054087397817	4	1	0.5676163444277901	1	1
UBE2F	0.02451578003612728	0.003911817419537063	3	1	0.5670405112893495	1	1
FBXW7	0.041804170963373494	0.006962109916761894	3	1	-0.5660170686753272	1	1
VPS37A	9.130408233867578e-4	0.022862530429706387	5	1	-0.565986748065518	1	1
MEF2D	0.010921341040500012	1	4	0	0.5650570599282276	1	0.75
WDR20	0.0020329486338956774	0.8224500683144034	10	0	0.5639125664070074	1	1
MTM1	4.3161054459256036e-4	0.6319882341087015	4	0	0.5638809766270401	1	1
PNPLA6	0.0010735460860861763	0.005440706770288919	12	1	0.5630095397983543	1	1
NOP2	0.006698958515131446	0.05388361845327853	10	0	0.5620134169449506	1	1
ST7L	0.015997723897695493	4.519717030156492e-4	8	1	0.5617064100441691	1	1
MED10	0.022233721168996468	0.0287922430740356	6	1	0.5605600940328229	1	1
RFK	4.093081785005512e-4	3.9823166868593727e-4	5	1	0.5590155556634323	1	1
ESR1	0.038389413402675175	0.020805314589489705	6	1	0.5588576584129303	1	1
ACYP1	0.022963587124716415	0.023743350760662533	6	2	0.5582923796391904	1	1
CIAO2A	0.049927617867672504	0.06911168830652313	4	0	0.5572210316747968	1	1
STRN4	0.01800305563750936	0.0052278480793023115	3	2	0.5566477806649444	1	1
KIAA1671	0.020569640898358745	0.004325236386286096	3	2	0.5561316466594539	1	1
ETV3	0.011918451686764068	0.0011334815688169503	3	1	0.5553595856831294	1	1
GFM1	0.002418287133771568	0.07655967285992138	5	0	-0.5547552606811579	1	1
ZBTB20	0.04415578408223688	0.029523364715632893	10	1	0.5538895015037849	1	1
ARMC7	0.02178599198572322	0.0893907683929607	6	0	0.5537584314861095	1	1
NCBP1	0.03364892997436233	0.3420246255083572	7	0	0.5535562899210159	1	1
ADPRHL1	0.007186027556010431	0.0030971653381426114	5	1	0.5532597287392603	1	1
FOXO3	0.0038675844931539897	0	2	2	-0.5532047640193675	1	1
SLC25A1	0.043429600499720215	0	2	2	-0.5525619096717705	1	1
FBLN1	8.615768218111404e-5	3.781714149858798e-5	4	1	0.5521471045136263	1	1
SRCAP	0.008478858885332024	0.054565846180145684	4	0	0.5511537294944628	1	1
DNAJA4	9.67259981382632e-5	5.954187613718447e-7	4	1	0.5508686479905041	1	1
FBP2	0.0027636701745385934	0.0021522580654363024	3	1	0.5505225445909658	1	1
COQ3	1.438165055688783e-4	6.767217932710866e-5	7	1	0.5502859124932022	1	1
TBC1D20	9.861349603732471e-6	0.021477419421505394	11	1	0.5501706376946933	1	1
TBC1D12	0.033911940257879	0.07879821560409286	8	0	0.549449536602519	1	1
RCN1	0.0034328809129568743	0.006321122415348867	4	2	0.5483691482190398	1	1
PURA	1.1761068726106476e-4	2.480234658632306e-4	6	2	0.5478385144028015	1	1
FBXO31	3.6280449258394487e-4	0	2	2	0.5472645512785432	1	1
GNE	2.7215462874995665e-6	1	13	0	0.5466757226817538	1	0.75
MIEF2	0.020681124060866467	0.12016273266994294	5	0	0.5461634415689207	1	1
TECR	0.00495297329682476	5.451975088641815e-4	3	2	0.5459311614295694	1	1
MYCBP	0.04898311447691572	0	2	2	-0.5450949358303092	1	1
ENO1	0.009829042303863975	0.45494629779199514	4	0	0.5443713870983369	1	1
AIMP2	0.012111162648001751	0.03235073858520736	3	1	0.5432573618388653	1	1
APBB2	0.024461439478876936	1	10	0	0.5418866306719418	1	0.75
CS	0.023252259012645098	0.923610924170792	8	0	0.5406262686302513	1	1
METTL22	0.03135851821859521	0.08568220761492534	7	0	0.5386572280486254	1	1
R3HCC1L	0.012123242374788748	0.02064860198416114	10	1	0.5375643166549416	1	1
PPFIBP2	4.2804793365728606e-4	0.00840578756250837	16	1	0.5375620948504368	1	1
TTF2	0.013607048856832204	1	3	0	0.5358198428876404	1	1
MRPS5	6.639394125528823e-4	1.685473592065844e-4	6	1	0.5350383695423735	1	1
VPS29	2.9436553149249696e-5	0.005486881604388403	5	1	0.5350308319269537	1	1
ARHGAP5	0.006113327707856351	5.35451131615817e-4	3	1	0.5337843162654743	1	1
