gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Liver)	pct_gene_expr	max_pct_tx_expr
POU2F1	0.0051727236750839945	0	2	2	0.6184785444904946	1	1
RPS6KA2	0.030658586404907963	1	4	0	0.6177626329952857	1	1
IRAK4	4.769750750688735e-4	0.001192961425945206	13	1	-0.6148509558819694	1	1
SEC24C	0.00650348286050651	0.2538781973300703	9	0	-0.6137933985540504	1	1
BCAS3	0.01923970094160389	0.025022745826309298	9	1	-0.6124079051574737	1	1
KLHL12	0.020902747693519866	0.13359345443500747	8	0	-0.6116012789884381	1	1
FHL1	1.1660359924014543e-4	0.3920975330967985	12	0	-0.6110842773877369	1	1
ALDOB	1.8815737569978709e-6	1.7641098631433899e-4	6	2	0.6100666318546665	1	1
REPS2	0.03937309556348921	1	7	0	-0.6072432675066546	1	0.5
CROCC	0.047312963427430854	0.06491642965284168	3	0	-0.60382878465349	1	1
NICN1_AMT	0.014140752569278617	1	13	0	-0.602822714643274	1	0.75
LOC113241702	0.03167168374115174	0.4643115908004321	7	0	-0.6009620929537921	1	0.75
ZNF436	1.1044630192499596e-5	3.3549032950642445e-6	4	2	-0.5991748986188044	1	1
RNF157	0.022003078549556365	0.6732099286525572	4	0	-0.5986871686795252	1	0.75
ARG1	0.0016150066225060341	0.07210654081083359	5	0	0.5985253430672948	1	1
SMARCAD1	0.0021188825621884302	0.12941448097192038	4	0	-0.5973850199498261	1	1
DCN	2.214100595334431e-12	0	2	2	-0.5924568972887676	1	1
TAB3	0.0019125456539878104	0.0012007155170529185	3	1	-0.5900227230434212	1	1
BCO1	0.01497984260436215	0.018814039037644135	5	1	0.5893268582897668	1	1
RCBTB2	0.03694004637617695	0.1392079675851807	9	0	-0.5877007097815186	1	1
NCAPG2	0.012529087702194484	1	7	0	-0.5851342664345637	1	0.75
LOC113252104	0.034611415693312185	0.09321855964020537	7	0	0.5848100836603698	1	1
IDO2	4.769750750688735e-4	1.3502409576844341e-4	3	2	-0.5846897614871464	1	1
GLT8D2	1.5422798308336298e-4	2.0201260251116062e-4	8	1	-0.5841675900279163	1	1
HECW2	0.023931676452096602	0.13485337170512554	3	0	0.5829904392599199	1	1
SYNE3	2.67024204509202e-5	4.334644673334539e-5	7	1	-0.582200806811624	1	1
ARHGEF28	0.006194353569996201	0.044514486315457305	3	1	0.5758332956193677	1	1
HIPK2	0.008783480977366372	1	4	0	0.5751739970190454	1	1
LOC113257916	0.002661588937821666	0.010603168193270148	4	1	0.5711397745321565	1	1
ST5	0.015412621453279736	0.34571621802399594	9	0	-0.5707876126041282	1	1
FMO2	0.0015890047797070205	0.13993447534303285	6	0	-0.5701152375998269	1	1
SLC22A3	8.414693901202816e-4	1.502454694675603e-4	5	1	-0.5699972136953566	1	1
HPD	2.5580326457608423e-6	0.037801819753857456	7	1	-0.5694471224662582	1	1
MTMR2	0.021203866750196785	1	4	0	-0.568046264305961	1	0.75
COL18A1	8.108673925381839e-19	2.6455346499188134e-9	7	3	0.5671824005099049	1	1
FGD2	0.034485347846598374	1	4	0	-0.5669864657242144	1	1
SCP2	3.728077450978916e-39	1.1154638761118742e-13	5	3	0.5655655022936251	1	1
DAPK1	0.0017534539938627355	0.07315572572476789	4	0	-0.5634603110858316	1	1
TRAF1	0.010925565112452709	0.022729437725191325	6	1	-0.56150429996245	1	1
CD99	3.2063039133130956e-17	5.1831909885524985e-20	3	2	0.5614964461891343	1	1
KRBOX4	0.04501105290415207	1	8	0	-0.5603548419394645	1	0.75
DNAJC30	6.769374483853534e-5	1	4	0	-0.5591649484203254	1	1
DLC1	7.806048783012282e-6	1.329641629413224e-4	6	2	-0.5590093353604382	1	1
BIN1	0.0011102116472623438	0.0777426788943767	7	0	-0.5588698891781421	1	1
STARD13	0.04638087017085396	0.00896098551581132	5	1	-0.5581510709818768	1	1
WDFY2	0.0011993815205434137	6.284149680250214e-4	3	1	-0.5578144227360812	1	1
ETS2	6.564468243190441e-4	0.3359901891763508	4	0	0.5548464808631604	1	1
ECI2	9.217113760768155e-4	0.12164154861338555	7	0	0.5547214858411184	1	1
SLC27A5	0.008300419055799249	1	6	0	-0.5537449462045303	1	1
THRB	1.5422798308336298e-4	5.186970891797953e-4	11	1	-0.5513527605833317	1	1
TDRD7	0.04918405214315378	0.24953954859659025	10	0	-0.5511187934936876	1	0.75
KIF6	0.008811415370531343	1	7	0	0.5507879050253115	1	1
PFAS	0.04283430648047373	0.5953733843069549	5	0	-0.5505758547644617	1	0.75
ABCC6	0.02263612931796118	1	6	0	-0.5497363603188589	1	1
PPP1R13B	0.0225089939931831	0.14733680585110576	5	0	0.5476136710894501	1	1
IRF9_REC8	1.2536969926866488e-4	0.0080313310381506485	8	1	-0.5441405762753652	1	1
TBC1D8	4.315408848975887e-4	0.39555409929151913	5	0	0.5438505754229473	1	1
LOC113255096	0.006620885016805817	1	4	0	0.5437084047370739	1	1
SPAG9	9.17338113116598e-6	2.795447669389602e-4	5	1	0.543374696587386	1	1
CFL2	0.013308554069751118	0.007920480999658861	7	1	-0.5414346702408336	1	1
WDR12	0.0012822179163918175	0.0017636762978034167	4	1	-0.5402039583965348	1	1
KRIT1	0.0034845043423936714	6.571151959576295e-4	5	1	-0.5401411856168667	1	1
EIPR1	0.0054178135266590936	0.007305426573301761	4	1	-0.5395905655377579	1	1
PTGS1	0.002739816657846552	0.009460128290269789	4	1	-0.5393348622473165	1	1
APOL6	0.0019336863306168072	0.0014404303762462394	6	1	-0.5383931354902366	1	1
MPDZ	3.6307889937937764e-4	0.1719370008727868	9	0	-0.5366332921162958	1	1
SLC43A2	0.0040461863991801735	0.023733544019422244	6	1	-0.5361805782099455	1	1
LAMA3	0.0051727236750839945	0.031076059315360862	6	1	0.5355349503747928	1	1
ASB6	0.03965026990052795	0.1206432228139639	3	0	-0.5340941930370176	1	1
LOC113265231	0.028770420885782504	0.08667744924119142	4	0	-0.5319273865219041	1	1
LOC113248580	1.1905593084741696e-4	1.5941410733608626e-5	7	2	0.5289179207158465	1	1
EFTUD2	8.563067532066569e-4	2.7195399979603716e-4	3	2	-0.5286664097104703	1	1
TGDS	0.02497208536591257	0.4875448002534175	8	0	-0.5285818097913952	1	1
CBLB	0.005874881161695926	0.029429869213666932	7	1	-0.5270274113780544	1	0.75
PRDX5	0.0019336863306168072	7.139349090936853e-4	3	2	-0.5251884371393687	1	1
BRPF3	0.009315043433657973	0.046259913444074895	6	1	-0.5242858710796339	1	1
ZNF263	0.0444514300600991	0.17778092580751817	5	0	-0.5220455088705117	1	1
MCF2L	7.708491823888356e-4	1	13	0	-0.5207726652494774	1	0.75
SLCO2B1	1.0168802596040242e-8	0.037472085937958796	10	1	-0.5199330339140473	1	1
MRS2	0.02497208536591257	0.12917107017382679	5	0	0.5192520827416319	1	1
FPGS	3.0730637205416265e-5	0.6277205681125785	4	0	-0.5173672619326787	1	1
DNAJC7	0.044887136756909245	0.17141310211449876	7	0	-0.5166115414050119	1	1
UEVLD	0.007700985759433542	0.05815054658340145	5	0	-0.5157162687025544	1	1
PEX11A	0.0015576809469161617	0.0032933129419379674	6	1	0.5152702417044823	1	1
RALB	0.017465785760086575	0.017168457834649358	5	1	-0.5135357887930875	1	1
UBN1	0.0051727236750839945	0.1494224472646031	3	0	0.5131450855140295	1	1
SRGAP2	0.036110642715468454	0.2551762248624671	8	0	-0.5126201371626068	1	1
MYL9	0.0019422021902511927	1.271668132858524e-4	3	2	-0.5113482553764157	1	1
PPM1G	0.0019336863306168072	0.09825786453773008	3	0	0.511236732499977	1	1
MORF4L1	0.004277737172173954	0.044368591786069285	5	1	-0.510850222537478	1	1
ZNF557	0.026178108004887554	0.07608398037211585	4	0	-0.5106760424715269	1	1
TF	0.008291745100493788	0.05091668355812419	8	0	0.5095847232515993	1	1
PCNX4	0.007785301443875285	0.04637937006256047	5	1	-0.5095171033895521	1	1
LOC113261057	0.03489733123531685	1	7	0	-0.5073418877688427	1	0.75
ADGRL2	9.06151829816059e-4	0.10900386845793694	9	0	-0.5064442375575892	1	1
NAGPA	4.769750750688735e-4	0.02205547504701367	4	1	-0.5052086660529251	1	1
CRIM1	0.04147182951868462	1	8	0	-0.5038248071483671	1	1
FARP1	2.529396159239371e-4	0.29278856913262524	6	0	-0.5036544911531255	1	1
CDA	0.016319074443559525	0.006095394216775201	6	1	-0.5032461900702523	1	1
VNN1	0.0025972317269120754	0.5632596225988511	10	0	-0.5012597468150602	1	1
RNF125	0.002036625097468824	0.002094552148549298	9	1	-0.5008164569675239	1	1
LPIN2	0.0071326968917475465	1	5	0	-0.4994362514605162	1	1
RIN2	3.185273184560324e-7	1.2785327761794324e-5	10	1	0.49933855135900884	1	1
PICALM	7.892990631011607e-18	1.2708409681463926e-16	7	1	-0.49468591144839613	1	1
PCDH7	0.0059989705275357574	3.9818283669550527e-4	3	2	0.49274381021159475	1	1
MYO9A	0.005874881161695926	0.7984723391710989	6	0	0.4905429173121876	1	1
STX3	0.04454837254432939	0.2666644026512333	4	0	-0.4882260675250397	1	1
STXBP5	0.030278101353590048	0.016109851080558606	4	1	-0.4868528631982617	1	1
C4BPA	0.01600340737383634	1	8	0	-0.48659249921632225	1	1
SEMA6A	0.004842808608678802	0.033071507248580725	3	1	0.48564567812283954	1	1
SERPINH1	0.020282443171551465	0	2	2	-0.4856255364621916	1	1
NEK4	0.002597928635667149	1	5	0	-0.4851323252356744	1	1
ECHDC1	0.036138562640082215	0.11488924000871698	7	0	0.4786028292012837	1	1
MAZ	0.005164229464034536	0.0029244475960933116	5	1	-0.47851599896115593	1	1
USP10	0.02798736026643759	1	8	0	-0.4777825142394884	1	1
PSMC2	0.03466636983587809	0	2	2	-0.4760308924042025	1	1
CD34	0.0227773855729236	8.630608261513637e-4	4	1	0.475368189114259	1	1
NDRG2	5.783296607256992e-5	3.087602023144222e-4	6	2	0.474399997082	1	1
TNS1	1.1471904987254344e-8	0.0029464032219260225	9	2	-0.47362412460265096	1	1
SLC39A14	0.04594325705083935	1	6	0	-0.4726773032763581	1	1
HTD2_RPP14	0.002335890034078703	0.0774987004847882	6	0	-0.4719608320538531	1	1
CTTN	1.0168802596040242e-8	1.0820117451481682e-6	4	2	-0.47137279522990716	1	1
TBC1D23	3.766559420715409e-7	0.0014300043362438866	6	1	-0.4698232660781055	1	1
FAM135A	0.03262222665608623	1	6	0	-0.46977744750493855	1	0.75
UAP1	2.2199816134303295e-4	0.004938164706776712	9	1	-0.4690215652233438	1	1
IL1R1	0.0010621829569184822	1.7495681434428063e-4	7	1	0.4680238770963254	1	1
P4HA1	0.0016780445486305454	1	9	0	0.46726828620628535	1	1
SFMBT1	0.018736182715854022	1	10	0	0.4670484766611659	1	1
FAM13A	0.006351044658819615	0.0030346495907110638	13	1	-0.4658559901350114	1	1
TXNRD1	0.024784650104627288	0.043696296491421656	7	1	-0.4648237518828253	1	1
MPG	0.024927391071968136	0.173305711608397	3	0	-0.4634410998917058	1	1
LOC113263700	3.2788351881129184e-4	6.518309376424859e-5	4	1	0.4611329386713615	1	1
CPN1	6.564468243190441e-4	1	5	0	-0.45843642309956406	1	0.75
FAM118B	0.033956218502363744	1	7	0	-0.4548509972035966	1	1
BMP4	0.04006154908089593	0.08316007003537447	3	0	-0.45443836441669505	1	1
CAMSAP2	0.026984616713001633	0.014635347355944241	4	1	-0.44891939211747045	1	1
TRAPPC13	0.008281154926118316	1	4	0	0.44878604542629474	1	1
FAR1	0.0023028788248260204	0.202357396527547	6	0	0.4487373570178552	1	1
GNE	1.401695794288558e-4	0.0025406372461253845	9	1	-0.44871557851740007	1	1
LDAH	0.024550634155734427	1	9	0	0.44841005286999647	1	1
WNK1	9.944793459006538e-5	0.002143043800701375	8	2	0.4480462738723277	1	1
MPRIP	0.001125637316165719	1.083474650572925e-5	6	2	0.44665822831756985	1	1
LOC113258085	1.1905593084741696e-4	0.2233007127108987	8	0	0.4463483807668842	1	1
SLC38A4	3.0730637205416265e-5	1	6	0	-0.4457729546010175	1	1
MPV17L2	0.04647660048164458	1	5	0	0.4456785481798004	1	0.75
PRXL2A	9.392181970106024e-8	0.13320528190830017	7	0	0.44492439155125946	1	1
CFLAR	6.10367267233212e-4	1	10	0	-0.4431630957986377	1	1
CSTF1	0.013820163271043476	1	5	0	-0.44264070638109004	1	1
MBD4	0.01774016842680618	1	8	0	0.44233850354509413	1	1
MTSS1	1.3588713830651121e-5	0.03140702965550378	10	1	-0.4409827002599066	1	1
SCYL2	0.03545223377288916	0.044541475162549325	4	1	0.4393403071485577	1	1
REPS1	0.021858692921323565	0.08615202831251123	5	0	-0.4387619126151381	1	1
GPKOW	0.0025704003026889573	0.03464533515576941	3	1	-0.4376000415384892	1	1
SPART	0.038376475690318095	1	7	0	-0.43368073817290764	1	1
SLC39A11	0.014667117380359184	1	9	0	-0.43336991495296506	1	0.75
LOC113248767	0.00867492902297677	0.6066249678530031	4	0	0.43298344454992155	1	1
PAF1	0.007389962455328239	0.004975070588390488	4	1	-0.4327359679961621	1	1
EIF4A2	3.6336914651998966e-4	1.0925400800468897e-4	5	1	-0.4300889077460067	1	1
ACADM	0.00392754389057013	0.8504515114976393	3	0	0.4294261064837396	1	1
MDN1	3.980166491019515e-4	8.719192050817912e-6	3	1	-0.4285293905726937	1	1
ISCA1	0.038376475690318095	0.020810358154990265	4	1	-0.42718524547727516	1	1
RBM26	0.02757228706358313	1	6	0	-0.42703155718225067	1	0.75
LOC113249004	0.01051847123233985	0.11564692863367666	4	0	0.4270225915521404	1	1
SPRYD3	0.044887136756909245	1	8	0	-0.42675818692984047	1	1
USP32	0.006142980489717982	0.0011766118044301715	3	1	-0.4256004409379905	1	1
MIOS	0.010964434783276265	0.01714255258586669	3	1	-0.42442520121324295	1	1
HSF2	1.5383453156466778e-7	0.01648650020254113	6	1	0.4244188971593493	1	1
SH3D19	2.0943483001868694e-5	0.003477972924011014	6	3	0.42340473282854996	1	1
ZNF250	6.754034051585548e-5	0.5428139668362433	9	0	-0.42296015854397506	1	1
PLA1A	0.029065028596277537	0.1728252276205353	7	0	0.4228542259402197	1	1
MYO1C	0.015631814730295415	0.7206228878107069	8	0	-0.42100271333879247	1	1
NR2F2	0.002078345831500423	0.14643827027239278	5	0	0.42080574143818317	1	1
CPM	0.04742240894176717	0.16396423800579968	6	0	-0.41788547504993157	1	1
DAZAP1	0.006805312486064846	0.08664318360702744	5	0	-0.4169674041451298	1	1
AP3M1	0.0030442646333863448	0.13823729064528065	9	0	-0.4161501421847511	1	1
SYTL2	0.029183689157716918	1	7	0	0.41591654912236575	1	1
FGL1	0.013710635121332486	0	2	2	-0.4146193888054791	1	1
SLC12A4	0.01923970094160389	0.8235067220202646	11	0	-0.4144350048106995	1	0.75
CCDC85A	0.0018194451590258745	1	7	0	-0.41431649840308626	1	1
MYLK	3.2063039133130956e-17	1.5419547192819975e-7	9	3	0.4136383429518763	1	1
PWWP2A	0.038561593816808244	0.11894570326230874	6	0	-0.4057213070837449	1	1
SART3	0.03545223377288916	0.36547072954759946	5	0	-0.4052343546969929	1	1
RNF6	0.03487759197040716	0.22265640678590812	9	0	-0.4040432320191172	1	1
GPR180	0.03587435045587386	0.05475537477736982	6	0	-0.40309836763306495	1	1
SMC5	0.0054178135266590936	1	7	0	-0.40265178922810113	1	1
LNPK	0.020010117460916414	0.12853881086652486	7	0	-0.40165685763220194	1	1
FAM214A	6.668796389644657e-6	0.007689895282327703	7	2	0.4007376463772257	1	1
SMAD5	3.2650896650192005e-6	0.0065970804065736055	4	1	0.4007110271771804	1	1
SLK	0.010964434783276265	0.0034178120854096374	3	2	0.4004169431636637	1	1
TDO2	9.458970458555401e-4	0.03496926884654981	8	1	0.3987204826961044	0.75	0.75
CLCN6	0.026125640458054815	1	3	0	-0.3986240694081341	1	1
ADGRE5	0.0476201863686029	1	9	0	-0.397881511549591	1	1
PSAP	3.439989122255556e-5	0	2	2	0.3969122958354687	1	1
FGGY	4.77536073547497e-6	0.7869212267751584	11	0	0.3960797300805517	1	1
NEDD4	0.03345586294568077	1	6	0	0.3952718982212293	1	1
LOC113245319	5.136216310597348e-6	5.768115286766285e-7	5	2	-0.3944320689442915	1	1
CHTF8	0.011462845662355232	1	10	0	-0.3941388866969715	1	0.75
KLF12	7.521270353323736e-4	0.04219030107392088	5	1	0.3937686298548496	1	1
PRKAB2	3.2788351881129184e-4	1	9	0	0.3918978458627642	1	1
GYS2	2.79832129197968e-4	0.09207729141504234	9	0	0.3914969802513993	1	1
MPHOSPH9	0.04695121977809182	1	8	0	0.39092558570710345	1	1
LOC113256813	0.039969310777595635	1	5	0	-0.3898932018425276	1	1
TSC1	0.006345983746671755	0.14460170487478383	7	0	-0.3898609835970852	1	1
TCF4	0.044887136756909245	0.9207330817082748	10	0	-0.3893163125485921	1	1
ENOX2	7.820352652317141e-4	1	8	0	0.3888910586143469	1	0.75
TNKS1BP1	2.5580326457608423e-6	3.056639331511555e-8	3	2	0.38545918473524	1	1
CPEB3	0.03310650585600319	0.42463874285540654	5	0	-0.3834060916838994	1	1
LAMA4	0.02867402345432052	0.02884605573337657	8	1	0.38268746452846897	1	1
NFIC	0.03587435045587386	0.007361611709108846	3	1	-0.3822675466368013	1	1
JADE1	0.0012534393901101775	0.05943303211517386	8	0	0.3814575167251634	1	1
GAREM1	0.04594325705083935	0	2	2	0.3813449977530239	1	1
TPM1	0.011696646868729621	0.012097841903971686	6	2	0.379948713671118	1	1
LOC113247645	6.902725873646918e-8	0.10674949606918	7	0	-0.3793868010382523	1	1
GATD1	0.009827868174715574	0.4106381589583817	12	0	-0.37584811402429363	1	1
TACC1	5.255778118297063e-5	0.005921540543854668	10	1	-0.3738514569165312	1	1
ATP2B1	0.020158903230710217	0.101292462791665	4	0	-0.37363560485561	1	1
LOC113254434	0.002169843823773944	1	12	0	-0.37274486263257084	1	1
JADE2	0.027031613774459513	1	8	0	-0.3709596024406041	1	1
PCCA	0.02770581685503415	1	9	0	-0.36917870521561447	1	0.75
GALT	0.022071280368879995	1	8	0	-0.36881595300604564	1	1
PLA2G7	0.0052275539567551215	1	8	0	-0.36878461833374665	1	1
LOC113263209	0.03545223377288916	1	8	0	-0.3683159350424896	1	1
TMEM260	0.004056694773443075	0.1682949823631296	5	0	-0.36535313891494503	1	1
ITIH4	0.01579508774537733	0.1677052504265169	7	0	-0.36330581750443053	1	0.75
RAB43	0.013310876432706134	0.8347445844359407	4	0	0.36275660081457445	1	1
EPC2	8.924640140031771e-4	0.0026728495677404893	3	1	-0.3619741318587184	1	1
CEPT1	1.5422798308336298e-4	1	12	0	-0.36107795745072185	1	1
HPS5	0.008998652958966163	1	12	0	-0.3610238382493619	1	1
MFGE8	0.03757349827250528	1	6	0	-0.36094951120870955	1	1
KCTD9	1.9874614240766056e-4	1	8	0	-0.3608056520899968	1	1
NUP107	0.02423127707520747	0.029214522472058115	5	1	-0.3600319197422169	1	1
DECR2	1.8561454085676439e-6	1.1174137706013919e-4	6	2	0.359687642875	1	1
PFKFB1	0.027473642634745176	1	11	0	0.35839293435402814	1	0.75
GAB1	0.04894644791727815	1	6	0	0.35696695876071716	1	1
ATP6V0D1	6.804380061219517e-4	4.226627140658298e-4	3	2	0.356324224591542	1	1
DAB2	0.0476201863686029	1	7	0	-0.35609850957918227	1	1
TCERG1	0.04015204157109003	1	9	0	0.3552785985539278	1	1
DGLUCY	9.217113760768155e-4	0.3331722093586142	10	0	-0.35485699486290356	1	0.75
WDR33	1.1074702807545282e-5	0.0028674417730340314	9	1	0.35457943872201186	1	1
CCS	0.02181669663450186	1	7	0	-0.3535702291852344	1	1
ZHX1	9.217113760768155e-4	0.011899020699861713	5	1	0.35313654399435923	1	1
