gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
SPATA20	0.021254148110002424	0.004719022738419001	3	1	-0.6726933316142766	1	1
TNKS1BP1	3.450597407552205e-16	7.468934929788646e-7	3	1	0.6664844160638216	1	1
PHACTR1	0.038252981686139484	1	6	0	0.6661230357934477	1	0.75
FAM219A	0.040916232429466216	1	4	0	-0.6639368495700602	1	0.75
LOC113250446	8.450781712620024e-5	4.972860412094302e-6	3	2	0.6583330595762574	1	1
SYNGR1	0.02646346184204588	0	2	2	-0.6572451349061161	1	1
LOC113262000	0.0027247489255975456	0.004406801275968495	8	1	-0.6407788662755803	1	0.75
ZNF229	0.001015046243397233	1	5	0	-0.6336710533601277	1	1
UNC13B	0.010570696439308599	0.1130741221433233	7	0	0.6307716753854676	1	0.75
FMO2	6.716700727044824e-6	0.009131344861485322	7	2	0.6260302929755401	1	1
HDAC5	0.027490693203600383	0.04837075953117946	4	1	0.6211689379494296	1	1
CD34	0.04148497857713816	0.08087206400802624	4	0	-0.6187032782343855	1	1
LPIN2	1.1207273611060457e-5	1.7662609665385998e-4	5	1	-0.6123052651563525	1	1
GYS2	3.4213926496296697e-4	0.002046481959564594	9	1	-0.6052908510723749	1	1
AFAP1	0.03286453058205392	0.2649718773564154	3	0	-0.6040832307253993	1	1
ULK3	0.013773568732151964	0.07904515664055847	3	0	-0.6029223143924354	1	1
VEPH1	1.7225478494033585e-5	6.915314666987291e-5	5	1	0.6002653712517397	1	1
SLC27A5	3.158124336837143e-4	1	6	0	0.5986233627990531	1	1
PDLIM2	0.03978359774816624	0.18073267842860924	6	0	-0.5980465085104512	1	1
HSPA13	0.038252981686139484	0.028460533580329957	3	1	0.5965775324839908	1	1
TADA3	0.040273146587110516	0.10613860097144012	3	0	0.5943992673589562	1	1
SEPT9	0.005437004560997624	3.091998773347921e-4	4	1	-0.5878937912219608	1	1
USPL1	0.04341461459180481	1	6	0	0.5872528471685723	1	1
PDE3A	1.1389327016313076e-8	6.848004516051812e-8	4	2	0.5846146874136271	1	1
ZNF236	0.006815635615999235	0.042572412078991824	4	1	0.5619908842182448	1	1
FPGS	3.651906698672884e-5	0.007412879987345843	5	1	-0.5617994211442923	1	1
ATR	0.015419765204448495	0.004526906138614743	4	1	-0.5617649851283821	1	1
FAM13A	7.679454925268973e-6	8.056196724290573e-5	14	1	0.5607808332049007	1	1
CNTLN	0.015076672829343642	1	7	0	0.5602405530269393	1	0.75
WWOX	6.590093096291383e-4	0.57202203155817	7	0	-0.5594924590858642	1	1
LAMA1	0.013773568732151964	0	2	2	-0.5527311549105611	1	1
CLCN5	0.04965874923566755	0.3194431240762376	3	0	-0.5520504073994192	1	1
COL18A1	8.422408293900946e-10	3.1771459751969353e-4	7	2	-0.5499629273891949	1	1
MCTP2	0.02959815987585225	0.5073795542756313	5	0	-0.5484615041873112	1	1
TULP4	0.04868065941744681	0.03379649438916518	3	1	0.5457751950602832	1	1
ABCC2	7.213825441695332e-4	4.273567986142291e-6	5	1	-0.537533799930381	1	1
USO1	0.005757081300110299	0.007598193741058704	5	1	-0.5363073027125743	1	1
SLC39A8	2.469995083162435e-4	5.8284895445581764e-06	4	1	-0.5323925780014659	1	1
PPP1R16A_GPT	0.038252981686139484	0.28935147637280895	3	0	-0.5278695090323737	1	1
ACACB	0.015419765204448495	1	7	0	-0.5266389809599878	1	1
SPART	0.016693228082809375	1	9	0	0.5195908388392728	1	1
DAB2	2.0504639711907936e-5	0.0401103203863695	6	1	0.5183823621469086	1	1
NFKBIZ	0.003249273229469808	6.875611069223946e-4	7	1	0.5139601395247526	1	1
RNF125	0.04414648233328629	1	10	0	0.5119146790020846	1	1
AAK1	0.032643575516975984	0.39280676269023757	8	0	0.510536949142844	1	1
ABLIM1	0.014135347455304512	1.3311572887124215e-4	5	1	-0.5102428695436994	1	1
LOC113267317	0.009065117067917574	0.004326867983471306	3	1	-0.5093992761863073	1	1
CA12	0.005679394203566173	1	4	0	-0.5087925776581362	1	1
BCAR3	6.384682618556228e-8	0.017422791938479756	4	1	-0.5083656939906571	1	1
NCALD	6.246549140326688e-6	0.04234074463446742	6	1	0.5062610102098142	1	1
LOC113249677	0.0016835672280091547	1	9	0	0.505205389120761	1	0.75
CAMSAP2	0.002261511581056747	3.6287504373583464e-4	4	1	0.5026682499493176	1	1
VNN1	0.005921738382577544	0.520733787976845	7	0	0.5024801857017251	1	1
VPS13B	1.305092528111522e-4	2.3319888688898605e-4	6	1	0.49876714797496663	1	1
SESN3	0.010581070662549747	0	2	2	0.49846737004687913	1	1
NEURL4	0.010525748321280512	1	3	0	0.49784420552428965	1	1
KCTD9	0.00686763342968346	1	6	0	-0.49604287077125875	1	1
ARNTL	0.016693228082809375	1	7	0	-0.49412615055444703	1	0.75
NEK4	1.1393056073763527e-4	0.004864955495354428	5	1	0.49256068752123516	1	1
THRB	0.006704003064309732	0.2071368312833426	12	0	0.49225778409009957	1	1
HSD11B1	1.9563319829859664e-10	3.9673726442700176e-4	6	1	0.4922381286519666	1	0.75
FAM13B	0.005437004560997624	1	8	0	-0.48955722570738824	1	1
EFTUD2	0.0010568566130889968	5.894110631537863e-5	3	2	-0.4892426285941637	1	1
SYTL2	0.003957360467283266	1	8	0	0.4816990792152367	1	1
ATXN2L	0.039416132479168295	0.710267726604304	9	0	-0.4811896207408608	1	1
LOC113243743	0.02144682097828035	0.057146162647717935	4	0	0.4801438581356495	1	1
SLC38A4	1.0598503946974039e-10	1.6151577874173588e-6	5	1	0.47761125637865903	1	1
TXNRD1	7.301053399541734e-5	0.0011523237691460023	6	1	0.4730728148537794	1	1
FGFR3	0.008825901905584847	0.0020169701843607856	8	1	0.4644619341204147	1	1
DOCK7	0.007279210894041611	0.021994878113120928	5	1	0.4609920866476056	1	1
PTCD3	4.384097644708715e-4	0.041243748476036936	11	1	0.4602385561222431	1	1
PIK3R1	6.88491184776869e-5	7.147928537785747e-6	4	2	0.4585411951029682	1	1
FNIP1	0.03137677815872089	1	4	0	-0.45668311862324906	1	1
LIMA1	0.04868065941744681	1	5	0	0.45292940512265994	1	1
URB2	0.04630576587288831	0.4963320597427559	3	0	0.45171480765865357	1	1
STAC3_R3HDM2	0.002470011747189002	0.576048015451109	9	0	0.4515190737578996	1	1
ECM2	0.021254148110002424	1	7	0	0.45026491977085775	1	1
WIPF1	0.02646346184204588	0.17382848225841205	4	0	0.4459965848092282	1	1
HSF2	0.005679394203566173	1	6	0	-0.44549402485766726	1	1
LOC113246280	0.02970285217124713	0	2	2	0.44446905837497075	1	1
CHD8	0.005548217400942044	0.0025100809705535464	7	1	-0.4437955396901065	1	1
CP	7.562817688241746e-9	1.54298203629906e-9	4	2	-0.43890988213208293	1	1
PDLIM3	0.03147012392001384	1	4	0	-0.4282369679932628	1	1
RBMS3	0.005679394203566173	0.4130699838469025	6	0	0.4261220732812484	1	1
KLF15	0.04868065941744681	1	6	0	0.4223708417481434	1	1
LOC113248686	0.034238603628880655	0.9397488927854932	3	0	-0.42155919882365606	1	1
MYO9A	4.229570070541487e-7	0.03753866828142307	6	1	-0.41408621375303034	1	1
CUNH11orf54	0.0020766939927734226	0.0029402814601959277	8	1	-0.4114597528775645	1	1
MAPK10	0.03680381573030101	1	7	0	0.41036666451947346	1	1
KANK1	1.4186353081087655e-7	0.06700318011927951	10	0	0.4081759866797707	1	1
RIOK3	0.039910691966338924	0.9722362950191307	8	0	0.40773148478190857	1	1
NDRG2	6.639532132863028e-9	5.735833871266776e-8	5	2	-0.40732433512579835	1	1
PCK2	0.015076672829343642	0.17675317111602887	4	0	-0.40721669048749864	1	1
ABCG2	2.2695220599363146e-6	0.06192952337862956	12	0	-0.40571339842609666	1	1
ENPP2	0.0028008461796352525	0.23775171225310288	8	0	-0.40323813021128613	1	1
FAM214A	2.469995083162435e-4	0.031057642675079385	7	1	-0.4001773887253712	1	1
RFWD3	0.008587040326510254	8.37632069311751e-4	4	1	-0.3993451523166625	1	1
OXR1	3.4213926496296697e-4	0.006880797345157273	6	2	-0.3993076447924127	1	1
COL14A1	0.027879721371586324	1	9	0	0.3984863889675914	1	1
SLC19A1	0.03234072533476192	1	7	0	0.3944454783565367	1	1
WDTC1	0.03147012392001384	0.10811751154163513	5	0	0.39362433722243007	1	1
RETREG1	0.006704003064309732	0.12788741131996798	5	0	-0.3888548984722254	1	1
LOC113252105	0.04316487407034556	1	13	0	-0.38838585358773625	0.75	0.75
PLS1	0.03361205392239105	1	10	0	-0.38399974696929173	1	1
RBMS2	0.0021995166627778793	1	9	0	-0.3830109133660746	1	1
RNF144A	0.03600955225164912	1	4	0	0.378324049496498	1	1
WDFY2	0.042168183539862916	0.06296564458589027	3	0	0.3782666512560745	1	1
MIOS	0.03818784792033769	0.005953666425237389	3	1	-0.37640082961436133	1	1
HDAC4	0.013189635987556242	0.06438064662141181	5	0	-0.3752876621196386	1	1
MAP7	0.004381417562374607	0.004501132379285282	6	1	-0.37528671169695454	1	1
GGT1	0.021205025173490443	1	7	0	-0.3744477139365595	1	1
PDHA1_LOC113242247	0.03245818183148719	0	2	2	0.37274950594555445	1	1
SLC4A4	3.4213926496296697e-4	0.02379533683584666	4	1	-0.3660358167697488	1	1
SCP2	5.534313742212488e-10	0.09220107144306187	5	0	-0.36360676610504233	1	1
ESR1	0.027490693203600383	1	4	0	-0.35836504592314433	1	1
TMEM94	0.005322901459615637	1	7	0	-0.35050606534291445	1	1
TSC1	0.04017968903064748	1	7	0	0.3497385751736202	1	1
TBC1D15	0.016638171999572838	1	8	0	-0.3491787139219131	1	1
SLCO1A2	3.6724811153074016e-8	1	15	0	-0.3487148106095426	1	1
ZHX1	0.009353197856700404	0.009607013414709917	5	1	0.3482027797364047	1	1
SAFB	0.03727030441690741	1	8	0	0.3469630600039688	1	1
CHD4	0.005978924385990316	0.002244774702278174	4	1	0.3389703523358284	1	1
TSPAN8	0.027965016754637896	0.13131495283936287	4	0	0.3379070395715457	1	1
TSPAN12	0.04075219264699405	1	11	0	-0.3354139093319975	1	1
FBLN1	0.0189664647040078	0.0032498497611664428	4	1	-0.3340562844771428	1	1
TSNARE1	0.04148497857713816	1	9	0	0.3321437583030124	1	1
APC	0.005978924385990316	0.05142412891845267	6	0	-0.3285512563483344	1	1
WNK1	7.321757089052226e-6	0.07664480147054376	9	0	0.325753936465056	1	1
FMR1	0.005679394203566173	1	12	0	-0.3226522841742155	1	1
PLEKHA7	0.010138941485718438	1	5	0	0.3193124026318468	1	1
ATP6V0A1	0.04087976779587768	0.022204909109099676	6	1	-0.3170060730472213	1	1
GPBP1L1	0.0474234547250466	0.018941890729628166	9	1	0.3168622799792469	1	1
LOC113246291	2.2695220599363146e-6	0.8369572362604609	8	0	-0.31670918719882446	1	1
RGN	2.5598006581575784e-5	0.014611914316866583	5	1	0.31669516047912416	1	1
ACIN1	0.002256044617509689	0.12013423683042153	8	0	-0.31649455930611164	1	1
RPRD2	0.0312956074612236	1	8	0	0.3139687762756265	1	1
ARAP1	0.042168183539862916	1	4	0	-0.3106946653440185	1	1
LRRC61	0.00538754362563598	1	8	0	0.3065894435326701	1	1
PWWP2A	0.04075219264699405	1	8	0	0.3041496535607477	1	1
PABPC1	0.02601124984982775	0.05975790917134714	4	0	0.30208423736682555	1	1
OSBPL1A	0.03755687616298878	0.007659766349815277	4	1	0.3014807523443034	1	1
RHOBTB1	3.4213926496296697e-4	1	13	0	0.2995157430587503	1	1
LOC113243704	0.016693228082809375	0	2	2	0.2988351597328258	1	1
G6PC	0.021205025173490443	6.162046386724287e-4	6	1	0.29807536413700136	1	1
TIA1	0.005679394203566173	0.19455388422824904	11	0	-0.2974878458870471	1	1
TSR1	3.651906698672884e-5	0.49495418192489543	7	0	0.2973793746722927	1	1
WDR75	0.0306062532632068	1	8	0	0.2963833215487707	1	1
AHR	0.003233437559901009	0.2156614377333514	4	0	-0.2947328211194342	1	1
MBTD1	0.004437885789098984	0.9298719197180546	4	0	-0.292387228933454	1	1
CCNH	0.039910691966338924	1	4	0	-0.28858312977089356	1	1
KAT6A	0.020900676442158442	0.0766260536792862	5	0	0.28842555777398654	1	1
LOC113260329	0.016998396584032863	0.9213824306185368	7	0	0.2875770342230267	1	1
LOC113250606	1.7225478494033585e-5	0.2503321323047114	10	0	0.2864528526578367	1	1
HACL1	9.375700730462796e-4	0.010362588495265826	8	1	-0.2856487062791728	1	1
AGPS	0.010525748321280512	1	6	0	-0.28430007639171234	1	1
CD47	0.04075219264699405	0.0018439623958056042	6	1	0.2831870608600529	1	1
FAT1	0.01866647637247517	0.6644729400917695	5	0	0.2805958432105096	1	1
ABI1	0.0024487861283183643	1	7	0	-0.27973162826393994	1	1
ESYT2	0.015076672829343642	1	6	0	-0.27747553291956567	1	1
ANKRD17	0.005921738382577544	0.08545280655276338	7	0	0.27442957223784303	1	1
ADGRF5	3.6391345808525527e-4	1	5	0	0.274184396507111	1	1
IRF6	0.0021076217235081103	0.13003417761359518	5	0	0.27372920412797874	1	1
PRPF3	0.039910691966338924	1	14	0	0.26971312801886765	1	1
LOC113243734	0.026323986587766534	0.21559961212654505	5	0	0.2692170960195738	1	1
KLHL7	0.021614948585116336	1	7	0	0.2684690615221512	1	1
TF	0.007279210894041611	1	7	0	0.2649150049664097	1	0.75
PRMT5	0.03582940244844394	1	7	0	0.2622004779160765	1	1
LOC113262256	0.024579592372060984	1	12	0	0.2616942101815595	1	1
VCL	0.01586484420946997	0.1638064018243253	4	0	0.25906752590027227	1	1
ALAD	0.004261629662022611	1	6	0	-0.2589715908446519	1	1
HSD17B4	0.04035966034608498	0.3202613450509655	5	0	-0.2586852109566554	1	1
SNRNP70	0.02144682097828035	3.9102104898785796e-4	7	1	-0.257973109732841	1	1
MYO1B	0.020711103809811438	0.6183975931587552	7	0	-0.25577512157983606	1	1
MTDH	0.015419765204448495	1	3	0	-0.2517475678499025	1	1
BRD2	0.016693228082809375	0.3173935121380626	11	0	-0.24837244048428322	1	1
PICALM	0.04075219264699405	0.04583296223093424	5	1	0.24656777137980124	1	1
HNRNPA2B1	0.021205025173490443	1	8	0	-0.24480742456295668	1	1
MYLK	0.0014639732595788937	0.025262187964572337	7	2	-0.24478656033531343	1	1
NCOR1	0.005210932142125555	0.020521609851228275	8	1	-0.23869988912734685	1	1
ADH6	1.9008416031815882e-5	0.042254881046135735	7	1	-0.23058072573410798	1	1
PRRC2C	0.004775185159668329	0.5799293756956524	9	0	-0.22174749933876392	1	1
FGGY	6.590093096291383e-4	1	10	0	0.21678702751493534	1	1
WDR33	0.013773568732151964	0.006281662518611509	8	1	-0.20673446179712165	1	1
HSD17B12	0.016309267869323404	1	8	0	-0.20598310660890773	1	1
MYO6	0.009219252274328332	0.8944514298488943	14	0	-0.20553913703701848	1	1
PPIP5K2	0.028843447496448637	1	13	0	-0.20351768257750416	1	1
CAST	0.03137677815872089	1	11	0	-0.20308315407312094	1	1
ACMSD	0.010698088183322704	1	7	0	0.19962057297451635	1	1
SPTAN1	0.03833244739714551	1	10	0	0.19404790235468783	1	1
APP	0.01586484420946997	0.5616985724396573	5	0	0.19038605508400297	1	1
MAGED2	8.727888492101766e-5	0.003695482499755521	5	1	-0.18816524408374805	1	1
RENBP	0.011207257116162049	1	4	0	-0.18404989704084307	1	1
LOC113243115	0.03582940244844394	1	12	0	0.1769385552422952	1	1
TAB1	0.019992549602288016	1	3	0	0.17681005719680254	1	1
PROSER2	0.03425447094572221	1	6	0	-0.17659407120131193	1	1
HERC3	0.001749052586815778	1	11	0	0.17115591811378414	1	1
C9	0.023379894512135468	0.0064901100740359175	4	1	-0.16899480242956544	1	1
ALDH9A1	5.567116828486157e-4	1	4	0	0.1585198291643232	1	1
SDC2	0.03727030441690741	1	4	0	-0.1500534615975625	1	1
CDC42BPA	0.015419765204448495	1	6	0	-0.14245933731634786	1	1
LOC113242918	0.0012222034111748854	1	7	0	-0.14215896829895347	1	1
RNF13	2.2787664890624947e-4	1	8	0	-0.14042854732081225	1	1
ACADM	0.005031451827552196	1	3	0	-0.1263871016359749	1	1
TRPM3	0.020922693340313932	1	4	0	-0.09484429590567783	1	1
