gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Muscle-Ventricle)	pct_gene_expr	max_pct_tx_expr
ANK3	5.662507570317682e-32	2.185776614387756e-8	6	2	0.35576951816086655	1	1
ATP6V0A1	0.020555405320397027	1	14	0	-0.35112212049822705	1	1
UIMC1	3.0738193589024206e-4	1	8	0	-0.350624767804164	1	1
NCOA6	0.0022661164177147715	2.234667344601894e-4	4	1	0.344968557195262	1	1
SELENOT	0.033432356045695305	0.006909444538751527	5	1	-0.3448328281575167	1	1
UCHL1	0.02735254839996613	0.1007105843792155	4	0	0.34309194511819574	1	1
ITGA7	8.272891383739559e-4	0.5074865274032256	13	0	-0.34262252842704527	1	1
LOC113262256	0.04331177881978001	1	10	0	0.34217075117315027	1	1
LRRFIP1	0.03867310974101329	0.4711832883676741	5	0	0.34177319795806504	1	1
EPG5	0.004063895961307631	0.040145658720485526	5	1	-0.341067178532764	1	1
KANSL3	0.009622276441130827	0.6251420176315309	9	0	-0.3370017001410248	1	1
FDFT1	0.02910028302977115	0.003777032287483432	3	1	0.33594945564668177	1	1
LOC113254576	0.009622276441130827	0.011792573304832493	5	1	0.3302447671651475	1	1
FHL1	0.005651954700903266	0.003184947679880038	7	1	0.32577582955123324	1	1
LOC113244018	0.010065199565471347	0.01159717362895647	3	1	-0.3227688752034391	1	1
APLP2	0.01605662103249807	0.06632167160216292	8	0	0.32153579262101506	1	1
FERMT2	0.008184308991193302	0.00812462031577319	3	2	0.3131577855625006	1	1
MAP3K20	6.32613228607153e-5	5.141666920531148e-6	3	2	0.3130427432865368	1	1
KANK1	3.5434092641908123e-4	1	12	0	-0.3051301731997742	1	1
LAMA4	0.021103509940951167	1	13	0	0.30497691448527425	1	1
MFF	5.809858675487477e-6	0.6677716431811554	12	0	0.30396708368102143	1	1
MPDZ	0.042451419100578335	1	12	0	-0.3021193785389104	1	1
IMPDH2	0.023349066175088334	0	2	2	-0.30134384660055236	1	1
DTNA	0.0022661164177147715	1	16	0	-0.30074405535750215	1	1
RAB6A	0.010065199565471347	0	2	2	0.2999171877651484	1	1
PACS2	0.005850590132811289	1	8	0	-0.29853395908834673	1	1
B3GALNT1	0.0032004794409731846	0.9572482405033624	13	0	0.2972113700621569	1	1
ECI2	3.4496913742099663e-8	0.07371836486588014	5	0	0.29425953832162455	1	1
SYNE1	1.3098737526928304e-6	2.205089956242142e-7	12	1	-0.2942381010701695	1	1
SEPT8	2.2841255354657812e-4	0.001387988647912182	8	2	-0.292627299242078	1	1
NDRG2	0.010894002651315708	0.0033794047727322683	6	1	-0.29141132984768586	1	1
LOC113251518	0.018492057976368537	1	11	0	-0.2859802908299056	1	0.8333333333333334
ZNF7	0.026343800694871647	0.658867683533264	13	0	-0.28429376682785756	1	1
ANTXR2	0.004979578050290832	0.030130296595258656	4	1	0.2823776196006146	1	1
NUMA1	0.02513230038268946	1	9	0	-0.2792309776382679	1	1
PKIA	7.371295538825692e-11	1.1269538510603338e-4	6	1	-0.2781934241571751	1	1
ALDOA	5.002725043670795e-14	2.480739358514962e-6	5	2	-0.2769159521551825	1	1
PLEKHB2	2.070068548403275e-9	2.703239319330555e-8	5	2	0.27089805852771026	1	1
PDLIM3	0.020048830582197284	0.40345638382912685	7	0	0.27049324834250693	1	1
SCHIP1	0.0017498445855147378	0.1558323370053317	4	0	-0.26967739280260483	1	1
FXYD1	5.944484222530549e-4	1.4779743306480574e-5	4	1	0.2670622360677589	1	1
CCDC141	0.043342804863600044	1	8	0	0.26615041303056225	1	1
CD36	2.5663145862744224e-5	8.307182153380523e-4	7	1	0.2651613862237625	1	1
APC	9.186825443881418e-4	0.6443422004857535	8	0	-0.26330961873303355	1	1
POMP	0.04488207909747253	0.013869438500559536	3	1	-0.2574473105222166	1	1
DMXL1	0.018374268540304325	0.44179301878214133	5	0	0.2555043516879745	1	1
ACADVL	6.7515594613314746e-6	1.2638078678286686e-7	3	2	-0.24788024783599238	1	1
KEAP1	0.015454766440457072	1	6	0	-0.24785786239911672	1	1
YWHAE	4.300429686385573e-5	0.009363689795713996	4	2	-0.2462271779817894	1	1
LRRC39	1.0725302480182841e-8	2.7008436053230416e-5	8	2	0.24490220796814788	1	1
ZSCAN23	0.030722976734615055	1	9	0	-0.24224810138617783	1	1
USP15	0.0013374874500655888	1	11	0	-0.24192964072272644	1	1
SPPL2A	0.02138351873592372	0.4343361352915028	3	0	-0.2388508450112362	1	1
USP14	2.778641925370722e-4	0.005975264066125579	6	2	-0.23707857719536019	1	1
LOC113249104	0.009967847838540272	1	10	0	0.23383891015516964	1	1
PEX5	0.03295974649379229	1	11	0	0.23375280276619287	1	0.8333333333333334
PPFIBP1	6.551658188163135e-14	0.05157538304465119	12	0	0.2296084654768623	1	1
KAT2B	0.01942363167672133	0.13355908325623575	5	0	0.22862951187941594	1	1
SLC8A1	0.04975546936746068	1	5	0	0.2267548036568245	1	1
LOC113246349	0.012153599485103344	1	6	0	-0.2213555052916659	1	1
ART3	0.006858665195318232	0.0030072637617490194	4	1	-0.21717905451332026	1	1
RRN3	8.826552689139066e-5	1	3	0	-0.21285992407991094	1	1
CACNB1	0.007354472214933563	1	10	0	0.20794312375355548	1	0.6666666666666666
CYTB	6.32613228607153e-5	1	3	0	0.20759615583835092	1	1
PAM	2.4090078831996936e-9	1	13	0	0.20583973920263657	1	1
HSDL2	5.509212542200251e-10	1.5893833957717326e-6	5	1	0.20461101046800562	1	1
ABCA5	0.005551927253340661	1	4	0	-0.20243892319486245	1	1
PHLDB2	0.007707767419648383	1	15	0	-0.20112837774136197	1	1
REEP5	0.00475880967382943	0.4581351965435329	3	0	0.20043111378300152	1	1
VDAC3	1.0429953919768047e-4	1	5	0	-0.20043001565014507	1	1
MPRIP	7.613970049958328e-6	1	4	0	0.19987525383575613	1	1
PTEN	8.781284481436483e-6	0.7199121897107197	3	0	0.1973565575092734	1	1
KIF5B	0.018555865466019176	0.0025229261675907863	3	1	-0.19663774641116194	1	1
NTAN1	0.026343800694871647	0.1721143885495641	6	0	0.19394458031549058	1	1
NCOA4	9.916534104052546e-16	0.00884455822186109	6	1	-0.19193470766884474	1	1
PCBP2	0.020905343415592175	1	14	0	0.19050222409780593	1	1
PKM	0.009622276441130827	0.014099494993640617	3	1	0.18960797880685176	1	1
ARPP19	0.039132044867208345	1	5	0	-0.18762827251004355	1	1
RETREG1	0.0010832351207166943	1	5	0	0.18440183673600263	1	1
SNX14	0.0022661164177147715	1	16	0	0.18326527791858951	1	1
CANX	0.02883290252750872	0.11368676538443293	6	0	0.18159142455245425	1	1
SCP2	4.699922079785664e-5	1	4	0	0.17785737494210907	1	1
DNAJB6	0.01795304632430253	1	8	0	-0.17605948307853114	1	1
HADHA	3.0738193589024206e-4	0.007070030859352016	8	1	0.17432527773313528	1	1
ABCE1	1.0429953919768047e-4	0.006385655595335967	5	1	-0.173621425753687	1	1
MIA3	5.651779125525905e-5	0.4459247895566577	9	0	0.1703562135604713	1	1
HNRNPDL	0.007354472214933563	1	6	0	0.17029571400937474	1	1
PAFAH1B1	0.0015797925246923588	1	7	0	-0.17027493935023108	1	1
CDC42	0.04125334852343916	1	5	0	0.16929729724705767	1	1
CAVIN1	0.02088586995706905	0.962834086051642	5	0	-0.1687922286787538	1	1
ASAH1	0.012041916886320366	1	8	0	-0.16832717794410734	1	1
CAV1	2.816878115257371e-4	1	5	0	-0.1682738889814992	1	1
CUNH9orf3	0.03627273623262763	1	4	0	-0.16748233868245987	1	1
CCDC93	9.697541142456633e-5	1	4	0	-0.16533078337031734	1	1
HIBADH	0.03079302448484418	1	6	0	0.1558824821003205	1	1
LOC113247381	3.007234803818683e-6	0	2	2	0.1540544960447746	1	1
CMYA5	0.0019388196336882608	1	4	0	0.15199548693493425	1	1
CSDE1	0.04331177881978001	1	9	0	0.15079018327463103	1	1
PTPN3	0.024755234453851596	1	12	0	-0.15031093898820497	1	1
PJA2	0.04331177881978001	1	4	0	0.14598617114545756	1	1
TSC22D1	0.046709553539889585	1	6	0	-0.14570586465154567	1	1
XPO4	5.3262749868426765e-5	1	4	0	-0.13230584512036817	1	1
FBXO40	1.8272678866910707e-4	0.2866128636399357	9	0	-0.1319022055846602	1	1
CDC42BPA	0.011619655387741127	1	6	0	0.12601322947904495	1	1
MFN2	0.003120635487800309	1	6	0	0.12499875042723652	1	1
HSBP1	2.875834840105886e-5	1	5	0	0.0903919249405017	1	1
PFKM	0.039759054240166396	1	5	0	0.08769193947233005	1	1
ACTN2	0.01214596450861626	1	4	0	-0.0862182150334091	1	1
HNRNPA1	0.003303650892827615	1	4	0	-0.08212900164027886	1	1
NRAP	1.3098737526928304e-6	1	8	0	0.05973656089129284	1	1
