gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Atrium)	pct_gene_expr	max_pct_tx_expr
PFN2	4.508452748286488e-8	1.596793432531739e-9	3	2	0.695277566296845	1	1
WDR78	0.003122781283369451	1	4	0	-0.6942607554568357	1	0.6666666666666666
ATP9B	2.3836214258523257e-5	7.481170224920004e-7	7	1	-0.6857351843873277	1	1
novelGene_OGFOD2_AS	0.006108697809324326	0.00911587265292422	3	1	0.6840414881227045	1	1
KCNIP2	3.4521468072812976e-8	2.3176205053372367e-7	6	2	0.6822986804382621	1	1
GFPT1	4.0120303749021425e-10	4.800995655188699e-10	3	3	-0.6776282786133897	1	1
UEVLD	0.0022898614127345083	2.2857900756109747e-4	5	1	-0.676559808964657	1	1
NDUFA10	1.5318486658968793e-6	1.917493457729369e-7	7	2	-0.6758954325061485	1	1
PFAS	0.037451899348781494	0.15595922425504524	5	0	-0.6754250826839391	1	0.8333333333333334
ZHX3	8.271629394719703e-4	9.384118896545262e-4	3	3	-0.6744782289083153	1	1
QKI	1.8478871353438828e-38	9.49978849490918e-29	6	2	0.6726176138694422	1	1
LOC113248686	0.0013637242107192393	5.777049383409555e-4	3	1	-0.6721217163761875	1	0.8333333333333334
SEMA4D	0.002477677605867975	5.771069080501436e-4	3	2	-0.6717931183194158	1	1
FGD6	0.047467091985868556	0.1483326134856625	3	0	0.6689351124859637	1	0.8333333333333334
AFF1	0.0019691188327739056	0.001216842206162938	4	1	-0.6685837773917856	1	1
MEIS1	0.03891501389380861	0.020689427406034716	5	1	-0.6673256896219699	1	1
ADGRG2	0.0015880195226683836	0.006541248489695056	3	2	0.6662668782928014	1	0.8333333333333334
CARM1	0.0026696998214047443	0.0030198107489802927	3	2	-0.6644809108930392	1	1
CCDC163	0.0043442618413696505	0.017162889563549562	6	1	0.663052641424732	1	0.6666666666666666
STK32C	0.010196631831195657	0.7649323561774564	4	0	-0.6617692616006796	1	0.8333333333333334
TMEM245	1.345525720772222e-4	4.444439202590163e-6	3	2	-0.6561525519375957	1	1
LRRC2	1.4796694441030291e-5	1	14	0	0.6552345318221782	1	1
KIF1B	1.232593504794339e-5	2.514258401655103e-4	4	2	0.6526218686301244	1	1
EIF4A2	2.378715781955294e-19	1.568562547503404e-20	5	2	-0.6511387093299223	1	1
PHKB	9.218273645114938e-9	3.926297025810516e-7	6	2	0.6507832731648732	1	1
NDUFV3	8.517014920678971e-8	3.173775029361555e-8	3	2	-0.6501833163870034	1	1
FGFR3	0.005748391942661331	0.2664457038920718	5	0	0.6492148187455585	1	0.6666666666666666
DPAGT1	0.008934287832566206	1	6	0	-0.6480831965337713	1	0.6666666666666666
PRKDC	2.5736089632633e-4	2.7337792493896455e-4	5	2	0.6476941672868315	1	1
TBC1D24	0.03577728317209485	0.030064700101566304	3	1	-0.6476454490881931	1	0.8333333333333334
BRPF3	3.496689365165953e-4	0.012064296511012769	6	1	-0.6464062954344038	1	1
MEGF10	0.01666756064721649	0.027926142340658135	4	1	0.6433132921628972	1	0.8333333333333334
KIAA1614	0.00499647426908556	0.011210635947779728	4	2	-0.6424726159978397	1	1
ASB8	4.0637262654954275e-5	1.4911912775235434e-4	5	2	-0.6423247201372645	1	1
CORO6	8.611901954593895e-4	0.044099399638595174	3	1	-0.6400311721596479	1	1
ZNF236	1.6235102149600817e-8	1	5	0	-0.6394960817183275	1	0.8333333333333334
FGF2	0.02928466111386227	0	2	2	0.6376115200033297	1	1
MFN2	2.1698192053655164e-13	7.345473529611381e-7	8	2	0.6329257194942165	1	1
LRRFIP1	6.768269685121362e-12	1.3168533053104293e-8	7	2	-0.6277427777758955	1	1
TOM1L1	0.033605796478815626	0.05857444266706912	5	0	-0.6246982567028756	1	0.8333333333333334
CSTF3	0.0019292648512561309	0.015178377407554134	8	1	-0.6240036032245339	1	0.8333333333333334
DHX8	0.02246561731925855	0.09832476780775543	6	0	-0.6235331802219208	1	1
ATP5MC1	1.3480919698170362e-23	0	2	2	0.6230986486486892	1	1
SPPL2A	1.0435541876427032e-6	2.130951948956636e-7	3	2	-0.6226691792830442	1	1
SUPT6H	0.014074316401583136	0.020304645855135896	4	1	-0.6193057413836832	1	1
CHST12	0.03398484064257855	1	5	0	-0.6184857493066095	1	0.8333333333333334
ACO2	0.0016075070113064688	2.313502311266569e-4	7	1	-0.618211950558343	1	1
POU2F1	0.0014309859158892128	0	2	2	0.6130809652336917	1	1
ECHDC1	1.1047559396238217e-18	7.454124637999301e-10	6	2	0.6097528399814693	1	1
ASPH	2.6289372091622303e-25	2.4028826958650842e-15	11	1	0.6094195642947046	1	1
MYO7A	0.03234910757394867	0.9342035709139698	4	0	-0.6092229213846696	1	1
LOC113249382	3.93905780019412e-5	8.587224277986736e-4	3	1	0.6088806394421582	1	1
DNAJA4	0.0030070256588286505	1.1762535929495596e-4	4	1	-0.608642543923111	1	1
SCMH1	1.6371940312315305e-4	0.005860314386469814	6	1	-0.6056084470305888	1	1
MBD5_LOC113250909	0.0021423979239283126	0.17870647303482642	4	0	-0.6039728801844774	1	0.8333333333333334
UBN1	0.03935415141268822	0.01685016231913057	3	1	-0.6018839700931218	1	1
PDHX	8.014987148253928e-7	1.1682655917487924e-7	5	3	-0.6011624646613327	1	1
SAXO2	0.04775802499917269	1	4	0	-0.6011485135828439	1	0.5
PID1	0.014398319449693928	0.023686626143315796	4	1	-0.5995484946074093	1	1
RAI1	0.035884943855495434	0	2	2	-0.5993256313003634	1	1
KLHL22	9.504225264614393e-4	0.003198030946106793	5	1	-0.5961826832057808	1	1
KPNA3	0.027749239708396115	0.016266567255501577	3	1	-0.5947730480685582	1	1
PCYT1A	5.043096200370432e-9	1.328185303485383e-7	7	1	-0.594752975782451	1	1
ABLIM1	3.153902448035904e-113	2.2601064780394466e-74	6	2	0.5936606284039907	1	1
TBKBP1	0.04776261702123758	0.48143757708210627	4	0	-0.5929057152309359	1	0.6666666666666666
ESR1	0.0031053713179090923	0.0051285280673024364	6	1	-0.5912345460614011	1	0.8333333333333334
TOM1L2	1.731447366890903e-9	6.151352976387627e-9	4	2	-0.5908207744943779	1	1
LOC113248846	0.04811527298686419	1	4	0	-0.5906158658732178	1	0.6666666666666666
RNFT1	4.975641201815957e-5	3.3709713313282246e-5	6	1	-0.5897952414085097	1	1
PIK3CD	0.0327712264990078	0.5705250023299332	5	0	-0.5883244521466172	1	0.6666666666666666
MYL9	6.054612536844552e-23	0	2	2	0.587445554970289	1	1
CUNH16orf58	0.008622755600798799	0.35139033660823094	9	0	-0.5864368857586945	1	0.8333333333333334
OSBPL3	0.0233856980684565	0.068584798927655	3	0	-0.5846367630448827	1	1
ABHD14B	0.01141538322780644	0.48572075063851305	5	0	-0.5845157321735792	1	1
LOC113249271	1.648675094674366e-5	0.030451466516416746	5	1	-0.5840174542469562	1	1
SLC9A8	0.009034394580661574	0.014004324865786826	7	1	0.5824592413005112	1	0.8333333333333334
TDP2	0.003367799541358599	0.028363254081244824	4	1	0.5788618883477323	1	1
ENO1	8.731356777566393e-22	3.7259330030799804e-14	3	1	-0.5761581252416389	1	1
NIT1	0.036379871302588296	0.12365822628480536	6	0	-0.5761516642998525	1	0.8333333333333334
DBNDD2	9.000078188186575e-8	0	2	2	-0.5761496834754781	1	1
POLL	9.750085814364762e-4	0.0776933443978819	7	0	-0.5760417947572046	1	0.6666666666666666
CCT8	3.3436742769895174e-19	6.506975533486084e-11	5	4	-0.5749554086873259	1	1
TRAP1	3.7262078647918395e-5	0.030528778557961805	9	1	-0.5731732794850765	1	1
SMYD4	0.020204733543109858	0.009862926804629777	3	2	-0.5708613329386483	1	1
CKM	6.046200510755752e-10	3.2612171464870255e-9	4	2	-0.5697343426065321	1	1
FAT1	6.657188428352613e-6	1.5407526513877686e-5	6	1	0.568282990619093	1	1
LOC113256764	0.013894790970353201	0.009304772396852547	4	1	-0.5665665638102921	1	0.8333333333333334
DENND4C	8.092507146027059e-12	3.867839746217392e-10	3	2	-0.5658492275570659	1	1
AKAP7	7.164306337057633e-4	2.67878629968503e-4	6	1	-0.5627408918409275	1	1
BTBD1	3.298711983926287e-7	1.4487453684096518e-6	3	2	-0.56203044735224	1	1
TSPAN9	2.683568096529268e-9	0.6502446435290764	7	0	-0.5616301644552835	1	1
LOC113252430	0.0030404145032681094	0.16459548609188365	4	0	-0.5580892077446247	1	1
TRABD	0.049593325816776765	0.30080267114750614	11	0	-0.5553132492160047	1	0.8333333333333334
COL4A3BP	0.006761407844095922	0	2	2	0.5551002438441803	1	1
MLH1	1.3925843501381573e-9	9.54046268261426e-6	9	1	-0.5539121712567808	1	1
SCRIB	0.009286513214137863	0.0319891940828782	4	1	-0.5539012610822441	1	1
HMG20A	0.0022665240275856363	0.2781226999074254	12	0	-0.5526145556762183	1	1
CUNH19orf12	0.002472241899954939	0.04964097377402467	3	1	-0.5525115044263998	1	1
TMEM218	4.238884214639655e-6	0.01810058922112445	6	1	-0.5515156033269082	1	1
UNKL	0.00951136805725757	1	6	0	-0.5511617276876056	1	0.8333333333333334
NEXN	9.865805110115455e-5	1	10	0	0.5479253770151733	1	1
ZNF165	0.018710963722175716	0.032254546288412816	3	1	0.5477953357854313	1	1
NAA15	0.0034289998363749782	0.078714589550047	4	0	-0.547241522596058	1	1
LRRC66_SGCB	2.5600862117308354e-5	7.97015199567471e-5	3	2	-0.5470127024028356	1	1
ETS2	2.2263627744348534e-5	4.4985499836088606e-4	4	2	-0.546622877725807	1	1
CERS5	0.005685238675987489	0.10641151943148722	7	0	-0.5465506797030302	1	0.8333333333333334
PKM	2.5219724902718757e-5	9.026682898499386e-7	3	2	-0.5462614384263279	1	1
MED24	0.006696546856340494	0.962693534777388	13	0	-0.5451955728155193	1	1
IFT20	0.012202456159977972	0.004375994983367115	3	2	-0.5449210725836788	1	1
FAM53A	0.0030250704565907118	4.0381932193631173e-4	10	1	-0.5448868455026312	1	1
WDR91	0.02840569895738617	0.15030537528433194	8	0	-0.5448000030701388	1	0.8333333333333334
MASP1	1.4491376903910196e-13	1.7254664707752404e-7	8	1	-0.5445679355862639	1	1
DRC1	0.033071929533973775	0.10033533854842996	4	0	0.5444616349471707	1	0.6666666666666666
MLF1	5.2406656725712685e-15	1.5604298911499876e-16	4	2	0.5443420461140324	1	1
EED	0.031154297194616907	0.2147156119180054	7	0	-0.5442390695966992	1	0.8333333333333334
RHOBTB1	7.50981833504168e-4	0.2652410880149586	11	0	-0.5418266712109412	1	1
LOC113267063	0.009766078261081543	1	7	0	-0.541023329681207	1	0.8333333333333334
ZNF565	0.04022989530950373	0.26158795157113457	4	0	-0.5408845964516455	1	0.8333333333333334
CCS	0.022107784312530517	0.19524995791797523	5	0	-0.5406927148242374	1	1
CLK1	1.434372921920385e-4	4.3418243069653615e-5	6	2	-0.5400781164724182	1	1
SGPL1	0.013261690075837943	0.2255861755365408	5	0	-0.5396925671083556	1	1
ACTN2	0.002477677605867975	0.02648029969614608	5	1	-0.5396719355183717	1	0.8333333333333334
ACACB	1.3433125744469258e-4	1	10	0	-0.5394189642593317	1	0.6666666666666666
OXCT1	9.268130460145138e-4	1	9	0	-0.5390889998203677	1	1
CTBP1	0.032531831050876384	0.00615337627337137	3	1	0.5388232256243175	1	1
E2F6	0.038066692595547603	0.0321804720043602	4	1	-0.5381189235297922	1	1
SLMAP	3.9859034839728214e-46	3.5011934749540235e-9	10	2	-0.5360782891803015	1	1
PAQR3	0.03541778304574959	0.06650835100030085	3	0	-0.5351452662189651	1	1
CDCA7L	0.04515834035989787	0.49332337782977853	7	0	-0.5340002334289007	1	0.6666666666666666
FNIP2	0.009443122246721803	0	2	2	-0.5315047789500634	1	1
RAPGEF6	1.232593504794339e-5	0.5647304943161331	9	0	-0.5307329325635742	1	0.8333333333333334
DMXL1	0.020204733543109858	0.0010105960347947059	5	1	0.5291243680353467	1	1
MRPS2	0.004438157176883874	0.014609928945656816	3	1	-0.5289320407927873	1	1
DMXL2	0.04153654687899385	0	2	2	0.5284727473918456	1	1
LOC113264440	0.002505607733083344	0.003105462357059159	6	2	-0.5276139840220451	1	1
ZCCHC8	0.0066999884237705035	0.31825039964435786	6	0	-0.5271964763587855	1	1
TXNL1	7.768305020139652e-13	1.538506584185676e-7	7	1	0.5260277712909588	1	1
LOC113245930	0.002513702399474502	0.2185972148215691	7	0	-0.5256671978535372	1	1
FKBP5	9.543222222172901e-4	1	9	0	-0.5247868570078758	1	0.8333333333333334
SERPINH1	0.0011739900779139851	0	2	2	-0.5225776376293589	1	1
SGK1	0.006823421011005257	0.3141891107265416	11	0	-0.5220947331077408	1	1
APP	1.681265148339608e-14	3.6222042144893037e-14	5	3	-0.521644868045432	1	1
MTG1	0.004341821171499048	0.016906195071496335	7	1	-0.5202968607334653	1	1
PPP3R1	0.017015425493601664	0	2	2	0.5196228091757495	1	1
FNIP1	5.413686992477642e-7	0.002325453658481391	4	4	-0.5191075595309868	1	0.8333333333333334
CLASP1	0.0011476212395201137	0.0150942946713207	9	1	0.518840129192139	1	1
TTC4	0.013133258991488414	0.11242510082231075	5	0	-0.5183174742544515	1	1
PLEKHA6	0.008622755600798799	0.44652084695449734	10	0	0.5170347747382233	1	0.6666666666666666
SMC4	0.04340688237885804	0.11862904945789396	4	0	-0.5168073828186377	1	1
FGF1	1.434372921920385e-4	0.002505479688679951	9	2	-0.5165763141119185	1	1
DLG1	0.0018222005494040136	9.167667346946214e-4	6	2	-0.5131342172784941	1	1
BAG3	0.01574564294760327	0.03046188249553413	5	1	0.5127796184082593	1	1
FLT1	0.006953264603749604	0.08113390074184748	5	0	0.5127438011939407	1	1
SZT2	0.03659377131180354	0	2	2	-0.5115030761165	1	1
AP4B1	0.04432375788640576	0.07040198854971452	8	0	0.5114532058631003	1	1
FHL1	1.6185443532155616e-33	0.004890117478889591	10	2	-0.5111731258508327	1	1
NRAP	9.5046149368136e-19	2.3867946117415485e-4	16	2	-0.5106917537438843	1	0.8333333333333334
LOC113247187	0.0452485847934929	0.02324695273432153	3	1	-0.5098168411896971	1	1
TBC1D8	6.108466210849015e-6	3.4440950692993115e-5	5	1	0.5089751218988505	1	1
SNX8	0.01660274459452001	0.09099665558396451	4	0	-0.5089061992911994	1	1
RPS24	3.2481313920362197e-19	0	2	2	-0.5086159224048035	1	1
FAM234B	0.03879893568763153	0.06886041098928927	5	0	-0.5081407560733143	1	1
PNPLA6	0.012968041714041863	0.05979713724043319	15	0	-0.5073669871435991	1	0.8333333333333334
SELENOI	0.04589854752332312	0	2	2	-0.5070891527281187	1	1
TRIP10	0.02311899575000963	1	7	0	-0.506923817827099	1	1
TACC2	1.7984901454274095e-4	1.0877388385377333e-4	14	1	0.5063346271742083	1	1
ECI2	4.231041390643678e-6	2.599441521166264e-5	6	2	0.5059207368297078	1	1
UGGT1	7.261908334685563e-4	0.3554858110888805	6	0	-0.5045381386965389	1	0.8333333333333334
ITGB1BP2	0.0054506285575055494	0.17882801433049259	4	0	-0.5036909264866454	1	1
CFL2	1.0941578257456825e-5	2.1290735926369535e-6	6	2	-0.4990023379959043	1	1
MYEF2	0.03337528958287025	0.1939799150175412	6	0	0.4982630794966776	1	0.8333333333333334
EPS15L1	0.010021873260570172	0.6417424428432746	9	0	-0.497623437325169	1	1
ATP23	0.014064243471682338	0.004166219204361459	4	1	-0.4967830513608039	1	0.8333333333333334
ADK	0.002477677605867975	0.007280540858438522	10	1	-0.496445366802983	1	1
LOXL2	0.008902155246731464	1	8	0	-0.49553079576070796	1	1
OTUD6B	0.0029968314237008376	0.006949116128374914	8	1	-0.4946602210372471	1	1
NOL10	0.03462080543136909	0.1994969248257532	6	0	-0.4946577623363256	1	1
RBBP6	4.1108377021554105e-7	8.37970403017784e-9	3	2	0.4945443835032607	1	1
SGMS1	0.04135229393724943	0.3396781353848747	7	0	-0.493930122623682	1	1
AGTR1	0.00787031311867274	0.1697185787164606	8	0	-0.49387526329545084	1	0.8333333333333334
LOC113270785	0.04378822821541958	0.057727806639149344	4	0	0.4936370747603541	1	1
SH3D19	8.20219298723026e-8	1.3172221290796343e-8	6	1	-0.4934849052563696	1	1
ANXA7	7.739715430366698e-7	3.283218978876005e-5	7	3	-0.4929954144703937	1	1
RNF44	0.046051251202148626	0.37662715362538385	3	0	-0.4913636908948746	1	1
GOLGA2	1.1846501418818983e-5	4.055264895323963e-7	3	2	-0.4902487755627686	1	1
CLTC	1.0399901751383717e-9	1.6930293481982408e-5	7	2	-0.48942158447110146	1	1
GPR180	0.01530480323287202	0.07853607691770813	7	0	-0.4891931961518489	1	0.8333333333333334
EFCAB14	1.1189346326005596e-7	1.6103830946580113e-5	9	1	-0.488155656230814	1	1
SCYL2	0.01232350922898494	0.02573033887999256	4	1	0.48811098378855833	1	1
HRC	1.785709609108259e-63	5.5361447651640864e-17	8	3	0.4880667679321823	1	1
ZFYVE1	0.011643653187173721	0.07103011873239995	5	0	-0.4875657305609222	1	1
RAP2C	0.0018828618107310513	9.718988181279554e-4	4	1	-0.4871361229975723	1	1
CAPZB	2.3983148878398923e-6	1.1942323686066965e-5	3	2	0.4863947215631285	1	1
ATL3	0.025461163039819556	0.3518343449048747	6	0	-0.48484151404551673	1	1
LARGE1	0.002103587801892734	5.174993411825098e-4	4	1	-0.48444174919329036	1	1
KIAA1217	0.015762870073572067	0.013300900097667994	4	1	0.48279850478162734	1	1
LOC113254153	0.02840569895738617	1	4	0	-0.48129126040047665	1	0.8333333333333334
LIAS	0.04737232749123824	0.8380658034743199	5	0	-0.48085665480521717	1	1
SKIL	0.0035883261973683137	0.07449892538379511	7	0	-0.48025615911766273	1	0.8333333333333334
UNC45A	0.03711533391866219	0.3676040611182737	6	0	-0.47936765374150386	1	1
THAP5	0.006369861676251105	8.206868593918147e-4	4	2	0.47899549434737376	1	1
CKMT2	9.592498706219367e-5	0.05916522496214248	5	0	0.47717318661826125	1	1
MPP7	0.03783577308904894	0.007931265350020552	6	1	-0.4754658434749172	1	1
ACYP1	1.9333128716829845e-4	0	2	2	-0.4749785224663042	1	1
FBXW7	0.03438158463835493	1	3	0	-0.47473976081587327	1	1
SCHIP1	8.795500904573714e-7	3.1411192150520836e-8	4	1	-0.47387474477455116	1	1
ADPRHL1	1.358474001870455e-7	7.015130151330338e-7	5	2	-0.47301135591985294	1	1
ZNF507	0.01905725457524131	0.015515957367231185	12	1	-0.47168097220146066	1	1
GALNT15	4.8232362458492436e-4	0.07854592176285553	4	0	0.47162639748296376	1	1
IMPA1	0.0020813057265153074	0.002373534999895101	5	1	-0.4715576348120696	1	1
PDE7A	0.005407364542005136	0.041453740709579454	5	1	0.4710608312748778	1	1
NCAM1	0.016417192206717814	0.09035369776220051	8	0	-0.47078085815333315	1	1
R3HDM2	0.0054506285575055494	0.349888990370755	10	0	0.4705129677993907	1	0.6666666666666666
METTL14	0.0012746394456095691	0.340340921354243	8	0	-0.4702123288039868	1	1
TMEM139	0.02408664110354017	1	4	0	-0.4691974182471124	1	1
EML1	5.83497611990796e-12	0.02415662855602727	6	1	-0.4691194149712916	1	1
RTN4	5.52723733871023e-23	6.296054700740608e-11	8	3	-0.46856347575374024	1	1
PDE4D	8.682698575823206e-13	2.87301976362192e-4	7	1	0.46765879184470055	1	1
LRRFIP2	9.814540327370905e-10	2.0026380623321385e-4	12	2	-0.4670987798300913	1	0.8333333333333334
ACSS2	0.00907402602282086	0.004066361273046219	5	1	0.466789008592941	1	1
SBF1	0.012671112808855392	0.012897973093786768	3	2	-0.46646319656812063	1	1
TTC33	0.016666558440173722	0.03808966811090815	10	1	-0.46558328134638577	1	1
CPEB1	0.015111046583934718	1	9	0	-0.4646591793400237	1	0.6666666666666666
CD47	4.981685287247315e-9	3.732754945111862e-7	6	2	-0.46416171547309854	1	1
PFKFB2	0.005244596210887141	0.18550392901148588	7	0	0.46360975144623245	1	1
PPP3CB	0.0016111765542619358	0.5452951635425598	8	0	-0.4625955459640244	1	1
DCAF6	1.7132732041184855e-6	0.6742121405542848	9	0	-0.4623814212937003	1	1
AK2	0.006824181157851612	0.01742387921424122	4	1	0.4619005645873203	1	1
GPR63	0.04776261702123758	0.07475058224715495	3	0	0.4608923470085134	1	1
MRPS31	0.04231080673906043	0.011984938129281579	6	1	-0.46047671535152146	1	1
KLC1	0.0010182290002954332	0.1551762793667519	11	0	-0.4580217364732153	1	1
LOC113254331	0.041971610329028075	0.17382150811417071	5	0	-0.4569369794062014	1	0.8333333333333334
FBXO34	0.029720222585967095	0.30737871806639583	6	0	-0.4559754074127933	1	1
MAPRE1	0.0118099791711364	0.5567825908560738	5	0	-0.4556870063859567	1	1
