Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0018452	rna-XM_034670982.1				
OG0018453	rna-XM_034670986.1				
OG0018454	rna-XM_034670934.1				
OG0018455	rna-XM_034672247.1				
OG0018456	rna-XM_034672276.1				
OG0018457	rna-XM_002922719.2				
OG0018458	rna-XM_034652107.1				
OG0018459	rna-XM_034652330.1				
OG0018460	rna-XM_034650326.1				
OG0018461	rna-XM_034652933.1				
OG0018462	id-LOC117800810				
OG0018463	rna-XM_034651758.1				
OG0018464	rna-XM_034653137.1				
OG0018465	rna-XM_034650624.1				
OG0018466	rna-XM_034650638.1				
OG0018467	rna-XM_034652701.1				
OG0018468	rna-XM_034652469.1				
OG0018469	rna-XM_034652642.1				
OG0018470	rna-XM_034652411.1				
OG0018471	rna-XM_034650256.1				
OG0018472	id-LOC117797803				
OG0018473	rna-XM_034664207.1				
OG0018474	rna-XM_034664243.1				
OG0018475	rna-XM_034665571.1				
OG0018476	rna-XM_034664364.1				
OG0018477	rna-XM_034663720.1				
OG0018478	rna-XM_019796108.2				
