orthogroup1	humanID	bearID	oneToOne	humanGeneID	bearGeneID
OG0000004	ENST00000322678.1	rna53555	FALSE	ENSG00000179695.1	gene29730
OG0000004	ENST00000548615.1	rna53555	FALSE	ENSG00000205327.3	gene29730
OG0000004	ENST00000343870.4	rna53555	FALSE	ENSG00000197706.3	gene29730
OG0000004	ENST00000343399.3	rna53429	FALSE	ENSG00000187857.3	gene29628
OG0000004	ENST00000343399.3	rna17047	FALSE	ENSG00000187857.3	gene9445
OG0000004	ENST00000379668.3	rna53431	TRUE	ENSG00000205330.3	gene29631
OG0000004	ENST00000379667.1	rna53430	FALSE	ENSG00000205329.1	gene29630
OG0000004	ENST00000379667.1	rna53433	FALSE	ENSG00000205329.1	gene29634
OG0000004	ENST00000379667.1	rna53432	FALSE	ENSG00000205329.1	gene29632
OG0000005	ENST00000330722.6	rna17236	FALSE	ENSG00000205420.10	gene9536
OG0000005	ENST00000330722.6	rna17235	FALSE	ENSG00000205420.10	gene9535
OG0000005	ENST00000252252.3	rna17236	FALSE	ENSG00000185479.5	gene9536
OG0000005	ENST00000252252.3	rna17235	FALSE	ENSG00000185479.5	gene9535
OG0000005	ENST00000252250.6	rna17236	FALSE	ENSG00000170465.9	gene9536
OG0000005	ENST00000252250.6	rna17235	FALSE	ENSG00000170465.9	gene9535
OG0000005	ENST00000252242.8	rna17234	TRUE	ENSG00000186081.11	gene9534
OG0000005	ENST00000252244.3	rna17225	TRUE	ENSG00000167768.4	gene9528
OG0000005	ENST00000341809.7	rna17224	TRUE	ENSG00000189182.9	gene9527
OG0000005	ENST00000309680.3	rna17226	TRUE	ENSG00000172867.3	gene9529
OG0000005	ENST00000417996.2	rna17220	TRUE	ENSG00000186442.7	gene9523
OG0000005	ENST00000332411.2	rna17221	TRUE	ENSG00000185069.2	gene9524
OG0000005	ENST00000330553.5	rna17218	TRUE	ENSG00000185640.5	gene9521
OG0000005	ENST00000305748.7	rna17229	TRUE	ENSG00000186049.8	gene9530
OG0000005	ENST00000267119.5	rna17233	TRUE	ENSG00000139648.6	gene9533
OG0000005	ENST00000549343.5	rna17232	TRUE	ENSG00000170484.9	gene9532
OG0000005	ENST00000537672.6	rna17230	TRUE	ENSG00000170486.10	gene9531
OG0000005	ENST00000551956.1	rna17219	TRUE	ENSG00000170477.12	gene9522
OG0000005	ENST00000252245.5	rna17237	TRUE	ENSG00000170454.5	gene9537
OG0000007	ENST00000390618.2	id586842	FALSE	ENSG00000211958.2	nbis-gene-105
OG0000007	ENST00000570121.2	id586842	FALSE	ENSG00000270467.1	nbis-gene-105
OG0000007	ENST00000390632.2	id586842	FALSE	ENSG00000211972.2	nbis-gene-105
OG0000007	ENST00000390627.3	id586842	FALSE	ENSG00000211967.3	nbis-gene-105
OG0000007	ENST00000434710.1	id586842	FALSE	ENSG00000232216.1	nbis-gene-105
OG0000007	ENST00000390606.3	id586842	FALSE	ENSG00000211946.3	nbis-gene-105
OG0000007	ENST00000390604.2	id586842	FALSE	ENSG00000211944.2	nbis-gene-105
OG0000007	ENST00000390617.2	id586842	FALSE	ENSG00000211957.2	nbis-gene-105
OG0000007	ENST00000390607.2	id586842	FALSE	ENSG00000211947.2	nbis-gene-105
OG0000007	ENST00000390624.3	id586842	FALSE	ENSG00000211964.3	nbis-gene-105
OG0000007	ENST00000390602.3	id586842	FALSE	ENSG00000211942.3	nbis-gene-105
OG0000007	ENST00000425181.3	id586842	FALSE	ENSG00000233732.5	nbis-gene-105
OG0000007	ENST00000390609.3	id586842	FALSE	ENSG00000211949.3	nbis-gene-105
OG0000007	ENST00000632099.1	id586842	FALSE	ENSG00000282639.1	nbis-gene-105
OG0000007	ENST00000454421.2	id586842	FALSE	ENSG00000223648.4	nbis-gene-105
OG0000007	ENST00000603660.1	id586842	FALSE	ENSG00000270550.1	nbis-gene-105
OG0000007	ENST00000390615.2	id586842	FALSE	ENSG00000211955.2	nbis-gene-105
OG0000007	ENST00000562905.2	id586842	FALSE	ENSG00000271178.1	nbis-gene-105
OG0000007	ENST00000424969.2	id586842	FALSE	ENSG00000224650.2	nbis-gene-105
OG0000007	ENST00000390603.2	id586842	FALSE	ENSG00000211943.2	nbis-gene-105
OG0000007	ENST00000558565.2	id586842	FALSE	ENSG00000259490.2	nbis-gene-105
OG0000007	ENST00000390636.2	id586842	FALSE	ENSG00000211976.2	nbis-gene-105
OG0000007	ENST00000390625.3	id586842	FALSE	ENSG00000211965.4	nbis-gene-105
OG0000007	ENST00000433072.2	id586842	FALSE	ENSG00000225698.3	nbis-gene-105
OG0000007	ENST00000569103.2	id586842	FALSE	ENSG00000259680.5	nbis-gene-105
OG0000007	ENST00000354689.6	id586842	FALSE	ENSG00000270472.2	nbis-gene-105
OG0000007	ENST00000565407.2	id586842	FALSE	ENSG00000271130.1	nbis-gene-105
OG0000007	ENST00000390601.3	id586842	FALSE	ENSG00000211941.3	nbis-gene-105
OG0000007	ENST00000390598.2	id586842	FALSE	ENSG00000211938.2	nbis-gene-105
OG0000007	ENST00000632950.2	id586421	FALSE	ENSG00000282651.2	nbis-gene-102
OG0000007	ENST00000390626.2	id586421	FALSE	ENSG00000211966.2	nbis-gene-102
OG0000007	ENST00000624687.1	id586421	FALSE	ENSG00000280411.1	nbis-gene-102
OG0000007	ENST00000390633.2	id586421	FALSE	ENSG00000211973.2	nbis-gene-102
OG0000007	ENST00000390594.3	id586421	FALSE	ENSG00000211934.3	nbis-gene-102
OG0000007	ENST00000630556.1	id586421	FALSE	ENSG00000281179.1	nbis-gene-102
OG0000007	ENST00000604066.1	id586421	FALSE	ENSG00000270505.1	nbis-gene-102
OG0000007	ENST00000390605.2	id586421	FALSE	ENSG00000211945.2	nbis-gene-102
OG0000007	ENST00000390639.2	id586421	FALSE	ENSG00000211979.2	nbis-gene-102
OG0000007	ENST00000631943.1	id586421	FALSE	ENSG00000282122.1	nbis-gene-102
OG0000007	ENST00000390621.3	id586421	FALSE	ENSG00000211961.3	nbis-gene-102
OG0000007	ENST00000390628.3	id586421	FALSE	ENSG00000211968.3	nbis-gene-102
OG0000007	ENST00000390595.3	id586421	FALSE	ENSG00000211935.3	nbis-gene-102
OG0000007	ENST00000622028.1	id586421	FALSE	ENSG00000277282.1	nbis-gene-102
OG0000007	ENST00000338912.5	id586421	FALSE	ENSG00000188403.7	nbis-gene-102
OG0000007	ENST00000390622.2	id586421	FALSE	ENSG00000211962.2	nbis-gene-102
OG0000007	ENST00000632209.1	id586421	FALSE	ENSG00000281990.1	nbis-gene-102
OG0000007	ENST00000390610.2	id586421	FALSE	ENSG00000211950.2	nbis-gene-102
OG0000008	ENST00000366696.1	rna50995	TRUE	ENSG00000168148.3	gene28191
OG0000008	ENST00000369163.3	rna53627	TRUE	ENSG00000278828.1	gene29788
OG0000008	ENST00000340398.4	rna46274	FALSE	ENSG00000188375.4	gene25611
OG0000008	ENST00000366816.5	rna46274	FALSE	ENSG00000163041.9	gene25611
OG0000008	ENST00000392948.3	rna54409	FALSE	ENSG00000203818.7	gene30560
OG0000008	ENST00000392948.3	rna49034	FALSE	ENSG00000203818.7	gene27024
OG0000008	ENST00000392948.3	rna49038	FALSE	ENSG00000203818.7	gene27028
OG0000008	ENST00000392948.3	rna54410	FALSE	ENSG00000203818.7	gene30561
OG0000010	ENST00000331925.6	rna46027	TRUE	ENSG00000184009.9	gene25504
OG0000010	ENST00000224784.10	rna19708	TRUE	ENSG00000107796.13	gene10851
OG0000010	ENST00000345517.7	rna4301	TRUE	ENSG00000163017.13	gene2470
OG0000010	ENST00000290378.4	rna41988	TRUE	ENSG00000159251.6	gene23255
OG0000010	ENST00000423391.2	rna14004	TRUE	ENSG00000169067.3	gene7715
OG0000010	ENST00000331789.9	rna34192	TRUE	ENSG00000075624.13	gene19010
OG0000011	ENST00000336596.6	rna595	TRUE	ENSG00000044524.10	gene363
OG0000011	ENST00000622150.4	rna25400	TRUE	ENSG00000145242.13	gene14160
OG0000011	ENST00000166244.7	rna35087	TRUE	ENSG00000070886.11	gene19513
OG0000011	ENST00000369303.8	rna28901	TRUE	ENSG00000135333.13	gene16215
OG0000011	ENST00000358432.7	rna38102	TRUE	ENSG00000142627.12	gene21179
OG0000011	ENST00000358173.7	rna33950	TRUE	ENSG00000196411.9	gene18891
OG0000011	ENST00000400191.7	rna35080	TRUE	ENSG00000133216.16	gene19509
OG0000011	ENST00000398015.7	rna11734	TRUE	ENSG00000154928.16	gene6419
OG0000011	ENST00000330394.2	rna1414	TRUE	ENSG00000182580.2	gene789
OG0000011	ENST00000281821.6	rna5586	TRUE	ENSG00000116106.11	gene3090
OG0000011	ENST00000389672.9	rna614	TRUE	ENSG00000080224.17	gene383
OG0000012	ENST00000306842.2	rna21330	TRUE	ENSG00000170953.2	gene11770
OG0000013	ENST00000517417.2	rna24512	TRUE	ENSG00000204956.5	gene13667
OG0000014	ENST00000217133.1	rna19471	TRUE	ENSG00000101162.3	gene10735
OG0000014	ENST00000317702.9	rna48620	TRUE	ENSG00000176014.12	gene26801
OG0000014	ENST00000315491.11	rna8645	TRUE	ENSG00000258947.6	gene4729
OG0000014	ENST00000333628.3	rna28385	TRUE	ENSG00000137267.5	gene15900
OG0000014	ENST00000259818.7	rna28386	TRUE	ENSG00000137285.9	gene15903
OG0000014	ENST00000340384.4	rna52474	FALSE	ENSG00000188229.5	gene28992
OG0000014	ENST00000340384.4	rna52413	FALSE	ENSG00000188229.5	gene28961
OG0000014	ENST00000264071.6	rna43230	TRUE	ENSG00000104833.11	gene23978
OG0000014	ENST00000327892.12	rna28285	TRUE	ENSG00000196230.12	gene15855
OG0000015	ENST00000339282.11	rna50405	TRUE	ENSG00000249709.7	gene27866
OG0000015	ENST00000622593.4	rna43550	FALSE	ENSG00000196757.7	gene24162
OG0000015	ENST00000590798.1	rna43550	FALSE	ENSG00000267179.1	gene24162
OG0000015	ENST00000343949.9	rna43550	FALSE	ENSG00000197054.11	gene24162
OG0000015	ENST00000429654.6	rna43550	FALSE	ENSG00000198429.9	gene24162
OG0000015	ENST00000304060.9	rna43550	FALSE	ENSG00000171295.12	gene24162
OG0000015	ENST00000304030.2	rna43550	FALSE	ENSG00000171291.8	gene24162
OG0000015	ENST00000439326.7	rna43550	FALSE	ENSG00000223547.9	gene24162
OG0000015	ENST00000547628.1	rna43550	FALSE	ENSG00000257446.3	gene24162
OG0000015	ENST00000344980.10	rna43550	FALSE	ENSG00000197647.11	gene24162
OG0000015	ENST00000439556.2	rna43550	FALSE	ENSG00000257591.5	gene24162
OG0000015	ENST00000334213.9	rna43550	FALSE	ENSG00000132010.15	gene24162
OG0000015	ENST00000242804.8	rna43550	FALSE	ENSG00000198342.9	gene24162
OG0000015	ENST00000293725.9	rna43550	FALSE	ENSG00000188868.13	gene24162
OG0000015	ENST00000356109.9	rna43550	FALSE	ENSG00000197857.13	gene24162
OG0000015	ENST00000301547.9	rna43550	FALSE	ENSG00000180855.15	gene24162
OG0000015	ENST00000430385.3	rna43550	FALSE	ENSG00000196466.10	gene24162
OG0000015	ENST00000595562.1	rna43550	FALSE	ENSG00000268870.1	gene24162
OG0000015	ENST00000357901.4	rna43550	FALSE	ENSG00000197044.10	gene24162
OG0000015	ENST00000341191.10	rna43550	FALSE	ENSG00000197933.12	gene24162
OG0000015	ENST00000343979.5	rna43550	FALSE	ENSG00000196646.11	gene24162
OG0000015	ENST00000361113.9	rna43550	FALSE	ENSG00000198551.9	gene24162
OG0000017	ENST00000578186.2	rna54146	FALSE	ENSG00000270882.2	gene30258
OG0000017	ENST00000578186.2	rna49037	FALSE	ENSG00000270882.2	gene27027
OG0000017	ENST00000244537.5	rna54146	FALSE	ENSG00000274618.1	gene30258
OG0000017	ENST00000244537.5	rna49037	FALSE	ENSG00000274618.1	gene27027
OG0000017	ENST00000615164.2	rna54146	FALSE	ENSG00000276966.2	gene30258
OG0000017	ENST00000615164.2	rna49037	FALSE	ENSG00000276966.2	gene27027
OG0000017	ENST00000615353.1	rna54146	FALSE	ENSG00000276180.1	gene30258
OG0000017	ENST00000615353.1	rna49037	FALSE	ENSG00000276180.1	gene27027
OG0000017	ENST00000634956.1	rna54146	FALSE	ENSG00000158406.4	gene30258
OG0000017	ENST00000634956.1	rna49037	FALSE	ENSG00000158406.4	gene27027
OG0000017	ENST00000621520.1	rna53628	TRUE	ENSG00000270276.2	gene29790
OG0000017	ENST00000614247.1	rna27997	FALSE	ENSG00000277157.1	gene15654
OG0000017	ENST00000614247.1	rna27998	FALSE	ENSG00000277157.1	gene15655
OG0000017	ENST00000618305.1	rna28185	TRUE	ENSG00000275126.1	gene15802
OG0000017	ENST00000611927.1	rna27990	TRUE	ENSG00000273542.1	gene15648
OG0000017	ENST00000358064.3	rna17907	TRUE	ENSG00000197837.3	gene9887
OG0000018	ENST00000317996.1	rna23760	FALSE	ENSG00000177201.1	gene13211
OG0000018	ENST00000317996.1	rna23764	FALSE	ENSG00000177201.1	gene13215
OG0000018	ENST00000317996.1	rna23763	FALSE	ENSG00000177201.1	gene13214
OG0000018	ENST00000317996.1	rna23762	FALSE	ENSG00000177201.1	gene13213
OG0000018	ENST00000317996.1	rna23761	FALSE	ENSG00000177201.1	gene13212
OG0000018	ENST00000317996.1	rna23772	FALSE	ENSG00000177201.1	gene13223
OG0000018	ENST00000317996.1	rna23765	FALSE	ENSG00000177201.1	gene13216
OG0000018	ENST00000317996.1	rna23766	FALSE	ENSG00000177201.1	gene13217
OG0000018	ENST00000317996.1	rna23754	FALSE	ENSG00000177201.1	gene13203
OG0000018	ENST00000317996.1	rna23773	FALSE	ENSG00000177201.1	gene13225
OG0000018	ENST00000317996.1	rna23721	FALSE	ENSG00000177201.1	gene13164
OG0000018	ENST00000317996.1	rna23722	FALSE	ENSG00000177201.1	gene13167
OG0000018	ENST00000317996.1	rna23725	FALSE	ENSG00000177201.1	gene13171
OG0000018	ENST00000317996.1	rna23726	FALSE	ENSG00000177201.1	gene13172
OG0000018	ENST00000317996.1	rna23759	FALSE	ENSG00000177201.1	gene13210
OG0000018	ENST00000318021.3	rna23760	FALSE	ENSG00000177212.3	gene13211
OG0000018	ENST00000318021.3	rna23764	FALSE	ENSG00000177212.3	gene13215
OG0000018	ENST00000318021.3	rna23763	FALSE	ENSG00000177212.3	gene13214
OG0000018	ENST00000318021.3	rna23762	FALSE	ENSG00000177212.3	gene13213
OG0000018	ENST00000318021.3	rna23761	FALSE	ENSG00000177212.3	gene13212
OG0000018	ENST00000318021.3	rna23772	FALSE	ENSG00000177212.3	gene13223
OG0000018	ENST00000318021.3	rna23765	FALSE	ENSG00000177212.3	gene13216
OG0000018	ENST00000318021.3	rna23766	FALSE	ENSG00000177212.3	gene13217
OG0000018	ENST00000318021.3	rna23754	FALSE	ENSG00000177212.3	gene13203
OG0000018	ENST00000318021.3	rna23773	FALSE	ENSG00000177212.3	gene13225
OG0000018	ENST00000318021.3	rna23721	FALSE	ENSG00000177212.3	gene13164
OG0000018	ENST00000318021.3	rna23722	FALSE	ENSG00000177212.3	gene13167
OG0000018	ENST00000318021.3	rna23725	FALSE	ENSG00000177212.3	gene13171
OG0000018	ENST00000318021.3	rna23726	FALSE	ENSG00000177212.3	gene13172
OG0000018	ENST00000318021.3	rna23759	FALSE	ENSG00000177212.3	gene13210
OG0000018	ENST00000319968.4	rna23760	FALSE	ENSG00000177462.6	gene13211
OG0000018	ENST00000319968.4	rna23764	FALSE	ENSG00000177462.6	gene13215
OG0000018	ENST00000319968.4	rna23763	FALSE	ENSG00000177462.6	gene13214
OG0000018	ENST00000319968.4	rna23762	FALSE	ENSG00000177462.6	gene13213
OG0000018	ENST00000319968.4	rna23761	FALSE	ENSG00000177462.6	gene13212
OG0000018	ENST00000319968.4	rna23772	FALSE	ENSG00000177462.6	gene13223
OG0000018	ENST00000319968.4	rna23765	FALSE	ENSG00000177462.6	gene13216
OG0000018	ENST00000319968.4	rna23766	FALSE	ENSG00000177462.6	gene13217
OG0000018	ENST00000319968.4	rna23754	FALSE	ENSG00000177462.6	gene13203
OG0000018	ENST00000319968.4	rna23773	FALSE	ENSG00000177462.6	gene13225
OG0000018	ENST00000319968.4	rna23721	FALSE	ENSG00000177462.6	gene13164
OG0000018	ENST00000319968.4	rna23722	FALSE	ENSG00000177462.6	gene13167
OG0000018	ENST00000319968.4	rna23725	FALSE	ENSG00000177462.6	gene13171
OG0000018	ENST00000319968.4	rna23726	FALSE	ENSG00000177462.6	gene13172
OG0000018	ENST00000319968.4	rna23759	FALSE	ENSG00000177462.6	gene13210
OG0000019	ENST00000316987.3	rna52172	FALSE	ENSG00000180974.3	gene28810
OG0000019	ENST00000316987.3	rna52170	FALSE	ENSG00000180974.3	gene28808
OG0000019	ENST00000316987.3	rna36109	FALSE	ENSG00000180974.3	gene20093
OG0000019	ENST00000610445.1	rna52169	TRUE	ENSG00000277932.1	gene28807
OG0000019	ENST00000321522.2	rna36111	TRUE	ENSG00000176787.2	gene20096
OG0000019	ENST00000445557.1	rna36110	FALSE	ENSG00000273085.1	gene20094
OG0000019	ENST00000445557.1	rna36118	FALSE	ENSG00000273085.1	gene20103
OG0000019	ENST00000445557.1	rna36113	FALSE	ENSG00000273085.1	gene20098
OG0000019	ENST00000379946.2	rna52177	FALSE	ENSG00000205409.3	gene28815
OG0000019	ENST00000379946.2	rna52173	FALSE	ENSG00000205409.3	gene28811
OG0000019	ENST00000379946.2	rna52174	FALSE	ENSG00000205409.3	gene28812
OG0000019	ENST00000379946.2	rna52175	FALSE	ENSG00000205409.3	gene28813
OG0000019	ENST00000537935.1	rna52177	FALSE	ENSG00000183269.5	gene28815
OG0000019	ENST00000537935.1	rna52173	FALSE	ENSG00000183269.5	gene28811
OG0000019	ENST00000537935.1	rna52174	FALSE	ENSG00000183269.5	gene28812
OG0000019	ENST00000537935.1	rna52175	FALSE	ENSG00000183269.5	gene28813
OG0000020	ENST00000302572.2	rna49453	TRUE	ENSG00000172362.2	gene27323
OG0000020	ENST00000302581.2	rna49450	TRUE	ENSG00000172365.2	gene27320
OG0000020	ENST00000357377.3	rna49449	FALSE	ENSG00000197786.3	gene27319
OG0000020	ENST00000357377.3	rna54112	FALSE	ENSG00000197786.3	gene30232
OG0000020	ENST00000357377.3	rna54114	FALSE	ENSG00000197786.3	gene30234
OG0000020	ENST00000309403.2	rna54368	FALSE	ENSG00000172769.2	gene30512
OG0000020	ENST00000309403.2	rna54113	FALSE	ENSG00000172769.2	gene30233
OG0000020	ENST00000309403.2	rna54111	FALSE	ENSG00000172769.2	gene30231
OG0000021	ENST00000374781.2	rna21975	TRUE	ENSG00000204246.2	gene12150
OG0000021	ENST00000277216.3	rna21976	TRUE	ENSG00000148136.5	gene12151
OG0000021	ENST00000341959.2	rna22144	FALSE	ENSG00000278889.4	gene12249
OG0000021	ENST00000341959.2	rna22145	FALSE	ENSG00000278889.4	gene12250
OG0000021	ENST00000341959.2	rna22141	FALSE	ENSG00000278889.4	gene12246
OG0000021	ENST00000424348.1	rna22142	FALSE	ENSG00000243641.3	gene12247
OG0000021	ENST00000424348.1	rna22143	FALSE	ENSG00000243641.3	gene12248
OG0000021	ENST00000335040.1	rna21969	FALSE	ENSG00000186943.1	gene12144
OG0000021	ENST00000335040.1	rna21974	FALSE	ENSG00000186943.1	gene12149
OG0000022	ENST00000339986.7	rna50751	FALSE	ENSG00000197472.14	gene28078
OG0000022	ENST00000339986.7	rna50747	FALSE	ENSG00000197472.14	gene28074
OG0000022	ENST00000465049.6	rna50751	FALSE	ENSG00000135747.11	gene28078
OG0000022	ENST00000465049.6	rna50747	FALSE	ENSG00000135747.11	gene28074
OG0000022	ENST00000456806.2	rna50751	FALSE	ENSG00000214652.5	gene28078
OG0000022	ENST00000456806.2	rna50747	FALSE	ENSG00000214652.5	gene28074
OG0000022	ENST00000355095.8	rna50751	FALSE	ENSG00000234444.9	gene28078
OG0000022	ENST00000355095.8	rna50747	FALSE	ENSG00000234444.9	gene28074
OG0000022	ENST00000590202.2	rna50751	FALSE	ENSG00000175322.11	gene28078
OG0000022	ENST00000590202.2	rna50747	FALSE	ENSG00000175322.11	gene28074
OG0000022	ENST00000600810.1	rna50577	FALSE	ENSG00000269237.1	gene27967
OG0000022	ENST00000600810.1	rna50748	FALSE	ENSG00000269237.1	gene28075
OG0000022	ENST00000600810.1	rna50752	FALSE	ENSG00000269237.1	gene28079
OG0000022	ENST00000600810.1	rna50749	FALSE	ENSG00000269237.1	gene28076
OG0000022	ENST00000600810.1	rna50744	FALSE	ENSG00000269237.1	gene28071
OG0000022	ENST00000600810.1	rna54429	FALSE	ENSG00000269237.1	gene30584
OG0000022	ENST00000311015.7	rna50577	FALSE	ENSG00000172687.13	gene27967
OG0000022	ENST00000311015.7	rna50748	FALSE	ENSG00000172687.13	gene28075
OG0000022	ENST00000311015.7	rna50752	FALSE	ENSG00000172687.13	gene28079
OG0000022	ENST00000311015.7	rna50749	FALSE	ENSG00000172687.13	gene28076
OG0000022	ENST00000311015.7	rna50744	FALSE	ENSG00000172687.13	gene28071
OG0000022	ENST00000311015.7	rna54429	FALSE	ENSG00000172687.13	gene30584
OG0000023	ENST00000390285.4	id578932	FALSE	ENSG00000211640.4	nbis-gene-56
OG0000023	ENST00000390285.4	id578916	FALSE	ENSG00000211640.4	nbis-gene-52
OG0000023	ENST00000390285.4	id578935	FALSE	ENSG00000211640.4	nbis-gene-57
OG0000023	ENST00000390285.4	id578940	FALSE	ENSG00000211640.4	nbis-gene-58
OG0000023	ENST00000390297.3	id578932	FALSE	ENSG00000211651.3	nbis-gene-56
OG0000023	ENST00000390297.3	id578916	FALSE	ENSG00000211651.3	nbis-gene-52
OG0000023	ENST00000390297.3	id578935	FALSE	ENSG00000211651.3	nbis-gene-57
OG0000023	ENST00000390297.3	id578940	FALSE	ENSG00000211651.3	nbis-gene-58
OG0000023	ENST00000390294.2	id578932	FALSE	ENSG00000211648.2	nbis-gene-56
OG0000023	ENST00000390294.2	id578916	FALSE	ENSG00000211648.2	nbis-gene-52
OG0000023	ENST00000390294.2	id578935	FALSE	ENSG00000211648.2	nbis-gene-57
OG0000023	ENST00000390294.2	id578940	FALSE	ENSG00000211648.2	nbis-gene-58
OG0000023	ENST00000390301.3	id578932	FALSE	ENSG00000211655.3	nbis-gene-56
OG0000023	ENST00000390301.3	id578916	FALSE	ENSG00000211655.3	nbis-gene-52
OG0000023	ENST00000390301.3	id578935	FALSE	ENSG00000211655.3	nbis-gene-57
OG0000023	ENST00000390301.3	id578940	FALSE	ENSG00000211655.3	nbis-gene-58
OG0000023	ENST00000390290.3	id578932	FALSE	ENSG00000211644.3	nbis-gene-56
OG0000023	ENST00000390290.3	id578916	FALSE	ENSG00000211644.3	nbis-gene-52
OG0000023	ENST00000390290.3	id578935	FALSE	ENSG00000211644.3	nbis-gene-57
OG0000023	ENST00000390290.3	id578940	FALSE	ENSG00000211644.3	nbis-gene-58
OG0000023	ENST00000390299.2	id578932	FALSE	ENSG00000211653.2	nbis-gene-56
OG0000023	ENST00000390299.2	id578916	FALSE	ENSG00000211653.2	nbis-gene-52
OG0000023	ENST00000390299.2	id578935	FALSE	ENSG00000211653.2	nbis-gene-57
OG0000023	ENST00000390299.2	id578940	FALSE	ENSG00000211653.2	nbis-gene-58
OG0000023	ENST00000390291.2	id578932	FALSE	ENSG00000211645.2	nbis-gene-56
OG0000023	ENST00000390291.2	id578916	FALSE	ENSG00000211645.2	nbis-gene-52
OG0000023	ENST00000390291.2	id578935	FALSE	ENSG00000211645.2	nbis-gene-57
OG0000023	ENST00000390291.2	id578940	FALSE	ENSG00000211645.2	nbis-gene-58
OG0000024	ENST00000335238.4	rna53530	TRUE	ENSG00000221954.2	gene29705
OG0000024	ENST00000319813.3	rna28978	TRUE	ENSG00000176540.3	gene16270
OG0000024	ENST00000314644.2	rna49286	TRUE	ENSG00000181939.2	gene27159
OG0000024	ENST00000328188.1	rna53529	FALSE	ENSG00000185926.1	gene29704
OG0000024	ENST00000328188.1	rna49298	FALSE	ENSG00000185926.1	gene27173
OG0000024	ENST00000328188.1	rna53929	FALSE	ENSG00000185926.1	gene30058
OG0000024	ENST00000328188.1	rna49321	FALSE	ENSG00000185926.1	gene27200
OG0000024	ENST00000328188.1	rna49314	FALSE	ENSG00000185926.1	gene27194
OG0000024	ENST00000328188.1	rna49323	FALSE	ENSG00000185926.1	gene27202
OG0000024	ENST00000328188.1	rna49325	FALSE	ENSG00000185926.1	gene27204
OG0000024	ENST00000555099.1	rna53529	FALSE	ENSG00000258817.1	gene29704
OG0000024	ENST00000555099.1	rna49298	FALSE	ENSG00000258817.1	gene27173
OG0000024	ENST00000555099.1	rna53929	FALSE	ENSG00000258817.1	gene30058
OG0000024	ENST00000555099.1	rna49321	FALSE	ENSG00000258817.1	gene27200
OG0000024	ENST00000555099.1	rna49314	FALSE	ENSG00000258817.1	gene27194
OG0000024	ENST00000555099.1	rna49323	FALSE	ENSG00000258817.1	gene27202
OG0000024	ENST00000555099.1	rna49325	FALSE	ENSG00000258817.1	gene27204
OG0000025	ENST00000443402.6	id21155	FALSE	ENSG00000211689.7	nbis-gene-21
OG0000025	ENST00000436911.6	id21155	FALSE	ENSG00000227191.8	nbis-gene-21
